"id","pathway","Vcmax","Jmax","Rd","TPU"
"ely_can9_t1_ch3_27.5","C3","38.251390860884","67.311567415609","1.59298555825","4.63936745663889"
"ely_can9_t1_ch3","C3","65.4020478086861","63.3462339003274","1.076394082","3.67701793589189"
"ely_can10_t1_ch3_27.5","C3","60.1440987054316","99.6706279610052","1.36080921827273","6.48189194669697"
"ely_can10_t1_ch3","C3","105.849450527589","107.215434546145","1.09824882916667","5.43070316657407"
"ely_can11_t2_ch3_27.5","C3","54.9940058810932","103.623257102379","0.991087884583333","7.05243240819444"
"ely_can11_t2_ch3","C3","89.3074860025458","75.1874706532857","1.29560632825","3.25020719517857"
"ely_can12_t2_ch3_27.5","C3","60.4619131372823","99.1743451294578","0.941004504083333","6.94348322891667"
"ely_can12_t2_ch3","C3","86.4567328001396","113.210609346489","1.12975205266667","6.93574309178632"
"ely_can13_t3_ch3_27.5","C3","52.7599853733055","78.2845979075603","1.59298555825",NA
"ely_can13_t3_ch3","C3","86.3755839363203","111.637715308628","0.34440948775",NA
"ely_can14_t3_ch3_27.5","C3","42.235968839202","75.0443016902466","0.718811159090909","5.10143612245887"
"ely_can14_t3_ch3","C3","103.246810525186","63.2528447383344","1.21169263392308","2.86459850058103"
"ely_can15_t4_ch3_27.5","C3","39.9720086367566","76.6084239511576","0.681024228166667",NA
"ely_can15_t4_ch3","C3","87.9100571039598","93.8954851743317","0.980361426416667","6.08106075797222"
"ely_can16_t4_ch3_27.5","C3","40.8070692351349","86.7471038651224","1.38323247375",NA
"ely_can16_t4_ch3","C3","91.81029698843","98.8630076638327","2.13638331366667",NA
"pas_smi9_t1_ch3_27.5","C3","64.9307076227534","125.363705086962","1.29431593333333","8.31679806588889"
"pas_smi9_t1_ch3","C3","100.115926679818","143.687954266469","0.760412773083333",NA
"pas_smi10_t1_ch3_27.5 ","C3","87.216475066927","154.562663351329","0.625092027333333",NA
"pas_smi10_t1_ch3","C3","151.420244967917","193.09850463141","0.565503765416667",NA
"pas_smi11_t2_ch3_27.5 ","C3","125.860762902514","238.755299483293","2.12553098408333",NA
"pas_smi11_t2_ch3","C3","218.992753740078","289.556545118741","2.04006875833333",NA
"pas_smi12_t2_ch3_27.5","C3","197.39589012629","417.16677604363","0.290451775916667",NA
"pas_smi12_t2_ch3","C3","360.025666250367","1257.92731532097","0.765053024833333",NA
"pas_smi13_t3_ch3_27.5","C3","146.677495676358","236.698750612095","1.03837325278571","14.0587392577662"
"pas_smi13_t3_ch3","C3","289.377361040707","321.239774348138","1.859214759","17.5972438467255"
"pas_smi14_t3_ch3_27.5","C3","107.216187821115","186.975968312639","1.48521500725","11.3911185393106"
NA,NA,NA,NA,NA,NA
"pas_smi15_t4_ch3_27.5","C3","154.914751209801","285.118480140535","0.930376826416667","15.4499437948472"
NA,NA,NA,NA,NA,NA
"pas_smi16_t4_ch3_27.5","C3","96.079362512922","217.305576477704","1.26481256908333",NA
"pas_smi16_t4_ch3","C3","227.324896237955","337.144121907067","2.6487476725",NA
"poa_pra9_t1_ch3_27.5","C3","67.2421314183986","115.223562206268","0.115542621416667","7.92984662047222"
NA,NA,NA,NA,NA,NA
"poa_pra10_t1_ch3_27.5","C3","158.827417554789","232.786018547427","1.01904149408333","13.5894378671269"
"poa_pra10_t1_ch3","C3","477.535526457635","307.434669303726","1.27776171891667",NA
"poa_pra12_t2_ch3_27.5","C3","41.734177617498","93.3048786184285","1.28634598375",NA
"poa_pra12_t2_ch3","C3","74.4628499407018","97.4767418976109","1.23160360025",NA
"poa_pra13_t3_ch3_27.5","C3","65.247812089757","130.918093960896","0.378716638416667",NA
"poa_pra13_t3_ch3","C3","139.967778670335","1e+06","1.64947111166667","7.35544962585859"
"poa_pra14_t3_ch3_27.5","C3","42.5312935708831","87.722463090989","1.39838606958333",NA
"poa_pra14_t3_ch3","C3","65.5211423065195","85.4473539957857","1.75652406933333",NA
"poa_pra15_t4_ch3_27.5","C3","67.3339035076805","130.755329001302","1.02184035666667",NA
"poa_pra15_t4_ch3","C3","111.257999979382","153.026305548758","1.114105326",NA
"poa_pra16_t4_ch3_27.5","C3","37.8777623435822","75.6220571647907","1.04976003141667",NA
"poa_pra16_t4_ch3","C3","71.5592071455087","87.4195341275868","1.25556090583333",NA
