"id","pathway","Vcmax","Jmax","Rd","TPU"
"ely_can25_t1_ch5","C3","7.24384881212619","1e+06","1.95602600117298","1.86395211505766"
NA,NA,NA,NA,NA,NA
"ely_can26_t1_ch5","C3","13.7372189859753","38.1613642143327","0.276847106443817",NA
"ely_can26_t1_ch5_27.5","C3","25.9660031686001","52.0733565292428","0.557998616148389","3.72843348523994"
"ely_can27_t2_ch5","C3","16.5796406112818","45.800710005815","0.631780952826298","3.36475406113818"
"ely_can27_t2_ch5_27.5","C3","32.9042717130217","58.5699831966798","1.34185512364146",NA
"ely_can28_t2_ch5","C3","18.7314208144746","53.6376942244772","0.609821315523312",NA
"ely_can28_t2_ch5_27.5","C3","34.770941154456","71.2030909109817","1.15183117850236",NA
NA,NA,NA,NA,NA,NA
"ely_can29_t3_ch5_27.5","C3","16.3485078289276","34.7636417020948","0.795699818513002","2.47849162740433"
NA,NA,NA,NA,NA,NA
"ely_can30_t3_ch5_27.5","C3","27.2725799484971","54.9242474486484","0.990216213152322","3.85131051741441"
NA,NA,NA,NA,NA,NA
"ely_can31_t4_ch5_27.5","C3","30.2881387644688","61.9159861973459","0.810027638649222","4.26251493399418"
NA,NA,NA,NA,NA,NA
"ely_can32_t4_ch5_27.5","C3","17.5423440834754","40.6658593185889","0.822373961799058","2.91529145382885"
"pas_smi25_t1_ch5","C3","28.1021739761949","80.224516582545","0.857080411752471","5.88506444772701"
"pas_smi25_t1_ch5_27.5","C3","55.5532795927064","128.630663683878","1.4689467016321","8.53504667336455"
"pas_smi26_t1_ch5","C3","26.4035676041242","77.0390755035542","0.910444796716902",NA
"pas_smi26_t1_ch5_27.5","C3","44.689002668931","91.9127275913976","1.27247518015159",NA
"pas_smi27_t2_ch5","C3","56.5146275657811","131.455745562219","1.75584745943267",NA
"pas_smi27_t2_ch5_27.5","C3","107.067347249833","196.49452434004","2.82664170730092",NA
"pas_smi28_t2_ch5","C3","27.6224633035272","62.7141108473217","1.33862813944865",NA
"pas_smi28_t2_ch5_27.5","C3","52.2528802928585","84.4494371429992","1.39098495670173",NA
"pas_smi29_t3_ch5","C3","29.8432601481537","83.5632046219427","1.14626104881","5.83103721722238"
"pas_smi29_t3_ch5_27.5","C3","50.3293854306942","109.275837148686","1.98353075305574",NA
NA,NA,NA,NA,NA,NA
"pas_smi30_t3_ch5_27.5","C3","62.7763252799347","156.553667240856","2.31828069431983",NA
"pas_smi31_t4_ch5","C3","46.3878486148565","125.542712982869","0.972688731824593","8.99723156354937"
"pas_smi31_t4_ch5_27.5","C3","70.6548616896486","156.518956604495","2.12310911386231",NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"poa_pra25_t1_ch5","C3","24.8255261604283","76.2648288815157","0.593852950793024",NA
"poa_pra25_t1_ch5_27.5","C3","53.7832236841527","83.7425401687366","0.886212736378067","5.06753791795936"
"poa_pra26_t1_ch5","C3","30.0871654184464","90.9663532944101","0.69448046133851",NA
NA,NA,NA,NA,NA,NA
"poa_pra27_t2_ch5","C3","32.968423453248","74.2406865446033","0.429687424412449","5.12851295230415"
NA,NA,NA,NA,NA,NA
"poa_pra28_t2_ch5","C3","39.7139597150683","77.9300908529043","0.770857439504892",NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"poa_pra30_t3_ch5","C3","17.951396607413","53.4204033040438","1.01899686236404","3.93264730634357"
"poa_pra30_t3_ch5_27.5","C3","37.0483078571911","77.1083352189158","1.55241054160598",NA
NA,NA,NA,NA,NA,NA
"poa_pra31_t4_ch5_27.5","C3","45.6575935086177","92.6072502982662","0.637628466440633","6.29105651214688"
