"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","CO2_hrs","AccCO2_soda","AccH2O_hum","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","chamber"
1,1679592151.6,0,2023-03-23 12:22:31,12:22:31,5,"pas_Smi32_T4_Ch5","gibson",1679592143.85,0.00162588442902298,1.62588442902299,12.0109126003677,416.540363289872,207.498772921904,18.6752107835218,37.4892775255633,0.0968585787652223,4.2233954316614,0.0956412423118888,0.0598838744752476,321.5176554,20.6474026647167,20.01903,2.34937987045101,36.9811069167163,0.846534250703015,2.28909927604239,1.50284561974799,-71.7015033199138,-95.4331788930165,-4.53423892366016,149.84873426341,12.1462677435636,1.62937351270414,12.0109126003677,423.861289599889,420.5202,0.00412962194686989,67.3002688162119,1.62588442902299,8.96540411412422,9.4066306993007,5.13539876758933e-06,129.359544967478,6,1,1,0,48748,2000.014,1681.21146,0.840599845801079,0.160757702396083,1.37,0.5,"0: Broadleaf",2,TRUE,1679592143.85,416.540366666667,420.0542,9.40577433333334,8.96355133333333,415.9892,9.51444866666667,500.029566666667,89.90156,0.09998806,19.5998966666667,20.01903,999.9,0,0,9996.205,0,10.43786,-3.513763,420.495466666667,423.853333333333,0.442222033333333,420.0542,8.96355133333333,0.845593733333333,0.805837366666667,4.49663633333333,3.810548,2000.014,0.980006,0.0199944,0,2.55019333333333,0,3020.285,16705.5566666667,43.562,45.9454,44.8141,43.9958,42.5746,1960.024,39.99,0,1679592174.7,0,0,"--:--:--",1679533849.1,1679533855.1,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-3.50661024390244,0.0231763066202117,0.0376436602045955,1,0.443360731707317,-0.0205043205574914,0.0021533107014083,1,2,2,"2/2",2.85283,2.71027,0.0898094,0.0904127,0.0514819,0.0493705,25467.6,22240.8,25043.6,23818,40571.6,37471.1,45285.6,42477.1,1.76415,1.82262,-0.00737607,0,20.1269,999.9,55.994,29.416,25.6567,57.0528,44.8998,1,0.0910137,6.75392,20.1046,5.23556,11.992,4.9573,3.304,9999,999.9,9999,9999,1.86844,1.86404,1.87174,1.86249,1.86196,1.86844,1.85852,1.86498,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.551,-0.1087,0.40775558088965,0.00032837908320476,1.65091374073297e-08,5.48497721432987e-11,-0.0791918157276092,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,971.7,971.6,1.03271,2.35474,1.44775,2.31445,1.44409,2.39136,34.8985,24.2626,18,421.834,442.982,13.8806,28.2938,30,28.2005,28.1779,20.7296,74.8981,0,13.8732,413.332,8.95521,95.8366,99.8754,5
2,1679592156.6,5,2023-03-23 12:22:36,12:22:36,5,"pas_Smi32_T4_Ch5","gibson",1679592148.75517,0.00162218061207115,1.62218061207116,12.8115565935736,416.52851364594,193.915156987022,17.4530074263171,37.4889480270073,0.0966800032922783,4.22471903696676,0.0954674959839269,0.0597748568950102,321.513604862069,20.6435693092183,20.0145551724138,2.34872901734249,36.9910943271265,0.846542526707506,2.28850360365445,1.50218649063499,-71.538164992338,-95.3981619372512,-4.53095401093318,150.046323921547,11.6733794527004,1.62352020047983,12.8115565935736,423.83749527773,420.398515151515,-0.0207090161491948,67.3002688162119,1.62218061207116,8.96573901649315,9.40617258741259,-1.67200930562398e-05,129.359544967478,6,1,1,0,48816,1999.98862068965,1681.19014137931,0.840599853412959,0.160757717087011,1.37,0.5,"0: Broadleaf",2,TRUE,1679592148.75517,416.528517241379,419.912137931034,9.40568137931035,8.96504379310345,415.977344827586,9.51435724137931,500.025965517241,89.9033275862069,0.0999898310344828,19.5957068965517,20.0145551724138,999.9,0,0,10000.1917241379,0,10.4559413793103,-3.38362,420.483379310345,423.710655172414,0.440636724137931,419.912137931034,8.96504379310345,0.845602,0.805987413793104,4.49677689655172,3.81319310344828,1999.98862068965,0.980005724137931,0.0199946206896552,0,2.56385172413793,0,3020.15344827586,16705.3379310345,43.5641724137931,45.9478620689655,44.8228620689655,43.9913103448276,42.5706896551724,1959.99862068965,39.99,0,1679592179.5,0,0,"--:--:--",1679533849.1,1679533855.1,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-3.46653780487805,0.878586689895465,0.185872721328886,0,0.441686195121951,-0.0177885365853652,0.0018961610925121,1,1,2,"1/2",2.85296,2.71029,0.0897855,0.0900499,0.0514804,0.0493823,25468.3,22249.9,25043.7,23818.2,40571.9,37470.9,45285.8,42477.4,1.76427,1.82278,-0.00780821,0,20.126,999.9,55.994,29.416,25.6589,56.9428,44.6995,1,0.090968,6.73015,20.1053,5.23466,11.992,4.9569,3.3039,9999,999.9,9999,9999,1.86844,1.86406,1.87174,1.86249,1.86195,1.86844,1.85852,1.86499,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.551,-0.1087,0.40775558088965,0.00032837908320476,1.65091374073297e-08,5.48497721432987e-11,-0.0791918157276092,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,971.8,971.7,1.00952,2.36572,1.44775,2.31445,1.44409,2.38159,34.8985,24.2714,18,421.908,443.087,13.8664,28.2938,30,28.201,28.1797,20.2045,74.8981,0,13.8691,399.889,8.95523,95.8369,99.8763,5
3,1679592161.6,10,2023-03-23 12:22:41,12:22:41,5,"pas_Smi32_T4_Ch5","gibson",1679592153.83214,0.0016237202050154,1.62372020501541,11.3581293254157,416.153103952244,217.937602550386,19.6152920890923,37.4555129187421,0.0968827928533032,4.22586053185714,0.0956655526393311,0.0598990603026814,321.513711,20.6372537315155,20.0037642857143,2.34716015817431,37.0083382393604,0.846633956403517,2.28768433461591,1.50052620177079,-71.6060610411795,-94.2786985362676,-4.47619564102592,151.152755781527,3.72917232803233,1.62063589563042,11.3581293254157,417.691992493723,417.765690909091,-0.646411990927743,67.3002688162119,1.62372020501541,8.96853318189725,9.40907167832169,1.62965125260285e-05,129.359544967478,6,1,1,0,48752,1999.98928571429,1681.1907,0.840599853213499,0.160757716702054,1.37,0.5,"0: Broadleaf",2,TRUE,1679592153.83214,416.153107142857,417.359642857143,9.40660857142857,8.96675035714286,415.602178571429,9.51527,500.021571428571,89.9041928571429,0.0999728285714286,19.5899428571429,20.0037642857143,999.9,0,0,10003.7035714286,0,10.4607,-1.20653528571429,420.104785714286,421.135785714286,0.43985775,417.359642857143,8.96675035714286,0.845693535714286,0.806148428571429,4.49832285714286,3.8160325,1999.98928571429,0.980005714285714,0.0199946285714286,0,2.52152142857143,0,3020.13964285714,16705.3392857143,43.57325,45.9505,44.83675,43.991,42.58225,1959.99928571429,39.99,0,1679592184.3,0,0,"--:--:--",1679533849.1,1679533855.1,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,-2.3638197,16.8675678574109,2.30777468755222,0,0.44037895,-0.0121274971857418,0.0014192819478525,1,1,2,"1/2",2.85306,2.71024,0.089257,0.0878987,0.0514926,0.0493805,25483.3,22302.3,25043.9,23818,40571.7,37470.6,45286.3,42477.1,1.7644,1.82272,-0.00816956,0,20.1247,999.9,55.994,29.427,25.6764,56.8628,44.8598,1,0.090846,6.64608,20.1088,5.23601,11.992,4.95745,3.304,9999,999.9,9999,9999,1.86844,1.86409,1.87174,1.86249,1.862,1.86844,1.85852,1.86499,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.55,-0.1086,0.40775558088965,0.00032837908320476,1.65091374073297e-08,5.48497721432987e-11,-0.0791918157276092,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,971.9,971.8,0.979004,2.38037,1.44775,2.31445,1.44409,2.31567,34.8755,24.2714,18,421.988,443.061,13.86,28.2938,29.9999,28.2023,28.1803,19.6025,74.8981,0,13.9276,386.493,8.95523,95.8378,99.8754,5
4,1679592166.6,15,2023-03-23 12:22:46,12:22:46,5,"pas_Smi32_T4_Ch5","gibson",1679592159.1,0.0016217527719942,1.62175277199421,9.78331210383553,413.623256512399,241.390002911228,21.7257477164883,37.2272025033507,0.0968622653109988,4.22582984308904,0.0956455286506549,0.059886500851349,321.514179666667,20.6332006781664,19.9936148148148,2.34568539086737,37.0203842937434,0.846676598689158,2.28705513149481,1.49900879217821,-71.5192972449446,-92.974541202101,-4.41397876360366,152.606362456017,-15.9113036198249,1.61916242684822,9.78331210383553,402.169121755433,408.892466666666,-1.89631428886751,67.3002688162119,1.62175277199421,8.96842530447416,9.40866636363637,-8.57874576043141e-06,129.359544967478,6,1,1,0,48776,1999.99222222222,1681.19316666667,0.840599852332759,0.160757715002225,1.37,0.5,"0: Broadleaf",2,TRUE,1679592159.1,413.623259259259,409.447259259259,9.40723740740741,8.96778074074074,413.073148148148,9.51589,500.023111111111,89.9027074074074,0.0999747851851852,19.5855148148148,19.9936148148148,999.9,0,0,10003.7718518519,0,10.4607,4.17589044444444,417.551148148148,413.152333333333,0.439457037037037,409.447259259259,8.96778074074074,0.845736222222222,0.806227703703704,4.49904222222222,3.81743037037037,1999.99222222222,0.980005703703704,0.019994637037037,0,2.55932222222222,0,3020.55037037037,16705.3666666667,43.5806666666667,45.9486666666667,44.847,43.9953333333333,42.5876666666667,1960.00222222222,39.99,0,1679592189.7,0,0,"--:--:--",1679533849.1,1679533855.1,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,1.1191683,55.3032465816135,5.94016394598373,0,0.43998315,-0.0053331106941854,0.00116950781421074,1,1,2,"1/2",2.85283,2.71024,0.0877231,0.085161,0.0514888,0.0493804,25526.2,22369.4,25043.9,23818.2,40571.6,37470.7,45286,42477.2,1.76418,1.8227,-0.00835955,0,20.1226,999.9,55.994,29.427,25.6771,56.7528,44.8558,1,0.0894106,6.38544,20.1186,5.23451,11.992,4.9571,3.30395,9999,999.9,9999,9999,1.86844,1.86409,1.87172,1.86249,1.862,1.86844,1.85852,1.86499,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.546,-0.1086,0.40775558088965,0.00032837908320476,1.65091374073297e-08,5.48497721432987e-11,-0.0791918157276092,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,972,971.9,0.944824,2.37183,1.44775,2.31445,1.44409,2.38525,34.8985,24.2714,18,421.868,443.051,13.895,28.2938,29.9991,28.2033,28.1809,18.9093,74.8981,0,13.9371,366.381,8.95523,95.8374,99.8759,5
5,1679592171.6,20,2023-03-23 12:22:51,12:22:51,5,"pas_Smi32_T4_Ch5","gibson",1679592163.81429,0.00163026970411949,1.6302697041195,9.23712243458394,407.68578311377,245.505906077649,22.0954514690995,36.691587503329,0.0974389811986712,4.22484705079493,0.0962075293762232,0.0602390501464234,321.514566,20.6277406177789,19.9876142857143,2.3448138668868,37.0343762227473,0.846779738260834,2.28646955781781,1.49803412862596,-71.8948939516698,-92.5250361817704,-4.39343241122067,152.701203455339,-39.2753229703999,1.62126520867805,9.23712243458394,385.54942130419,396.091187878788,-2.63402119592936,67.3002688162119,1.6302697041195,8.96891772492272,9.41126342657343,1.26964648431087e-05,129.359544967478,6,1,1,0,48658,1999.99464285714,1681.1952,0.840599851606745,0.160757713601019,1.37,0.5,"0: Broadleaf",2,TRUE,1679592163.81429,407.685785714286,397.106,9.40869785714286,8.96867357142857,407.137892857143,9.51732821428571,500.025892857143,89.8996892857143,0.0999845392857143,19.5813928571429,19.9876142857143,999.9,0,0,10001.0010714286,0,10.4607,10.5797286428571,411.557964285714,400.699785714286,0.440024357142857,397.106,8.96867357142857,0.845839071428571,0.806280928571429,4.50077928571429,3.81836678571429,1999.99464285714,0.980005714285714,0.0199946285714286,0,2.58625714285714,0,3021.61928571429,16705.3892857143,43.58675,45.9505,44.848,44,42.59125,1960.00464285714,39.99,0,1679592194.5,0,0,"--:--:--",1679533849.1,1679533855.1,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,6.1286323,82.0607002401501,8.03566298227045,0,0.439803125,0.00406524202626538,0.00097856926651872,1,1,2,"1/2",2.85288,2.71016,0.0855427,0.0823964,0.0514971,0.0493828,25587,22437.1,25043.7,23818.3,40571.2,37470.7,45286,42477.4,1.76395,1.82243,-0.00750646,0,20.1196,999.9,56.019,29.427,25.6881,56.7928,44.8317,1,0.0894055,6.40654,20.1177,5.23511,11.992,4.9572,3.304,9999,999.9,9999,9999,1.86844,1.8641,1.87174,1.86249,1.86198,1.86844,1.85852,1.86497,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.542,-0.1086,0.40775558088965,0.00032837908320476,1.65091374073297e-08,5.48497721432987e-11,-0.0791918157276092,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,972,971.9,0.915527,2.38525,1.44775,2.31445,1.44409,2.28882,34.8985,24.2626,18,421.741,442.897,13.9291,28.2938,29.9997,28.2033,28.1827,18.3257,74.8981,0,13.9478,352.857,8.95378,95.8372,99.8763,5
6,1679592176.6,25,2023-03-23 12:22:56,12:22:56,5,"pas_Smi32_T4_Ch5","gibson",1679592169.1,0.00163787182803785,1.63787182803785,8.48507127290394,396.860627239691,247.866211264055,22.3069860672799,35.7158986589616,0.0978540391260447,4.22326713992906,0.0966116876828459,0.060492610925502,321.514889,20.6234704515745,19.9927407407407,2.34555842165064,37.0472328604828,0.846903161282621,2.28600922630847,1.49865526036802,-72.2301476164692,-94.395579147774,-4.48397293892404,150.405189296833,-60.5064707330906,1.6243254367333,8.48507127290394,369.636582356946,381.709181818182,-2.90014074486065,67.3002688162119,1.63787182803785,8.97022944901951,9.41471734265735,5.33047659695601e-06,129.359544967478,6,1,1,0,48657,1999.99666666667,1681.1969,0.840599850999752,0.160757712429521,1.37,0.5,"0: Broadleaf",2,TRUE,1679592169.1,396.86062962963,380.458962962963,9.41044555555556,8.96958148148148,396.316740740741,9.51905111111111,500.014555555556,89.8961,0.0999747111111111,19.5781518518519,19.9927407407407,999.9,0,0,9996.40666666667,0,10.4607,16.4016577777778,400.630740740741,383.902444444444,0.44086462962963,380.458962962963,8.96958148148148,0.84596237037037,0.806330407407407,4.50286259259259,3.81923666666667,1999.99666666667,0.980005703703704,0.019994637037037,0,2.56631851851852,0,3023.37814814815,16705.4111111111,43.5806666666667,45.9486666666667,44.8376666666667,44,42.5783333333333,1960.00666666667,39.99,0,1679592199.3,0,0,"--:--:--",1679533849.1,1679533855.1,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,11.74629605,72.1300632045028,7.21191089577767,0,0.44027755,0.010593478424014,0.00118408194289922,1,1,2,"1/2",2.85281,2.71009,0.0830971,0.0797332,0.0515106,0.0493922,25655.9,22502.2,25044.2,23818.3,40571,37470.4,45286.5,42477.5,1.76415,1.82218,-0.00683591,0,20.1175,999.9,56.019,29.447,25.7164,57.1628,44.9519,1,0.0890091,6.43789,20.1163,5.23481,11.992,4.9569,3.30385,9999,999.9,9999,9999,1.86844,1.86409,1.87173,1.86249,1.86198,1.86844,1.85852,1.86499,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.537,-0.1085,0.40775558088965,0.00032837908320476,1.65091374073297e-08,5.48497721432987e-11,-0.0791918157276092,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,972.1,972,0.880127,2.37183,1.44775,2.31445,1.44409,2.3938,34.8985,24.2714,18,421.871,442.745,13.9487,28.2938,29.9998,28.2057,28.1827,17.6168,74.8981,0,13.9374,332.57,8.95309,95.8385,99.8766,5
7,1679592181.6,30,2023-03-23 12:23:01,12:23:01,5,"pas_Smi32_T4_Ch5","gibson",1679592173.81429,0.00163124140467894,1.63124140467894,8.57872194018935,384.35992615739,233.63166433206,21.0252882125289,34.5898243198729,0.0974726982315523,4.22199561643749,0.0962395789210488,0.0602592278665676,321.511545,20.6245175498899,19.9916571428571,2.34540102507425,37.0564152108561,0.847088539129152,2.28594302581375,1.4983124859451,-71.9377459463414,-94.226614935988,-4.47725926193988,150.869924855731,-70.1175157901146,1.62747513872099,8.57872194018935,353.755946695556,366.565690909091,-3.05374223140375,67.3002688162119,1.63124140467894,8.97231265936066,9.41490216783217,1.50582277241764e-05,129.359544967478,6,1,1,0,48721,1999.97571428571,1681.1793,0.840599857283981,0.160757724558084,1.37,0.5,"0: Broadleaf",2,TRUE,1679592173.81429,384.359928571429,365.319928571429,9.41279392857143,8.97108178571429,383.820714285714,9.52136535714286,500.021071428571,89.8933178571428,0.0999982142857143,19.5776857142857,19.9916571428571,999.9,0,0,9992.6975,0,10.4607,19.04,388.01225,368.626964285714,0.441712821428571,365.319928571429,8.97108178571429,0.846147214285714,0.806440214285714,4.50598464285714,3.8211725,1999.97571428571,0.980005428571428,0.0199948571428571,0,2.58261428571429,0,3025.26857142857,16705.2357142857,43.5845,45.94825,44.839,44,42.5755,1959.98571428571,39.99,0,1679592204.7,0,0,"--:--:--",1679533849.1,1679533855.1,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,16.56938,38.861949793621,4.0247207259641,0,0.441306925,0.0104412945590982,0.00120849537416367,1,1,2,"1/2",2.85305,2.71015,0.0804777,0.0766717,0.0515075,0.049399,25729.3,22577.2,25044.2,23818.5,40570.9,37470.3,45286.4,42477.9,1.76415,1.82215,-0.00820681,0,20.1166,999.9,56.019,29.416,25.6739,57.0528,44.6995,1,0.089436,6.52251,20.1131,5.23451,11.992,4.957,3.304,9999,999.9,9999,9999,1.86843,1.86409,1.87168,1.86249,1.86197,1.86844,1.85852,1.86496,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.531,-0.1086,0.40775558088965,0.00032837908320476,1.65091374073297e-08,5.48497721432987e-11,-0.0791918157276092,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,972.2,972.1,0.848389,2.39014,1.44775,2.31445,1.44409,2.28149,34.8985,24.2626,18,421.871,442.743,13.9482,28.2938,30.0002,28.2057,28.1845,16.9876,74.8981,0,13.9432,319.101,8.94915,95.8383,99.8773,5
8,1679592186.6,35,2023-03-23 12:23:06,12:23:06,5,"pas_Smi32_T4_Ch5","gibson",1679592179.1,0.00163975968837506,1.63975968837507,8.03476586865267,368.866997737859,228.121699274223,20.5289668404195,33.1948183323972,0.097972776042599,4.22125987955774,0.0967268444469064,0.0605648995852111,321.515953,20.6240962593631,19.9941888888889,2.34576878494312,37.0616224290565,0.847258231203259,2.28607971176946,1.49851055373986,-72.3134022573404,-94.567333409137,-4.49431244378153,150.140904889741,-76.1711610352539,1.62944099863908,8.03476586865267,336.319672490195,350.335575757575,-3.26621638301994,67.3002688162119,1.63975968837507,8.9737284277038,9.41876230769231,6.72452501707069e-07,129.359544967478,6,1,1,0,48706,2000.00333333333,1681.2025,0.840599849000252,0.160757708570486,1.37,0.5,"0: Broadleaf",2,TRUE,1679592179.1,368.867,348.161814814815,9.41489111111111,8.97264962962963,368.33337037037,9.52343333333333,500.024777777778,89.8912740740741,0.100019633333333,19.5786481481482,19.9941888888889,999.9,0,0,9990.59962962963,0,10.4607,20.705162962963,372.372888888889,351.314,0.442242074074074,348.161814814815,8.97264962962963,0.846316518518518,0.806562851851852,4.50884259259259,3.82333259259259,2000.00333333333,0.980005703703704,0.019994637037037,0,2.52957037037037,0,3027.53814814815,16705.4703703704,43.5853333333333,45.9463333333333,44.8306666666667,44,42.5783333333333,1960.01333333333,39.99,0,1679592209.5,0,0,"--:--:--",1679533849.1,1679533855.1,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,19.4493925,21.1454938086303,2.09553381712006,0,0.441632225,0.0054628930581603,0.00112493854248799,1,1,2,"1/2",2.85289,2.71026,0.0776316,0.0737622,0.0515252,0.0493985,25808.7,22648.2,25044.1,23818.3,40570.7,37470.1,45287,42477.7,1.7642,1.82185,-0.0073351,0,20.1149,999.9,56.019,29.447,25.7193,57.0628,45.0321,1,0.0897917,6.50794,20.1137,5.23496,11.992,4.957,3.304,9999,999.9,9999,9999,1.86844,1.86407,1.87172,1.86249,1.862,1.86844,1.85852,1.86499,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.526,-0.1085,0.40775558088965,0.00032837908320476,1.65091374073297e-08,5.48497721432987e-11,-0.0791918157276092,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,972.3,972.2,0.817871,2.37305,1.44775,2.31445,1.44409,2.39868,34.8985,24.2714,18,421.899,442.565,13.9462,28.2938,30.0002,28.2057,28.1851,16.2953,74.8981,0,13.9499,298.986,8.94487,95.839,99.8767,5
9,1679592191.6,40,2023-03-23 12:23:11,12:23:11,5,"pas_Smi32_T4_Ch5","gibson",1679592183.81429,0.00163614626249986,1.63614626249987,7.10555986403096,354.291533714861,228.90098571055,20.5990486510819,31.8830804376151,0.0978212438703422,4.22157036704015,0.0965792271531257,0.0604722932884711,321.512457,20.6246463711907,19.9882357142857,2.3449041107387,37.0682344837499,0.847407793341881,2.28607540969714,1.49749631739682,-72.1540501762441,-93.2262805128749,-4.43011717780068,151.70200913308,-79.5208790411478,1.6318308648542,7.10555986403096,320.114922040611,334.223036363636,-3.23318484220471,67.3002688162119,1.63614626249987,8.97421536332521,9.41828811188812,-2.78509807109532e-06,129.359544967478,6,1,1,0,48728,1999.98142857143,1681.1841,0.840599855570087,0.160757721250269,1.37,0.5,"0: Broadleaf",2,TRUE,1679592183.81429,354.291535714286,332.662964285714,9.41657464285714,8.97369892857143,353.763071428571,9.52509214285714,500.040178571428,89.89105,0.100037575,19.5786178571429,19.9882357142857,999.9,0,0,9991.60571428572,0,10.4607,21.6285785714286,357.659464285714,335.675142857143,0.442875321428571,332.662964285714,8.97369892857143,0.846465714285714,0.806655178571429,4.51136035714286,3.82495964285714,1999.98142857143,0.980005428571428,0.0199948571428571,0,2.540175,0,3029.55321428571,16705.2892857143,43.58,45.9415,44.83675,44,42.5935,1959.99142857143,39.99,0,1679592214.3,0,0,"--:--:--",1679533849.1,1679533855.1,0,-0.414,-0.009,0.888,0.421,421,24,0.53,0.27,20.842855,13.0679639774859,1.31955545524809,0,0.442507075,0.00689656660412581,0.00126576315690377,1,1,2,"1/2",2.85288,2.71013,0.0747504,0.0706251,0.0515276,0.0494064,25889.1,22724.5,25043.9,23817.9,40570.1,37469.3,45286.6,42477.2,1.7639,1.82197,-0.0077486,0,20.1132,999.9,56.019,29.427,25.6893,57.1028,44.6955,1,0.0891997,6.48291,20.1148,5.23421,11.992,4.95705,3.3039,9999,999.9,9999,9999,1.86844,1.86409,1.87172,1.86249,1.86197,1.86844,1.85852,1.86498,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.52,-0.1085,0.40775558088965,0.00032837908320476,1.65091374073297e-08,5.48497721432987e-11,-0.0791918157276092,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,972.4,972.3,0.782471,2.39502,1.44897,2.31445,1.44409,2.27539,34.9214,24.2626,18,421.747,442.641,13.9486,28.2936,30,28.2081,28.1851,15.6439,74.8981,0,13.9585,285.582,8.93851,95.8382,99.8754,5
