"obs","time","elapsed","date","hhmmss","averaging","id","machine","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd.dt","αVc","Edyn","Hr","Hs","dHs.dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME.1","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time.1","hhmmss.1","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2.MN","ΔCO2.SLP","ΔCO2.SD","ΔCO2.OK","ΔH2O.MN","ΔH2O.SLP","ΔH2O.SD","ΔH2O.OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_.","Flow_.","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","CO2_hrs","AccCO2_soda","AccH2O_hum","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","NA.","chamber"
36,1679624526.1,1700.09999990463,"20230323 21:22:06","21:22:06",5,"pas_smi31_t4_ch5","gibson",1679624523.6,0.00114584350605143,1.14584350605143,-0.561778482122055,420.157555715617,422.04317900422,37.8555705594646,37.6864377574164,0.0677729300219485,4.20021170796669,0.0671712210638087,0.0420356288904035,0,20.374952855297,20.0006,2.34670028498609,34.6768310091374,0.843830246111114,2.43341222814958,1.50287003887498,-50.531698616868,132.979213046617,6.38461579573043,88.8321302254798,-1.11783390986482,1.15666644247577,-0.561778482122055,423.814723697946,424.088921212121,-0.0243908950996718,66.4271185549042,1.14584350605143,9.09557592778339,9.40662897058824,-9.73943286623633e-06,104.217352295615,4,1,1,0,48292,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679624523.6,420.157555555556,419.984444444444,9.40767222222222,9.09375666666667,418.606111111111,9.47771444444444,500.047,89.5958444444444,0.100121377777778,20.5878555555556,20.0006,999.9,0,0,9956.87666666667,0,1.3354,0.173224666666667,424.147777777778,423.838666666667,0.313915888888889,419.984444444444,9.09375666666667,0.842888444444444,0.814762888888889,4.45086333333333,3.96714222222222,0,0,0,0,2.75661111111111,0,-25.5692444444444,-2.86836666666667,34.125,39.5344444444444,36.937,38.187,34.875,0,0,0,1679624550.3,0,1679624180.6,"21:16:20",1679624180.6,1679624178.1,6,0.358,0.011,1.552,-0.076,420,9,1.07,0.14,0.154161463414634,0.027780827874564,0.0545083078125096,1,0.315375951219512,-0.0261721254355398,0.0030169853468299,1,2,2,"2/2",2.86705,2.70987,0.09028,0.0904621,0.0513465,0.0499334,25480.7,22326.7,25062.1,23904.1,40588.5,37575.3,45294.1,42616.9,1.78655,1.83543,-0.0252649,0,20.4206,999.9,54.249,29.205,24.6415,54.906,41.6506,1,-0.0513415,2.89135,20.2235,5.23511,11.992,4.9572,3.304,9999,999.9,9999,9999,1.86843,1.86406,1.87178,1.86249,1.86191,1.86844,1.85852,1.86503,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.552,-0.0701,1.40718339382215,0.000328379083204763,1.65091374073297e-08,5.48497721432987e-11,-0.0400200034643113,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,5.8,5.8,1.03149,2.38159,1.44775,2.31445,1.44409,2.39868,34.3725,24.3502,18,423.632,438.711,18.0303,26.6419,29.9998,26.6729,26.6426,20.6959,71.9937,3.78928,18.0299,420,9.1508,95.8733,100.216,NA,5
37,1679625308.6,2482.59999990463,"20230323 21:35:08","21:35:08",5,"pas_smi31_t4_ch5","gibson",1679625305.6,0.000709550714120615,0.709550714120615,-2.64559475745773,420.477364407403,510.93724455453,45.8504266071484,37.7327484778246,0.0411393492613637,4.20870536170862,0.0409172460249701,0.025593133698902,0,28.0003553338916,27.4915272727273,3.68379624183371,56.9680638982234,2.17847031822684,3.82402028287077,1.50532592360687,-31.2911864927191,145.201383941369,7.50614963547639,121.416347084126,-2.08428196461447,0.707292198524027,-2.64559475745773,430.376392895711,431.000757575758,0.024771352729162,66.6196317075287,0.709550714120615,24.0868804900418,24.2763929411765,1.17342947487446e-05,108.372726623321,4,1,1,0,47106,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679625305.6,420.477363636364,419.988,24.2759272727273,24.0869272727273,419.278090909091,23.8513909090909,500.247181818182,89.6377363636364,0.100146509090909,28.1314636363636,27.4915272727273,999.9,0,0,9979.09636363636,0,1.3354,0.489352,430.939,430.353818181818,0.189013363636364,419.988,24.0869272727273,2.17604,2.15909636363636,18.7870090909091,18.662,0,0,0,0,2.76053636363636,0,-26.6497272727273,-3.04976363636364,34.062,39,36.562,38.0225454545455,35.312,0,0,0,1679625332.7,0,1679625012.1,"21:30:12",1679625012.1,1679625005.1,7,-0.352,-0.006,1.199,0.413,420,24,0.5,0.33,0.489682775,-0.122492071294559,0.0325591291948107,0,0.1958512,-0.0612991069418393,0.0115039303070733,1,1,2,"1/2",2.8646,2.70999,0.0905471,0.0906065,0.102227,0.101992,25461.2,22320,25049.4,23899.8,38368.4,35505.6,45273.2,42610.9,1.78577,1.85818,0.0750199,0,26.2692,999.9,61.067,29.356,27.9668,54.856,41.1498,1,-0.0442302,-1.23194,20.2425,5.23511,11.9918,4.9574,3.304,9999,999.9,9999,9999,1.86842,1.8641,1.8718,1.86249,1.86192,1.86844,1.85852,1.86503,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.2,0.4246,1.05474819001701,0.000328379083204763,1.65091374073297e-08,5.48497721432987e-11,-0.0464813768964168,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,4.9,5.1,1.04126,2.40479,1.44775,2.30469,1.44409,2.32056,34.4864,24.3502,18,424.015,453.57,28.5431,26.9318,29.9998,26.7866,26.77,20.8856,30.9135,57.7705,28.5476,420,24.0139,95.8273,100.2,NA,5
38,1679625313.6,2487.59999990463,"20230323 21:35:13","21:35:13",5,"pas_smi31_t4_ch5","gibson",1679625311.1,0.000719983405653329,0.719983405653329,-2.04578616379797,420.49844504205,486.757702728254,43.6808719412971,37.7348701960873,0.0417101969963616,4.19785865184399,0.0414813192857763,0.0259462834069769,0,28.0013929949289,27.4999888888889,3.68562068063227,56.9694964836453,2.17894280261825,3.82475348583039,1.50667787801402,-31.7512681893118,143.657190007282,7.4459477928103,119.35186961078,-2.11721581538611,0.703985563159522,-2.04578616379797,430.385735003935,430.960842424242,-0.000206993306730643,66.6196317075287,0.719983405653329,24.0918230900623,24.2841608823529,7.58845383913557e-06,108.372726623321,4,1,1,0,47160,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679625311.1,420.498444444444,419.999666666667,24.2810444444444,24.0929222222222,419.298777777778,23.8562333333333,500.229111111111,89.6382888888889,0.100140922222222,28.1347555555556,27.4999888888889,999.9,0,0,9944.72111111111,0,1.3354,0.498870666666667,430.962555555556,430.368333333333,0.188138,419.999666666667,24.0929222222222,2.17651222222222,2.15964777777778,18.7904777777778,18.6660777777778,0,0,0,0,2.76908888888889,0,-26.9265333333333,-3.0603,34.062,38.972,36.562,38,35.312,0,0,0,1679625337.5,0,1679625012.1,"21:30:12",1679625012.1,1679625005.1,7,-0.352,-0.006,1.199,0.413,420,24,0.5,0.33,0.4814155,0.136942874296435,0.0249785484906549,0,0.1927787,-0.0794661838649159,0.0105481993231072,1,1,2,"1/2",2.86471,2.70995,0.0905476,0.0905997,0.102247,0.101965,25461.1,22320,25049.3,23899.6,38367.4,35506.6,45273.1,42610.8,1.78598,1.85865,0.0754222,0,26.2717,999.9,61.091,29.356,27.9789,55.046,40.641,1,-0.0445147,-1.23738,20.2423,5.23451,11.9911,4.95765,3.304,9999,999.9,9999,9999,1.86842,1.86409,1.8718,1.86248,1.86192,1.86844,1.85852,1.86503,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.2,0.425,1.05474819001701,0.000328379083204763,1.65091374073297e-08,5.48497721432987e-11,-0.0464813768964168,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,5,5.1,1.04004,2.39136,1.44775,2.30469,1.44409,2.3938,34.4864,24.3502,18,424.118,453.847,28.548,26.9284,29.9999,26.7855,26.768,20.8856,30.9135,57.7705,28.5511,420,24.0139,95.8271,100.2,NA,5
39,1679625318.6,2492.59999990463,"20230323 21:35:18","21:35:18",5,"pas_smi31_t4_ch5","gibson",1679625315.8,0.000794377514816975,0.794377514816975,-1.99112377294933,420.489200577886,477.614874761125,42.8602665618497,37.7339152851154,0.0460148602960833,4.21370706958306,0.0457375129644371,0.0286107245929271,0,27.9891436580979,27.50502,3.6867058299462,56.9691316634296,2.17905631326771,3.82497722826714,1.5076495166785,-35.0320484034286,143.284811925175,7.39893670572467,115.651700227471,-2.15627738257575,0.82824014645423,-1.99112377294933,430.363416480893,430.930454545455,-0.00172881219337207,66.6196317075287,0.794377514816975,24.0667777247696,24.278975,1.21204662209702e-05,108.372726623321,4,1,1,0,47228,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679625315.8,420.4892,419.994,24.28239,24.06105,419.2896,23.85753,500.197,89.63827,0.09986176,28.13576,27.50502,999.9,0,0,9994.872,0,1.3354,0.4950806,430.9536,430.3486,0.2213239,419.994,24.06105,2.176633,2.156792,18.79134,18.64495,0,0,0,0,2.75609,0,-27.03289,-3.04218,34.0496,38.9748,36.562,38.0124,35.312,0,0,0,1679625342.3,0,1679625012.1,"21:30:12",1679625012.1,1679625005.1,7,-0.352,-0.006,1.199,0.413,420,24,0.5,0.33,0.495377275,0.0668148180112556,0.0234017246586523,1,0.19431835,0.104791114446529,0.0138706590823039,0,1,2,"1/2",2.86447,2.71021,0.0905387,0.0906035,0.102232,0.101888,25461.3,22320.4,25049.2,23900.1,38368.1,35510.4,45273.1,42611.8,1.78583,1.85875,0.0746511,0,26.2765,999.9,61.14,29.346,27.9875,55.026,41.3462,1,-0.0445732,-1.21051,20.2424,5.23526,11.9914,4.9575,3.304,9999,999.9,9999,9999,1.86843,1.86406,1.8718,1.86248,1.8619,1.86844,1.85852,1.865,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.2,0.4247,1.05474819001701,0.000328379083204763,1.65091374073297e-08,5.48497721432987e-11,-0.0464813768964168,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,5.1,5.2,1.04126,2.3938,1.44775,2.30469,1.44409,2.37427,34.4864,24.3502,18,424.025,453.9,28.5508,26.9249,29.9999,26.7842,26.7669,20.884,30.9135,57.7705,28.5443,420,24.0139,95.8271,100.202,NA,5
40,1679625323.6,2497.59999990463,"20230323 21:35:23","21:35:23",5,"pas_smi31_t4_ch5","gibson",1679625321.1,0.000809231433516314,0.809231433516314,-2.84930965421543,420.457111936811,505.30026384835,45.3448625690164,37.7311696054491,0.0469161672533508,4.21798868103415,0.0466281759670605,0.029168337270735,0,27.987075184957,27.4957888888889,3.68471500533401,56.9444810126269,2.17818052112476,3.82509504413917,1.50653448420925,-35.6871062180694,145.649831796911,7.51310125874572,117.475826837587,-2.05588324125086,0.829475884153966,-2.84930965421543,430.346167879269,430.988806060606,0.0329366019523104,66.6196317075287,0.809231433516314,24.0513971950986,24.2677629411765,-1.39411423144845e-05,108.372726623321,4,1,1,0,47236,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679625321.1,420.457111111111,419.989555555556,24.2725444444444,24.0508777777778,419.257888888889,23.8481444444444,500.210111111111,89.6384888888889,0.0999613222222222,28.1362888888889,27.4957888888889,999.9,0,0,10008.4088888889,0,1.3354,0.467580111111111,430.916777777778,430.339777777778,0.221649555555556,419.989555555556,24.0508777777778,2.17575333333333,2.15588555555556,18.7849,18.6382111111111,0,0,0,0,2.67864444444444,0,-27.0283333333333,-3.07708888888889,34.062,38.944,36.5482222222222,38,35.312,0,0,0,1679625347.7,0,1679625012.1,"21:30:12",1679625012.1,1679625005.1,7,-0.352,-0.006,1.199,0.413,420,24,0.5,0.33,0.486073225,-0.0860512457786109,0.0317701125481855,1,0.203826475,0.156226255159475,0.0174145353383137,0,1,2,"1/2",2.86487,2.71029,0.0905487,0.0905993,0.102199,0.101883,25461.3,22320.7,25049.5,23900.3,38370,35511,45273.6,42612.1,1.78618,1.85855,0.0745691,0,26.2818,999.9,61.14,29.336,27.9684,54.826,40.5449,1,-0.0452185,-1.21495,20.2425,5.23526,11.9906,4.9575,3.304,9999,999.9,9999,9999,1.86843,1.86406,1.87179,1.86249,1.86192,1.86844,1.85852,1.86504,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.2,0.4242,1.05474819001701,0.000328379083204763,1.65091374073297e-08,5.48497721432987e-11,-0.0464813768964168,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,5.2,5.3,1.04004,2.40112,1.44775,2.30469,1.44409,2.32056,34.4864,24.3502,18,424.205,453.763,28.5453,26.9215,29.9998,26.7819,26.7652,20.8869,30.9135,58.1553,28.5459,420,24.0139,95.8282,100.203,NA,5
41,1679625328.6,2502.59999990463,"20230323 21:35:28","21:35:28",5,"pas_smi31_t4_ch5","gibson",1679625325.8,0.000799193088311902,0.799193088311902,-1.73780120634036,420.512900498962,468.592954306816,42.0510014784503,37.7363518551992,0.0462466480431749,4.22496158385749,0.0459672500989665,0.0287544931812311,0,27.9862283104959,27.50537,3.68678133105006,56.9376494210233,2.17754774346661,3.82444264139676,1.50923358758345,-35.2444151945549,143.041131193516,7.36660227871852,115.16331827768,-2.25094279632791,0.790403577018322,-1.73780120634036,430.337173020231,430.925109090909,-0.0210257261112494,66.6196317075287,0.799193088311902,24.049770901039,24.2634708823529,-1.42532340649233e-05,108.372726623321,4,1,1,0,47570,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679625325.8,420.5129,419.9874,24.26538,24.05414,419.3137,23.84134,500.1785,89.6391,0.09976844,28.13336,27.50537,999.9,0,0,10030.438,0,1.3354,0.5256226,430.9705,430.3387,0.2112245,419.9874,24.05414,2.175126,2.15619,18.78028,18.64048,0,0,0,0,2.74416,0,-26.69518,-3.02355,34.062,38.9937,36.562,38.0124,35.312,0,0,0,1679625352.5,0,1679625012.1,"21:30:12",1679625012.1,1679625005.1,7,-0.352,-0.006,1.199,0.413,420,24,0.5,0.33,0.501382425,0.0495013621013119,0.040698959974972,1,0.210339,0.103749230769231,0.0153052768955678,0,1,2,"1/2",2.86443,2.71055,0.0905378,0.0906101,0.102185,0.101934,25461.4,22320.7,25049.3,23900.6,38370.8,35509.2,45273.8,42612.5,1.786,1.85885,0.0745803,0,26.2845,999.9,61.189,29.356,28.0253,53.216,41.4583,1,-0.0451626,-1.21871,20.2425,5.23511,11.9887,4.95765,3.304,9999,999.9,9999,9999,1.86843,1.86406,1.87179,1.86249,1.8619,1.86844,1.85852,1.86506,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.199,0.4239,1.05474819001701,0.000328379083204763,1.65091374073297e-08,5.48497721432987e-11,-0.0464813768964168,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,5.3,5.4,1.04126,2.39014,1.44775,2.30469,1.44409,2.42676,34.4864,24.3589,18,424.096,453.931,28.5453,26.9181,29.9999,26.7804,26.7632,20.8855,30.9135,58.1553,28.5456,420,24.0139,95.8282,100.204,NA,5
42,1679625333.6,2507.59999990463,"20230323 21:35:33","21:35:33",5,"pas_smi31_t4_ch5","gibson",1679625331.1,0.000723094707996976,0.723094707996976,-2.52543638502072,420.51466739796,504.675646306784,45.2885326246385,37.7361031247676,0.0418489295620094,4.21532597602048,0.041619480381272,0.0260326852605804,0,27.9985886400018,27.4997111111111,3.68556077547361,56.938045713141,2.17739043202623,3.82413973777063,1.50817034344737,-31.8884766226667,143.691857262417,7.41677068590177,119.220151325652,-2.21837483819138,0.699336225833489,-2.52543638502072,430.338024150453,431.001854545454,0.00941429876279118,66.6196317075287,0.723094707996976,24.0732757285836,24.2665752941176,-9.48575719464355e-06,108.372726623321,4,1,1,0,47311,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679625331.1,420.514666666667,419.987666666667,24.2638888888889,24.0770111111111,419.315222222222,23.8399,500.243333333333,89.6376333333333,0.100266555555556,28.132,27.4997111111111,999.9,0,0,10000.07,0,1.3354,0.527059,430.971777777778,430.348888888889,0.186851,419.987666666667,24.0770111111111,2.17495555555556,2.15820444444444,18.7790222222222,18.6554222222222,0,0,0,0,2.68157777777778,0,-26.6620333333333,-3.08297777777778,34.0482222222222,39,36.5482222222222,38.062,35.312,0,0,0,1679625357.3,0,1679625012.1,"21:30:12",1679625012.1,1679625005.1,7,-0.352,-0.006,1.199,0.413,420,24,0.5,0.33,0.500853,0.0477499362101306,0.0461907003405447,1,0.2111533,-0.0971798273921204,0.0143416896741632,1,2,2,"2/2",2.86511,2.71028,0.0905477,0.0906093,0.1022,0.101968,25461.5,22320.8,25049.6,23900.7,38370.1,35507.8,45273.8,42612.4,1.78622,1.85842,0.0741072,0,26.2856,999.9,61.214,29.336,28.0047,54.456,40.5008,1,-0.0458028,-1.20889,20.2426,5.23511,11.9896,4.9576,3.304,9999,999.9,9999,9999,1.8684,1.86407,1.87179,1.86249,1.8619,1.86844,1.85852,1.86504,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.199,0.4241,1.05474819001701,0.000328379083204763,1.65091374073297e-08,5.48497721432987e-11,-0.0464813768964168,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,5.4,5.5,1.04126,2.40479,1.44775,2.30469,1.44409,2.24609,34.4864,24.3502,18,424.215,453.65,28.5447,26.9147,29.9998,26.7793,26.7609,20.8842,30.9135,58.1553,28.5418,420,24.014,95.8286,100.204,NA,5
43,1679625338.6,2512.59999990463,"20230323 21:35:38","21:35:38",5,"pas_smi31_t4_ch5","gibson",1679625335.8,0.000720674298042116,0.720674298042116,-2.11250659686945,420.496500610937,489.264425851522,43.9058754064185,37.7347421744935,0.0417190131025235,4.21720783977983,0.0414910832875032,0.0259523016303527,0,27.9998116676016,27.50059,3.68575031830464,56.9508737979438,2.17797232127446,3.82430009590669,1.50777799703018,-31.7817365436573,143.719881478966,7.4149660269903,119.353110962299,-2.00339221281927,0.711063674827067,-2.11250659686945,430.418245922823,430.982660606061,0.00596639437165567,66.6196317075287,0.720674298042116,24.079402692041,24.2718617647059,1.66230947401602e-05,108.372726623321,4,1,1,0,47344,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679625335.8,420.4965,420.0297,24.2702,24.08018,419.2974,23.84594,500.218,89.63859,0.09995032,28.13272,27.50059,999.9,0,0,10005.924,0,1.3354,0.4669953,430.9562,430.3935,0.1900254,420.0297,24.08018,2.175548,2.158513,18.78337,18.65769,0,0,0,0,2.75439,0,-26.79,-3.09457,34.062,39,36.562,38.0186,35.312,0,0,0,1679625362.7,0,1679625012.1,"21:30:12",1679625012.1,1679625005.1,7,-0.352,-0.006,1.199,0.413,420,24,0.5,0.33,0.491090425,-0.00469748217636115,0.05212514738439,1,0.204524275,-0.150824206378987,0.015553614086423,0,1,2,"1/2",2.86454,2.7102,0.090552,0.0906066,0.102217,0.101973,25461.7,22321,25049.9,23900.8,38369.6,35508.1,45274.2,42613,1.7861,1.8587,0.0741743,0,26.2887,999.9,61.238,29.346,28.0317,54.136,41.4984,1,-0.04578,-1.22096,20.2425,5.23526,11.9903,4.9575,3.304,9999,999.9,9999,9999,1.86843,1.86402,1.8718,1.86249,1.86191,1.86844,1.85852,1.86501,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.199,0.4244,1.05474819001701,0.000328379083204763,1.65091374073297e-08,5.48497721432987e-11,-0.0464813768964168,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,5.4,5.6,1.04126,2.38037,1.44775,2.30469,1.44409,2.43896,34.4864,24.3589,18,424.131,453.804,28.5416,26.9113,29.9999,26.7775,26.759,20.8856,30.9135,58.1553,28.5441,420,24.014,95.8295,100.205,NA,5
44,1679625343.6,2517.59999990463,"20230323 21:35:43","21:35:43",5,"pas_smi31_t4_ch5","gibson",1679625341.1,0.00073739512436154,0.73739512436154,-1.68356307300675,420.557556045864,471.554714406756,42.3163297535671,37.7399518619595,0.0427055545240514,4.21897034403596,0.0424668498701955,0.026563116401759,0,28.0002733369474,27.5004555555556,3.68572132321175,56.9510889848756,2.17842341496273,3.82507771807709,1.50729790824901,-32.5191249843439,144.604590509554,7.45761917609357,119.543084701304,-2.27017609688314,0.731032655811932,-1.68356307300675,430.368952105559,430.963412121212,-0.0255957566192239,66.6196317075287,0.73739512436154,24.0796268480181,24.2766082352941,9.56824032829726e-06,108.372726623321,4,1,1,0,46987,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679625341.1,420.557555555556,420.02,24.2754,24.0800444444444,419.358222222222,23.8509,500.217444444444,89.6379222222222,0.0999776666666667,28.1362111111111,27.5004555555556,999.9,0,0,10011.5822222222,0,1.3354,0.537529777777778,431.020777777778,430.383666666667,0.195365777777778,420.02,24.0800444444444,2.17599666666667,2.15848444444444,18.7866888888889,18.6574777777778,0,0,0,0,2.8017,0,-26.8950222222222,-3.06431111111111,34.062,39,36.5482222222222,38.0137777777778,35.312,0,0,0,1679625367.5,0,1679625012.1,"21:30:12",1679625012.1,1679625005.1,7,-0.352,-0.006,1.199,0.413,420,24,0.5,0.33,0.514959,-0.00464562101313417,0.0523867292040646,1,0.19719445,-0.0723183939962484,0.0108925129835819,1,2,2,"2/2",2.86522,2.71026,0.0905455,0.0906135,0.102228,0.101994,25462.1,22321.2,25050.1,23901.2,38369.7,35507.7,45274.8,42613.4,1.78627,1.85845,0.0736117,0,26.2945,999.9,61.262,29.346,28.0431,54.386,40.4127,1,-0.0460595,-1.22106,20.2424,5.23466,11.99,4.95745,3.304,9999,999.9,9999,9999,1.86842,1.86404,1.8718,1.86248,1.8619,1.86844,1.85852,1.86499,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.2,0.4246,1.05474819001701,0.000328379083204763,1.65091374073297e-08,5.48497721432987e-11,-0.0464813768964168,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,5.5,5.6,1.04126,2.40479,1.44775,2.30469,1.44409,2.28394,34.4864,24.3502,18,424.212,453.636,28.5434,26.9079,29.9998,26.7752,26.7573,20.8834,31.1887,58.5394,28.5434,420,24.014,95.8307,100.206,NA,5
45,1679625348.6,2522.59999990463,"20230323 21:35:48","21:35:48",5,"pas_smi31_t4_ch5","gibson",1679625345.8,0.000702345423103384,0.702345423103384,-1.72211544284965,420.499500501852,476.153824910555,42.7286779859726,37.7344186063845,0.0406422367930201,4.20843633020509,0.0404254397074656,0.025285281569651,0,28.0066154935776,27.50538,3.68678348824428,56.9565665535202,2.17865690223257,3.82511979577519,1.50812658601171,-30.9734331588592,143.169111167252,7.40225818141505,119.597936189808,-2.0098752193264,0.684799719425346,-1.72211544284965,430.406760395218,430.920563636364,-0.00640046820374485,66.6196317075287,0.702345423103384,24.0938636135249,24.2815632352941,-1.48378623163872e-06,108.372726623321,4,1,1,0,47114,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679625345.8,420.4995,420.0279,24.27821,24.09521,419.3003,23.85358,500.2177,89.63716,0.09997063,28.1364,27.50538,999.9,0,0,9978.309,0,1.3354,0.4718139,430.9626,430.3985,0.1830099,420.0279,24.09521,2.176231,2.159827,18.78839,18.66738,0,0,0,0,2.72792,0,-26.7546,-3.04591,34.062,38.9937,36.5558,38.0124,35.312,0,0,0,1679625372.3,0,1679625012.1,"21:30:12",1679625012.1,1679625005.1,7,-0.352,-0.006,1.199,0.413,420,24,0.5,0.33,0.496599575,0.00393290431519586,0.0516924966285667,1,0.18948955,-0.0212860863039399,0.00595869146268709,1,2,2,"2/2",2.86457,2.71006,0.0905317,0.0906015,0.102245,0.101991,25462.1,22321.5,25049.7,23901.1,38368.5,35507.4,45274.3,42612.9,1.78605,1.85875,0.0740141,0,26.2998,999.9,61.311,29.346,28.0647,54.576,41.4143,1,-0.0463567,-1.2214,20.2424,5.23511,11.9903,4.95755,3.304,9999,999.9,9999,9999,1.86839,1.86404,1.87178,1.86247,1.8619,1.86844,1.85852,1.86502,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.2,0.4249,1.05474819001701,0.000328379083204763,1.65091374073297e-08,5.48497721432987e-11,-0.0464813768964168,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,5.6,5.7,1.04004,2.37427,1.44775,2.30469,1.44409,2.47314,34.4864,24.3589,18,424.076,453.807,28.5425,26.9045,29.9999,26.7737,26.7556,20.8863,31.1887,58.5394,28.5422,420,24.014,95.8294,100.205,NA,5
