"obs","time","elapsed","date","hhmmss","averaging","id","machine","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd.dt","αVc","Edyn","Hr","Hs","dHs.dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME.1","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time.1","hhmmss.1","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2.MN","ΔCO2.SLP","ΔCO2.SD","ΔCO2.OK","ΔH2O.MN","ΔH2O.SLP","ΔH2O.SD","ΔH2O.OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_.","Flow_.","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","CO2_hrs","AccCO2_soda","AccH2O_hum","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","NA.","chamber"
16,1679623659.5,833.5,"20230323 21:07:39","21:07:39",5,"pas_smi32_t4_ch5","gibson",1679623657,0.000484698209228066,0.484698209228066,-2.8302360243963,420.461111932387,567.939674469875,50.9375300985119,37.7104321234487,0.0281960946973245,4.20997015612799,0.0280916022168678,0.0175666072020019,0,27.8679682054139,27.4964111111111,3.68484916719574,57.8006614870623,2.1880152429782,3.78545017770766,1.49683392421754,-21.3751910269577,104.654903788462,5.40392267126297,88.6836354327677,-1.86992304782061,0.440053685886301,-2.8302360243963,430.445723859913,431.051466666667,0.0393752718221131,66.9759408476371,0.484698209228066,24.2692838785388,24.3978601398602,0.000110613568750383,117.498694771317,1,0,1,0,47266,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679623657,420.461111111111,419.999666666667,24.3957777777778,24.2782,419.267222222222,23.9699555555556,500.235666666667,89.5882888888889,0.0999868,27.9575111111111,27.4964111111111,999.9,0,0,9988.61,0,1.44669,0.461439444444444,430.974888888889,430.450111111111,0.117606333333333,419.999666666667,24.2782,2.18557888888889,2.17504222222222,18.8569888888889,18.7796666666667,0,0,0,0,2.66325555555556,0,-16.0624111111111,-2.10916666666667,36.625,41.8956666666667,39.375,41.083,37.722,0,0,0,1679623683.3,0,1679623342,"21:02:22",1679623339.5,1679623342,5,-0.335,-0.01,1.193,0.417,420,24,0.49,0.25,0.480465707317073,-0.181585484320557,0.0584404995605782,0,0.127847804878049,-0.102057846689895,0.0137811913981401,0,0,2,"0/2",2.86655,2.71018,0.0905341,0.0905916,0.102575,0.102586,25483,22324.5,25069.6,23903.3,38380.5,35484.3,45305.6,42613.2,1.79382,1.86305,0.0819862,0,26.1594,999.9,62.581,29.054,28.1837,54.3003,40.605,1,-0.0597434,-1.05911,20.2441,5.23526,11.9899,4.95745,3.304,9999,999.9,9999,9999,1.86844,1.86411,1.8718,1.86248,1.86193,1.86844,1.85852,1.86507,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.194,0.426,1.04907477667785,0.000328379083204763,1.65091374073297e-08,5.48497721432987e-11,-0.0512367604506378,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,5.3,5.3,1.04126,2.3999,1.44775,2.30469,1.44409,2.30835,34.1225,24.3502,18,427.355,455.209,28.0362,26.7337,29.9999,26.6227,26.603,20.8754,31.1345,60.7535,28.0386,420,24.218,95.8991,100.209,NA,5
17,1679623664.5,838.5,"20230323 21:07:44","21:07:44",5,"pas_smi32_t4_ch5","gibson",1679623661.7,0.000415886885608045,0.415886885608045,-2.27972782622408,420.508400662267,558.283965869046,50.0710527691209,37.7143167395889,0.0241768733729357,4.21063146503126,0.024100015711905,0.0150693946972472,0,27.8838908575755,27.50047,3.68572443837747,57.8080054503793,2.18870148942502,3.78615638504209,1.49702294895246,-18.3406116553148,104.476120084922,5.39403904097902,91.5295474705863,-2.09364789686006,0.388387492011315,-2.27972782622408,430.435984098434,431.056351515152,0.00408644661432114,66.9759408476371,0.415886885608045,24.29936809441,24.4086713286713,0.000217009903100043,117.498694771317,0,0,1,0,47203,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679623661.7,420.5084,419.9797,24.40366,24.29988,419.3145,23.97743,500.1984,89.58738,0.1000476,27.96071,27.50047,999.9,0,0,9990.806,0,1.44669,0.5285585,431.027,430.4392,0.103791,419.9797,24.29988,2.186261,2.176963,18.86198,18.79379,0,0,0,0,2.62911,0,-15.85842,-2.10196,36.625,41.8936,39.375,41.0809,37.6996,0,0,0,1679623688.7,0,1679623342,"21:02:22",1679623339.5,1679623342,5,-0.335,-0.01,1.193,0.417,420,24,0.49,0.25,0.496131707317073,-0.147413351916376,0.0577969180739005,0,0.116465975609756,-0.0558538118466898,0.00796006778524823,1,1,2,"1/2",2.86634,2.71011,0.090534,0.0905953,0.102607,0.102603,25483.4,22324.3,25069.9,23903.3,38379.3,35483.4,45305.9,42613,1.79412,1.86265,0.0813827,0,26.1629,999.9,62.605,29.054,28.1917,54.1903,41.0737,1,-0.0597078,-1.01092,20.2445,5.23496,11.9912,4.9576,3.304,9999,999.9,9999,9999,1.86844,1.86409,1.8718,1.86249,1.86188,1.86844,1.85852,1.86507,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.194,0.4265,1.04907477667785,0.000328379083204763,1.65091374073297e-08,5.48497721432987e-11,-0.0512367604506378,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,5.4,5.4,1.04004,2.37183,1.44775,2.30469,1.44409,2.4646,34.0998,24.3589,18,427.514,454.946,28.04,26.731,30,26.6212,26.6011,20.8764,31.1345,60.7535,28.0181,420,24.218,95.8999,100.209,NA,5
18,1679623669.5,843.5,"20230323 21:07:49","21:07:49",5,"pas_smi32_t4_ch5","gibson",1679623667,0.000437477039939594,0.437477039939594,-1.92705639980303,420.44555611599,528.765587673721,47.4248807806173,37.7096786144204,0.025470833424986,4.20897055775493,0.0253855108094561,0.0158735862088004,0,27.8859628287457,27.4956555555556,3.68468625691825,57.8124957503916,2.18964895320282,3.78750117043336,1.49503730371542,-19.2927374613361,106.909280223918,5.52187503819078,93.1384178007732,-1.9028502943296,0.434596782113207,-1.92705639980303,430.43154678376,430.975424242424,-0.000615397096117697,66.9759408476371,0.437477039939594,24.3011610109229,24.416955944056,0.00013043971528752,117.498694771317,0,0,1,0,47177,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679623667,420.445555555556,419.974444444444,24.4135777777778,24.2974555555556,419.251888888889,23.9868333333333,500.215888888889,89.5898111111111,0.0999907333333333,27.9668,27.4956555555556,999.9,0,0,9985.27444444444,0,1.44669,0.471286333333333,430.967222222222,430.432666666667,0.116111555555556,419.974444444444,24.2974555555556,2.18720666666667,2.17680555555556,18.8689222222222,18.7926333333333,0,0,0,0,2.6379,0,-15.6409555555556,-2.08208888888889,36.625,41.9163333333333,39.375,41.097,37.736,0,0,0,1679623693.5,0,1679623342,"21:02:22",1679623339.5,1679623342,5,-0.335,-0.01,1.193,0.417,420,24,0.49,0.25,0.479999073170732,0.13431643902439,0.0469174884047959,0,0.114181585365854,-0.0451154216027874,0.00779906878736364,1,1,2,"1/2",2.86617,2.71005,0.0905277,0.0906003,0.102632,0.102557,25483.6,22324.2,25069.9,23903.2,38378.2,35485.2,45305.8,42613,1.79398,1.8624,0.0816882,0,26.1679,999.9,62.63,29.054,28.2042,54.3203,41.4223,1,-0.0597739,-0.993957,20.2445,5.23481,11.9891,4.9575,3.304,9999,999.9,9999,9999,1.86844,1.86407,1.8718,1.86248,1.86191,1.86844,1.85852,1.86507,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.193,0.4269,1.04907477667785,0.000328379083204763,1.65091374073297e-08,5.48497721432987e-11,-0.0512367604506378,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,5.5,5.5,1.04126,2.40112,1.44775,2.30591,1.44409,2.24609,34.0998,24.3502,18,427.417,454.776,28.0222,26.7287,29.9999,26.6195,26.5991,20.8768,31.4151,61.142,28.023,420,24.218,95.8999,100.208,NA,5
19,1679623674.5,848.5,"20230323 21:07:54","21:07:54",5,"pas_smi32_t4_ch5","gibson",1679623671.7,0.000501800372774514,0.501800372774514,-1.77474815484103,420.485500511949,505.327804003324,45.3223638172928,37.7129393694981,0.0291841778851232,4.22113084007386,0.0290725439796186,0.0181803341105083,0,27.8782213199766,27.50694,3.68712002403244,57.8028495411159,2.1897802464534,3.78836037295322,1.49733977757903,-22.1293964393561,105.535404712965,5.43562245907889,88.8416307326877,-1.76360331925283,0.532718299775156,-1.77474815484103,430.536742419301,431.025927272727,0.00188125024409921,66.9759408476371,0.501800372774514,24.2757062277333,24.4089699300699,9.8191946967129e-05,117.498694771317,1,0,1,0,47380,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679623671.7,420.4855,420.0638,24.41525,24.2729,419.2919,23.98845,500.1793,89.58924,0.09979642,27.97069,27.50694,999.9,0,0,10023.872,0,1.44669,0.4218537,431.0087,430.5133,0.142339,420.0638,24.2729,2.187342,2.174591,18.86992,18.77635,0,0,0,0,2.66415,0,-15.75076,-2.08247,36.625,41.9184,39.3998,41.1124,37.7435,0,0,0,1679623698.3,0,1679623342,"21:02:22",1679623339.5,1679623342,5,-0.335,-0.01,1.193,0.417,420,24,0.49,0.25,0.467032853658536,-0.0342657282229957,0.0532418148755926,1,0.119292975609756,0.0682211916376306,0.0144483137702738,1,2,2,"2/2",2.86658,2.71048,0.0905372,0.0906032,0.102606,0.102522,25483.5,22324.5,25070.2,23903.6,38379.5,35487.1,45306.1,42613.6,1.79387,1.86257,0.0816695,0,26.174,999.9,62.654,29.054,28.2131,54.0603,40.5529,1,-0.06031,-1.01813,20.2445,5.23496,11.9911,4.95755,3.304,9999,999.9,9999,9999,1.86844,1.86405,1.87179,1.86249,1.8619,1.86844,1.85852,1.86508,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.194,0.4265,1.04907477667785,0.000328379083204763,1.65091374073297e-08,5.48497721432987e-11,-0.0512367604506378,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,5.6,5.5,1.04004,2.38403,1.44775,2.30469,1.44409,2.42432,34.0998,24.3589,18,427.348,454.87,28.021,26.7259,29.9999,26.6178,26.5975,20.8757,31.4151,61.142,28.0218,420,24.218,95.9006,100.21,NA,5
20,1679623679.5,853.5,"20230323 21:07:59","21:07:59",5,"pas_smi32_t4_ch5","gibson",1679623677,0.000489209512520465,0.489209512520465,-2.16455023163874,420.489222848657,529.476175519573,47.4883677103038,37.7134000661353,0.0284567342524662,4.21835789260202,0.0283505157305835,0.0177285824547221,0,27.8828841324756,27.5020555555556,3.68606640169228,57.7767978212886,2.18909949497077,3.7888903115433,1.49696690672151,-21.5741395021525,107.122452812864,5.52092220498494,91.069235515696,-2.22109985926269,0.481218936313782,-2.16455023163874,430.366692464846,430.981260606061,-0.00146044658860082,66.9759408476371,0.489209512520465,24.2771211015355,24.4085811188811,-8.89117019856718e-05,117.498694771317,0,0,1,0,47267,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679623677,420.489222222222,419.936333333333,24.4075777777778,24.279,419.295444444444,23.9811666666667,500.225444444445,89.5892888888889,0.100049188888889,27.9730888888889,27.5020555555556,999.9,0,0,10015.0755555556,0,1.44669,0.552775111111111,431.008888888889,430.385888888889,0.128581,419.936333333333,24.279,2.18665666666667,2.17513777777778,18.8649111111111,18.7803666666667,0,0,0,0,2.75873333333333,0,-15.9942,-2.06554444444444,36.625,41.9232222222222,39.3818888888889,41.125,37.7357777777778,0,0,0,1679623703.7,0,1679623342,"21:02:22",1679623339.5,1679623342,5,-0.335,-0.01,1.193,0.417,420,24,0.49,0.25,0.491674707317073,-0.0623595052264808,0.0547015620048276,1,0.121456341463415,0.125636216027875,0.0155634486594741,0,1,2,"1/2",2.86626,2.71045,0.0905265,0.0905927,0.102605,0.102542,25483.9,22324.3,25070.2,23903.1,38380,35485.8,45306.6,42613,1.79422,1.86275,0.0804625,0,26.1792,999.9,62.703,29.054,28.237,54.2503,41.4784,1,-0.0602261,-1.01199,20.2444,5.23541,11.99,4.95745,3.304,9999,999.9,9999,9999,1.86844,1.86406,1.8718,1.86249,1.86191,1.86844,1.85852,1.86508,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.194,0.4265,1.04907477667785,0.000328379083204763,1.65091374073297e-08,5.48497721432987e-11,-0.0512367604506378,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,5.7,5.6,1.04004,2.39014,1.44775,2.30591,1.44409,2.3938,34.0998,24.3589,18,427.532,454.964,28.0204,26.723,30,26.616,26.5958,20.8763,31.4151,61.142,28.0164,420,24.218,95.9014,100.208,NA,5
21,1679623684.5,858.5,"20230323 21:08:04","21:08:04",5,"pas_smi32_t4_ch5","gibson",1679623681.7,0.000481685665537564,0.481685665537564,-2.73326111773127,420.460500795756,563.408586527688,50.5314663014728,37.710617365639,0.0280293355855321,4.20727019613556,0.0279260069949934,0.0174630061457971,0,27.8833999885126,27.49893,3.68539232672165,57.7775362663893,2.189044648339,3.78874695910567,1.49634767838264,-21.2423378502066,107.402651333965,5.5498464557225,91.7101599394812,-1.87949589388,0.480497755976986,-2.73326111773127,430.477584053518,431.066842424243,0.0371341179687194,66.9759408476371,0.481685665537564,24.2788524429049,24.4080804195804,-6.31414073348777e-05,117.498694771317,1,0,1,0,47151,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679623681.7,420.4605,420.0011,24.4071,24.27872,419.2666,23.9807,500.2455,89.58876,0.10008662,27.97244,27.49893,999.9,0,0,9980.007,0,1.44669,0.4592528,430.9794,430.4521,0.1283685,420.0011,24.27872,2.186603,2.175105,18.86449,18.78011,0,0,0,0,2.60079,0,-15.951,-2.05425,36.625,41.937,39.437,41.125,37.75,0,0,0,1679623708.5,0,1679623342,"21:02:22",1679623339.5,1679623342,5,-0.335,-0.01,1.193,0.417,420,24,0.49,0.25,0.475825609756098,-0.0523623972125426,0.0581729414137342,1,0.127264317073171,0.0579035749128923,0.0120689992844781,1,2,2,"2/2",2.86646,2.70989,0.0905429,0.0905969,0.102607,0.10254,25483.8,22324.6,25070.6,23903.5,38380.1,35486.3,45306.9,42613.5,1.79385,1.86278,0.0810102,0,26.1837,999.9,62.703,29.064,28.252,53.9603,40.9335,1,-0.0603227,-1.01817,20.2443,5.23466,11.9903,4.9574,3.304,9999,999.9,9999,9999,1.86844,1.86406,1.8718,1.86249,1.86191,1.86844,1.85852,1.86506,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.193,0.4265,1.04907477667785,0.000328379083204763,1.65091374073297e-08,5.48497721432987e-11,-0.0512367604506378,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,5.8,5.7,1.04126,2.3999,1.44897,2.30469,1.44409,2.29492,34.0998,24.3502,18,427.31,454.967,28.016,26.7206,30,26.6145,26.5944,20.8761,31.4151,61.142,28.0195,420,24.218,95.9022,100.21,NA,5
22,1679623689.5,863.5,"20230323 21:08:09","21:08:09",5,"pas_smi32_t4_ch5","gibson",1679623687,0.000472965410251842,0.472965410251842,-2.32873539107179,420.532667342618,543.310368843621,48.7295396526478,37.7176002219905,0.0274618711023035,4.21284017448381,0.0273628066595287,0.0171106247867047,0,27.8874708319421,27.5133111111111,3.68849472986599,57.7684591316244,2.18900052151972,3.78926589773171,1.49949420834627,-20.8577745921063,104.812050953377,5.40927213809216,89.3635484993634,-2.15815065451813,0.476563963372784,-2.32873539107179,430.442242898727,431.080351515152,0.00325563202486665,66.9759408476371,0.472965410251842,24.2788537581005,24.4056853146853,-5.33667757791067e-05,117.498694771317,1,0,1,0,47210,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679623687,420.532666666667,419.996444444444,24.4062777777778,24.2789333333333,419.339,23.9799222222222,500.185111111111,89.5901444444444,0.0999156888888889,27.9747888888889,27.5133111111111,999.9,0,0,9997.49444444444,0,1.45828111111111,0.536234555555555,431.053111111111,430.447333333333,0.127327111111111,419.996444444444,24.2789333333333,2.18656222222222,2.17515555555556,18.8641888888889,18.7805,0,0,0,0,2.57506666666667,0,-15.6278333333333,-2.05842222222222,36.625,41.937,39.437,41.125,37.715,0,0,0,1679623713.3,0,1679623342,"21:02:22",1679623339.5,1679623342,5,-0.335,-0.01,1.193,0.417,420,24,0.49,0.25,0.484724073170732,0.270817860627178,0.0612208518679189,0,0.131680341463415,-0.0340817351916376,0.00713162967593118,1,1,2,"1/2",2.86667,2.71028,0.0905476,0.090592,0.1026,0.102552,25483.7,22324.4,25070.6,23903.2,38379.9,35485.5,45306.3,42613.1,1.794,1.8628,0.0804663,0,26.1881,999.9,62.776,29.054,28.2682,54.1503,40.629,1,-0.0603506,-1.02728,20.2442,5.23511,11.9899,4.9576,3.304,9999,999.9,9999,9999,1.86844,1.86405,1.8718,1.86249,1.86191,1.86844,1.85852,1.86505,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.193,0.4264,1.04907477667785,0.000328379083204763,1.65091374073297e-08,5.48497721432987e-11,-0.0512367604506378,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,5.8,5.8,1.04004,2.37793,1.44775,2.30591,1.44409,2.44629,34.1225,24.3589,18,427.386,454.964,28.0177,26.7184,29.9999,26.6133,26.5921,20.8793,31.4151,61.5139,28.0182,420,24.218,95.9015,100.209,NA,5
23,1679623694.5,868.5,"20230323 21:08:14","21:08:14",5,"pas_smi32_t4_ch5","gibson",1679623691.7,0.000458251356137155,0.458251356137155,-1.88945396322919,420.508600552652,521.415314751302,46.7656214429764,37.7153211089337,0.0266175442244039,4.19896105005033,0.0265241600587423,0.0165859627948181,0,27.887542484411,27.51034,3.68785359235607,57.7783764223061,2.18907265046976,3.78874033162454,1.49878094188631,-20.2088848056485,104.600813523376,5.41606943259298,89.80799815032,-2.07384726574117,0.425862852441845,-1.88945396322919,430.439617803575,431.005527272727,-0.00742664595370271,66.9759408476371,0.458251356137155,24.287251167014,24.4098006993007,-1.38556119180014e-05,117.498694771317,0,0,1,0,47057,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679623691.7,420.5086,419.9897,24.40716,24.29338,419.3147,23.98075,500.2568,89.58955,0.10022343,27.97241,27.51034,999.9,0,0,9953.619,0,1.636566,0.5187226,431.0286,430.4469,0.1137836,419.9897,24.29338,2.186626,2.176432,18.86468,18.78988,0,0,0,0,2.61668,0,-14.89223,-2.04829,36.625,41.937,39.437,41.125,37.7498,0,0,0,1679623718.7,0,1679623342,"21:02:22",1679623339.5,1679623342,5,-0.335,-0.01,1.193,0.417,420,24,0.49,0.25,0.509076365853659,0.169536292682927,0.0566474290458119,0,0.126797146341463,-0.059834006968641,0.00731229337606257,1,1,2,"1/2",2.86628,2.70972,0.090536,0.0906018,0.102613,0.102609,25484,22324.8,25070.5,23903.8,38379.7,35483.9,45306.7,42613.9,1.79422,1.8629,0.0812002,0,26.1931,999.9,62.801,29.054,28.2792,55.0303,41.5024,1,-0.0609426,-1.01307,20.2441,5.23496,11.9905,4.9576,3.304,9999,999.9,9999,9999,1.86844,1.86409,1.8718,1.86249,1.86192,1.86844,1.85852,1.86506,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.194,0.4266,1.04907477667785,0.000328379083204763,1.65091374073297e-08,5.48497721432987e-11,-0.0512367604506378,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,5.9,5.9,1.04004,2.40479,1.44775,2.30469,1.44409,2.25342,34.1225,24.3502,18,427.499,455.01,28.0175,26.7157,29.9999,26.6115,26.5901,20.8759,31.69,61.5139,28.011,420,24.218,95.9019,100.211,NA,5
24,1679623699.5,873.5,"20230323 21:08:19","21:08:19",5,"pas_smi32_t4_ch5","gibson",1679623697,0.000447593628471103,0.447593628471103,-1.91729074289613,420.500889444206,525.842072400967,47.1617622577668,37.7139145344481,0.0259803655840732,4.21514604951439,0.0258917311340841,0.0161902700823192,0,27.892442363126,27.5167444444444,3.68923573167909,57.7834763145779,2.1896007705173,3.78931990625994,1.49963496116179,-19.7388790155756,104.144753970203,5.37199165561015,89.7778666102373,-1.89606460664242,0.522073907811522,-1.91729074289613,430.516052391026,431.043284848485,0.00229588425882234,66.9759408476371,0.447593628471103,24.2947606468765,24.4134986013986,0.000103511907330082,117.498694771317,1,0,1,0,47277,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679623697,420.500888888889,420.041666666667,24.4135111111111,24.274,419.307,23.9867888888889,500.160666666667,89.5882888888889,0.0997842666666667,27.9750333333333,27.5167444444444,999.9,0,0,10005.0077777778,0,1.53169444444444,0.459337,431.023777777778,430.491333333333,0.139509,420.041666666667,24.274,2.18716444444444,2.17466555555555,18.8685888888889,18.7768888888889,0,0,0,0,2.76803333333333,0,-15.6064666666667,-2.04726666666667,36.625,41.937,39.437,41.125,37.7566666666667,0,0,0,1679623723.5,0,1679623342,"21:02:22",1679623339.5,1679623342,5,-0.335,-0.01,1.193,0.417,420,24,0.49,0.25,0.496063195121951,-0.0803111707317058,0.0535900118729908,1,0.12470212195122,-0.0172110522648085,0.0100393495178336,1,2,2,"2/2",2.8667,2.71036,0.0905394,0.090593,0.102619,0.102433,25484,22325,25070.6,23903.9,38379.8,35491,45307.2,42614,1.79425,1.86287,0.0800639,0,26.1958,999.9,62.825,29.054,28.2936,54.2003,40.605,1,-0.0608613,-0.972663,20.2445,5.23511,11.9905,4.9575,3.304,9999,999.9,9999,9999,1.86844,1.86411,1.8718,1.86249,1.86191,1.86844,1.85852,1.86506,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.194,0.4267,1.04907477667785,0.000328379083204763,1.65091374073297e-08,5.48497721432987e-11,-0.0512367604506378,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,6,6,1.04126,2.3938,1.44775,2.30591,1.44409,2.36694,34.1225,24.3589,18,427.497,454.986,28.0108,26.7135,30,26.6092,26.589,20.8758,31.69,61.5139,27.9913,420,24.218,95.9026,100.211,NA,5
25,1679624471.1,1645.09999990463,"20230323 21:21:11","21:21:11",5,"pas_smi31_t4_ch5","gibson",1679624468.1,0.00106665654725466,1.06665654725466,-0.756779966402236,420.086182030786,427.864143026228,38.3774555053124,37.6798079999304,0.0630920398598658,4.2280656801996,0.0625736392210989,0.0391547455170177,0,20.403312303199,19.9893363636364,2.34506395449682,34.6266235808543,0.843252769452143,2.4352728688176,1.50181118504468,-47.0395537339305,139.254814496171,6.64191391024142,98.857174672482,-0.62917032392513,0.971686974884191,-0.756779966402236,423.93749879732,424.1138,0.00676287875616853,66.4271185549042,1.06665654725466,9.1269189257535,9.41655676470588,-1.80703560095052e-05,104.217352295615,4,1,1,0,48547,0,0,0,0,1.37,0.5,"0: Broadleaf",2,"True",1679624468.1,420.086181818182,420.025636363636,9.40129090909091,9.13756272727273,418.534636363636,9.47142363636364,500.020909090909,89.5955181818182,0.0999053090909091,20.6002545454545,19.9893363636364,999.9,0,0,10045.1636363636,0,1.3354,0.0605579,424.073090909091,423.899090909091,0.263729909090909,420.025636363636,9.13756272727273,0.842313636363636,0.818684545454545,4.44111636363636,4.03543909090909,0,0,0,0,2.81698181818182,0,-24.4642090909091,-2.83781818181818,34.2556363636364,39.6588181818182,37.062,38.312,34.9770909090909,0,0,0,1679624495.1,0,1679624180.6,"21:16:20",1679624180.6,1679624178.1,6,0.358,0.011,1.552,-0.076,420,9,1.07,0.14,0.114295019512195,0.0488658606271778,0.0682338708145643,1,0.318976926829268,-0.35378362369338,0.0372690380724846,0,1,2,"1/2",2.86685,2.71061,0.0902743,0.0904458,0.0514004,0.0502012,25478.5,22325,25060,23902.1,40582.8,37561.5,45290.5,42613.4,1.78607,1.83515,-0.0266433,0,20.4346,999.9,54.828,29.195,24.8867,54.226,41.3021,1,-0.0482952,2.75317,20.2259,5.23616,11.9918,4.9573,3.304,9999,999.9,9999,9999,1.86844,1.86408,1.8718,1.86249,1.86189,1.86844,1.85852,1.86506,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.551,-0.0699,1.40718339382215,0.000328379083204763,1.65091374073297e-08,5.48497721432987e-11,-0.0400200034643113,-0.0227478198574347,0.00225331489907837,-1.97722402361797e-05,1,2222,1,25,4.8,4.9,1.03149,2.3999,1.44775,2.31445,1.44409,2.31567,34.3497,24.3414,18,423.607,438.821,18.1305,26.6943,29.9998,26.7065,26.6774,20.6971,71.9937,9.30732,18.1359,420,9.13883,95.8654,100.207,NA,5
