"obs","time..2","elapsed","date","hhmmss..5","averaging","machine","id","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_des","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","chamber"
1,1680812503.6,0,2023-04-06 15:21:43,15:21:43,5,"albert","sch_sco5_t3_ch2",1680812500.85,0.00106250430364,1.06250430364,-1.14221484972413,420.327300576915,438.077193433022,39.0637854415454,37.481009582552,0.0623456436453616,3.72676130037246,0.0617719596049819,0.0386585778692904,0,19.921651392856,20.01299,2.34850140400779,35.5723756213866,0.842162042301558,2.36746078267328,1.50633936170623,-46.856439790524,26.10315680692,1.4093605789253,-19.3439224046787,-1.12205944562383,1.0608806327266,-1.14221484972413,423.77975614815,424.340472727273,0.00033936188661289,64.9371826065054,1.06250430364,8.93224140363539,9.44570333333333,7.4338465228016e-06,97.7899351935661,0,0,1,0,48293,0,0,0,0,2.44,0.5,"0: Broadleaf",2,TRUE,1680812500.85,420.3273,419.9974,9.444348,8.931617,416.5683,9.372452,500.0871,89.07114,0.09986919,20.14291,20.01299,999.9,0,0,10003.262,0,0.386148,0.3297577,424.3347,423.7825,0.5127312,419.9974,8.931617,0.841219,0.7955493,4.422549,3.628137,0,0,0,0,2.21921,0,-1.83973,-1.27488,33.7498,41.1997,37.2185,40.006,35,0,0,0,1680812551.8,0,1680812317.6,15:18:37,1680812312.6,1680812317.6,1,0.007,0.012,3.758,0.066,420,9,0.41,0.14,0.3206658,0.0650324577861155,0.0283422310609098,1,0.513453825,-0.00373162851782521,0.00056490910275458,1,2,2,"2/2",2.97894,2.72827,0.0841636,0.0851276,0.0535901,0.0518672,27409.5,27062,30460.2,29830.3,39796.7,37250.1,46591.2,44354.7,1.866,1.80745,-0.0115,0,20.2085,999.9,20.3,34.4,12.4506,63.2783,23.6098,1,0.0432927,3.98351,20.1752,5.24125,11.974,4.9734,3.291,9999,9999,9999,999.9,4.97328,1.87789,1.87601,1.87881,1.87546,1.87909,1.87613,1.87731,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.759,0.0719,2.12534734182196,0.00458362023285435,-1.77034939080025e-06,4.3359374765564e-10,0.0192084449009576,-0.00145587159610839,0.00083901701704316,-8.95102095398758e-06,0,2113,1,24,3.2,3.1,1.10962,2.55005,1.39893,2.34009,1.44897,2.49146,41.4822,23.711,18,490.777,425.957,16.647,27.3813,30.0004,27.2329,27.3067,22.2333,14.1281,28.7084,16.645,420,8.95728,100.692,101.997,2
2,1680812508.6,5,2023-04-06 15:21:48,15:21:48,5,"albert","sch_sco5_t3_ch2",1680812506.1,0.00106068421057636,1.06068421057636,-1.11007754967212,420.339445006357,437.318358644281,38.9953359747495,37.4813395263734,0.0622351974194532,3.7256666963809,0.0616633678137795,0.0385905434493584,0,19.9228811743771,20.0141,2.34866282244297,35.5757291840291,0.842288963751952,2.36759437703972,1.50637385869101,-46.7761736864175,26.0557646529938,1.40722966762583,-19.3131793657979,-1.09944332827277,1.06086772508545,-1.11007754967212,423.805015634958,424.3508,0.00016188610615763,64.9371826065054,1.06068421057636,8.93388881423165,9.44654139393939,3.66726253198417e-06,97.7899351935661,0,0,1,0,48206,0,0,0,0,2.44,0.5,"0: Broadleaf",2,TRUE,1680812506.1,420.339444444444,420.020555555556,9.44596111111111,8.93319333333333,416.580555555556,9.37404777777778,500.044333333333,89.0692444444445,0.0999733666666667,20.1438222222222,20.0141,999.9,0,0,9999.38111111111,0,0.386148,0.318688222222222,424.347777777778,423.806666666667,0.512769333333333,420.020555555556,8.93319333333333,0.841344888888889,0.795672555555555,4.42468333333333,3.63033555555556,0,0,0,0,2.01597777777778,0,-1.58708888888889,-1.23974444444444,33.701,41.25,37.2635555555555,40.076,35.0551111111111,0,0,0,1680812556.6,0,1680812317.6,15:18:37,1680812312.6,1680812317.6,1,0.007,0.012,3.758,0.066,420,9,0.41,0.14,0.32189025,0.029910709193245,0.0187552985190186,1,0.513237725,-0.00535955347092022,0.00071748543495669,1,2,2,"2/2",2.97895,2.72846,0.0841631,0.0851235,0.0535931,0.0518751,27410,27062.3,30460.7,29830.5,39797.3,37250.1,46592,44355.1,1.86623,1.80763,-0.0122339,0,20.2079,999.9,20.3,34.4,12.453,63.4683,23.5537,1,0.0436865,4.02142,20.1745,5.24125,11.974,4.9734,3.291,9999,9999,9999,999.9,4.9733,1.87789,1.87603,1.87881,1.87546,1.8791,1.87613,1.8773,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.759,0.0719,2.12534734182196,0.00458362023285435,-1.77034939080025e-06,4.3359374765564e-10,0.0192084449009576,-0.00145587159610839,0.00083901701704316,-8.95102095398758e-06,0,2113,1,24,3.3,3.2,1.10962,2.55737,1.39893,2.34009,1.44897,2.44873,41.4822,23.6935,18,490.921,426.086,16.6349,27.3836,30.0003,27.2358,27.31,22.2327,14.1281,28.7084,16.6298,420,8.95616,100.694,101.998,2
3,1680812513.6,10,2023-04-06 15:21:53,15:21:53,5,"albert","sch_sco5_t3_ch2",1680812510.8,0.00105831661803177,1.05831661803177,-1.09363396362595,420.323900554065,436.930381857841,38.9590041355834,37.4782831771544,0.0621530316753958,3.72346878865886,0.0615823701982726,0.0385398161983128,0,19.9264290395588,20.00433,2.34724238310072,35.5696402533997,0.842310356172565,2.3680598121654,1.50493202692815,-46.6717628552012,28.6395257705068,1.54763525878663,-16.4846018259078,-1.1463379198879,1.05827315029572,-1.09363396362595,423.758577559511,424.301939393939,-0.00103790435431445,64.9371826065054,1.05831661803177,8.93518023702051,9.44669278787879,6.19079001375018e-07,97.7899351935661,0,0,1,0,48202,0,0,0,0,2.44,0.5,"0: Broadleaf",2,TRUE,1680812510.8,420.3239,419.9816,9.446622,8.935126,416.5653,9.374699,500.0613,89.06516,0.10008406,20.147,20.00433,999.9,0,0,9991.621,0,0.386148,0.3424987,424.3325,423.768,0.5114964,419.9816,8.935126,0.8413649,0.7958083,4.425028,3.632757,0,0,0,0,2.04451,0,-1.61731,-1.32132,33.7997,41.281,37.281,40.1373,35.081,0,0,0,1680812562,0,1680812317.6,15:18:37,1680812312.6,1680812317.6,1,0.007,0.012,3.758,0.066,420,9,0.41,0.14,0.32847745,0.088455106941838,0.017003754097184,1,0.51269315,-0.00699478424015299,0.00086323859824501,1,2,2,"2/2",2.979,2.72835,0.0841551,0.0851201,0.0535917,0.0518725,27409.6,27062.6,30460.1,29830.8,39796,37250.6,46590.4,44355.5,1.8662,1.80742,-0.0121742,0,20.2063,999.9,20.3,34.4,12.4517,63.6583,23.5216,1,0.0439609,4.02981,20.1741,5.24125,11.974,4.97345,3.291,9999,9999,9999,999.9,4.97329,1.87789,1.876,1.87882,1.87546,1.87908,1.87612,1.87729,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.758,0.0719,2.12534734182196,0.00458362023285435,-1.77034939080025e-06,4.3359374765564e-10,0.0192084449009576,-0.00145587159610839,0.00083901701704316,-8.95102095398758e-06,0,2113,1,24,3.4,3.3,1.10962,2.55981,1.39893,2.34009,1.44897,2.45117,41.4562,23.6935,18,490.927,425.989,16.6208,27.3865,30.0004,27.2387,27.313,22.2336,14.1281,28.7084,16.6178,420,8.9562,100.691,101.999,2
4,1680812518.6,15,2023-04-06 15:21:58,15:21:58,5,"albert","sch_sco5_t3_ch2",1680812516.1,0.0010605940491478,1.0605940491478,-1.0419280880746,420.327222749929,435.553764524102,38.8361011557266,37.4784283154062,0.0622842544908785,3.72317364091603,0.0617111478192944,0.038620519081441,0,19.9244375866241,20.0053333333333,2.34738822089108,35.5755805473347,0.842372863351721,2.36784010377824,1.50501535753936,-46.7721975674181,28.1347771822904,1.52047608862368,-17.116944296504,-1.05350667786865,1.06100054710326,-1.0419280880746,423.836013041077,424.347127272727,0.00039434454550137,64.9371826065054,1.0605940491478,8.9348474169269,9.44746781818182,-3.69215648597685e-08,97.7899351935661,0,0,1,0,48222,0,0,0,0,2.44,0.5,"0: Broadleaf",2,TRUE,1680812516.1,420.327222222222,420.030777777778,9.44736111111111,8.93454444444444,416.568333333333,9.37543,500.058555555556,89.0648111111111,0.1000735,20.1455,20.0053333333333,999.9,0,0,9990.55666666666,0,0.386148,0.296471666666667,424.336,423.817333333333,0.512816666666667,420.030777777778,8.93454444444444,0.841427333333333,0.795753333333333,4.42608777777778,3.63177666666667,0,0,0,0,2.12005555555556,0,-1.64406666666667,-1.32425555555556,33.7915555555556,41.326,37.2982222222222,40.1663333333333,35.0344444444444,0,0,0,1680812566.8,0,1680812317.6,15:18:37,1680812312.6,1680812317.6,1,0.007,0.012,3.758,0.066,420,9,0.41,0.14,0.323898682926829,-0.0859378745644588,0.020968023733526,1,0.512516170731707,-0.00203059233449379,0.00079050468295736,1,2,2,"2/2",2.97885,2.72831,0.0841591,0.0851234,0.0535934,0.0518772,27409.9,27062.3,30460.6,29830.6,39796.7,37250.2,46591.4,44355.4,1.86625,1.80715,-0.0115559,0,20.2062,999.9,20.3,34.4,12.4528,63.4883,23.6458,1,0.0440498,4.00721,20.1746,5.24095,11.974,4.97335,3.291,9999,9999,9999,999.9,4.97329,1.87789,1.876,1.87881,1.87546,1.87909,1.87613,1.87731,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.759,0.0719,2.12534734182196,0.00458362023285435,-1.77034939080025e-06,4.3359374765564e-10,0.0192084449009576,-0.00145587159610839,0.00083901701704316,-8.95102095398758e-06,0,2113,1,24,3.4,3.4,1.1084,2.56226,1.39893,2.34131,1.44897,2.39502,41.4822,23.6935,18,490.975,425.845,16.6121,27.3894,30.0001,27.2416,27.3159,22.2328,14.1281,28.7084,16.6138,420,8.95666,100.693,101.998,2
5,1680812523.6,20,2023-04-06 15:22:03,15:22:03,5,"albert","sch_sco5_t3_ch2",1680812520.8,0.00105831356066273,1.05831356066274,-1.18923465218875,420.316300600755,439.395557035402,39.1783587970907,37.4771719229638,0.0620674727301519,3.72703613597717,0.0614989128709949,0.0384874691581693,0,19.926069910436,20.01882,2.34934932291294,35.5753408195356,0.842416167762179,2.36797778561149,1.50693315515076,-46.6716280252267,25.6429382874168,1.3844767032732,-19.6442130345368,-1.16510312277198,1.05765056486358,-1.18923465218875,423.734173746651,424.320109090909,-8.58753651688994e-05,64.9371826065054,1.05831356066274,8.93717279833366,9.44867793939394,3.76927023705692e-06,97.7899351935661,0,0,1,0,48277,0,0,0,0,2.44,0.5,"0: Broadleaf",2,TRUE,1680812520.8,420.3163,419.9647,9.447918,8.936706,416.5574,9.375978,500.0441,89.06424,0.09997245,20.14644,20.01882,999.9,0,0,10005.065,0,0.386148,0.3515381,424.3254,423.7515,0.5112125,419.9647,8.936706,0.8414719,0.7959409,4.42684,3.635116,0,0,0,0,2.13443,0,-1.45718,-1.3118,33.906,41.3372,37.3309,40.1997,35.0746,0,0,0,1680812571.6,0,1680812317.6,15:18:37,1680812312.6,1680812317.6,1,0.007,0.012,3.758,0.066,420,9,0.41,0.14,0.327182,0.0156186416510313,0.0240755657472467,1,0.512182925,-0.0047991106941844,0.00092184527952092,1,2,2,"2/2",2.97882,2.72806,0.0841544,0.0851169,0.0535976,0.0518846,27409.8,27062.1,30460.3,29830.2,39796.2,37249.2,46591,44354.5,1.866,1.80737,-0.0120252,0,20.2059,999.9,20.3,34.4,12.4526,63.5283,23.7179,1,0.0441667,4.01341,20.174,5.23706,11.974,4.97265,3.29033,9999,9999,9999,999.9,4.97329,1.8779,1.87605,1.87881,1.87549,1.87912,1.87621,1.87734,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.759,0.0719,2.12534734182196,0.00458362023285435,-1.77034939080025e-06,4.3359374765564e-10,0.0192084449009576,-0.00145587159610839,0.00083901701704316,-8.95102095398758e-06,0,2113,1,24,3.5,3.4,1.1084,2.56226,1.39893,2.34009,1.44897,2.38403,41.4822,23.6935,18,490.86,426.004,16.6062,27.3923,30.0002,27.2451,27.3192,22.2322,14.1281,28.7084,16.6061,420,8.99685,100.692,101.996,2
6,1680812528.6,25,2023-04-06 15:22:08,15:22:08,5,"albert","sch_sco5_t3_ch2",1680812526.1,0.00105792935559568,1.05792935559568,-1.05200108918975,420.30266719934,435.868890093563,38.8647749912386,37.4767939630043,0.0620689039761193,3.72572670455707,0.0615001201672884,0.0384882435076149,0,19.9273143807578,20.0155888888889,2.34887935492877,35.5755283021812,0.842485108607758,2.36815909366581,1.50639424632101,-46.6546845817696,26.5315562534027,1.43294251990093,-18.6901858084659,-1.07305811913836,1.05665367284137,-1.05200108918975,423.793953056494,424.311993939394,-1.99718017516497e-05,64.9371826065054,1.05792935559568,8.93812371372898,9.4494206060606,4.86604574914253e-06,97.7899351935661,0,0,1,0,48189,0,0,0,0,2.44,0.5,"0: Broadleaf",2,TRUE,1680812526.1,420.302666666667,419.995777777778,9.44848,8.93776444444445,416.543777777778,9.37653666666667,500.058111111111,89.0663444444444,0.0998609777777778,20.1476777777778,20.0155888888889,999.9,0,0,9999.93111111111,0,0.386148,0.306735666666667,424.311666666667,423.783444444444,0.510714666666667,419.995777777778,8.93776444444445,0.841541555555556,0.796054111111111,4.42802666666667,3.63713444444444,0,0,0,0,2.1413,0,-1.50788888888889,-1.3653,33.7566666666667,41.3818888888889,37.361,40.25,35.083,0,0,0,1680812577,0,1680812317.6,15:18:37,1680812312.6,1680812317.6,1,0.007,0.012,3.758,0.066,420,9,0.41,0.14,0.325742375,-0.05610041651032,0.0270813040866642,1,0.5115621,-0.00452816510319027,0.00084367854660409,1,2,2,"2/2",2.97884,2.72847,0.0841595,0.0851208,0.0536068,0.0518949,27409.2,27061.7,30459.8,29829.9,39795.4,37248.6,46590.5,44354.3,1.86605,1.80707,-0.0113696,0,20.2044,999.9,20.3,34.4,12.452,63.6283,23.7981,1,0.0447078,4.06575,20.1734,5.23751,11.974,4.97225,3.29058,9999,9999,9999,999.9,4.97329,1.87789,1.87601,1.87882,1.87546,1.8791,1.87617,1.8773,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.759,0.072,2.12534734182196,0.00458362023285435,-1.77034939080025e-06,4.3359374765564e-10,0.0192084449009576,-0.00145587159610839,0.00083901701704316,-8.95102095398758e-06,0,2113,1,24,3.6,3.5,1.1084,2.56104,1.39893,2.34009,1.44897,2.38892,41.4822,23.6935,18,490.908,425.847,16.5954,27.3952,30.0005,27.248,27.3223,22.2343,14.1281,28.7084,16.5889,420,9.00986,100.691,101.996,2
7,1680812533.6,30,2023-04-06 15:22:13,15:22:13,5,"albert","sch_sco5_t3_ch2",1680812530.8,0.00105270871801137,1.05270871801137,-1.05276122956334,420.315900533239,436.028702066396,38.8806619744359,37.4795520883508,0.0617857710320476,3.72531332054475,0.0612220771569149,0.0383140150980474,0,19.9274308520126,20.01275,2.34846650400267,35.5837965270357,0.842631512225007,2.36802026333754,1.50583499177767,-46.4244544643015,26.90842151095,1.45342973208258,-18.0626032212689,-1.09012682242348,1.05525258854358,-1.05276122956334,423.799850558206,424.319018181818,-0.00017769744867968,64.9371826065054,1.05270871801137,8.94006498503974,9.44890854545454,-4.43563625473449e-06,97.7899351935661,0,0,1,0,48182,0,0,0,0,2.44,0.5,"0: Broadleaf",2,TRUE,1680812530.8,420.3159,420.0004,9.449724,8.939683,416.557,9.377764,500.0549,89.06974,0.10022012,20.14673,20.01275,999.9,0,0,9998.004,0,0.3967672,0.3154298,424.3256,423.7889,0.5100397,420.0004,8.939683,0.8416843,0.7962554,4.43045,3.640722,0,0,0,0,2.0754,0,-1.57846,-1.35661,33.7996,41.4496,37.3498,40.2997,35.1559,0,0,0,1680812581.8,0,1680812317.6,15:18:37,1680812312.6,1680812317.6,1,0.007,0.012,3.758,0.066,420,9,0.41,0.14,0.319065048780488,-0.0006308780487801,0.0261330483487407,1,0.511318707317073,-0.00884345644599179,0.00102950225349265,1,2,2,"2/2",2.9792,2.72872,0.0841585,0.0851233,0.0536048,0.0519116,27408.7,27061.3,30459.3,29829.5,39794.8,37247.1,46589.6,44353.2,1.86623,1.80683,-0.0116155,0,20.2044,999.9,20.3,34.4,12.4528,63.7283,23.766,1,0.0448831,4.08823,20.1728,5.24035,11.974,4.97335,3.291,9999,9999,9999,999.9,4.97329,1.87787,1.87598,1.87881,1.87546,1.87904,1.8761,1.87729,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.759,0.0719,2.12534734182196,0.00458362023285435,-1.77034939080025e-06,4.3359374765564e-10,0.0192084449009576,-0.00145587159610839,0.00083901701704316,-8.95102095398758e-06,0,2113,1,24,3.7,3.6,1.1084,2.56104,1.39893,2.34009,1.44897,2.39258,41.4822,23.7022,18,491.024,425.718,16.5776,27.3975,30.0003,27.2509,27.3252,22.2348,13.849,28.7084,16.5724,420,9.02676,100.689,101.994,2
8,1680812538.6,35,2023-04-06 15:22:18,15:22:18,5,"albert","sch_sco5_t3_ch2",1680812536.1,0.00103969856666443,1.03969856666444,-1.05101619747951,420.283778310453,436.294053867923,38.9041702942296,37.476540279052,0.0610046160328778,3.72725161257909,0.060455300205045,0.0378335040598792,0,19.9286400127704,20.0153444444444,2.34884380361902,35.5930344138552,0.842766448968101,2.36778477262967,1.50607735465092,-45.8507067899016,26.0780124309826,1.40785066943192,-18.3648436894871,-1.05188211807166,1.04043642017539,-1.05101619747951,423.775810824849,424.293345454545,-1.53174422541792e-05,64.9371826065054,1.03969856666444,8.95066702644404,9.45311678787878,8.93040931981836e-06,97.7899351935661,0,0,1,0,48118,0,0,0,0,2.44,0.5,"0: Broadleaf",2,TRUE,1680812536.1,420.283777777778,419.983888888889,9.45127444444444,8.94840333333333,416.525,9.37929666666667,500.062777777778,89.0696,0.100009233333333,20.1451222222222,20.0153444444444,999.9,0,0,10005.2688888889,0,0.386148,0.299781,424.293777777778,423.776,0.502873333333333,419.983888888889,8.94840333333333,0.841821111111111,0.797030333333333,4.43276777777778,3.65452333333333,0,0,0,0,2.13957777777778,0,-1.11575555555556,-1.35016666666667,33.8541111111111,41.437,37.4025555555556,40.375,35.1525555555556,0,0,0,1680812586.6,0,1680812317.6,15:18:37,1680812312.6,1680812317.6,1,0.007,0.012,3.758,0.066,420,9,0.41,0.14,0.319474075,-0.161345617260788,0.0254789605786691,0,0.508809425,-0.0297749380863042,0.00345133130753553,1,1,2,"1/2",2.97892,2.72834,0.0841567,0.0851199,0.0536239,0.0519619,27408.5,27061.1,30458.9,29829.2,39793.6,37245,46589.2,44353.2,1.86615,1.80718,-0.0115968,0,20.2028,999.9,20.3,34.4,12.4515,63.4983,23.9263,1,0.0451982,4.08721,20.1727,5.2405,11.974,4.9733,3.291,9999,9999,9999,999.9,4.97334,1.87786,1.87594,1.87881,1.87545,1.87901,1.87607,1.87729,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.759,0.072,2.12534734182196,0.00458362023285435,-1.77034939080025e-06,4.3359374765564e-10,0.0192084449009576,-0.00145587159610839,0.00083901701704316,-8.95102095398758e-06,0,2113,1,24,3.8,3.7,1.1084,2.55127,1.39893,2.34009,1.44897,2.43408,41.4562,23.7022,18,491.003,425.949,16.5622,27.4004,30.0004,27.2538,27.3281,22.2363,13.5636,28.7084,16.5604,420,9.03581,100.688,101.993,2
9,1680812543.6,40,2023-04-06 15:22:23,15:22:23,5,"albert","sch_sco5_t3_ch2",1680812540.8,0.00102462214657164,1.02462214657165,-1.096302754716,420.291600555055,437.89790742418,39.0474540912793,37.4774957801445,0.0601314763910926,3.72409058992143,0.0595972494443928,0.0372958833264481,0,19.9325452546788,20.01585,2.34891733071226,35.613698485183,0.843304646372215,2.36792212615342,1.50561268434005,-45.1858366638097,26.1426747109957,1.41254992215337,-17.6306120306606,-1.06344608614466,1.02645368646454,-1.096302754716,423.766809053488,424.306406060606,3.73797615435863e-05,64.9371826065054,1.02462214657165,8.96489486854299,9.4600526060606,1.03058506897068e-05,97.7899351935661,0,0,1,0,48225,0,0,0,0,2.44,0.5,"0: Broadleaf",2,TRUE,1680812540.8,420.2916,419.9832,9.457245,8.961127,416.5328,9.385197,500.0546,89.07023,0.09999308,20.14606,20.01585,999.9,0,0,9993.377,0,0.386148,0.3083069,424.3042,423.7807,0.4961185,419.9832,8.961127,0.8423592,0.7981696,4.441891,3.674791,0,0,0,0,2.11025,0,-1.16761,-1.37617,33.8996,41.4999,37.4184,40.406,35.1496,0,0,0,1680812592,0,1680812317.6,15:18:37,1680812312.6,1680812317.6,1,0.007,0.012,3.758,0.066,420,9,0.41,0.14,0.313620268292683,-0.0550059303135887,0.0233163976624265,1,0.505579829268293,-0.0565001602787446,0.00597490708123458,1,2,2,"2/2",2.97899,2.72827,0.084159,0.0851343,0.0536547,0.0520153,27408.4,27060.4,30458.9,29828.9,39792.3,37242.2,46589.3,44352.3,1.86602,1.8073,-0.011228,0,20.2028,999.9,20.3,34.4,12.4522,63.3583,24.0064,1,0.0454116,4.10115,20.1724,5.24035,11.974,4.9731,3.291,9999,9999,9999,999.9,4.97331,1.87787,1.876,1.87882,1.87546,1.87907,1.87614,1.8773,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.759,0.0721,2.12534734182196,0.00458362023285435,-1.77034939080025e-06,4.3359374765564e-10,0.0192084449009576,-0.00145587159610839,0.00083901701704316,-8.95102095398758e-06,0,2113,1,24,3.9,3.8,1.1084,2.54883,1.39893,2.34009,1.44897,2.4292,41.4822,23.711,18,490.954,426.049,16.5479,27.4034,30.0002,27.2567,27.3315,22.2332,13.2865,28.7084,16.5457,420,9.04335,100.688,101.992,2
10,1680812548.6,45,2023-04-06 15:22:28,15:22:28,5,"albert","sch_sco5_t3_ch2",1680812546.1,0.00101182427868911,1.01182427868912,-1.02496304367775,420.307333851419,436.356394164581,38.9100711945058,37.4789701776739,0.0594231817787158,3.72415541453745,0.058901416213937,0.0368598816874751,0,19.9335887592993,20.0123888888889,2.34841399327719,35.6484060711546,0.844041563157162,2.3676838775693,1.50437243012003,-44.6214506901901,26.5114434129373,1.43241312620083,-16.6775941510519,-1.03771384617061,1.01162353109654,-1.02496304367775,423.820400588956,424.325096969697,-4.20823283228772e-06,64.9371826065054,1.01182427868912,8.98144207004204,9.47033733333333,2.29325292934516e-05,97.7899351935661,0,0,1,0,48303,0,0,0,0,2.44,0.5,"0: Broadleaf",2,TRUE,1680812546.1,420.307333333333,420.008444444444,9.46549111111111,8.97652666666667,416.548444444444,9.39334666666667,500.035777777778,89.0703333333333,0.100059755555556,20.1444333333333,20.0123888888889,999.9,0,0,9993.60777777778,0,0.386148,0.298926444444444,424.323888888889,423.812777777778,0.488963666666667,420.008444444444,8.97652666666667,0.843094555555556,0.799542444444444,4.45435222222222,3.69917666666667,0,0,0,0,2.05394444444444,0,-1.14133333333333,-1.37087777777778,33.9582222222222,41.5068888888889,37.479,40.444,35.201,0,0,0,1680812596.8,0,1680812317.6,15:18:37,1680812312.6,1680812317.6,1,0.007,0.012,3.758,0.066,420,9,0.41,0.14,0.305432175,-0.0766570469043154,0.0286188022250124,1,0.499718975,-0.083190090056286,0.0081334267239814,1,2,2,"2/2",2.97896,2.7284,0.0841569,0.0851156,0.0537024,0.0521165,27407.5,27060.9,30457.8,29828.8,39788.8,37238.6,46587.5,44352.9,1.86607,1.80707,-0.0113174,0,20.2028,999.9,20.3,34.4,12.453,63.4583,24.0104,1,0.0457038,4.11945,20.172,5.2405,11.974,4.97335,3.291,9999,9999,9999,999.9,4.97329,1.87787,1.87599,1.87881,1.87546,1.87909,1.87613,1.87729,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.759,0.0722,2.12534734182196,0.00458362023285435,-1.77034939080025e-06,4.3359374765564e-10,0.0192084449009576,-0.00145587159610839,0.00083901701704316,-8.95102095398758e-06,0,2113,1,24,3.9,3.9,1.1084,2.54761,1.39893,2.34131,1.44897,2.45972,41.4822,23.7022,18,491.001,425.931,16.5322,27.4057,30.0004,27.2596,27.3338,22.2367,13.2865,28.7084,16.5292,420,9.043,100.684,101.992,2
