"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","DarkAdaptedID","Qmax_d","Fo..52","Fm","Fv/Fm","A_dark","LightAdaptedID","Qmax","Fs","Fm'","PhiPS2","PS2/1","Qabs_fs","A_fs","ETR","PhiCO2","NPQ","alt. Fo'","DarkPulseID","Fmin","Fo'","Fv'/Fm'","qP","qN","qP_Fo","qN_Fo","qL","1-qL","ID..78","P1_dur","P2_dur","P3_dur","P1_Qmax","P1_Fmax","P2_dQdt","P3_ΔF","ID..86","Duration","Fo..88","F1","F2","Fmax","T@HIR","T@F1","T@F2","T@Fmax","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..105","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","F_avg","dF/dt","dF_dc/dt","F_dc_avg","period","time..156","hhmmss..157","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_hum","CO2_hrs","AccH2O_des","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","chamber"
1,1510801181.6,0,2017-11-15 20:59:41,20:59:41,5,"ely_can6_t3_ch2","ozzie",1510801178.85,0.00025101371425192,0.251013714251927,-0.414646294015578,420.159000252733,453.278885556999,40.8252555239512,37.842262440545,0.0147646701244503,3.54772852855951,0.0147306182010656,0.00920968920244322,0,20.1635243581647,20.1635243581647,2.37048135471053,36.2946091872871,0.863275423653316,2.37852243896235,1.50720593105722,-11.06970479851,10.4747581764614,0.594779961690954,-0.00016666035759804,-0.439500743978762,0.275180843842005,-0.414646294015578,423.963086190052,424.211418181818,-0.0001225447519578,63.5874651569788,0.251013714251927,9.44146481548383,9.58753587878788,0.0001369834757979,106.449272716204,0,0,1,0,48627,"RECT-128-20230331-15_24_59","10331.3",2.30546153846154,0.82,-1.81153846153846,-0.414646294015578,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,0,2.96,0.5,"0: Broadleaf",2,TRUE,1510801178.85,420.159,419.9673,9.584864,9.42355,413.167,9.587679,500.098,89.96637,0.10015819,20.21829,20.01705,999.9,0,0,9986.88,0,0.4488971,0.1917023,424.2253,423.9624,0.1613148,419.9673,9.42355,0.8623154,0.8478026,4.776721,4.533887,0,0,0,0,2.30091,0,-14.43608,-1.31926,34.7437,39.7684,36.9811,39.0184,35.0935,0,0,0,1680553500.9,0,2.30546153846154,0.395829058585081,-4.02091965855181,-14.1020884615385,15,1510801009.6,20:56:49,1510801009.6,1510801003.1,1,0.177,0.003,6.99,0.08,420,13,0.32,0.2,0.172787875,0.0676738198874291,0.0181912465504532,1,1,1,"1/1",2.97384,2.75388,0.0899237,0.0911916,0.0529197,0.0528816,35381.6,38548.8,35232.9,38470.3,47291.2,52606.2,55013,61675.4,1.9907,1.83788,-0.0222549,0,20.3831,999.9,33.909,28.993,15.1509,54.6815,49.1627,1,-0.0601372,3.66116,20.1001,5.20187,12.0049,4.9758,3.29303,9999,9999,999.9,9999,1.8631,1.86813,1.86787,1.869,1.86981,1.86594,1.86707,1.86842,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.992,-0.0027,4.33559553810265,0.0062796930132972,5.57372431386371e-07,-4.74429582243032e-10,0.00905435624932694,-0.0257825605962695,0.00292883906156324,-3.84701929254716e-05,-3,1841,0,22,2.9,3,1.02661,2.61719,1.54785,2.30347,1.34644,2.43408,33.1099,24.2276,18,500.249,403.261,16.2799,26.229,30.0005,26.206,26.1535,20.5662,36.0148,43.33,16.2721,420,9.51076,102.096,102.679,2
2,1510801188.1,6.5,2017-11-15 20:59:48,20:59:48,5,"ely_can6_t3_ch2","ozzie",1510801185.85,0.00033673923695465,0.33673923695466,-0.335217354634625,420.132750203247,435.729005600492,39.2451375766231,37.8404177143282,0.0196578677705103,3.55955869277083,0.0195977548651339,0.0122539822843872,0,20.2616792200532,20.2616792200532,2.38491011262658,36.115988067133,0.865239922655665,2.39572546387861,1.51967018997092,-14.8502003497005,14.0536808667564,0.796221246915537,-0.00029823602859124,-0.321971724241809,0.249136830451417,-0.335217354634625,424.014984239801,424.215054545454,5.26346221913852e-05,63.5874651569788,0.33673923695466,9.46101187397998,9.61602466666666,0.00540120266350438,106.449272716204,0,0,1,0,48653,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,0,2.96,0.5,"0: Broadleaf",2,TRUE,1510801185.85,420.13275,420.004125,9.60654375,9.46049125,413.141125,9.6089375,500.06725,89.9681125,0.0996522625,20.3349125,20.982675,999.9,0,0,10034.225,0,0.480961375,0.128738375,424.208,424.01525,0.146049,420.004125,9.46049125,0.864282375,0.851142625,4.80934625,4.59011625,0,0,0,0,2.278575,0,-13.65875,-1.3220625,34.79675,39.531,36.85925,38.781,35,0,0,0,5.5,0,2.20886153846154,-0.736696402744385,45883.1930078082,6422.43606923077,15,1510801009.6,20:56:49,1510801009.6,1510801003.1,1,0.177,0.003,6.99,0.08,420,13,0.32,0.2,0.1658646,-0.130411902439025,0.0241787673525761,1,1,1,"1/1",2.97384,2.75413,0.0899203,0.091204,0.0530377,0.052915,35381.6,38548.1,35232.9,38470.2,47285,52604.3,55012.7,61675.4,1.9904,1.83825,0.0355616,0,20.3902,999.9,33.885,28.993,15.1406,54.8215,49.4792,1,-0.0601372,3.56693,20.102,5.20351,12.0052,4.9758,3.2931,9999,9999,999.9,9999,1.8631,1.86813,1.86787,1.86903,1.86983,1.86593,1.86707,1.86841,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.991,-0.0022,4.33559553810265,0.0062796930132972,5.57372431386371e-07,-4.74429582243032e-10,0.00905435624932694,-0.0257825605962695,0.00292883906156324,-3.84701929254716e-05,-3,1841,0,22,3,3.1,1.02661,2.62329,1.54785,2.30469,1.34644,2.32788,33.1099,24.2276,18,500.095,403.506,16.2591,26.2339,30.0002,26.2107,26.1585,20.5636,36.0148,42.958,16.27,420,9.49839,102.095,102.678,2
3,1510801191.6,10,2017-11-15 20:59:51,20:59:51,5,"ely_can6_t3_ch2","ozzie",1510801188.65,0.00028186630513081,0.281866305130813,-0.327107105400486,420.137700199103,440.227975567057,39.6505877049746,37.8410906495727,0.0164303387172905,3.5494098317788,0.0163882020678957,0.0102464030276087,0,20.277674654826,20.277674654826,2.38726871705412,36.1437532153365,0.866131229857425,2.3963511058113,1.5211374871967,-12.4303040562689,11.7617492439669,0.668344711397805,-0.00021010090413042,-0.334114213631099,0.268871050642192,-0.327107105400486,424.031936772871,424.227036363636,7.77935226280975e-05,63.5874651569788,0.281866305130813,9.45632409385252,9.61986442424242,0.00021558730109081,106.449272716204,0,0,1,0,48662,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,0,2.96,0.5,"0: Broadleaf",2,TRUE,1510801188.65,420.1377,420.0068,9.616382,9.458767,413.1459,9.618585,500.0825,89.96817,0.1001353,20.33914,20.77956,999.9,0,0,9993.431,0,0.4544136,0.13088994,424.2172,424.0173,0.1576146,420.0068,9.458767,0.8651681,0.850988,4.82402,4.587513,0,0,0,0,2.27125,0,-14.34131,-1.32367,34.8687,39.4623,36.8184,38.6749,34.9811,0,0,0,9.10000014305115,0,2.20592692307692,0.358855118485808,-24404.0602605539,6422.39843846154,15,1510801009.6,20:56:49,1510801009.6,1510801003.1,1,0.177,0.003,6.99,0.08,420,13,0.32,0.2,0.164582975609756,-0.160572710801394,0.0242453730184603,1,1,1,"1/1",2.97382,2.75378,0.0899207,0.0911927,0.0530519,0.0528303,35381.4,38548.6,35232.7,38470.2,47284.1,52608.7,55012.5,61675,1.99065,1.8379,-0.00964478,0,20.4052,999.9,33.86,29.003,15.1381,54.6415,49.6474,1,-0.0600584,3.55254,20.1021,5.20381,12.005,4.97565,3.29303,9999,9999,999.9,9999,1.8631,1.86813,1.86786,1.86903,1.86981,1.86592,1.86707,1.86843,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.991,-0.0021,4.33559553810265,0.0062796930132972,5.57372431386371e-07,-4.74429582243032e-10,0.00905435624932694,-0.0257825605962695,0.00292883906156324,-3.84701929254716e-05,-3,1841,0,22,3,3.1,1.02661,2.62695,1.54785,2.30347,1.34644,2.29004,33.0875,24.2276,18,500.282,403.33,16.2626,26.2364,30.0003,26.2132,26.161,20.5659,36.0148,42.958,16.27,420,9.49838,102.095,102.678,2
4,1510801196.6,15,2017-11-15 20:59:56,20:59:56,5,"ely_can6_t3_ch2","ozzie",1510801194.1,0.00032611635269253,0.326116352692534,-0.467046467313735,420.132666952973,447.388919449307,40.2958699910239,37.8409267430179,0.0191619626684276,3.54473469002253,0.0191046015475215,0.0119455152368342,0,20.1995049276425,20.1995049276425,2.37576159131936,36.2892050960222,0.865948129250535,2.38624165770293,1.50981346206882,-14.3817311537407,13.6077677304911,0.773681591177931,-0.00028183207170684,-0.405896825187678,0.340569636238728,-0.467046467313735,423.956772658236,424.235103030303,0.00015700098456889,63.5874651569788,0.326116352692534,9.40678060101821,9.60531793939394,-0.00093844085107189,106.449272716204,0,0,1,0,48409,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,0,2.96,0.5,"0: Broadleaf",2,TRUE,1510801194.1,420.132666666667,419.977111111111,9.61427555555556,9.41463444444444,413.140777777778,9.61651888888889,500.094444444444,89.9689444444444,0.100049755555556,20.2707111111111,20.1195777777778,999.9,0,0,9974.57777777778,0,0.446675222222222,0.155415888888889,424.211111111111,423.968666666667,0.199641,419.977111111111,9.41463444444444,0.864986444444444,0.847024777777778,4.82101222222222,4.52079222222222,0,0,0,0,2.24931111111111,0,-14.9725888888889,-1.3262,34.7706666666667,39.3053333333333,36.722,38.4717777777778,34.937,0,0,0,13.9000000953674,0,2.17903076923077,1.43212821054324,-115407.664495461,6422.24693461539,15,1510801009.6,20:56:49,1510801009.6,1510801003.1,1,0.177,0.003,6.99,0.08,420,13,0.32,0.2,0.164334425,0.0797124090056282,0.0242663434605293,1,1,1,"1/1",2.97384,2.75341,0.0899251,0.0911969,0.0529811,0.0527218,35381.2,38548,35232.7,38469.8,47287.9,52614.7,55012.7,61674.9,1.9906,1.83785,-0.0218265,0,20.4174,999.9,33.836,28.993,15.118,55.0715,49.1026,1,-0.0598653,3.54294,20.1021,5.20217,12.0043,4.9757,3.29305,9999,9999,999.9,9999,1.86311,1.86813,1.8679,1.86904,1.86981,1.86594,1.86707,1.86843,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.992,-0.0024,4.33559553810265,0.0062796930132972,5.57372431386371e-07,-4.74429582243032e-10,0.00905435624932694,-0.0257825605962695,0.00292883906156324,-3.84701929254716e-05,-3,1841,0,22,3.1,3.2,1.02661,2.61841,1.54785,2.30347,1.34644,2.41821,33.1099,24.2276,18,500.284,403.33,16.2661,26.2401,30.0003,26.217,26.1649,20.5658,35.3539,42.958,16.27,420,9.56573,102.095,102.678,2
5,1510801201.6,20,2017-11-15 21:00:01,21:00:01,5,"ely_can6_t3_ch2","ozzie",1510801198.8,0.00024582198577124,0.245821985771244,-0.339870034419562,420.165700207676,446.125329547509,40.1817241707823,37.8435859916143,0.0144128484835643,3.54134671172248,0.0143803397842213,0.00899062697579881,0,20.2048668234386,20.2048668234386,2.37654934424979,36.2597550663704,0.864597480101082,2.38445482744853,1.51195186414871,-10.8407495725119,10.2568871008543,0.58370205121136,-0.00016042044620157,-0.372224806458419,0.273112789688826,-0.339870034419562,424.011913903439,424.215648484848,-0.00013765901079116,63.5874651569788,0.245821985771244,9.45601076849536,9.59926854545454,0.0001082237441451,106.449272716204,0,0,1,0,48631,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,0,2.96,0.5,"0: Broadleaf",2,TRUE,1510801198.8,420.1657,420.0133,9.59936,9.439254,413.1738,9.601893,500.0772,89.96825,0.09999206,20.25859,20.04802,999.9,0,0,9961.063,0,0.447518,0.1524658,424.238,424.0156,0.160105,420.0133,9.439254,0.8636375,0.8492332,4.798659,4.557987,0,0,0,0,2.21986,0,-15.26399,-1.34639,34.6871,39.1873,36.656,38.3311,34.906,0,0,0,19.2999999523163,0,2.268208,0.0806230844027643,-6.15697693396954,-14.919284,15,1510801009.6,20:56:49,1510801009.6,1510801003.1,1,0.177,0.003,6.99,0.08,420,13,0.32,0.2,0.163224341463415,0.138754536585366,0.0237282957181564,1,1,1,"1/1",2.97373,2.75367,0.0899189,0.0911924,0.0529681,0.0529876,35381,38547.7,35232.3,38469.3,47288.1,52599,55012.2,61673.9,1.9905,1.83815,-0.02262,0,20.4198,999.9,33.787,28.993,15.0979,55.1715,49.403,1,-0.0586992,3.88416,20.0948,5.20426,12.0049,4.9757,3.29303,9999,9999,999.9,9999,1.8631,1.86813,1.86784,1.86903,1.86981,1.8659,1.86707,1.8684,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.992,-0.0025,4.33559553810265,0.0062796930132972,5.57372431386371e-07,-4.74429582243032e-10,0.00905435624932694,-0.0257825605962695,0.00292883906156324,-3.84701929254716e-05,-3,1841,0,22,3.2,3.3,1.02661,2.61475,1.54785,2.30469,1.34644,2.41333,33.1099,24.2276,18,500.251,403.524,16.2485,26.2436,30.0009,26.2206,26.1689,20.5666,35.0801,42.958,16.1893,420,9.58948,102.094,102.676,2
6,1510801206.6,25,2017-11-15 21:00:06,21:00:06,5,"ely_can6_t3_ch2","ozzie",1510801204.1,0.00023407201109392,0.234072011093924,-0.41288253612769,420.147555807192,456.360401832989,41.1018924085364,37.8403988714527,0.0137352772403069,3.54779496272331,0.0137058034285656,0.00856876992529967,0,20.2024881140251,20.2024881140251,2.3761998434774,36.3186605009166,0.865732639351928,2.38371302083148,1.51046720412547,-10.322575689242,9.76760427889762,0.55482646233228,-0.00014494801214937,-0.350526277793882,0.186458451027651,-0.41288253612769,424.005279836397,424.251157575758,0.0001830401578061,63.5874651569788,0.234072011093924,9.51065799866717,9.62217272727273,0.00327397058545685,106.449272716204,0,0,1,0,48629,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,0,2.96,0.5,"0: Broadleaf",2,TRUE,1510801204.1,420.147555555556,419.986444444444,9.61235777777778,9.50305111111111,413.155555555556,9.61463777777778,500.071777777778,89.9645888888889,0.0999571222222222,20.2535555555556,20.0387,999.9,0,0,9987.34444444444,0,0.441312,0.161153222222222,424.225222222222,424.015555555556,0.109303555555556,419.986444444444,9.50305111111111,0.864771555555556,0.854938222222222,4.81745111111111,4.65374333333333,0,0,0,0,2.28532222222222,0,-15.8231666666667,-1.36283333333333,34.604,39.0553333333333,36.576,38.1733333333333,34.826,0,0,0,24.1000001430511,0,2.265296,0.123638458558111,-4.58173074663256,-15.360292,15,1510801009.6,20:56:49,1510801009.6,1510801003.1,1,0.177,0.003,6.99,0.08,420,13,0.32,0.2,0.157174243902439,-0.167507059233449,0.0316458853509872,1,1,1,"1/1",2.97374,2.75372,0.0899139,0.0911944,0.0530641,0.0531294,35381,38547.2,35232.1,38468.9,47283.1,52590.8,55012,61673.5,1.9903,1.83823,-0.0232495,0,20.4194,999.9,33.763,28.993,15.0891,55.2415,49.7676,1,-0.0573095,3.94038,20.0934,5.20276,12.005,4.97565,3.29303,9999,9999,999.9,9999,1.8631,1.86813,1.86788,1.86904,1.86982,1.86592,1.86705,1.86843,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.992,-0.002,4.33559553810265,0.0062796930132972,5.57372431386371e-07,-4.74429582243032e-10,0.00905435624932694,-0.0257825605962695,0.00292883906156324,-3.84701929254716e-05,-3,1841,0,22,3.3,3.4,1.02661,2.62207,1.54785,2.30347,1.34644,2.28638,33.1099,24.2188,18,500.16,403.594,16.1767,26.2475,30.0011,26.2251,26.1727,20.5652,34.7964,42.958,16.1441,420,9.59308,102.094,102.675,2
7,1510801211.6,30,2017-11-15 21:00:11,21:00:11,5,"ely_can6_t3_ch2","ozzie",1510801208.8,0.00018518267513565,0.185182675135651,-0.420615178647592,420.172200256752,470.012949751339,42.3289356146407,37.8403233807481,0.0108725352673473,3.54879970723228,0.0108540634286718,0.00678544661456298,0,20.2041493581147,20.2041493581147,2.37644392323182,36.4175821999047,0.867607058505573,2.38238511755962,1.50883686472624,-8.16655597348221,7.72765432702485,0.438810975247929,-9.06712094277395e-05,-0.35821017139498,0.178650325542348,-0.420615178647592,424.033677361281,424.284345454545,0.0001488015173259,63.5874651569788,0.185182675135651,9.54321020875714,9.64341054545454,0.00106438979081952,106.449272716204,0,0,1,0,48530,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,0,2.96,0.5,"0: Broadleaf",2,TRUE,1510801208.8,420.1722,420.0046,9.633754,9.529026,413.1802,9.635619,500.0674,89.95904,0.10004377,20.24454,20.03399,999.9,0,0,9991.995,0,0.441312,0.1676055,424.2595,424.0454,0.10472819,420.0046,9.529026,0.8666432,0.8572221,4.848425,4.691901,0,0,0,0,2.23621,0,-16.05294,-1.33257,34.5434,38.9497,36.5186,38.0247,34.7934,0,0,0,28.9000000953674,0,2.261396,-0.261453867090054,-4.46689229111799,-15.71872,15,1510801009.6,20:56:49,1510801009.6,1510801003.1,1,0.177,0.003,6.99,0.08,420,13,0.32,0.2,0.1472501675,-0.354558717073171,0.0379564057510612,1,1,1,"1/1",2.97381,2.75389,0.0899186,0.0911863,0.0531526,0.0533488,35381,38547.1,35232.3,38468.4,47278.6,52578,55012.1,61673,1.99025,1.83773,-0.0233613,0,20.4187,999.9,33.763,28.993,15.0864,55.2215,49.1707,1,-0.0570935,3.93804,20.0935,5.20276,12.0056,4.9757,3.293,9999,9999,999.9,9999,1.8631,1.86813,1.86789,1.86904,1.86982,1.86589,1.86707,1.86843,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.993,-0.0016,4.33559553810265,0.0062796930132972,5.57372431386371e-07,-4.74429582243032e-10,0.00905435624932694,-0.0257825605962695,0.00292883906156324,-3.84701929254716e-05,-3,1841,0,22,3.4,3.5,1.02661,2.61963,1.54785,2.30347,1.34644,2.39746,33.1099,24.2276,18,500.16,403.344,16.124,26.2512,30.0006,26.2286,26.1763,20.5646,34.7964,42.5835,16.1084,420,9.59225,102.094,102.674,2
8,1510801216.6,35,2017-11-15 21:00:16,21:00:16,5,"ely_can6_t3_ch2","ozzie",1510801214.1,0.00024809218341183,0.248092183411837,-0.416967699467129,420.180889141033,453.979099928582,40.8855699647088,37.8416873012697,0.0146344270513941,3.55349894590284,0.0146010266974147,0.00912863616469948,0,20.1794665147213,20.1794665147213,2.37281963520512,36.5477762142366,0.870115403983479,2.38076155135408,1.50270423122164,-10.940865288462,10.3536603077207,0.58704266288282,-0.00016231785853193,-0.492195156366719,0.185430385043016,-0.416967699467129,423.987963071968,424.238327272727,-0.00024971160461634,63.5874651569788,0.248092183411837,9.5426819437875,9.66961915151515,0.00235565559427818,106.449272716204,0,0,1,0,48897,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,0,2.96,0.5,"0: Broadleaf",2,TRUE,1510801214.1,420.180888888889,419.935666666667,9.66145777777778,9.55275777777778,413.189,9.66278,500.065333333333,89.9607444444444,0.0997230333333333,20.2335111111111,20.0196222222222,999.9,0,0,10010.6833333333,0,0.441312,0.245185111111111,424.28,423.985888888889,0.108700422222222,419.935666666667,9.55275777777778,0.869152111111111,0.859373333333333,4.88985,4.72777888888889,0,0,0,0,2.32163333333333,0,-16.4250444444444,-1.42043333333333,34.493,38.8191111111111,36.437,37.8817777777778,34.729,0,0,0,34.2999999523163,0,2.29550384615385,-0.075805149921704,-3.67255040761592,-16.1043807692308,15,1510801009.6,20:56:49,1510801009.6,1510801003.1,1,0.177,0.003,6.99,0.08,420,13,0.32,0.2,0.1234260175,-0.272411314446529,0.0316567710416657,1,1,1,"1/1",2.97361,2.75383,0.0899108,0.0911737,0.0532536,0.0532155,35380.8,38547.1,35231.8,38467.9,47273.4,52584.5,55011.9,61671.9,1.9902,1.8377,-0.0243299,0,20.4174,999.9,33.708,29.003,15.0704,54.4215,49.4271,1,-0.0568039,3.91785,20.094,5.20276,12.0053,4.9757,3.293,9999,9999,999.9,9999,1.8631,1.86813,1.8679,1.86904,1.86983,1.86589,1.86707,1.86841,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.992,-0.0012,4.33559553810265,0.0062796930132972,5.57372431386371e-07,-4.74429582243032e-10,0.00905435624932694,-0.0257825605962695,0.00292883906156324,-3.84701929254716e-05,-3,1841,0,22,3.5,3.6,1.02661,2.61108,1.54785,2.30347,1.34644,2.44019,33.1099,24.2276,18,500.162,403.358,16.0841,26.2547,30.0004,26.2325,26.1802,20.5695,34.7964,42.5835,16.0769,420,9.58765,102.093,102.673,2
9,1510801221.6,40,2017-11-15 21:00:21,21:00:21,5,"ely_can6_t3_ch2","ozzie",1510801218.8,0.00023558416863937,0.23558416863938,-0.347089639055784,420.134700210619,448.342824329774,40.3797297496314,37.8391818321349,0.0139106576940103,3.55084783519555,0.0138804532217531,0.0086779914971073,0,20.1736536613238,20.1736536613238,2.37196681382699,36.5991169510367,0.870879926563477,2.3795107617721,1.50108688726351,-10.3892618369966,9.83131382476571,0.557801448224114,-0.00014656400682433,-0.330197714805787,0.235432692314669,-0.347089639055784,424.054015267041,424.250945454546,0.00223741063203122,63.5874651569788,0.23558416863938,9.53088153104348,9.66925678787878,-3.54620601890502e-05,106.449272716204,0,0,1,0,48781,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,0,2.96,0.5,"0: Broadleaf",2,TRUE,1510801218.8,420.1347,419.9978,9.669524,9.531516,413.143,9.670686,500.0741,89.96434,0.10006509,20.22501,20.01294,999.9,0,0,9999.632,0,0.441312,0.13699036,424.2369,424.0393,0.1380044,419.9978,9.531516,0.8699123,0.8574968,4.90238,4.696503,0,0,0,0,2.3045,0,-16.43187,-1.43049,34.437,38.6873,36.3812,37.7497,34.6684,0,0,0,39.1000001430511,0,2.28520384615385,0.712700837810185,-3.79737434669586,-16.3308230769231,15,1510801009.6,20:56:49,1510801009.6,1510801003.1,1,0.177,0.003,6.99,0.08,420,13,0.32,0.2,0.1149373925,0.0987321624765479,0.0176233443909121,1,1,1,"1/1",2.9738,2.75387,0.0899143,0.0911973,0.0532493,0.0532055,35380.2,38546,35231.4,38467.9,47272.8,52585.1,55010.9,61671.9,1.9904,1.83768,-0.0249073,0,20.4152,999.9,33.683,29.003,15.0612,54.8215,49.7917,1,-0.0567912,3.85207,20.0956,5.20217,12.0061,4.9757,3.29303,9999,9999,999.9,9999,1.8631,1.86813,1.86788,1.86904,1.86983,1.86588,1.86707,1.8684,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.992,-0.0012,4.33559553810265,0.0062796930132972,5.57372431386371e-07,-4.74429582243032e-10,0.00905435624932694,-0.0257825605962695,0.00292883906156324,-3.84701929254716e-05,-3,1841,0,22,3.5,3.6,1.02661,2.62695,1.54785,2.30347,1.34644,2.27905,33.1099,24.2188,18,500.326,403.369,16.0562,26.2585,30.0002,26.2361,26.1837,20.5666,34.7964,42.5835,16.0609,420,9.59425,102.091,102.672,2
