"obs","time..2","elapsed","date","hhmmss..5","averaging","id","TIME..8","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","DarkAdaptedID","Qmax_d","Fo..51","Fm","Fv/Fm","A_dark","LightAdaptedID","Qmax","Fs","Fm'","PhiPS2","PS2/1","Qabs_fs","A_fs","ETR","PhiCO2","NPQ","alt._Fo'","DarkPulseID","Fmin","Fo'","Fv'/Fm'","qP","qN","qP_Fo","qN_Fo","qL","1-qL","ID..77","P1_dur","P1_Fmax","T@P1_Fmax","Q@P1_Fmax","P1_PredF","P1_ΔF","P2_dur","P2_ramp","P2_int","P2_int_se","P2_slp","P2_slp_se","P2_R2","P2_dQdt","P3_dur","P3_Fmax","T@P3_Fmax","Q@P3_Fmax","P3_PredF","P3_ΔF","ID..98","Dur","DCo","InitSlope","Fo..102","F1","T@F1","T@HIR","F2","T@F2","DCmax","T@DCmax","PhiPS2_dc","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..120","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","F_avg","dF/dt","dF_dc/dt","F_dc_avg","period","time..171","hhmmss..172","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_des","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","chamber"
1,1680901331.6,0,2023-04-07 16:02:11,16:02:11,5,"sor_nut7_t4_ch2",1680901328.85,0.00087585459099055,0.87585459099056,-1.00289985345663,420.285600562534,439.973057662995,39.0587760657525,37.3110145499099,0.0512319942353822,3.61148747103159,0.0508316398595133,0.031805484204402,0,19.8638363310869,20.00585,2.34746332318239,35.9079925637522,0.845325752497335,2.35414372161439,1.50213757068505,-38.6251874626837,8.93684532550584,0.497668621760949,-29.1906735154169,-0.966943715846315,0.875697879044794,-1.00289985345663,423.777767710573,424.323551515151,0.00014862416340434,66.5408215345101,0.87585459099056,9.05397402192981,9.52241696969697,8.33678568270001e-07,94.0945812238786,2,0,1,0,48151,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",0,0,0,0,2.7,0.5,"0: Broadleaf",2,TRUE,1680901328.85,420.2856,419.9622,9.522074,9.053709,420.5959,9.469468,500.0097,88.67544,0.09994155,20.05175,20.00585,999.9,0,0,9996.936,0,0.242856,0.3234405,424.326,423.799,0.4683656,419.9622,9.053709,0.8443742,0.8028417,4.476019,3.757648,0,0,0,0,2.0141,0,-20.76102,-1.37781,33.781,40.5248,37.5435,39.5998,34.3685,0,0,0,1680901303,0,2.02054615384615,-0.137196594395334,2.51626324775536,-20.9416961538462,15,1680900721.5,15:52:01,1680900721.5,1680900716.5,1,0.057,0.006,-0.31,0.048,420,9,0.74,0.14,0.2874359,0.330740172607879,0.0368109640785188,0,0.469279875,-0.00990901688555366,0.00123895117311982,1,1,2,"1/2",3.09995,2.75806,0.086731,0.0866831,0.0538386,0.0525533,23510.5,23215.9,26285.1,25752.4,39933.5,37247.3,45982.8,42534.7,1.9087,1.90385,-0.0343472,0,20.566,999.9,23.3,31.7,12.3346,61.2161,28.1571,1,-0.0216108,3.18073,20.2677,5.22223,11.98,4.9658,3.27513,9999,9999,9999,997.7,1.86417,1.8602,1.85841,1.85989,1.8599,1.85837,1.85743,1.85242,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-0.31,0.0526,-0.180359730254896,-0.00026044066732901,-1.38160662860044e-07,5.49151723631736e-11,0.0208887523534801,-0.00720836316117252,0.00130304362283294,-1.98640335709575e-05,3,1983,1,24,10.2,10.3,1.14014,2.62817,1.49658,2.39624,1.54907,2.36816,36.2224,24.2101,18,488.343,501.029,17.8637,26.728,30.0002,26.9153,26.8922,22.9151,22.1642,34.2198,17.8556,420,9.04068,100.471,100.904,2
2,1680901336.6,5,2023-04-07 16:02:16,16:02:16,5,"sor_nut7_t4_ch2",1680901334.1,0.00087715842432476,0.877158424324765,-0.950501271998125,420.289111645175,438.291335709437,38.9106886273779,37.3124846974942,0.0513555902694169,3.61546956226758,0.0509537493871888,0.0318819349081823,0,19.8633584626398,19.9976666666667,2.34627404717778,35.9141007419203,0.845448904618202,2.3540862423192,1.50082514255958,-38.6826865127221,10.4648876270892,0.582093729677191,-27.6357051559557,-0.898601636041959,0.87558981420802,-0.950501271998125,423.833217486578,424.34936969697,0.00038514616333671,66.5408215345101,0.877158424324765,9.05463337096018,9.52382612121212,1.8516226704367e-06,94.0945812238786,2,0,1,0,47995,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",0,0,0,0,2.7,0.5,"0: Broadleaf",2,TRUE,1680901334.1,420.289111111111,420.002555555556,9.52316555555556,9.05479888888889,420.599222222222,9.47054777777778,499.945666666667,88.6781888888889,0.0999489777777778,20.0513555555556,19.9976666666667,999.9,0,0,10012.1555555556,0,0.242856,0.286302333333333,424.329777777778,423.840444444444,0.468367555555556,420.002555555556,9.05479888888889,0.844497,0.802963333333333,4.47809666666667,3.75979555555556,0,0,0,0,2.17303333333333,0,-20.3711444444444,-1.34495555555556,33.7982222222222,40.5552222222222,37.4094444444444,39.708,34.2985555555556,0,0,0,1680901307.8,0,2.04090769230769,0.449107673080339,3.29468377249824,-20.6726192307692,15,1680900721.5,15:52:01,1680900721.5,1680900716.5,1,0.057,0.006,-0.31,0.048,420,9,0.74,0.14,0.297392275,0.0644186679174483,0.0310824873240443,1,0.468551,-0.00285924202626867,0.00068796373450931,1,2,2,"2/2",3.09999,2.75822,0.0867369,0.086687,0.0538451,0.0525677,23510.5,23215.8,26285.3,25752.4,39933.2,37246.8,45982.7,42534.8,1.9089,1.90375,-0.0340864,0,20.566,999.9,23.3,31.7,12.3356,61.0761,27.9768,1,-0.021908,3.12646,20.2684,5.22178,11.98,4.9658,3.2751,9999,9999,9999,997.7,1.86417,1.8602,1.85843,1.85989,1.85989,1.85837,1.85745,1.85242,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-0.31,0.0526,-0.180359730254896,-0.00026044066732901,-1.38160662860044e-07,5.49151723631736e-11,0.0208887523534801,-0.00720836316117252,0.00130304362283294,-1.98640335709575e-05,3,1983,1,24,10.3,10.3,1.14014,2.62207,1.49658,2.39624,1.54907,2.41699,36.2224,24.2101,18,488.441,500.948,17.8518,26.7274,29.9999,26.913,26.8905,22.9147,22.1642,34.2198,17.8576,420,9.04068,100.472,100.905,2
3,1680901341.6,10,2023-04-07 16:02:21,16:02:21,5,"sor_nut7_t4_ch2",1680901338.8,0.00087671557058822,0.876715570588223,-0.819089805781868,420.299000461394,434.247131159675,38.5525373180846,37.3142198009903,0.0513327234152003,3.61079128340311,0.0509307230124389,0.0318675574317351,0,19.8639272873988,19.9983,2.34636607005284,35.9184147526815,0.845587331851139,2.35418889634602,1.5007787382017,-38.6631566629406,10.4651893071038,0.582868706298036,-27.6150986495388,-0.843926728010871,0.875085867732549,-0.819089805781868,423.88960453359,424.336121212121,-3.77178331559132e-05,66.5408215345101,0.876715570588223,9.05641723879945,9.52530218181818,2.08956954903589e-06,94.0945812238786,2,0,1,0,47962,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",0,0,0,0,2.7,0.5,"0: Broadleaf",2,TRUE,1680901338.8,420.299,420.0419,9.524506,9.056478,420.6092,9.471871,500.0188,88.68015,0.10002735,20.05206,19.9983,999.9,0,0,9993.691,0,0.242856,0.2570066,424.3407,423.8809,0.468028,420.0419,9.056478,0.8446346,0.8031298,4.480424,3.762744,0,0,0,0,1.99973,0,-20.28763,-1.32617,33.8059,40.6124,37.5936,39.7374,34.3936,0,0,0,1680901312.6,0,2.05073076923077,-0.251507702884721,2.96252649732571,-20.4944038461538,15,1680900721.5,15:52:01,1680900721.5,1680900716.5,1,0.057,0.006,-0.31,0.048,420,9,0.74,0.14,0.292711902439024,-0.144998885017421,0.0339319202585045,0,0.468279780487805,-0.00211076655052363,0.00071858008743514,1,1,2,"1/2",3.09997,2.75804,0.0867331,0.0866888,0.053854,0.0525617,23510.6,23215.7,26285.2,25752.3,39932.9,37246.4,45982.8,42534.1,1.90895,1.90403,-0.0344589,0,20.566,999.9,23.3,31.7,12.3352,61.2061,27.9287,1,-0.0219766,3.10674,20.2688,5.22193,11.98,4.9658,3.27503,9999,9999,9999,997.7,1.86417,1.8602,1.85845,1.85989,1.85991,1.85837,1.85744,1.85242,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-0.31,0.0526,-0.180359730254896,-0.00026044066732901,-1.38160662860044e-07,5.49151723631736e-11,0.0208887523534801,-0.00720836316117252,0.00130304362283294,-1.98640335709575e-05,3,1983,1,24,10.3,10.4,1.14014,2.62817,1.49658,2.39624,1.54907,2.41211,36.2224,24.2101,18,488.457,501.113,17.8518,26.7252,29.9999,26.9113,26.8887,22.9136,22.1642,34.2198,17.8546,420,9.04068,100.472,100.903,2
4,1680901346.6,15,2023-04-07 16:02:26,16:02:26,5,"sor_nut7_t4_ch2",1680901344.1,0.00087493933563063,0.87493933563063,-1.03921317574946,420.30433391964,441.127853884512,39.1625740346109,37.3138976585801,0.0512367999171595,3.61057404306839,0.0508362702973544,0.0318083937692922,0,19.8661601569481,19.9968,2.34614812626296,35.9172987237811,0.845658533736709,2.35446028455584,1.50048959252625,-38.5848247013108,11.1190272201191,0.619323242922909,-26.8464742382688,-0.958376798366584,0.87414747487747,-1.03921317574946,423.826261827692,424.389442424242,0.00064091652754579,66.5408215345101,0.87493933563063,9.05841707867481,9.52635248484849,1.93809261747389e-06,94.0945812238786,1,0,1,0,47890,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",0,0,0,0,2.7,0.5,"0: Broadleaf",2,TRUE,1680901344.1,420.304333333333,419.985222222222,9.52551111111111,9.05798555555556,420.614555555556,9.47286333333333,500.018888888889,88.6782444444444,0.100039877777778,20.0539222222222,19.9968,999.9,0,0,9993.05888888889,0,0.242856,0.318979777777778,424.346444444445,423.824222222222,0.467525222222222,419.985222222222,9.05798555555556,0.844705666666667,0.803246222222222,4.48162222222222,3.76480222222222,0,0,0,0,2.17617777777778,0,-20.3008555555556,-1.31902222222222,33.7914444444444,40.6732222222222,37.4857777777778,39.7844444444444,34.3123333333333,0,0,0,1680901318,0,2.095052,0.0784615320332119,0.732561542857236,-20.301936,15,1680900721.5,15:52:01,1680900721.5,1680900716.5,1,0.057,0.006,-0.31,0.048,420,9,0.74,0.14,0.294613609756098,-0.102915449477352,0.0387865734676306,0,0.468168024390244,-0.00216654355400706,0.00088807252197281,1,1,2,"1/2",3.09998,2.7581,0.086743,0.0866786,0.0538579,0.052581,23510.4,23216.1,26285.3,25752.5,39932.9,37246.3,45983,42534.7,1.90915,1.9041,-0.0342727,0,20.5643,999.9,23.3,31.7,12.3347,61.3361,28.0849,1,-0.0225051,3.09935,20.2689,5.22148,11.98,4.96585,3.275,9999,9999,9999,997.7,1.86417,1.8602,1.85841,1.85989,1.8599,1.85837,1.85742,1.85242,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-0.31,0.0527,-0.180359730254896,-0.00026044066732901,-1.38160662860044e-07,5.49151723631736e-11,0.0208887523534801,-0.00720836316117252,0.00130304362283294,-1.98640335709575e-05,3,1983,1,24,10.4,10.5,1.14014,2.6355,1.49658,2.39624,1.54907,2.33398,36.2224,24.2013,18,488.559,501.143,17.8512,26.7234,30,26.9096,26.8864,22.9157,22.1642,34.2198,17.8529,420,9.04068,100.472,100.905,2
5,1680901351.6,20,2023-04-07 16:02:31,16:02:31,5,"sor_nut7_t4_ch2",1680901348.8,0.00087423468738868,0.874234687388689,-0.762057282680414,420.307300429402,432.556190877782,38.4019484085386,37.3145029645005,0.0511890227557361,3.60947459587099,0.0507891158642531,0.0317788668669017,0,19.8640848024617,19.99867,2.34641983224858,35.9254063766583,0.845735698680559,2.35414372161439,1.50068413356802,-38.5537497138412,10.3290492234209,0.575496287691312,-27.649204202729,-0.955193994992149,0.872781468048113,-0.762057282680414,423.825113480332,424.312103030303,-0.0148175981120053,66.5408215345101,0.874234687388689,9.05919567768606,9.52675939393939,9.1945384679563e-07,94.0945812238786,2,0,1,0,47971,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",0,0,0,0,2.7,0.5,"0: Broadleaf",2,TRUE,1680901348.8,420.3073,419.9896,9.526293,9.0595,420.6173,9.473636,500.0206,88.67902,0.10007788,20.05175,19.99867,999.9,0,0,9988.686,0,0.242856,0.3176179,424.3496,423.8293,0.4667935,419.9896,9.0595,0.8447821,0.8033874,4.482917,3.767298,0,0,0,0,2.19399,0,-20.07625,-1.27153,33.8183,40.6996,37.6124,39.8435,34.4123,0,0,0,1680901322.8,0,2.121488,0.861407695105772,2.08291538373415,-20.198344,15,1680900721.5,15:52:01,1680900721.5,1680900716.5,1,0.057,0.006,-0.31,0.048,420,9,0.74,0.14,0.293741525,0.17921922326454,0.0433730759492496,0,0.46771115,-0.00556183114446481,0.0010732975950313,1,1,2,"1/2",3.09996,2.75803,0.0867286,0.0866883,0.0538611,0.052586,23510.7,23215.9,26285.2,25752.5,39932.6,37246.3,45982.8,42535,1.90893,1.90412,-0.0339001,0,20.5626,999.9,23.3,31.7,12.335,61.4961,28.109,1,-0.0225305,3.08881,20.269,5.22163,11.98,4.9658,3.27503,9999,9999,9999,997.7,1.86417,1.8602,1.85842,1.85989,1.8599,1.85837,1.85743,1.85242,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-0.31,0.0527,-0.180359730254896,-0.00026044066732901,-1.38160662860044e-07,5.49151723631736e-11,0.0208887523534801,-0.00720836316117252,0.00130304362283294,-1.98640335709575e-05,3,1983,1,24,10.5,10.6,1.14014,2.62573,1.49658,2.39624,1.54907,2.38281,36.2459,24.2101,18,488.419,501.141,17.8514,26.7229,29.9999,26.9085,26.8843,22.9131,22.1642,34.2198,17.8544,420,9.04068,100.472,100.905,2
6,1680901356.6,25,2023-04-07 16:02:36,16:02:36,5,"sor_nut7_t4_ch2",1680901354.1,0.00087288933243693,0.872889332436939,-0.918881405099412,420.292333847641,437.467654498479,38.838719795297,37.3138814231504,0.0510659512689512,3.61734723998902,0.0506688158648941,0.0317034333366908,0,19.8658100204549,20.0082888888889,2.34781786672675,35.9287689880832,0.845869835525757,2.3542967358729,1.501948031201,-38.494419560469,8.68048675728447,0.482618277399977,-29.3313145257845,-0.953698420413038,0.871971404565152,-0.918881405099412,423.821806198324,424.325254545454,-0.00055598630391952,66.5408215345101,0.872889332436939,9.06133166508511,9.52821351515152,1.29306217580218e-06,94.0945812238786,2,0,1,0,48147,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",0,0,0,0,2.7,0.5,"0: Broadleaf",2,TRUE,1680901354.1,420.292333333333,419.975222222222,9.52762333333333,9.06122333333333,420.602666666667,9.47495,499.976777777778,88.6810222222222,0.0997582444444444,20.0528,20.0082888888889,999.9,0,0,10019.1611111111,0,0.242856,0.317281111111111,424.335222222222,423.815222222222,0.466398555555556,419.975222222222,9.06122333333333,0.844919333333333,0.803558666666667,4.48523777777778,3.77032222222222,0,0,0,0,1.97363333333333,0,-19.7630777777778,-1.23642222222222,33.861,40.75,37.2915555555556,39.9094444444444,34.3401111111111,0,0,0,1680901327.6,0,2.11162,-0.792499999478839,2.89329231154149,-20.021308,15,1680900721.5,15:52:01,1680900721.5,1680900716.5,1,0.057,0.006,-0.31,0.048,420,9,0.74,0.14,0.298834024390244,0.163656418118468,0.043832553202702,0,0.467212585365854,-0.00592452961672417,0.00109806563790681,1,1,2,"1/2",3.09986,2.75811,0.0867406,0.0866861,0.0538729,0.052591,23510.4,23216.2,26285.2,25752.7,39932.1,37246.2,45982.8,42535.2,1.90863,1.90427,-0.0337139,0,20.5609,999.9,23.3,31.7,12.3337,60.8761,28.0128,1,-0.0225407,3.09259,20.2691,5.22148,11.98,4.9657,3.27505,9999,9999,9999,997.7,1.86417,1.8602,1.85841,1.85989,1.85991,1.85837,1.85745,1.85242,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-0.311,0.0527,-0.180359730254896,-0.00026044066732901,-1.38160662860044e-07,5.49151723631736e-11,0.0208887523534801,-0.00720836316117252,0.00130304362283294,-1.98640335709575e-05,3,1983,1,24,10.6,10.7,1.14014,2.62329,1.49658,2.39624,1.54907,2.4292,36.2459,24.2101,18,488.227,501.23,17.8533,26.7206,29.9999,26.9063,26.8832,22.9149,22.1642,34.2198,17.8528,420,9.04068,100.472,100.906,2
7,1680901361.6,30,2023-04-07 16:02:41,16:02:41,5,"sor_nut7_t4_ch2",1680901358.8,0.00087270677058278,0.872706770582786,-0.814907229340427,420.265000458589,434.19986469585,38.5513853332909,37.3141479123303,0.0510986967876194,3.61018626183599,0.0507002719350119,0.0317232077249591,0,19.8641777413719,20.00134,2.34680782387724,35.9367071786739,0.845987596462887,2.35410437649926,1.50082022741436,-38.4863685827008,9.75886661805031,0.543627323802396,-28.1838746408481,-0.850855957513837,0.872730096563484,-0.814907229340427,423.844758654542,424.293042424242,-0.00087025950396204,66.5408215345101,0.872706770582786,9.06166161099492,9.52842739393939,2.42924077623916e-07,94.0945812238786,1,0,1,0,48024,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",0,0,0,0,2.7,0.5,"0: Broadleaf",2,TRUE,1680901358.8,420.265,420.0036,9.528262,9.061482,420.5752,9.475583,500.0041,88.68699,0.10019873,20.05148,20.00134,999.9,0,0,9990.562,0,0.242856,0.2614259,424.3079,423.8442,0.4667828,420.0036,9.061482,0.8450331,0.8036355,4.487159,3.771682,0,0,0,0,1.9655,0,-19.55861,-1.2049,33.8624,40.781,37.5999,39.9374,34.4685,0,0,0,1680901333,0,2.05612307692308,-0.93421537506012,2.68458118142679,-19.7883615384615,15,1680900721.5,15:52:01,1680900721.5,1680900716.5,1,0.057,0.006,-0.31,0.048,420,9,0.74,0.14,0.300154536585366,-0.111923519163763,0.0449713634482545,0,0.467050073170732,-0.00630317770034907,0.00103185956669391,1,1,2,"1/2",3.10008,2.75804,0.0867314,0.0866948,0.0538726,0.0525899,23510.5,23216.1,26285.1,25752.9,39932.1,37246.4,45982.9,42535.3,1.90937,1.90395,-0.0341609,0,20.5591,999.9,23.3,31.7,12.3337,61.1861,27.9487,1,-0.0225711,3.10355,20.2689,5.22223,11.98,4.9658,3.27503,9999,9999,9999,997.7,1.86417,1.8602,1.85841,1.85989,1.85991,1.85837,1.85744,1.85242,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-0.31,0.0527,-0.180359730254896,-0.00026044066732901,-1.38160662860044e-07,5.49151723631736e-11,0.0208887523534801,-0.00720836316117252,0.00130304362283294,-1.98640335709575e-05,3,1983,1,24,10.7,10.8,1.14014,2.62939,1.49658,2.39624,1.54907,2.39014,36.2459,24.2101,18,488.649,501,17.8518,26.7201,29.9999,26.9045,26.8815,22.9165,22.1642,34.2198,17.8486,420,9.04068,100.471,100.906,2
8,1680901366.6,35,2023-04-07 16:02:46,16:02:46,5,"sor_nut7_t4_ch2",1680901364.1,0.00087120251928899,0.871202519288995,-0.822284522465604,420.244667128932,434.435855058056,38.5713652930257,37.3114013945969,0.0510751850314136,3.61062844733246,0.050677173542908,0.0317087345086787,0,19.8646422897274,19.9883888888889,2.34492635522081,35.9383632039466,0.846032865440912,2.35412186314596,1.4988934897799,-38.4200311006447,12.3044347405585,0.68530176114302,-25.4302945989431,-0.767430569043038,0.871895058742584,-0.822284522465604,423.864617934809,424.308224242424,0.00092872435579639,66.5408215345101,0.871202519288995,9.06290701051834,9.52888381818181,-2.34617820793504e-07,94.0945812238786,2,0,1,0,48064,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",0,0,0,0,2.7,0.5,"0: Broadleaf",2,TRUE,1680901364.1,420.244666666667,420.028111111111,9.52901222222222,9.06266666666667,420.554888888889,9.47632222222222,499.990666666667,88.6850666666667,0.0998824666666667,20.0516,19.9883888888889,999.9,0,0,9992.50222222222,0,0.242856,0.216525666666667,424.287666666667,423.869555555556,0.466345444444444,420.028111111111,9.06266666666667,0.845080888888889,0.803723222222222,4.48797111111111,3.77323,0,0,0,0,1.93393333333333,0,-19.1597,-1.21507777777778,33.8956666666667,40.833,37.5832222222222,40.0136666666667,34.4441111111111,0,0,0,1680901337.8,0,1.98289230769231,0.118953852177643,2.75651623549102,-19.5189807692308,15,1680900721.5,15:52:01,1680900721.5,1680900716.5,1,0.057,0.006,-0.31,0.048,420,9,0.74,0.14,0.27621315,-0.441921703564728,0.0539638224037873,0,0.466601725,-0.00109599624765638,0.00070891438084933,1,1,2,"1/2",3.09992,2.758,0.0867342,0.0866953,0.0538755,0.0526073,23510.5,23216.1,26285.1,25752.9,39931.9,37245.9,45982.7,42535.6,1.90902,1.90443,-0.0338256,0,20.557,999.9,23.3,31.7,12.3343,60.9261,28.153,1,-0.0231275,3.09134,20.2691,5.22133,11.98,4.96575,3.275,9999,9999,9999,997.7,1.86417,1.8602,1.8584,1.85989,1.8599,1.85837,1.85743,1.85242,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-0.31,0.0527,-0.180359730254896,-0.00026044066732901,-1.38160662860044e-07,5.49151723631736e-11,0.0208887523534801,-0.00720836316117252,0.00130304362283294,-1.98640335709575e-05,3,1983,1,24,10.8,10.8,1.14014,2.62939,1.49658,2.39624,1.54907,2.34497,36.2224,24.2101,18,488.432,501.294,17.8486,26.7184,29.9999,26.9028,26.8792,22.9137,22.1642,34.2198,17.8512,420,9.04068,100.471,100.906,2
