"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_des","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","chamber"
1,1680553315.6,0,2023-04-03 15:21:55,15:21:55,5,"poa_pra6_t3_ch2","stan",1680553312.6,0.0002721411443072,0.272141144307206,-0.608559507364687,420.260272998839,468.879873546976,42.3237248357098,37.9350472419054,0.0160770449897805,3.86952726679561,0.0160400280188245,0.0100283361731187,0,20.1539270130489,20.0075545454545,2.34771110960264,35.4760489258273,0.843300904316594,2.37709928205295,1.50441020528605,-12.0014244639478,41.9427836984506,2.18169470882745,32.1230539433302,-0.729139164627976,0.271265725295155,-0.608559507364687,423.915105197132,424.185533333333,-0.00055477350456577,64.4511760270245,0.272141144307206,9.22575384358685,9.34325654545455,4.60986527757762e-06,100.885821191039,0,0,1,0,48805,0,0,0,0,2.18,0.5,"0: Broadleaf",2,TRUE,1680553312.6,420.260272727273,419.992090909091,9.34243909090909,9.22528,421.765909090909,9.52068909090909,500.033363636364,90.1657636363636,0.0998400363636364,20.2086090909091,20.0075545454545,999.9,0,0,10009.6545454545,0,0.281038,0.268185727272727,424.223636363636,423.902909090909,0.117158727272727,419.992090909091,9.22528,0.842368,0.831804090909091,4.44204,4.26195636363636,0,0,0,0,2.47055454545455,0,-4.73422727272727,-0.813790909090909,34.3862727272727,41.4770909090909,37.5,41.2041818181818,35.0906363636364,0,0,0,1680553324.5,0,1680553143.1,15:19:03,1680553143.1,1680553138.1,1,0.928,0.019,-1.505,-0.179,420,9,0.38,0.11,0.264306048780488,0.0617670940766555,0.0145613407281918,1,0.118576975609756,-0.0124019581881534,0.00139402345376576,1,2,2,"2/2",2.98384,2.71568,0.0944035,0.0932084,0.0542146,0.0524735,28744.9,28916.4,29498.4,29489.9,36967.7,37156.2,41536.9,42016.1,1.97532,1.88715,-0.00154227,0,20.0308,999.9,25.5,30.4,12.3283,62.3883,32.2436,1,-0.0815269,3.53132,20.3266,5.22553,12.0137,4.9919,3.29,9999,9999,9999,999.9,1.86738,1.86644,1.86591,1.86584,1.86768,1.87017,1.8688,1.87027,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.506,-0.1783,-0.527051808810078,-0.00244937075132254,3.52940704610306e-07,-1.11323438656158e-10,-0.135715950447458,-0.0178761575712644,0.0017312687444903,-3.39181148164417e-05,3,2321,1,23,2.9,3,1.04126,2.21558,1.39648,2.34375,1.49536,2.53174,35.0364,24.0963,18,528.209,428.706,16.69,26.2017,30.0004,26.2196,26.1783,20.8586,21.8242,27.4201,16.6892,420,9.26345,100.855,100.916,2
2,1680553320.6,5,2023-04-03 15:22:00,15:22:00,5,"poa_pra6_t3_ch2","stan",1680553318.1,0.00026937910113745,0.269379101137454,-0.744638980961208,420.248444777541,483.030493304651,43.6012072426688,37.9341258743227,0.0159076303682652,3.86579428486582,0.0158713535721882,0.00992284835184558,0,20.1533009755841,20.0118,2.34832836260867,35.4810462979767,0.843360705413454,2.37693302032512,1.50496765719522,-11.8796183601617,40.7817342873825,2.1233838429765,31.0254997701972,-0.750026686052073,0.268517268370853,-0.744638980961208,423.890171447198,424.217090909091,0.0001525262166182,64.4511760270245,0.269379101137454,9.22733068990353,9.3436476969697,2.77314436727627e-06,100.885821191039,0,0,1,0,48752,0,0,0,0,2.18,0.5,"0: Broadleaf",2,TRUE,1680553318.1,420.248444444444,419.970666666667,9.34306555555556,9.2271,421.754111111111,9.52131444444444,500.061,90.1659111111111,0.100040722222222,20.2074777777778,20.0118,999.9,0,0,9996.32,0,0.281038,0.277608333333333,424.211777777778,423.882111111111,0.115965222222222,419.970666666667,9.2271,0.842426222222222,0.831970222222222,4.44302666666667,4.26479888888889,0,0,0,0,2.29908888888889,0,-4.77958888888889,-0.8469,34.4232222222222,41.5,37.5,41.25,35.125,0,0,0,1680553329.9,0,1680553143.1,15:19:03,1680553143.1,1680553138.1,1,0.928,0.019,-1.505,-0.179,420,9,0.38,0.11,0.27095415,0.0178639699812377,0.0117419291697532,1,0.1173676,-0.00868867542213896,0.00098387577467889,1,2,2,"2/2",2.98373,2.71554,0.0944065,0.0932095,0.054215,0.0524821,28744.5,28916.6,29498.2,29490.1,36967.2,37156.1,41536.4,42016.4,1.9753,1.8874,-0.00159815,0,20.0297,999.9,25.5,30.4,12.3293,62.6383,32.2556,1,-0.0813465,3.53958,20.3266,5.22568,12.0114,4.99195,3.29,9999,9999,9999,999.9,1.86737,1.86646,1.86591,1.86584,1.86768,1.87019,1.86878,1.87027,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.506,-0.1782,-0.527051808810078,-0.00244937075132254,3.52940704610306e-07,-1.11323438656158e-10,-0.135715950447458,-0.0178761575712644,0.0017312687444903,-3.39181148164417e-05,3,2321,1,23,3,3,1.04126,2.2168,1.39648,2.34253,1.49536,2.52808,35.0364,24.0875,18,528.228,428.881,16.6845,26.205,30.0003,26.2235,26.182,20.8591,21.8242,27.4201,16.6824,420,9.27039,100.854,100.917,2
3,1680553325.6,10,2023-04-03 15:22:05,15:22:05,5,"poa_pra6_t3_ch2","stan",1680553322.8,0.00026869685111846,0.268696851118465,-0.664695448475008,420.239100296759,475.19324581739,42.8940206360605,37.9335034722605,0.0158811348378785,3.86705597358395,0.015844990404694,0.00990635951887173,0,20.1515471160216,20.00381,2.34716680251907,35.4909017556383,0.843495464082797,2.3766526697192,1.50367133843627,-11.8495311343243,42.0630703996719,2.18927377584971,32.4028130411973,-0.609236035170749,0.26797184421511,-0.664695448475008,423.95542995292,424.245303030303,0.00054479166402401,64.4511760270245,0.268696851118465,9.22905824553036,9.34507957575757,2.77688421108384e-06,100.885821191039,0,0,1,0,48825,0,0,0,0,2.18,0.5,"0: Broadleaf",2,TRUE,1680553322.8,420.2391,420.0226,9.344504,9.228775,421.7448,9.522743,500.0646,90.16653,0.09994793,20.20557,20.00381,999.9,0,0,10000.752,0,0.281038,0.2164947,424.203,423.9352,0.1157286,420.0226,9.228775,0.8425614,0.8321265,4.445319,4.267479,0,0,0,0,2.38395,0,-4.68006,-0.85073,34.437,41.5124,37.5186,41.281,35.125,0,0,0,1680553334.7,0,1680553143.1,15:19:03,1680553143.1,1680553138.1,1,0.928,0.019,-1.505,-0.179,420,9,0.38,0.11,0.257663725,-0.158094405253284,0.0307452891423934,0,0.116868475,-0.00981598874296436,0.00106172611787362,1,1,2,"1/2",2.98361,2.71563,0.0944145,0.0932126,0.0542225,0.05249,28744.7,28916.1,29498.7,29489.7,36967.6,37155.3,41537.2,42015.9,1.97537,1.88745,-0.0015907,0,20.0291,999.9,25.5,30.4,12.3277,62.7383,32.4519,1,-0.0810137,3.54942,20.3262,5.22553,12.0111,4.99165,3.29,9999,9999,9999,999.9,1.86737,1.86646,1.8659,1.86584,1.86768,1.87015,1.86879,1.87027,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.506,-0.1782,-0.527051808810078,-0.00244937075132254,3.52940704610306e-07,-1.11323438656158e-10,-0.135715950447458,-0.0178761575712644,0.0017312687444903,-3.39181148164417e-05,3,2321,1,23,3,3.1,1.04126,2.22046,1.39771,2.34375,1.49536,2.47925,35.0364,24.0787,18,528.307,428.938,16.6773,26.2083,30.0004,26.2268,26.1854,20.8603,21.8242,27.4201,16.6741,420,9.2714,100.856,100.915,2
4,1680553330.6,15,2023-04-03 15:22:10,15:22:10,5,"poa_pra6_t3_ch2","stan",1680553328.1,0.00026496694311898,0.264966943118987,-0.425022581116338,420.27066685681,451.934946725318,40.796019205372,37.9376950615985,0.0156676878809098,3.86591122427541,0.0156324969472868,0.0097734657096396,0,20.1508231114713,19.9994444444444,2.34653236502328,35.4950989986222,0.843519128472055,2.37643830351001,1.50301323655122,-11.6850421915473,42.656423212268,2.22074748210351,33.1921285028242,-0.787466700930972,0.265424968643676,-0.425022581116338,423.880547312562,424.184575757576,-0.0245563711348492,64.4511760270245,0.264966943118987,9.22977321728714,9.34421575757576,-1.23542080814983e-06,100.885821191039,0,0,1,0,48747,0,0,0,0,2.18,0.5,"0: Broadleaf",2,TRUE,1680553328.1,420.270666666667,419.976,9.34443555555556,9.22980444444444,421.776444444445,9.52267444444445,500.055777777778,90.1696333333333,0.100038222222222,20.2041111111111,19.9994444444444,999.9,0,0,9996.32444444445,0,0.281038,0.294799777777778,424.235,423.888111111111,0.114632222222222,419.976,9.22980444444444,0.842584222222222,0.832247888888889,4.44570888888889,4.26956222222222,0,0,0,0,2.24032222222222,0,-4.7788,-0.861133333333334,34.437,41.562,37.562,41.312,35.125,0,0,0,1680553339.5,0,1680553143.1,15:19:03,1680553143.1,1680553138.1,1,0.928,0.019,-1.505,-0.179,420,9,0.38,0.11,0.2631912,0.00931526454033656,0.0378563288349518,1,0.115886775,-0.00885371482176375,0.0009566721091236,1,2,2,"2/2",2.98365,2.71555,0.0944057,0.0932135,0.0542231,0.0524917,28744.5,28915.7,29498.2,29489.4,36966.9,37155,41536.4,42015.6,1.97517,1.88717,-0.00228733,0,20.0291,999.9,25.5,30.4,12.3289,62.7783,32.3237,1,-0.0807774,3.53896,20.3264,5.22613,12.0119,4.9919,3.29,9999,9999,9999,999.9,1.86737,1.86646,1.86594,1.86584,1.86768,1.87017,1.86883,1.87027,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.506,-0.1782,-0.527051808810078,-0.00244937075132254,3.52940704610306e-07,-1.11323438656158e-10,-0.135715950447458,-0.0178761575712644,0.0017312687444903,-3.39181148164417e-05,3,2321,1,23,3.1,3.2,1.04126,2.22046,1.39648,2.34253,1.49536,2.49268,35.0364,24.0875,18,528.205,428.798,16.6706,26.2121,30.0003,26.2301,26.1885,20.8598,21.8242,27.4201,16.6706,420,9.27411,100.854,100.914,2
5,1680553335.6,20,2023-04-03 15:22:15,15:22:15,5,"poa_pra6_t3_ch2","stan",1680553332.8,0.00026486453234156,0.264864532341566,-0.595984503105137,420.238200266658,469.206743963602,42.3553854083898,37.9349853014967,0.0156546037423318,3.86514065021969,0.0156194645019782,0.00976531580081309,0,20.1511825122837,20.00401,2.34719587172118,35.4938048873525,0.843506570080256,2.37648956700278,1.50368930164092,-11.6805258762631,41.7692624051593,2.17504898892132,32.2637855178176,-0.65404034488062,0.264984919539297,-0.595984503105137,423.915441444628,424.185139393939,-0.00156105690712168,64.4511760270245,0.264864532341566,9.23004777792106,9.34443945454545,7.11108761400528e-07,100.885821191039,0,0,1,0,48755,0,0,0,0,2.18,0.5,"0: Broadleaf",2,TRUE,1680553332.8,420.2382,420.0016,9.344242,9.229793,421.7438,9.522482,500.0212,90.17032,0.09987742,20.20446,20.00401,999.9,0,0,9993.5,0,0.281038,0.2365205,424.2018,423.9141,0.1144468,420.0016,9.229793,0.8425731,0.8322535,4.445518,4.269656,0,0,0,0,2.29019,0,-4.73246,-0.87318,34.437,41.562,37.562,41.3561,35.1312,0,0,0,1680553344.9,0,1680553143.1,15:19:03,1680553143.1,1680553138.1,1,0.928,0.019,-1.505,-0.179,420,9,0.38,0.11,0.257238634146341,-0.0410793240418115,0.038221047442448,1,0.115367268292683,-0.00771449477351927,0.00088133424418335,1,2,2,"2/2",2.98365,2.71586,0.0944031,0.0932206,0.0542197,0.0524922,28745,28915.4,29498.6,29489.4,36967.7,37154.8,41537.1,42015.4,1.97547,1.8869,-0.00127032,0,20.0291,999.9,25.5,30.4,12.3281,62.6683,32.512,1,-0.0810874,3.22381,20.3323,5.22448,12.0117,4.9913,3.2897,9999,9999,9999,999.9,1.86737,1.86646,1.8659,1.86584,1.86768,1.87016,1.8688,1.87027,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.505,-0.1782,-0.527051808810078,-0.00244937075132254,3.52940704610306e-07,-1.11323438656158e-10,-0.135715950447458,-0.0178761575712644,0.0017312687444903,-3.39181148164417e-05,3,2321,1,23,3.2,3.3,1.04126,2.2229,1.39771,2.34253,1.49536,2.44507,35.0364,24.0875,18,528.434,428.658,16.6889,26.2149,29.9999,26.2334,26.1914,20.8578,21.8242,27.4201,16.7447,420,9.28064,100.856,100.914,2
6,1680553340.6,25,2023-04-03 15:22:20,15:22:20,5,"poa_pra6_t3_ch2","stan",1680553338.1,0.00026197948334235,0.261979483342355,-0.674934422654602,420.253444744663,477.947236845968,43.14414696279,37.9361464695022,0.015484214595142,3.8716158411743,0.0154498925770529,0.00965926015793242,0,20.1482420745509,20.0034777777778,2.34711851604167,35.5011019291849,0.843491981319191,2.37595999978178,1.50362653472248,-11.5532952153979,41.1979832396318,2.14166747886408,31.786355503098,-0.613740675869035,0.26256127106332,-0.674934422654602,423.956792189766,424.242418181818,0.00237921830704102,64.4511760270245,0.261979483342355,9.23093456606802,9.34407406060606,-3.96402160593327e-07,100.885821191039,0,0,1,0,48928,0,0,0,0,2.18,0.5,"0: Broadleaf",2,TRUE,1680553338.1,420.253444444444,420.034,9.34413333333333,9.23074555555556,421.759,9.52237555555556,500.084888888889,90.1697222222222,0.0999637111111111,20.2008555555556,20.0034777777778,999.9,0,0,10016.6688888889,0,0.281038,0.219095777777778,424.217444444444,423.947777777778,0.113387666666667,420.034,9.23074555555556,0.842557777777778,0.832333777777778,4.44525888888889,4.27103222222222,0,0,0,0,2.30848888888889,0,-4.74897777777778,-0.856166666666667,34.472,41.611,37.562,41.375,35.1732222222222,0,0,0,1680553349.7,0,1680553143.1,15:19:03,1680553143.1,1680553138.1,1,0.928,0.019,-1.505,-0.179,420,9,0.38,0.11,0.24033735,-0.0686565703564733,0.043855132855545,1,0.114593775,-0.00845377485928713,0.00091796534486602,1,2,2,"2/2",2.98343,2.71569,0.0944122,0.0932137,0.0542197,0.0524999,28745,28915.6,29499,29489.3,36968.2,37154.5,41537.7,42015.4,1.97528,1.88695,-0.00170618,0,20.0291,999.9,25.5,30.4,12.3285,62.4983,32.8165,1,-0.0814685,3.38614,20.3296,5.22598,12.0108,4.99185,3.29,9999,9999,9999,999.9,1.86737,1.86646,1.86592,1.86584,1.86768,1.87017,1.8688,1.87027,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.505,-0.1782,-0.527051808810078,-0.00244937075132254,3.52940704610306e-07,-1.11323438656158e-10,-0.135715950447458,-0.0178761575712644,0.0017312687444903,-3.39181148164417e-05,3,2321,1,23,3.3,3.4,1.04126,2.22656,1.39648,2.34253,1.49536,2.38037,35.0364,24.0787,18,528.332,428.717,16.737,26.2188,29.9999,26.2367,26.1953,20.8578,21.8242,27.4201,16.7283,420,9.28151,100.857,100.914,2
7,1680553345.6,30,2023-04-03 15:22:25,15:22:25,5,"poa_pra6_t3_ch2","stan",1680553342.8,0.00026450646026656,0.264506460266568,-0.637417848818863,420.262100285446,473.48743497897,42.7417669443055,37.9371096652707,0.0156381275798428,3.86658693466441,0.0156030752621946,0.0097550647420015,0,20.1533535102185,20.00152,2.34683398263882,35.4931405371704,0.843599263794022,2.37679520895187,1.5032347188448,-11.6647348977556,42.7375332471303,2.22463262885242,33.2974309782271,-0.716801948974283,0.263506543383725,-0.637417848818863,423.916785032803,424.202581818182,-0.0011202819383031,64.4511760270245,0.264506460266568,9.23137745631237,9.34559612121212,1.35670200725607e-06,100.885821191039,0,0,1,0,48687,0,0,0,0,2.18,0.5,"0: Broadleaf",2,TRUE,1680553342.8,420.2621,419.9979,9.345277,9.23148,421.7675,9.523512,500.0799,90.17,0.10011867,20.20654,20.00152,999.9,0,0,9998.694,0,0.281038,0.263977,424.2265,423.9114,0.113795,419.9979,9.23148,0.8426634,0.8324026,4.44705,4.27221,0,0,0,0,2.28422,0,-4.81405,-0.88164,34.4874,41.625,37.5935,41.406,35.187,0,0,0,1680553354.5,0,1680553143.1,15:19:03,1680553143.1,1680553138.1,1,0.928,0.019,-1.505,-0.179,420,9,0.38,0.11,0.252242682926829,-0.113474174216027,0.0385330293444525,0,0.114186682926829,-0.00556475958188117,0.00079282038808123,1,1,2,"1/2",2.98359,2.71563,0.0944052,0.0932096,0.0542239,0.0524993,28744.9,28915.5,29498.7,29489.1,36967.5,37154,41537.1,42014.9,1.97545,1.8868,-0.00135601,0,20.0288,999.9,25.6,30.4,12.3775,62.6883,32.7845,1,-0.0805539,3.43824,20.3283,5.22627,12.0111,4.99195,3.29,9999,9999,9999,999.9,1.86737,1.86646,1.86589,1.86584,1.86768,1.87016,1.86875,1.87027,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.506,-0.1782,-0.527051808810078,-0.00244937075132254,3.52940704610306e-07,-1.11323438656158e-10,-0.135715950447458,-0.0178761575712644,0.0017312687444903,-3.39181148164417e-05,3,2321,1,23,3.4,3.5,1.04126,2.21558,1.39648,2.34375,1.49536,2.43652,35.0364,24.0875,18,528.478,428.653,16.7359,26.2221,30.0005,26.24,26.1985,20.8589,21.8242,27.4201,16.7268,420,9.28323,100.856,100.913,2
8,1680553350.6,35,2023-04-03 15:22:30,15:22:30,5,"poa_pra6_t3_ch2","stan",1680553348.1,0.00025856991690904,0.258569916909044,-0.696699417897576,420.246555866173,481.110530123373,43.4297039801634,37.9355311871284,0.0152801836976014,3.86673177795711,0.0152467170496928,0.00953219883458558,0,20.1554979848468,20.0052888888889,2.34738176057727,35.4890068506166,0.843550501909986,2.37693465320326,1.50383125866728,-11.4029333356889,42.1512678585933,2.19408631622153,32.942420839126,-0.703011267713092,0.260338686965737,-0.696699417897576,423.915469975192,424.219812121212,0.00046362944468284,64.4511760270245,0.258569916909044,9.23230012621817,9.34399939393939,-4.1340986176172e-06,100.885821191039,0,0,1,0,48900,0,0,0,0,2.18,0.5,"0: Broadleaf",2,TRUE,1680553348.1,420.246555555556,419.987777777778,9.34478,9.23234777777778,421.752111111111,9.52301888888889,500.065555555556,90.1697555555556,0.0999460222222222,20.2074888888889,20.0052888888889,999.9,0,0,9999.23777777778,0,0.281038,0.258697444444444,424.210555555556,423.901444444444,0.112431666666667,419.987777777778,9.23234777777778,0.842616555555556,0.832478333333333,4.44625333333333,4.27351111111111,0,0,0,0,2.29565555555556,0,-4.95898888888889,-0.919488888888889,34.5,41.625,37.625,41.444,35.187,0,0,0,1680553359.9,0,1680553143.1,15:19:03,1680553143.1,1680553138.1,1,0.928,0.019,-1.505,-0.179,420,9,0.38,0.11,0.24381105,0.149667759849906,0.0295417969645975,0,0.113569475,-0.00706544465290827,0.00094696773935282,1,1,2,"1/2",2.98349,2.71563,0.094405,0.0932055,0.0542187,0.0525007,28744.4,28915.4,29498.2,29488.9,36967.1,37154,41536.4,42014.9,1.9755,1.88703,-0.00132993,0,20.0274,999.9,25.6,30.4,12.3772,62.4583,32.7764,1,-0.0801143,3.47977,20.3277,5.22598,12.0122,4.99175,3.29,9999,9999,9999,999.9,1.86737,1.86646,1.86592,1.86584,1.86768,1.87016,1.86879,1.87027,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.506,-0.1782,-0.527051808810078,-0.00244937075132254,3.52940704610306e-07,-1.11323438656158e-10,-0.135715950447458,-0.0178761575712644,0.0017312687444903,-3.39181148164417e-05,3,2321,1,23,3.5,3.5,1.04126,2.22046,1.39648,2.34253,1.49536,2.43896,35.0364,24.0875,18,528.542,428.815,16.7324,26.2254,30.0005,26.2433,26.2024,20.8594,21.8242,27.4201,16.7231,420,9.28799,100.854,100.913,2
9,1680553355.6,40,2023-04-03 15:22:35,15:22:35,5,"poa_pra6_t3_ch2","stan",1680553352.8,0.00026185255300909,0.26185255300909,-0.693833567562376,420.256000310439,479.904101673997,43.3186796176506,37.9345268593057,0.0154794693608149,3.86687480652986,0.0154451263962612,0.00965628316718724,0,20.1528308505548,20.00184,2.3468804877347,35.4951681130544,0.843592166376215,2.37663944480927,1.50328832135848,-11.5476975877009,42.453025188561,2.20965014229111,33.1149777431513,-0.68314860613174,0.261526402918378,-0.693833567562376,423.927699962495,424.231781818182,0.00025362279506086,64.4511760270245,0.26185255300909,9.23276309607569,9.34584624242424,3.60777568064319e-07,100.885821191039,0,0,1,0,48722,0,0,0,0,2.18,0.5,"0: Broadleaf",2,TRUE,1680553352.8,420.256,420.0061,9.345699,9.232754,421.7615,9.523932,500.0658,90.16522,0.10006314,20.20548,20.00184,999.9,0,0,10000.251,0,0.281038,0.249762,424.2204,423.9201,0.1129442,420.0061,9.232754,0.8426571,0.8324735,4.446941,4.273423,0,0,0,0,2.32042,0,-4.96383,-0.92938,34.5,41.6684,37.625,41.5,35.2122,0,0,0,1680553364.7,0,1680553143.1,15:19:03,1680553143.1,1680553138.1,1,0.928,0.019,-1.505,-0.179,420,9,0.38,0.11,0.245125390243902,0.14450512891986,0.0323938916802099,0,0.113252926829268,-0.00390098257839687,0.00081962967218378,1,1,2,"1/2",2.98345,2.71565,0.0943999,0.0932071,0.0542186,0.0525009,28744.4,28915.4,29498,29489,36966.9,37153.9,41536.2,42014.9,1.97547,1.88722,-0.00160933,0,20.0274,999.9,25.6,30.4,12.3773,62.6183,32.8526,1,-0.0797129,3.5009,20.327,5.22613,12.0117,4.9917,3.29,9999,9999,9999,999.9,1.86737,1.86645,1.86597,1.86584,1.86768,1.87016,1.86877,1.87027,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.506,-0.1782,-0.527051808810078,-0.00244937075132254,3.52940704610306e-07,-1.11323438656158e-10,-0.135715950447458,-0.0178761575712644,0.0017312687444903,-3.39181148164417e-05,3,2321,1,23,3.5,3.6,1.04126,2.21924,1.39648,2.34375,1.49536,2.45239,35.0364,24.0875,18,528.56,428.954,16.7248,26.2288,30.0005,26.2471,26.2051,20.8582,21.8242,27.4201,16.7184,420,9.2929,100.854,100.913,2
10,1680553360.6,45,2023-04-03 15:22:40,15:22:40,5,"poa_pra6_t3_ch2","stan",1680553358.1,0.00025826226473246,0.258262264732461,-0.735481651590423,420.280111439858,485.258036798418,43.8005151217194,37.9354569744643,0.0152595730785538,3.86628985214182,0.0152261927400148,0.00951936340987079,0,20.1551208584193,20.0057222222222,2.34744474930148,35.4879787671629,0.843503465754082,2.37687097168402,1.5039412835474,-11.3893658747016,41.9658029264124,2.18468205349361,32.7611191052044,-0.736604643602374,0.256629666650555,-0.735481651590423,423.921078059204,424.244593939394,2.4243800468719e-05,64.4511760270245,0.258262264732461,9.23451235932737,9.34602187878788,4.1597669519542e-06,100.885821191039,0,0,1,0,48779,0,0,0,0,2.18,0.5,"0: Broadleaf",2,TRUE,1680553358.1,420.280111111111,420.006,9.34502333333333,9.23418777777778,421.785888888889,9.52326111111111,500.042222222222,90.1624333333333,0.0998844444444444,20.2070555555556,20.0057222222222,999.9,0,0,9998.47333333334,0,0.281038,0.274197111111111,424.244888888889,423.920555555555,0.110837333333333,420.006,9.23418777777778,0.842570111111111,0.832576888888889,4.44546777777778,4.27519666666667,0,0,0,0,2.25766666666667,0,-5.05405555555556,-0.938077777777778,34.5206666666667,41.687,37.625,41.5,35.236,0,0,0,1680553369.5,0,1680553143.1,15:19:03,1680553143.1,1680553138.1,1,0.928,0.019,-1.505,-0.179,420,9,0.38,0.11,0.26102375,0.00556714446529051,0.0206346572127453,1,0.1125657,-0.00921629268292728,0.00120374468223124,1,2,2,"2/2",2.98356,2.71584,0.094402,0.0932022,0.0542228,0.052511,28744.2,28915.2,29497.9,29488.6,36966.5,37153.1,41535.9,42014.4,1.97535,1.8866,-0.00100955,0,20.0274,999.9,25.6,30.4,12.3761,62.6583,32.8365,1,-0.0794842,3.49114,20.3273,5.22627,12.0126,4.9918,3.29,9999,9999,9999,999.9,1.86737,1.86646,1.86595,1.86584,1.86768,1.87018,1.8688,1.87027,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.505,-0.1782,-0.527051808810078,-0.00244937075132254,3.52940704610306e-07,-1.11323438656158e-10,-0.135715950447458,-0.0178761575712644,0.0017312687444903,-3.39181148164417e-05,3,2321,1,23,3.6,3.7,1.04126,2.22168,1.39648,2.34375,1.49536,2.4292,35.0594,24.0787,18,528.503,428.614,16.7183,26.2321,30.0003,26.25,26.2089,20.8589,21.8242,27.4201,16.7173,420,9.29675,100.853,100.912,2
