"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_des","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","chamber"
1,1680470516,0,2023-04-02 16:21:56,16:21:56,5,"poa_pra4_t2_ch2","stan",1680470513.25,0.00078563457592486,0.785634575924866,-1.49395904883059,420.551600674584,460.568154818742,41.2167445728181,37.6356196652716,0.0461566874470085,3.84316860995333,0.0458509208055985,0.0286841283727863,0,20.179582018523,20.01418,2.34867445657963,35.1643677400585,0.842626323961665,2.39625046066664,1.50604813261796,-34.6464847982866,67.1885155900432,3.5213047775902,36.0633355693468,-1.60174555254672,0.77435353311458,-1.49395904883059,423.884396434406,424.545703030303,-0.00086098400857567,64.3644338492054,0.785634575924866,9.07763826665297,9.41679551515151,1.446404476378e-05,101.884775138503,1,0,1,0,48271,0,0,0,0,2.18,0.5,"0: Broadleaf",2,TRUE,1680470513.25,420.5516,419.9953,9.415757,9.081363,422.1105,9.609006,500.0676,89.39106,0.10002648,20.33846,20.01418,999.9,0,0,10001.68,0,0.281038,0.5563657,424.5489,423.8443,0.3343941,419.9953,9.081363,0.8416845,0.8117927,4.430449,3.915198,0,0,0,0,2.34677,0,-6.06449,-1.42401,34.75,41.625,37.8246,41.687,35.437,0,0,0,1680470525.5,0,1680470393.1,16:19:53,1680470387.6,1680470393.1,1,1.28,0.002,-1.557,-0.197,420,9,0.25,0.1,0.567089390243902,-0.311943878105592,0.0538244582707564,0,0.344976487804878,-0.0286959585863242,0.0132756511063914,1,1,2,"1/2",2.98401,2.71569,0.0937418,0.0924762,0.0541864,0.0515018,28793.8,28964.3,29524.9,29513.4,37003.7,37226.3,41576.1,42051.5,1.97973,1.87147,0.00168756,0,19.991,999.9,42,30.1,20.1334,62.9701,31.7468,1,-0.118293,2.9424,20.3378,5.22343,12.0125,4.9929,3.29,9999,9999,9999,999.9,1.86737,1.8664,1.86586,1.86584,1.86768,1.87014,1.86876,1.87027,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.558,-0.1932,-0.314100511319117,-0.00322020339114442,7.33108661324373e-07,-2.15496359363851e-10,-0.180723796588999,-0.008353865969258,0.00085308059417527,-1.24223322402023e-05,4,2331,1,28,2.1,2,1.03027,2.22046,1.39771,2.35229,1.49536,2.48657,34.3725,24.0875,18,528.817,417.742,17.2479,25.8701,29.9999,25.9698,25.9395,20.6274,46.47,30.5153,17.2444,420,9.17567,100.948,100.999,2
2,1680470521,5,2023-04-02 16:22:01,16:22:01,5,"poa_pra4_t2_ch2","stan",1680470518.5,0.00071737226703397,0.717372267033979,-1.74987426034608,420.564556343758,475.097411916469,42.5157365183829,37.6356751647083,0.0421341695983454,3.84306944844798,0.0418792099007689,0.0261972844995764,0,20.1904784111931,20.0158,2.34891005871207,35.2010277062718,0.843353481154771,2.39582062260219,1.5055565775573,-31.6361169761985,66.249373385488,3.47215170983181,38.0854081191213,-1.70360672214171,0.71095254829612,-1.74987426034608,423.807606414414,424.573381818182,0.00086864288764255,64.3644338492054,0.717372267033979,9.12307815848744,9.43210781818182,0.00010139372058309,101.884775138503,1,0,1,0,48390,0,0,0,0,2.18,0.5,"0: Broadleaf",2,TRUE,1680470518.5,420.564555555556,419.952222222222,9.42415888888889,9.11714222222222,422.123555555556,9.61737222222222,500.060888888889,89.3885555555556,0.0999060777777778,20.3355555555556,20.0158,999.9,0,0,10001.6044444444,0,0.281038,0.612186,424.565555555556,423.816,0.307017777777778,419.952222222222,9.11714222222222,0.842412,0.814968111111111,4.44278777777778,3.97072111111111,0,0,0,0,2.30441111111111,0,-5.91645555555556,-1.46978888888889,34.7844444444444,41.625,37.861,41.708,35.437,0,0,0,1680470530.3,0,1680470393.1,16:19:53,1680470387.6,1680470393.1,1,1.28,0.002,-1.557,-0.197,420,9,0.25,0.1,0.565546414634146,0.183016187456516,0.0528235941597126,0,0.337389097560976,-0.190404860619904,0.0204758931676953,0,0,2,"0/2",2.98409,2.71554,0.0937436,0.0924892,0.0542564,0.05162,28793.2,28963.9,29524.4,29513.4,37000.2,37221.7,41575.2,42051.5,1.9797,1.87162,0.00114739,0,19.9888,999.9,41.8,30.1,20.0362,62.8601,31.262,1,-0.118318,2.96043,20.3376,5.22373,12.0122,4.99345,3.29,9999,9999,9999,999.9,1.86737,1.86638,1.86587,1.86584,1.86768,1.87013,1.86878,1.87026,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.559,-0.1932,-0.314100511319117,-0.00322020339114442,7.33108661324373e-07,-2.15496359363851e-10,-0.180723796588999,-0.008353865969258,0.00085308059417527,-1.24223322402023e-05,4,2331,1,28,2.2,2.1,1.03027,2.22412,1.39648,2.35107,1.49536,2.42065,34.3497,24.0875,18,528.77,417.808,17.2328,25.8651,29.9999,25.9664,25.9368,20.6261,46.47,30.1216,17.2282,420,9.16826,100.947,100.999,2
3,1680470526,10,2023-04-02 16:22:06,16:22:06,5,"poa_pra4_t2_ch2","stan",1680470523.2,0.00076875472706441,0.768754727064414,-1.66009892877243,420.533800748611,467.436223266842,41.8303195371548,37.6330767404958,0.0452399595394369,3.84315435161525,0.0449461752782829,0.0281175956643422,0,20.18219499959,20.00927,2.34796050499429,35.2508099594341,0.844655958620402,2.39613205935528,1.50330454637389,-33.9020834635407,68.0398260021925,3.56583046365145,37.7035730023033,-1.59626610566528,0.751753602567744,-1.66009892877243,423.842318728181,424.566103030303,0.00140582559727791,64.3644338492054,0.768754727064414,9.1107158552857,9.44240496969697,4.04170289260745e-05,101.884775138503,1,0,1,0,48334,0,0,0,0,2.18,0.5,"0: Broadleaf",2,TRUE,1680470523.2,420.5338,419.9757,9.438675,9.114025,422.0928,9.631819,500.0322,89.38886,0.09996747,20.33766,20.00927,999.9,0,0,10001.875,0,0.281038,0.5580597,424.5409,423.8386,0.3246494,419.9757,9.114025,0.8437124,0.8146923,4.464816,3.965904,0,0,0,0,2.21269,0,-5.81651,-1.46699,34.7996,41.6684,37.875,41.75,35.4559,0,0,0,1680470535.1,0,1680470393.1,16:19:53,1680470387.6,1680470393.1,1,1.28,0.002,-1.557,-0.197,420,9,0.25,0.1,0.560688951219512,0.180154833505076,0.052074604446328,0,0.329966902439024,-0.145549036442957,0.0182897822838459,0,0,2,"0/2",2.98415,2.71563,0.0937445,0.0924877,0.0542932,0.0515111,28793.4,28963.7,29524.6,29513.2,36999.1,37226,41575.6,42051.5,1.97962,1.8716,0.0016056,0,19.9867,999.9,41.7,30.1,19.9882,62.8401,31.226,1,-0.118689,2.95855,20.3377,5.22388,12.0113,4.99315,3.29,9999,9999,9999,999.9,1.86737,1.86642,1.86591,1.86584,1.86768,1.87014,1.86879,1.87027,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.559,-0.1931,-0.314100511319117,-0.00322020339114442,7.33108661324373e-07,-2.15496359363851e-10,-0.180723796588999,-0.008353865969258,0.00085308059417527,-1.24223322402023e-05,4,2331,1,28,2.3,2.2,1.03027,2.21802,1.39648,2.35107,1.49536,2.40601,34.3725,24.0875,18,528.685,417.765,17.2184,25.8607,29.9998,25.9628,25.9331,20.6279,46.47,29.7419,17.2159,420,9.16826,100.947,100.999,2
4,1680470531,15,2023-04-02 16:22:11,16:22:11,5,"poa_pra4_t2_ch2","stan",1680470528.5,0.00080536831424779,0.805368314247794,-1.49536241417645,420.593889562495,459.351218205215,41.1058104131729,37.6375461740283,0.0473802528071035,3.84513604532019,0.0470582848572417,0.0294401729969084,0,20.1726991097497,20.0154111111111,2.34885349938401,35.2566148203087,0.844681770482862,2.3958107571811,1.50417172890115,-35.5167426583277,66.3517950856673,3.47564254755718,34.3106949748968,-1.5770952686535,0.810130968633385,-1.49536241417645,423.909121875896,424.582278787879,-0.00323683617250788,64.3644338492054,0.805368314247794,9.08833599986693,9.43637272727272,-3.26318494363344e-05,101.884775138503,1,0,1,0,48350,0,0,0,0,2.18,0.5,"0: Broadleaf",2,TRUE,1680470528.5,420.593888888889,420.054888888889,9.43919111111111,9.08934222222222,422.152888888889,9.63233333333333,500.048777777778,89.3867,0.0999689888888889,20.3354888888889,20.0154111111111,999.9,0,0,10009.2277777778,0,0.281038,0.538893,424.601555555556,423.907888888889,0.349848111111111,420.054888888889,9.08934222222222,0.843738111111111,0.812466555555556,4.46525333333333,3.92699444444444,0,0,0,0,2.46606666666667,0,-5.95552222222222,-1.51206666666667,34.812,41.687,37.875,41.75,35.465,0,0,0,1680470540.5,0,1680470393.1,16:19:53,1680470387.6,1680470393.1,1,1.28,0.002,-1.557,-0.197,420,9,0.25,0.1,0.570868463414634,-0.0897767499330561,0.0448264539204021,1,0.328489414634146,0.0574966814036645,0.0154431362699572,1,2,2,"2/2",2.98386,2.71576,0.0937428,0.0925034,0.0542624,0.0513921,28794.1,28964,29525.2,29514,37001.2,37231.4,41576.7,42052.4,1.9797,1.8713,0.00166893,0,19.985,999.9,41.6,30.1,19.9437,62.9101,31.7588,1,-0.118915,2.96123,20.3377,5.22538,12.0113,4.9929,3.29,9999,9999,9999,999.9,1.86737,1.86639,1.86589,1.86584,1.86767,1.87013,1.86877,1.87026,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.559,-0.1932,-0.314100511319117,-0.00322020339114442,7.33108661324373e-07,-2.15496359363851e-10,-0.180723796588999,-0.008353865969258,0.00085308059417527,-1.24223322402023e-05,4,2331,1,28,2.4,2.3,1.03027,2.21802,1.39648,2.35107,1.49536,2.50488,34.3725,24.0875,18,528.7,417.568,17.2067,25.8564,29.9999,25.959,25.9298,20.6248,46.1771,29.7419,17.2049,420,9.1689,100.95,101.001,2
5,1680470536,20,2023-04-02 16:22:16,16:22:16,5,"poa_pra4_t2_ch2","stan",1680470533.2,0.00079724974057999,0.797249740579992,-1.52942308779779,420.545600691247,460.954499345852,41.2492208054432,37.633168493395,0.0469152318925655,3.84451354117338,0.0465994794673307,0.0291528664225456,0,20.17604658508,20.00546,2.34740663287091,35.2126697647741,0.84371913921343,2.39606694081874,1.50368749365748,-35.1587135595776,68.7623737591696,3.60234537703555,37.2060055766275,-1.52134060944691,0.815078518658449,-1.52942308779779,423.859107463504,424.536921212121,-0.00104923138907742,64.3644338492054,0.797249740579992,9.07916563607079,9.42381084848485,-4.76768689748011e-05,101.884775138503,1,0,1,0,48200,0,0,0,0,2.18,0.5,"0: Broadleaf",2,TRUE,1680470533.2,420.5456,420.0318,9.428448,9.076461,422.1045,9.621641,500.052,89.3866,0.09993471,20.33722,20.00546,999.9,0,0,10007.005,0,0.281038,0.5135742,424.5484,423.8794,0.3519862,420.0318,9.076461,0.8427771,0.8113142,4.448974,3.90681,0,0,0,0,2.13455,0,-5.70978,-1.49529,34.812,41.687,37.875,41.75,35.4937,0,0,0,1680470545.3,0,1680470393.1,16:19:53,1680470387.6,1680470393.1,1,1.28,0.002,-1.557,-0.197,420,9,0.25,0.1,0.5583397,-0.40234937335835,0.0484095046939132,0,0.33373915,0.175533973733583,0.02024033839706,0,0,2,"0/2",2.98407,2.71564,0.0937426,0.0924996,0.0542169,0.0514714,28794.6,28964,29525.7,29513.8,37003.5,37228.2,41577.3,42052.2,1.97973,1.8716,0.00153109,0,19.9837,999.9,41.5,30.1,19.8931,62.9501,31.3782,1,-0.119037,2.97498,20.3372,5.22627,12.0122,4.99275,3.29,9999,9999,9999,999.9,1.86737,1.86636,1.8659,1.86584,1.86766,1.87013,1.86875,1.87027,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.559,-0.1932,-0.314100511319117,-0.00322020339114442,7.33108661324373e-07,-2.15496359363851e-10,-0.180723796588999,-0.008353865969258,0.00085308059417527,-1.24223322402023e-05,4,2331,1,28,2.5,2.4,1.02905,2.22046,1.39648,2.35107,1.49536,2.44141,34.3497,24.0875,18,528.685,417.713,17.1943,25.8514,29.9998,25.9555,25.926,20.6234,45.8898,29.3579,17.191,420,9.17077,100.951,101.001,2
6,1680470541,25,2023-04-02 16:22:21,16:22:21,5,"poa_pra4_t2_ch2","stan",1680470538.5,0.00078764306712025,0.787643067120256,-1.81680018630968,420.570111931675,471.489218232846,42.1923496426671,37.6357306289739,0.0463135042367895,3.8357320194448,0.0460050713253428,0.0287807096261618,0,20.1757444265303,20.0104111111111,2.34812641432035,35.2014622288085,0.84335173688645,2.39578609378408,1.5047746774339,-34.7350592600033,67.1890134957539,3.52803324328558,35.9819874790362,-1.80249585215656,0.785636651932231,-1.81680018630968,423.772799450174,424.570078787878,0.0004339977872212,64.3644338492054,0.787643067120256,9.08094228693223,9.42129872727273,-2.75456637376003e-05,101.884775138503,1,0,1,0,48386,0,0,0,0,2.18,0.5,"0: Broadleaf",2,TRUE,1680470538.5,420.570111111111,419.928333333333,9.42425,9.08496666666667,422.129111111111,9.61745777777778,500.038444444444,89.3873777777778,0.100033622222222,20.3353222222222,20.0104111111111,999.9,0,0,9975.42222222222,0,0.281038,0.641960888888889,424.571444444444,423.778222222222,0.339283555555556,419.928333333333,9.08496666666667,0.842408777777778,0.812081111111111,4.44273333333333,3.92024222222222,0,0,0,0,2.45554444444444,0,-6.08926666666667,-1.4689,34.812,41.687,37.875,41.7982222222222,35.5,0,0,0,1680470550.1,0,1680470393.1,16:19:53,1680470387.6,1680470393.1,1,1.28,0.002,-1.557,-0.197,420,9,0.25,0.1,0.558441902439024,0.133528641114984,0.0573703552656557,0,0.340368097560976,0.0843919860627178,0.015775916765607,1,1,2,"1/2",2.98384,2.7155,0.0937483,0.0924733,0.054207,0.0515952,28794.4,28965.2,29525.7,29514.2,37003.6,37223.9,41576.9,42052.8,1.97985,1.87155,0.00159815,0,19.982,999.9,41.4,30.1,19.846,62.7501,31.851,1,-0.119637,2.95105,20.3376,5.22627,12.0131,4.9917,3.28998,9999,9999,9999,999.9,1.86737,1.86639,1.86591,1.86582,1.86766,1.87012,1.86876,1.87027,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.559,-0.1932,-0.314100511319117,-0.00322020339114442,7.33108661324373e-07,-2.15496359363851e-10,-0.180723796588999,-0.008353865969258,0.00085308059417527,-1.24223322402023e-05,4,2331,1,28,2.6,2.5,1.03027,2.21802,1.39648,2.35229,1.49536,2.52075,34.3725,24.0875,18,528.733,417.66,17.184,25.8471,29.9998,25.9519,25.9228,20.6293,45.8898,28.9576,17.1853,420,9.1766,100.951,101.002,2
7,1680470546,30,2023-04-02 16:22:26,16:22:26,5,"poa_pra4_t2_ch2","stan",1680470543.2,0.00073193974691672,0.731939746916724,-1.487610693335,420.510100669673,463.997278574813,41.5222223833039,37.6306386280161,0.0430510492148899,3.84424791170023,0.0427849913177926,0.0267643865559355,0,20.1866898616536,20.00607,2.34749530286168,35.2251644660897,0.843885594591673,2.39568957982882,1.50360970827001,-32.2785428390275,68.10270929636,3.56799775173328,39.3921642090658,-1.59553118388178,0.714413363851157,-1.487610693335,423.823701812559,424.4994,-0.00449805467044249,64.3644338492054,0.731939746916724,9.1240294305965,9.43946975757576,8.49696107616634e-05,101.884775138503,1,0,1,0,48398,0,0,0,0,2.18,0.5,"0: Broadleaf",2,TRUE,1680470543.2,420.5101,419.9455,9.430146,9.121637,422.069,9.62333,500.0614,89.38809,0.0999831,20.33467,20.00607,999.9,0,0,10005.885,0,0.281038,0.5645692,424.5135,423.8114,0.3085074,419.9455,9.121637,0.8429425,0.8153658,4.451776,3.977654,0,0,0,0,2.36385,0,-5.85173,-1.51,34.8246,41.7122,37.906,41.812,35.5,0,0,0,1680470555.5,0,1680470393.1,16:19:53,1680470387.6,1680470393.1,1,1.28,0.002,-1.557,-0.197,420,9,0.25,0.1,0.56508656097561,0.157552118466899,0.0710419154330218,0,0.33724812195122,-0.147174083623693,0.0207268827597482,0,0,2,"0/2",2.98393,2.71578,0.0937398,0.0924953,0.0542833,0.0515248,28795.4,28964.8,29526.4,29514.4,37001.8,37226.8,41578.2,42053,1.9798,1.8716,0.00142306,0,19.9803,999.9,41.2,30.1,19.7498,62.5501,31.3782,1,-0.120061,2.96241,20.3377,5.22762,12.012,4.9921,3.29,9999,9999,9999,999.9,1.86737,1.86642,1.86589,1.86584,1.86765,1.87013,1.86879,1.87027,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.559,-0.1931,-0.314100511319117,-0.00322020339114442,7.33108661324373e-07,-2.15496359363851e-10,-0.180723796588999,-0.008353865969258,0.00085308059417527,-1.24223322402023e-05,4,2331,1,28,2.6,2.5,1.03027,2.22778,1.39648,2.35352,1.49536,2.40601,34.3725,24.0875,18,528.665,417.665,17.177,25.8427,29.9997,25.9481,25.9195,20.6289,45.8898,28.9576,17.1755,420,9.17252,100.954,101.003,2
8,1680470551,35,2023-04-02 16:22:31,16:22:31,5,"poa_pra4_t2_ch2","stan",1680470548.5,0.00079714268781853,0.797142687818536,-1.66611419583903,420.54744519684,465.568315608852,41.6617284345411,37.633002221635,0.0469312820673851,3.84451334673715,0.0466153143302926,0.0291627823758207,0,20.1722256813522,20.0061111111111,2.34750127890469,35.2556193155547,0.844547786244501,2.39549837058709,1.50295349266019,-35.1539925327974,67.8310577348988,3.55349742312074,36.2305626252221,-1.61831105439233,0.801456237714936,-1.66611419583903,423.82495103103,424.553709090909,0.00089828461442672,64.3644338492054,0.797142687818536,9.0908064840984,9.43520969696969,-2.33013810430846e-05,101.884775138503,1,0,1,0,48240,0,0,0,0,2.18,0.5,"0: Broadleaf",2,TRUE,1680470548.5,420.547444444444,419.988888888889,9.43779111111111,9.0917,422.106333333333,9.63094,500.066333333333,89.3858444444444,0.0999024111111111,20.3333777777778,20.0061111111111,999.9,0,0,10007.0888888889,0,0.281038,0.558627777777778,424.554222222222,423.842222222222,0.346092,419.988888888889,9.0917,0.843605,0.812669222222222,4.46299888888889,3.93054555555556,0,0,0,0,2.35818888888889,0,-6.02596666666667,-1.47614444444444,34.861,41.75,37.9232222222222,41.812,35.5068888888889,0,0,0,1680470560.3,0,1680470393.1,16:19:53,1680470387.6,1680470393.1,1,1.28,0.002,-1.557,-0.197,420,9,0.25,0.1,0.56574175,0.0634510469043137,0.0684794229560056,1,0.3360336,-0.0604239624765481,0.0204010670760134,1,2,2,"2/2",2.98402,2.71564,0.0937414,0.0924954,0.0542592,0.0514259,28795.3,28964.7,29526.3,29514.3,37002.6,37230.8,41578.1,42053.1,1.97975,1.87208,0.00135601,0,19.979,999.9,41.1,30.1,19.7013,62.9801,31.7147,1,-0.120229,2.95374,20.3378,5.22792,12.015,4.99195,3.29,9999,9999,9999,999.9,1.86737,1.86639,1.86588,1.86584,1.86766,1.87013,1.86877,1.87027,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.559,-0.1932,-0.314100511319117,-0.00322020339114442,7.33108661324373e-07,-2.15496359363851e-10,-0.180723796588999,-0.008353865969258,0.00085308059417527,-1.24223322402023e-05,4,2331,1,28,2.7,2.6,1.03027,2.21924,1.39648,2.35229,1.49536,2.51465,34.3725,24.0875,18,528.592,417.912,17.1706,25.8378,29.9998,25.9437,25.9158,20.6297,45.6003,28.5592,17.1705,420,9.17295,100.953,101.003,2
9,1680470556,40,2023-04-02 16:22:36,16:22:36,5,"poa_pra4_t2_ch2","stan",1680470553.2,0.00078530616671201,0.785306166712014,-1.66125785668015,420.53910074944,466.254738575654,41.723091076947,37.6321992042108,0.0462183081231128,3.84399313253425,0.045911792735948,0.0287222399993532,0,20.1752004353522,20.00263,2.34699530064766,35.2172814102519,0.843660784026293,2.39558747933536,1.50333451662137,-34.6320019519998,68.6680984941692,3.59778173809517,37.6338782802645,-1.64313222214735,0.801387589704146,-1.66125785668015,423.796890750341,424.532066666667,-0.00091521546613788,64.3644338492054,0.785306166712014,9.08321896774814,9.42266533333334,-4.27600082120455e-05,101.884775138503,1,0,1,0,48298,0,0,0,0,2.18,0.5,"0: Broadleaf",2,TRUE,1680470553.2,420.5391,419.9697,9.427893,9.081823,422.0978,9.621088,500.059,89.38564,0.09997296,20.33398,20.00263,999.9,0,0,10005.245,0,0.2800544,0.5694152,424.5417,423.8187,0.3460711,419.9697,9.081823,0.8427182,0.8117843,4.447978,3.915053,0,0,0,0,2.29078,0,-5.88808,-1.50158,34.875,41.75,37.937,41.8435,35.5558,0,0,0,1680470565.1,0,1680470393.1,16:19:53,1680470387.6,1680470393.1,1,1.28,0.002,-1.557,-0.197,420,9,0.25,0.1,0.5765152,-0.111718378986869,0.0648925555357469,0,0.33464095,0.0703026191369604,0.0189098897457785,1,1,2,"1/2",2.98415,2.71564,0.0937432,0.0924963,0.0542106,0.0514775,28795.5,28965,29526.6,29514.7,37004.8,37228.9,41578.4,42053.3,1.98002,1.8719,0.00169873,0,19.9773,999.9,41,30.1,19.6551,62.7501,31.3061,1,-0.120653,2.9494,20.3379,5.22807,12.0129,4.99175,3.29,9999,9999,9999,999.9,1.86737,1.86637,1.8659,1.86584,1.86767,1.87013,1.86878,1.87026,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.559,-0.1932,-0.314100511319117,-0.00322020339114442,7.33108661324373e-07,-2.15496359363851e-10,-0.180723796588999,-0.008353865969258,0.00085308059417527,-1.24223322402023e-05,4,2331,1,28,2.8,2.7,1.03027,2.22534,1.39648,2.35107,1.49536,2.41089,34.3725,24.0875,18,528.742,417.787,17.1655,25.8335,29.9997,25.9403,25.9125,20.6291,45.3065,28.1877,17.1659,420,9.17843,100.954,101.003,2
10,1680470561,45,2023-04-02 16:22:41,16:22:41,5,"poa_pra4_t2_ch2","stan",1680470558.5,0.00077628190768784,0.77628190768784,-1.41645331294414,420.518111751543,458.41975696436,41.0223325171628,37.6306508340616,0.0456499209371233,3.8401513838577,0.0453505747930198,0.0283708404786494,0,20.1795960684047,20.0073222222222,2.34767733588239,35.1928307585604,0.843216700253739,2.39598998454716,1.50446063562865,-34.2340321290337,68.1911608472821,3.57650306873905,37.5336317869874,-1.51215071196374,0.771616709581178,-1.41645331294414,423.859684086637,424.4912,-0.00176744882073529,64.3644338492054,0.77628190768784,9.08782870611564,9.42305993939394,1.04713933552204e-06,101.884775138503,1,0,1,0,48257,0,0,0,0,2.18,0.5,"0: Broadleaf",2,TRUE,1680470558.5,420.518111111111,420.000333333333,9.42284777777778,9.08962333333333,422.076888888889,9.61606666666666,500.045555555555,89.3863,0.100097333333333,20.3367,20.0073222222222,999.9,0,0,9991.38888888889,0,0.271201555555556,0.517958111111111,424.518444444444,423.853,0.333227,420.000333333333,9.08962333333333,0.842273666666667,0.812487777777778,4.44044111111111,3.92736444444444,0,0,0,0,2.3455,0,-6.00702222222222,-1.53934444444444,34.875,41.75,37.937,41.875,35.562,0,0,0,1680470570.5,0,1680470393.1,16:19:53,1680470387.6,1680470393.1,1,1.28,0.002,-1.557,-0.197,420,9,0.25,0.1,0.552052375,-0.171003793621015,0.044872328597192,0,0.333065075,0.0884398761726077,0.0184493508630893,1,1,2,"1/2",2.98408,2.71557,0.0937375,0.0924897,0.0542139,0.0515959,28795.7,28965.1,29526.5,29514.5,37004.8,37224.2,41578.5,42053.2,1.9802,1.872,0.00192598,0,19.9756,999.9,40.9,30.1,19.609,62.9101,31.7188,1,-0.120864,2.94357,20.3378,5.22747,12.0134,4.99175,3.29,9999,9999,9999,999.9,1.86737,1.8664,1.86586,1.86583,1.86764,1.87012,1.86877,1.87026,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-1.559,-0.1932,-0.314100511319117,-0.00322020339114442,7.33108661324373e-07,-2.15496359363851e-10,-0.180723796588999,-0.008353865969258,0.00085308059417527,-1.24223322402023e-05,4,2331,1,28,2.9,2.8,1.03027,2.21802,1.39648,2.35352,1.49536,2.51221,34.3725,24.0875,18,528.824,417.816,17.1612,25.8291,29.9998,25.9366,25.9087,20.6312,45.3065,27.7997,17.1619,420,9.18078,100.954,101.003,2
