flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-00438_20230309143630,14:36:30,2023-03-09,PFA-00474,PSA-00486,PSF-00438,0.000000,0.000000,0.000000,466.744751,197.830795,0.576148,477.352570

TIME,FLR,PAR,PHASE
s,,umol+1m-2s-1,
0.000000,334.885254,6995.495117,1
0.010000,414.575104,6995.495117,1
0.020000,439.303284,6995.495117,1
0.030000,448.213928,6995.495117,1
0.040000,451.912537,6995.495117,1
0.050000,453.847290,6995.495117,1
0.060000,454.986694,6995.495117,1
0.070000,455.644379,6995.495117,1
0.080000,456.104279,6995.495117,1
0.090000,456.394318,6995.495117,1
0.100000,456.579224,6995.495117,1
0.110000,456.665405,6995.495117,1
0.120000,456.723328,6995.495117,1
0.130000,456.745850,6995.495117,1
0.140000,456.713318,6995.495117,1
0.150000,456.681122,6995.495117,1
0.160000,456.623566,6995.495117,1
0.170000,456.527008,6995.495117,1
0.180000,456.451904,6995.495117,1
0.190000,456.356049,6995.495117,1
0.200000,456.238403,6995.495117,1
0.210000,456.129669,6995.495117,1
0.220000,456.008087,6995.495117,1
0.230000,455.901855,6995.495117,1
0.240000,455.764893,6995.495117,1
0.250000,455.657257,6995.495117,1
0.260000,455.526001,6995.495117,1
0.270000,455.439087,6995.495117,1
0.280000,455.303894,6995.495117,1
0.290000,455.154419,6995.495117,1
0.300000,455.078247,6937.205566,2
0.310000,454.971313,6878.916016,2
0.320000,454.833618,6820.626465,2
0.330000,454.737061,6762.336914,2
0.340000,454.604034,6704.047363,2
0.350000,454.507812,6645.757812,2
0.360000,454.387299,6587.468262,2
0.370000,454.266418,6529.178711,2
0.380000,454.137695,6470.889160,2
0.390000,453.993927,6412.599609,2
0.400000,453.885193,6354.310059,2
0.410000,453.748596,6296.020508,2
0.420000,453.645935,6237.730957,2
0.430000,453.531494,6179.441406,2
0.440000,453.393463,6121.151855,2
0.450000,453.248627,6062.862305,2
0.460000,453.145264,6004.572754,2
0.470000,452.999725,5946.283203,2
0.480000,452.870972,5887.993652,2
0.490000,452.741150,5829.704102,2
0.500000,452.636353,5771.414551,2
0.510000,452.490814,5713.125000,2
0.520000,452.355255,5654.835449,2
0.530000,452.201141,5596.545898,2
0.540000,452.027679,5538.256348,2
0.550000,451.859589,5479.966797,2
0.560000,451.768036,5421.677246,2
0.570000,451.611053,5363.387695,2
0.580000,451.429382,5305.098145,2
0.590000,451.248413,5246.808594,2
0.600000,451.677216,6995.495117,3
0.610000,451.951874,6995.495117,3
0.620000,451.808105,6995.495117,3
0.630000,451.622131,6995.495117,3
0.640000,451.425446,6995.495117,3
0.650000,451.274872,6995.495117,3
0.660000,451.128235,6995.495117,3
0.670000,450.965515,6995.495117,3
0.680000,450.833557,6995.495117,3
0.690000,450.677277,6995.495117,3
0.700000,450.559967,6995.495117,3
0.710000,450.437317,6995.495117,3
0.720000,450.294983,6995.495117,3
0.730000,450.184814,6995.495117,3
0.740000,450.046051,6995.495117,3
0.750000,449.930908,6995.495117,3
0.760000,449.828278,6995.495117,3
0.770000,449.678070,6995.495117,3
0.780000,449.516418,6995.495117,3
0.790000,449.414856,6995.495117,3
0.800000,449.302185,6995.495117,3
0.810000,449.138763,6995.495117,3
0.820000,449.023956,6995.495117,3
0.830000,448.895935,6995.495117,3
0.839999,448.758972,6995.495117,3
0.849999,448.652740,6995.495117,3
0.859999,448.509338,6995.495117,3
0.869999,448.369141,6995.495117,3
0.879999,448.247925,6995.495117,3
0.889999,448.120239,6995.495117,3
