flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-00438_20230309120208,12:02:08,2023-03-09,PFA-00474,PSA-00486,PSF-00438,0.000000,0.000000,0.000000,299.052460,108.154533,0.638343,390.458984

TIME,FLR,PAR,PHASE
s,,umol+1m-2s-1,
0.000000,200.140717,6995.495117,1
0.010000,262.246735,6995.495117,1
0.020000,276.158447,6995.495117,1
0.030000,281.113739,6995.495117,1
0.040000,284.283051,6995.495117,1
0.050000,287.075043,6995.495117,1
0.060000,289.463989,6995.495117,1
0.070000,291.016449,6995.495117,1
0.080000,291.897644,6995.495117,1
0.090000,292.366150,6995.495117,1
0.100000,292.649017,6995.495117,1
0.110000,292.824615,6995.495117,1
0.120000,292.966614,6995.495117,1
0.130000,293.075684,6995.495117,1
0.140000,293.139343,6995.495117,1
0.150000,293.225525,6995.495117,1
0.160000,293.300629,6995.495117,1
0.170000,293.353912,6995.495117,1
0.180000,293.408997,6995.495117,1
0.190000,293.462280,6995.495117,1
0.200000,293.533081,6995.495117,1
0.210000,293.576355,6995.495117,1
0.220000,293.617126,6995.495117,1
0.230000,293.682220,6995.495117,1
0.240000,293.730499,6995.495117,1
0.250000,293.775574,6995.495117,1
0.260000,293.839203,6995.495117,1
0.270000,293.872467,6995.495117,1
0.280000,293.931854,6995.495117,1
0.290000,293.988708,6995.495117,1
0.300000,294.021973,6937.205566,2
0.310000,293.992279,6878.916016,2
0.320000,294.016968,6820.626465,2
0.330000,293.989777,6762.336914,2
0.340000,294.007294,6704.047363,2
0.350000,293.970459,6645.757812,2
0.360000,293.996582,6587.468262,2
0.370000,293.920044,6529.178711,2
0.380000,293.952240,6470.889160,2
0.390000,293.920044,6412.599609,2
0.400000,293.850647,6354.310059,2
0.410000,293.856750,6296.020508,2
0.420000,293.794861,6237.730957,2
0.430000,293.814545,6179.441406,2
0.440000,293.739075,6121.151855,2
0.450000,293.650024,6062.862305,2
0.460000,293.655029,6004.572754,2
0.470000,293.564545,5946.283203,2
0.480000,293.478027,5887.993652,2
0.490000,293.470856,5829.704102,2
0.500000,293.396820,5771.414551,2
0.510000,293.278107,5713.125000,2
0.520000,293.291687,5654.835449,2
0.530000,293.168304,5596.545898,2
0.540000,293.050293,5538.256348,2
0.550000,292.928345,5479.966797,2
0.560000,292.925476,5421.677246,2
0.570000,292.817841,5363.387695,2
0.580000,292.135132,5305.098145,2
0.590000,292.530670,5246.808594,2
0.600000,294.441833,6995.495117,3
0.610000,294.641022,6995.495117,3
0.620000,294.576996,6995.495117,3
0.630000,294.512634,6995.495117,3
0.640000,294.451477,6995.495117,3
0.650000,294.414276,6995.495117,3
0.660000,294.351349,6995.495117,3
0.670000,294.290527,6995.495117,3
0.680000,294.239746,6995.495117,3
0.690000,294.185394,6995.495117,3
0.700000,294.125305,6995.495117,3
0.710000,294.055237,6995.495117,3
0.720000,293.995850,6995.495117,3
0.730000,293.937561,6995.495117,3
0.740000,293.861389,6995.495117,3
0.750000,293.790588,6995.495117,3
0.760000,293.740509,6995.495117,3
0.770000,293.672913,6995.495117,3
0.780000,293.588867,6995.495117,3
0.790000,293.527374,6995.495117,3
0.800000,293.468353,6995.495117,3
0.810000,293.369293,6995.495117,3
0.820000,293.296326,6995.495117,3
0.830000,293.216583,6995.495117,3
0.839999,293.147552,6995.495117,3
0.849999,293.053497,6995.495117,3
0.859999,292.978058,6995.495117,3
0.869999,292.877899,6995.495117,3
0.879999,292.791016,6995.495117,3
0.889999,292.711243,6995.495117,3
