"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","DarkAdaptedID","Qmax_d","Fo..52","Fm","Fv/Fm","A_dark","LightAdaptedID","Qmax","Fs","Fm'","PhiPS2","PS2/1","Qabs_fs","A_fs","ETR","PhiCO2","NPQ","alt. Fo'","DarkPulseID","Fmin","Fo'","Fv'/Fm'","qP","qN","qP_Fo","qN_Fo","qL","1-qL","ID..78","P1_dur","P2_dur","P3_dur","P1_Qmax","P1_Fmax","P2_dQdt","P3_ΔF","ID..86","Duration","Fo..88","F1","F2","Fmax","T@HIR","T@F1","T@F2","T@Fmax","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..105","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","F_avg","dF/dt","dF_dc/dt","F_dc_avg","period","time..156","hhmmss..157","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_hum","AccCO2_soda","CO2_hrs","AccH2O_des","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","chamber"
1,1510787588.5,0,2017-11-15 17:13:08,17:13:08,5,"Ely_can9_9_T1_Ch3","ozzie",1510787580.75,0.00143540509544917,1.43540509544917,5.54520250732702,414.931028505496,299.974789906887,27.2456169231196,37.6866731223842,0.085400110844852,3.17224386679891,0.0841431426126428,0.0527008565036509,321.5168767,28.6362138295553,28.6362138295553,3.93788478953693,67.3669329744108,2.44289532872596,3.62625285264788,1.49498946081097,-63.3013647093085,-241.733427096591,-16.5988483905411,-0.116763496440711,5.50669738514323,1.40235356318227,5.54520250732702,431.113837085277,426.378648484848,0.00010996496441445,64.7045373068809,1.43540509544917,25.7335285866667,26.8955042424242,-7.55502200882322e-06,122.71,0,0,1,0,47840,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.009,1681.20727,0.840599852300665,0.160757714940283,4.16,0.5,"0: Broadleaf",2,TRUE,1510787580.75,414.931033333333,419.995733333333,26.8963266666667,25.7611733333333,408.303733333333,26.3007666666667,500.098366666667,90.7262833333333,0.100072213333333,27.22275,27.48737,999.9,0,0,9987.73266666667,0,4.421261,-5.06478033333333,426.399533333333,431.1014,1.13515633333333,419.995733333333,25.7611733333333,2.44020466666667,2.337215,20.63308,19.9352066666667,2000.009,0.9800032,0.0199965866666667,0,2.3225,0,7718.858,17300.2466666667,38.437,38.937,38.187,37.562,37.812,1960.01866666667,39.9903333333333,0,1678296805.3,0,2.343888,-0.128192299298725,-8.78384617511559,7718.7564,15,0,"--:--:--",1664466183.5,1664466167,0,-0.244,0.002,12.235,0.258,1500,19,0.08,0.08,1.12678125,0.241459924953094,0.0243267747746696,1,1,1,"1/1",2.9725,2.75384,0.0896432,0.0917466,0.111626,0.109464,35403.6,38484.9,35247.3,38433.7,44354.6,49404.2,55052.7,61613,1.97738,1.8226,0.0909418,0,25.9963,999.9,66.872,30.001,31.403,55.5502,49.4191,1,0.0350102,0.590825,20.1489,5.19887,12.004,4.97525,3.2935,9999,9999,999.9,9999,1.86292,1.86791,1.86768,1.86874,1.86965,1.86569,1.86676,1.86813,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.627,0.5955,4.24632588798292,0.00523343559321602,1.92669184515818e-06,-1.1330762968205e-09,-0.0123129061063121,-0.0195818311797331,0.00222953139181239,-2.30490390566533e-05,-2,1510,1,29,-2561309.9,-2561309.6,1.02783,2.6001,1.54785,2.30591,1.34644,2.29736,34.0318,14.0182,18,504.545,405.09,24.7236,27.6645,30,27.6521,27.5976,20.5969,28.5251,95.5306,24.7223,412.896,25.6406,102.157,102.577,3
2,1510787593.5,5,2017-11-15 17:13:13,17:13:13,5,"Ely_can9_9_T1_Ch3","ozzie",1510787585.65517,0.00146503910350493,1.46503910350493,5.74959216977608,414.894443302955,298.458753060455,27.1079767068217,37.6834279092767,0.087315189016254,3.17409924525433,0.0860024370588787,0.0538678245506548,321.515385931035,28.6271402863878,28.6271402863878,3.93581211517563,67.3722806606408,2.44292550408396,3.62600980719231,1.49288661109167,-64.6082244645675,-240.517738862834,-16.5048766299015,-0.11545402626848,5.35769108096613,1.42763324885412,5.74959216977608,430.989754888255,426.24176969697,-0.0343039441784854,64.7045373068809,1.46503910350493,25.7044436266667,26.8904527272727,-7.88555751521088e-06,122.71,0,0,1,0,48114,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.99965517241,1681.19942068966,0.840599855275837,0.160757720682366,4.16,0.5,"0: Broadleaf",2,TRUE,1510787585.65517,414.894448275862,419.844034482759,26.8966034482759,25.7409517241379,408.267413793103,26.301024137931,500.082896551724,90.7265413793104,0.100001413793103,27.2216068965517,27.488775862069,999.9,0,0,9996.51448275862,0,3.73555689655172,-4.94960034482759,426.362103448276,430.936689655172,1.15565517241379,419.844034482759,25.7409517241379,2.44023655172414,2.33538689655172,20.6332896551724,19.9225793103448,1999.99965517241,0.980003103448276,0.0199966896551724,0,2.34183103448276,0,7717.92931034483,17300.1620689655,38.437,38.937,38.187,37.562,37.812,1960.00931034483,39.9903448275862,0,1678296810.1,0,2.327204,-0.830269215366373,-8.6607692563233,7717.8724,15,0,"--:--:--",1664466183.5,1664466167,0,-0.244,0.002,12.235,0.258,1500,19,0.08,0.08,1.1412512195122,0.251918466898954,0.0257451649446063,1,1,1,"1/1",2.97238,2.75398,0.0896079,0.0913375,0.111612,0.109337,35405,38502.5,35247.3,38434,44355.2,49411.5,55052.6,61613.3,1.97728,1.8225,0.0916049,0,25.9918,999.9,66.872,30.001,31.4041,55.2002,50.1562,1,0.0350711,0.567102,20.149,5.19842,12.004,4.9752,3.29345,9999,9999,999.9,9999,1.86294,1.86794,1.86768,1.86874,1.86966,1.86569,1.86678,1.86814,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.626,0.5953,4.24632588798292,0.00523343559321602,1.92669184515818e-06,-1.1330762968205e-09,-0.0123129061063121,-0.0195818311797331,0.00222953139181239,-2.30490390566533e-05,-2,1510,1,29,-2561309.8,-2561309.6,1.00098,2.58911,1.54785,2.30591,1.34644,2.45117,34.0318,14.027,18,504.478,405.034,24.7275,27.6628,30.0001,27.6521,27.5976,20.0565,28.5251,95.5306,24.7302,399.338,25.6282,102.157,102.578,3
3,1510787598.5,10,2017-11-15 17:13:18,17:13:18,5,"Ely_can9_9_T1_Ch3","ozzie",1510787590.73214,0.00148860670535663,1.48860670535664,5.58660599921843,414.366995151943,302.626342630792,27.4866784109849,37.6357597982242,0.0888002033169842,3.17450833500259,0.0874429646405856,0.0547720673388733,321.519089678571,28.6206313497673,28.6206313497673,3.9343258614085,67.3600657703848,2.44238595705767,3.62586634844333,1.49193990435083,-65.6475557062277,-239.550251738674,-16.4357777843907,-0.11449555072096,2.68287154307651,1.45839644787616,5.58660599921843,423.255605248416,422.723442424242,-0.901516986557458,64.7045373068809,1.48860670535664,25.6668523539394,26.8721933333333,-3.47657450077508e-05,122.71,0,0,1,0,47945,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.02285714286,1681.21891071429,0.840599848501731,0.160757707608342,4.16,0.5,"0: Broadleaf",2,TRUE,1510787590.73214,414.367,417.101464285714,26.8904928571429,25.7099392857143,407.743214285714,26.2952035714286,500.086285714286,90.7270892857143,0.100028314285714,27.2209321428571,27.4860964285714,999.9,0,0,9998.39714285714,0,3.69973428571429,-2.73443117857143,425.817392857143,428.108178571429,1.18055464285714,417.101464285714,25.7099392857143,2.43969642857143,2.33258678571429,20.6296928571429,19.903225,2000.02285714286,0.980003321428571,0.0199964571428571,0,2.281875,0,7717.735,17300.3678571429,38.437,38.937,38.187,37.562,37.812,1960.0325,39.9903571428571,0,1678296814.9,0,2.27486,0.103123102909107,1.79153846349294,7717.8156,15,0,"--:--:--",1664466183.5,1664466167,0,-0.244,0.002,12.235,0.258,1500,19,0.08,0.08,1.16890075,0.279376322701685,0.0280367173887654,1,1,1,"1/1",2.97248,2.75386,0.088935,0.0890843,0.111562,0.109273,35431.4,38597.7,35247.5,38433.7,44357.9,49414.6,55052.8,61612.9,1.97725,1.8225,0.0916198,0,25.9881,999.9,66.872,30.001,31.4041,55.4202,49.4872,1,0.0350991,0.536038,20.1492,5.19842,12.004,4.97505,3.2933,9999,9999,999.9,9999,1.86294,1.86794,1.86768,1.86874,1.86965,1.86569,1.86677,1.86813,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.601,0.5944,4.24632588798292,0.00523343559321602,1.92669184515818e-06,-1.1330762968205e-09,-0.0123129061063121,-0.0195818311797331,0.00222953139181239,-2.30490390566533e-05,-2,1510,1,29,-2561309.8,-2561309.5,0.970459,2.6062,1.54785,2.30591,1.34644,2.28027,34.0318,14.0182,18,504.441,405.024,24.7385,27.6628,30,27.6498,27.596,19.4475,28.5251,95.5306,24.7436,379.209,25.6336,102.157,102.577,3
4,1510787603.5,15,2017-11-15 17:13:23,17:13:23,5,"Ely_can9_9_T1_Ch3","ozzie",1510787596,0.00147938018108578,1.47938018108579,5.46910172919129,411.365328593841,301.080824759053,27.3465352963492,37.3634438097755,0.0881385181571323,3.17473337058492,0.0868013597824095,0.0543692983182326,321.515243666667,28.6239321105767,28.6239321105767,3.93507949755838,67.3285126306119,2.44141224034456,3.62611937343546,1.49366725721382,-65.2406659858832,-239.928489324244,-16.460930922458,-0.114842565918849,-3.53092486772121,1.47553325338875,5.46910172919129,407.133444176791,412.700963636364,-2.1777438785053,64.7045373068809,1.47938018108579,25.6643109139394,26.8620224242424,-1.34914361002038e-05,122.71,0,0,1,0,48007,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.99888888889,1681.19876666667,0.84059985033325,0.160757711143173,4.16,0.5,"0: Broadleaf",2,TRUE,1510787596,411.365333333333,408.933,26.8795444444444,25.6850888888889,404.760074074074,26.2847740740741,500.07937037037,90.7279037037037,0.0999838518518518,27.2221222222222,27.491062962963,999.9,0,0,9999.3762962963,0,3.84069296296296,2.432361,422.728037037037,419.713518518518,1.19445740740741,408.933,25.6850888888889,2.43872481481481,2.33035333333333,20.6232333333333,19.8877740740741,1999.99888888889,0.980003222222222,0.019996562962963,0,2.28255185185185,0,7719.12185185185,17300.162962963,38.437,38.937,38.187,37.562,37.812,1960.00888888889,39.99,0,1678296820.3,0,2.29394615384615,-0.269299139153136,35.5989743591448,7719.39576923077,15,0,"--:--:--",1664466183.5,1664466167,0,-0.244,0.002,12.235,0.258,1500,19,0.08,0.08,1.1837065,0.19791444652908,0.0212860311648273,1,1,1,"1/1",2.97221,2.75363,0.0872011,0.0862672,0.111532,0.109272,35498.5,38717,35247.2,38433.8,44359,49414.6,55052.3,61612.9,1.97712,1.82255,0.0933185,0,25.9846,999.9,66.872,30.001,31.4031,55.8202,49.9399,1,0.035,0.544488,20.1492,5.19812,12.004,4.9746,3.29318,9999,9999,999.9,9999,1.86295,1.86796,1.86768,1.86874,1.86965,1.86569,1.86676,1.86813,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.537,0.5939,4.24632588798292,0.00523343559321602,1.92669184515818e-06,-1.1330762968205e-09,-0.0123129061063121,-0.0195818311797331,0.00222953139181239,-2.30490390566533e-05,-2,1510,1,29,-2561309.7,-2561309.4,0.935059,2.59888,1.54785,2.30591,1.34644,2.43896,34.0318,14.027,18,504.357,405.045,24.7511,27.6628,30.0001,27.6498,27.5952,18.7509,28.5251,95.5306,24.7521,365.739,25.6324,102.156,102.577,3
5,1510787608.5,20,2017-11-15 17:13:28,17:13:28,5,"Ely_can9_9_T1_Ch3","ozzie",1510787600.71429,0.00147255733313659,1.4725573331366,5.456367632946,404.698995279211,294.247305794524,26.7259276205177,36.7580461840535,0.0876298353882878,3.17539491616611,0.0863082131467236,0.0540597152597763,321.51582,28.6267445664157,28.6267445664157,3.93572174230569,67.296063724155,2.440441436709,3.62642523448669,1.49528030559669,-64.939778391324,-240.213696674386,-16.4774141848732,-0.115069250583161,-10.651332265857,1.48364523599995,5.456367632946,390.119472742378,398.855066666667,-2.84937568028382,64.7045373068809,1.4725573331366,25.663639830303,26.8557806060606,-7.68549280183328e-06,122.71,0,0,1,0,48070,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.0025,1681.2018,0.840599849250188,0.160757709052864,4.16,0.5,"0: Broadleaf",2,TRUE,1510787600.71429,404.699,396.338,26.8687892857143,25.6677571428571,398.135071428571,26.2745214285714,500.080785714286,90.7281464285714,0.0999668428571428,27.2235607142857,27.495925,999.9,0,0,10002.4921428571,0,4.64653535714286,8.36101346428571,415.873071428571,406.779178571429,1.20103321428571,396.338,25.6677571428571,2.43775642857143,2.32878785714286,20.6167857142857,19.8769357142857,2000.0025,0.980003214285714,0.0199965714285714,0,2.274875,0,7722.84107142857,17300.1892857143,38.437,38.937,38.187,37.562,37.812,1960.0125,39.99,0,1678296825.1,0,2.27293076923077,0.177928201737701,61.5565811819706,7723.16807692308,15,0,"--:--:--",1664466183.5,1664466167,0,-0.244,0.002,12.235,0.258,1500,19,0.08,0.08,1.19399425,0.0712206754221379,0.0147370617640526,1,1,1,"1/1",2.97233,2.75413,0.0848489,0.0834062,0.111513,0.109265,35589.9,38838.1,35247.2,38433.7,44359.9,49414.9,55052.2,61612.9,1.9772,1.82227,0.0924133,0,25.9813,999.9,66.897,30.011,31.4315,55.5902,49.4792,1,0.0351194,0.681582,20.1484,5.19827,12.004,4.9751,3.29332,9999,9999,999.9,9999,1.86295,1.86796,1.86768,1.86874,1.86965,1.86569,1.86678,1.86813,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.452,0.5936,4.24632588798292,0.00523343559321602,1.92669184515818e-06,-1.1330762968205e-09,-0.0123129061063121,-0.0195818311797331,0.00222953139181239,-2.30490390566533e-05,-2,1510,1,29,-2561309.6,-2561309.3,0.90332,2.60498,1.54785,2.30591,1.34644,2.34131,34.0318,14.0182,18,504.407,404.891,24.7444,27.6628,30,27.6498,27.5952,18.1197,28.5251,95.5306,24.7273,345.616,25.6334,102.156,102.577,3
6,1510787613.5,25,2017-11-15 17:13:33,17:13:33,5,"Ely_can9_9_T1_Ch3","ozzie",1510787606,0.00146870033121342,1.46870033121342,5.53659574152314,392.948476671991,281.011205639227,25.5234897503011,35.6904501153955,0.0873391411288088,3.17688156886015,0.0860268063920221,0.0538830193928457,321.514652555556,28.6266965311643,28.6266965311643,3.93571077233933,67.2707944873624,2.43947400019671,3.62634932259495,1.49623677214262,-64.7696846065119,-240.379078478079,-16.4810092082407,-0.115119737275933,-17.0284932382772,1.47583822166057,5.53659574152314,373.11801995091,383.257818181818,-3.16269297899411,64.7045373068809,1.46870033121342,25.6619394133333,26.8508951515152,-2.96940068822737e-07,122.71,0,0,1,0,47843,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999.99518518518,1681.19565555556,0.840599851444087,0.160757713287088,4.16,0.5,"0: Broadleaf",2,TRUE,1510787606,392.948481481481,379.265518518519,26.8583777777778,25.6636555555556,386.457185185185,26.2646074074074,500.081962962963,90.7273481481481,0.0999542444444444,27.2232037037037,27.4980296296296,999.9,0,0,10009.6440740741,0,4.84789592592593,13.6828696296296,403.793814814815,389.255333333333,1.19472407407407,379.265518518519,25.6636555555556,2.43679037037037,2.32839555555556,20.6103592592593,19.8742185185185,1999.99518518518,0.980003111111111,0.0199966814814815,0,2.2648037037037,0,7728.56962962963,17300.1259259259,38.437,38.937,38.187,37.562,37.812,1960.00518518519,39.99,0,1678296829.9,0,2.27077307692308,-0.716947019364254,73.14290600434,7728.35038461538,15,0,"--:--:--",1664466183.5,1664466167,0,-0.244,0.002,12.235,0.258,1500,19,0.08,0.08,1.19830925,-0.0595174108818042,0.0073989470154543,1,1,1,"1/1",2.9724,2.75401,0.0821814,0.080423,0.1115,0.109258,35693.3,38964.8,35246.9,38434,44360.6,49415.3,55052.4,61613,1.97725,1.82208,0.0925735,0,25.977,999.9,66.897,30.031,31.4683,55.8702,49.7155,1,0.0349619,0.602549,20.1488,5.19857,12.004,4.975,3.29328,9999,9999,999.9,9999,1.86293,1.86791,1.86768,1.86874,1.86966,1.86569,1.86678,1.86813,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.358,0.5934,4.24632588798292,0.00523343559321602,1.92669184515818e-06,-1.1330762968205e-09,-0.0123129061063121,-0.0195818311797331,0.00222953139181239,-2.30490390566533e-05,-2,1510,1,29,-2561309.5,-2561309.2,0.86792,2.60498,1.54785,2.30591,1.34644,2.41333,34.0318,14.0182,18,504.436,404.779,24.7305,27.6628,30.0001,27.6492,27.5952,17.4105,28.5251,95.5306,24.7339,332.074,25.6328,102.156,102.577,3
7,1510787618.5,30,2017-11-15 17:13:38,17:13:38,5,"Ely_can9_9_T1_Ch3","ozzie",1510787610.71429,0.00146579587275883,1.46579587275884,5.17727181946078,379.590852648857,274.38043927583,24.9211592910173,34.4771082415442,0.0871440965504229,3.17725763319826,0.0858377215151477,0.0537643171280794,321.515535,28.6259862102116,28.6259862102116,3.93554855714933,67.2621554824918,2.43898039975775,3.62608123730529,1.49656815739159,-64.6415979886648,-240.501834230905,-16.4873120223082,-0.115209241878262,-19.8032684018265,1.47031495219205,5.17727181946078,355.891444602149,366.900654545455,-3.28241075299655,64.7045373068809,1.46579587275884,25.6619863224242,26.8485575757576,2.10732054011281e-06,122.71,0,0,1,0,47870,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.00071428571,1681.2003,0.840599849785768,0.160757710086532,4.16,0.5,"0: Broadleaf",2,TRUE,1510787610.71429,379.590857142857,363.581714285714,26.853025,25.6627821428571,373.182,26.2595071428571,500.088142857143,90.7270107142857,0.100015282142857,27.2219428571429,27.4953571428571,999.9,0,0,10011.4685714286,0,5.01165142857143,16.0090642857143,390.065357142857,373.158142857143,1.19025,363.581714285714,25.6627821428571,2.43629571428571,2.32830785714286,20.6070607142857,19.8736035714286,2000.00071428571,0.980003107142857,0.0199966857142857,0,2.23757142857143,0,7734.31214285714,17300.1607142857,38.437,38.937,38.187,37.562,37.812,1960.01071428571,39.99,0,1678296835.3,0,2.23816,-0.317607708767763,72.1646155113421,7735.2184,15,0,"--:--:--",1664466183.5,1664466167,0,-0.244,0.002,12.235,0.258,1500,19,0.08,0.08,1.193051,-0.0575774859287089,0.00580145447280249,1,1,1,"1/1",2.9724,2.75405,0.0793516,0.0774242,0.111499,0.109265,35803.5,39091.7,35247.1,38433.9,44360.6,49414.9,55052.5,61613.1,1.9772,1.82197,0.0936687,0,25.9731,999.9,66.897,30.011,31.4342,55.9102,49.98,1,0.0349517,0.580605,20.1489,5.19752,12.004,4.975,3.2933,9999,9999,999.9,9999,1.86295,1.86789,1.86768,1.86874,1.86966,1.86569,1.86679,1.86813,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.261,0.5933,4.24632588798292,0.00523343559321602,1.92669184515818e-06,-1.1330762968205e-09,-0.0123129061063121,-0.0195818311797331,0.00222953139181239,-2.30490390566533e-05,-2,1510,1,29,-2561309.4,-2561309.1,0.836182,2.60254,1.54785,2.30591,1.34644,2.37671,34.0318,14.0182,18,504.386,404.707,24.7345,27.6605,30.0001,27.6475,27.5929,16.7721,28.5251,95.5306,24.7387,311.951,25.6315,102.156,102.577,3
8,1510787623.5,35,2017-11-15 17:13:43,17:13:43,5,"Ely_can9_9_T1_Ch3","ozzie",1510787616,0.0014657295072197,1.46572950721971,4.9452554837847,363.32888461501,262.800020441858,23.8693307523521,33.0000633340039,0.0871319277247534,3.17737628620778,0.0858259625435593,0.0537569317425997,321.516248555556,28.6253665403525,28.6253665403525,3.93540704860912,67.2567224742324,2.43869888268744,3.62595558179594,1.49670816592168,-64.6386712683892,-240.505905441441,-16.486875923295,-0.115204077569956,-21.4194776298043,1.46697412522751,4.9452554837847,338.80904590402,350.287806060606,-3.34021995334345,64.7045373068809,1.46572950721971,25.6626880290909,26.8492127272727,-2.26757369624032e-06,122.71,0,0,1,0,48077,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.00518518519,1681.20405555556,0.840599848444837,0.160757707498536,4.16,0.5,"0: Broadleaf",2,TRUE,1510787616,363.328888888889,345.954851851852,26.8499407407407,25.6624296296296,357.019962962963,26.2565851851852,500.101222222222,90.726962962963,0.100011525925926,27.2213518518518,27.5011074074074,999.9,0,0,10012.0377777778,0,5.0230937037037,17.3739037037037,373.353259259259,355.066888888889,1.18752518518519,345.954851851852,25.6624296296296,2.43601407407407,2.3282737037037,20.6051888888889,19.8733666666667,2000.00518518519,0.980003111111111,0.0199966814814815,0,2.21958518518519,0,7740.72481481481,17300.1962962963,38.437,38.937,38.1847037037037,37.562,37.812,1960.01518518519,39.99,0,1678296840.1,0,2.206252,-0.352792318975597,74.7546155113985,7741.1136,15,0,"--:--:--",1664466183.5,1664466167,0,-0.244,0.002,12.235,0.258,1500,19,0.08,0.08,1.1892025,-0.0291604502814279,0.00304999405737126,1,1,1,"1/1",2.97236,2.75378,0.0764189,0.074319,0.111501,0.109263,35917.6,39223.6,35247.2,38434.3,44360.4,49415.4,55052.4,61613.6,1.97728,1.822,0.0940636,0,25.9694,999.9,66.897,30.001,31.4167,55.0502,49.5913,1,0.0349035,0.585294,20.1489,5.19797,12.004,4.97495,3.29323,9999,9999,999.9,9999,1.86294,1.86792,1.86768,1.86875,1.86965,1.86569,1.86677,1.86813,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.161,0.5933,4.24632588798292,0.00523343559321602,1.92669184515818e-06,-1.1330762968205e-09,-0.0123129061063121,-0.0195818311797331,0.00222953139181239,-2.30490390566533e-05,-2,1510,1,29,-2561309.3,-2561309.1,0.800781,2.60742,1.54785,2.30591,1.34644,2.42065,34.0318,14.0182,18,504.436,404.721,24.7383,27.6605,30,27.6475,27.5929,16.0502,28.5251,95.5306,24.7393,298.483,25.6304,102.156,102.578,3
