"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","CO2_hrs","AccH2O_des","AccCO2_soda","AccH2O_hum","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","chamber"
1,1678291824.6,0,2023-03-08 10:10:24,10:10:24,5,"pas_smi10_t1_ch3","gibson",1678291816.6,0.00350426250291063,3.50426250291063,16.4467390998082,403.29427454839,267.122720821323,24.264018018477,36.6331232113207,0.213931356762256,3.05375555980407,0.205940451646256,0.129405864783047,321.514764387097,28.5820962255344,27.4954096774194,3.6846332428799,58.9243511676663,2.18897087255087,3.71488328538784,1.49566237032904,-154.537976378359,23.0158429496724,1.63576310631648,191.628394064727,16.4467390998082,3.50426250291063,16.4695848760105,428.666824103545,413.198472727272,-0.00035752234822686,67.638477872907,3.50833076045069,20.9532011504762,24.1018854545455,-8.62433529557717e-06,117.43,7,1,1,0,47983,1999.99225806452,1681.19349677419,0.84060000232259,0.160758004482598,4.6,0.5,"0: Broadleaf",2,FALSE,1678291816.6,403.294290322581,419.718903225806,24.0983935483871,20.9534225806452,402.934741935484,23.8905,500.200193548387,90.7346967741935,0.100024974193548,27.6352096774194,27.4954096774194,999.9,0,0,9995.46870967742,0,7.58604548387097,-16.4246193548387,413.253129032258,428.701580645161,3.14496096774194,419.718903225806,20.9534225806452,2.18656032258065,1.90120258064516,18.8641806451613,16.6446774193548,1999.99225806452,0.980001387096774,0.0199986870967742,0,2.51766451612903,0,7791.89290322581,16705.3516129032,45,46.875,46.03,45,44.4837419354839,1959.99225806452,40,0,1678291831.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-16.4259512195122,-0.0512320557491491,0.0350772883366056,1,3.14214512195122,0.0521274564459962,0.00539415859391871,1,2,2,"2/2",2.85306,2.71018,0.08855,0.091291,0.103223,0.093305,26030.5,22185.5,25559.5,23779.8,39127.5,35657.7,46218.5,42384.8,1.76308,1.89298,0.0733584,0,26.2937,999.9,59.718,28.006,24.9874,54.5428,45.1122,1,0.0677439,1.06238,20.2407,5.23346,11.9911,4.95585,3.30393,999.9,9999,9999,9999,1.86816,1.86385,1.87149,1.86218,1.86172,1.86813,1.85825,1.86478,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.359,0.2081,0.230012462871135,8.15962116368343e-05,7.70230469493332e-07,-4.33537738193549e-10,-0.148957185827008,-0.0293280647670366,0.00245079195770207,-2.50292550651359e-05,1,1579,2,27,47534.7,47534.7,1.04614,2.33032,1.44775,2.30713,1.44409,2.40967,33.4456,15.9182,18,420.984,487.278,24.8724,28.2767,30,28.1651,28.1467,20.9871,32.4117,93.8968,24.8726,413.033,20.9848,97.8107,99.6788,3
2,1678291829.6,5,2023-03-08 10:10:29,10:10:29,5,"pas_smi10_t1_ch3","gibson",1678291821.75517,0.00350844097385736,3.50844097385737,16.3662325956629,403.250501462078,267.852425235875,24.3303389259394,36.6292049212825,0.214208014730869,3.05516062917887,0.206200380884163,0.129569751561353,321.517100689655,28.5809623157694,27.4964482758621,3.68485718069308,58.9321980304687,2.1893012933564,3.71494932570562,1.49555588733668,-154.72224694711,22.9054562908253,1.62718001900969,191.32749005238,16.3662325956629,3.50844097385737,16.6996665019958,428.846074863423,413.160024242424,-0.00017897977964272,67.638477872907,3.51179621526262,20.9532416152381,24.1050096969697,1.00080788776338e-05,117.43,7,1,1,0,47699,2000.00689655172,1681.20579310345,0.840599997931042,0.16075799600691,4.6,0.5,"0: Broadleaf",2,FALSE,1678291821.75517,403.250517241379,419.60324137931,24.1019931034483,20.9531413793103,402.891,23.8939448275862,500.177586206897,90.7349275862069,0.0999375620689655,27.6355137931035,27.4964482758621,999.9,0,0,10002.5217241379,0,7.59611724137931,-16.3527862068965,413.209793103448,428.583413793104,3.14883551724138,419.60324137931,20.9531413793103,2.18689275862069,1.9011824137931,18.8666137931034,16.6445103448276,2000.00689655172,0.980001413793104,0.0199986586206897,0,2.44861034482759,0,7790.69448275862,16705.475862069,45,46.875,46.0299310344828,45,44.4804482758621,1960.00689655172,40,0,1678291836.4,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-16.403287804878,0.252020905923381,0.18376729212827,0,3.1464143902439,0.0428931010452918,0.00448562204337393,1,1,2,"1/2",2.85322,2.71017,0.0885325,0.0908859,0.10323,0.0932961,26030.6,22195.5,25559.1,23779.8,39126.4,35658.4,46217.7,42385.3,1.76285,1.8932,0.0732467,0,26.293,999.9,59.694,28.006,24.9737,54.5228,44.2989,1,0.067749,1.06723,20.2406,5.23286,11.992,4.95595,3.30398,999.9,9999,9999,9999,1.86817,1.86386,1.87149,1.86218,1.86171,1.86813,1.85827,1.86478,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.36,0.2082,0.230012462871135,8.15962116368343e-05,7.70230469493332e-07,-4.33537738193549e-10,-0.148957185827008,-0.0293280647670366,0.00245079195770207,-2.50292550651359e-05,1,1579,2,27,47534.8,47534.7,1.02173,2.33276,1.44775,2.30713,1.44409,2.41089,33.4456,15.9182,18,420.857,487.42,24.8735,28.2745,30,28.1651,28.146,20.4513,32.4117,93.8968,24.8769,399.573,20.9848,97.8091,99.6796,3
3,1678291834.6,10,2023-03-08 10:10:34,10:10:34,5,"pas_smi10_t1_ch3","gibson",1678291826.83214,0.0035124897138912,3.5124897138912,13.9513182640851,402.822058059318,286.008338518236,25.9796843515556,36.5905063203528,0.21458809072249,3.05238765168264,0.206545582957243,0.129788462904395,321.516,28.5798032114918,27.4940678571429,3.68434394335533,58.9422241511775,2.1895531416057,3.71474468963004,1.49479080174963,-154.900796382602,23.1213131078297,1.64397916637506,191.380495891603,13.9513182640851,3.5124897138912,16.6460149916296,422.592794863703,410.228072727273,-0.666741585701663,67.638477872907,3.5194878851614,20.950356952381,24.1089157575757,1.10023396236682e-05,117.43,7,1,1,0,48058,2000,1681.2,0.8406,0.160758,4.6,0.5,"0: Broadleaf",2,FALSE,1678291826.83214,402.822071428571,416.953571428571,24.1046214285714,20.9522357142857,402.462714285714,23.8964607142857,500.192071428571,90.7354285714286,0.0999802357142857,27.6345714285714,27.4940678571429,999.9,0,0,9988.49928571428,0,7.59987928571429,-14.1314871428571,412.771821428572,425.876607142857,3.15237892857143,416.953571428571,20.9522357142857,2.18714428571429,1.90111071428571,18.8684535714286,16.6439142857143,2000,0.980001321428572,0.0199987571428571,0,2.39014642857143,0,7790.38571428572,16705.4142857143,45,46.875,46.0354285714286,45,44.48875,1960,40,0,1678291841.8,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-14.771461,24.1125775609756,3.09495013300441,0,3.15085075,0.0432066416510288,0.00442255321477314,1,1,2,"1/2",2.85291,2.71019,0.0879612,0.0887459,0.103237,0.0932963,26047.2,22247.8,25559.4,23779.9,39126.7,35658.4,46218.4,42385.3,1.76283,1.8933,0.0730716,0,26.2915,999.9,59.669,28.016,24.9807,54.3828,44.3389,1,0.0676347,1.05538,20.2408,5.23301,11.9914,4.95585,3.30398,999.9,9999,9999,9999,1.86819,1.86386,1.87149,1.86218,1.86172,1.86813,1.85827,1.86478,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.358,0.2083,0.230012462871135,8.15962116368343e-05,7.70230469493332e-07,-4.33537738193549e-10,-0.148957185827008,-0.0293280647670366,0.00245079195770207,-2.50292550651359e-05,1,1579,2,27,47534.9,47534.8,0.991211,2.31689,1.44775,2.30713,1.44409,2.47437,33.4681,15.9182,18,420.843,487.471,24.8764,28.2737,30,28.1651,28.1443,19.8593,32.4117,93.8968,24.8849,379.401,20.9848,97.8105,99.6797,3
4,1678291839.6,15,2023-03-08 10:10:39,10:10:39,5,"pas_smi10_t1_ch3","gibson",1678291832.1,0.00351666769402246,3.51666769402246,8.23597031595297,400.284288405937,327.087361546875,29.7109824655947,36.3598257598145,0.214927610749295,3.0550715202959,0.20686694914799,0.129990874148885,321.517773333333,28.577089385093,27.4927074074074,3.68405064751427,58.9523458699229,2.18981331904373,3.7145482282851,1.49423732847054,-155.085045306391,23.2166970237621,1.64929235292802,191.298717403633,8.23597031595297,3.51666769402246,16.1235141498023,407.752034058864,401.578696969697,-1.82863048031534,67.638477872907,3.51995590329851,20.9505872685714,24.1097133333333,4.31586803995087e-06,117.43,7,1,1,0,48005,2000.01111111111,1681.20933333333,0.840599996666685,0.160757993566702,4.6,0.5,"0: Broadleaf",2,FALSE,1678291832.1,400.284296296296,409.153296296296,24.1075925925926,20.9513740740741,399.926148148148,23.8993,500.17737037037,90.7350666666666,0.0999393851851852,27.6336666666667,27.4927074074074,999.9,0,0,10002.0574074074,0,7.60634111111111,-8.86907685185185,410.172555555556,417.909111111111,3.15621074074074,409.153296296296,20.9513740740741,2.18740444444444,1.90102481481481,18.870362962963,16.6432037037037,2000.01111111111,0.980001444444444,0.0199986259259259,0,2.33185185185185,0,7791.32222222222,16705.5074074074,45,46.875,46.0344444444444,45,44.4883333333333,1960.01111111111,40,0,1678291846.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-11.881518625,54.485548716698,5.8286165288332,0,3.1533555,0.0419981988742886,0.00428794878117734,1,1,2,"1/2",2.853,2.71055,0.08644,0.0860498,0.103245,0.0932938,26090.7,22313.8,25559.5,23780.1,39125.9,35658.8,46217.9,42385.7,1.76287,1.89288,0.0742152,0,26.2897,999.9,59.669,28.006,24.9633,53.7028,44.403,1,0.0673628,1.03581,20.241,5.23301,11.9917,4.9559,3.30393,999.9,9999,9999,9999,1.86819,1.86385,1.87149,1.86218,1.86172,1.86815,1.85826,1.86478,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.354,0.2084,0.230012462871135,8.15962116368343e-05,7.70230469493332e-07,-4.33537738193549e-10,-0.148957185827008,-0.0293280647670366,0.00245079195770207,-2.50292550651359e-05,1,1579,2,27,47534.9,47534.9,0.957031,2.34619,1.44775,2.30713,1.44409,2.38647,33.4681,15.9182,18,420.872,487.192,24.883,28.272,30.0001,28.1651,28.1443,19.157,32.4117,93.8968,24.8884,365.945,20.9848,97.8099,99.6806,3
5,1678291844.6,20,2023-03-08 10:10:44,10:10:44,5,"pas_smi10_t1_ch3","gibson",1678291836.81429,0.00352036209110063,3.52036209110063,1.28542913106708,394.457355909069,374.177130521518,33.9886780384748,35.8308484840187,0.215112410467212,3.05245743727955,0.207031526230815,0.130095446900608,321.514632,28.5740152771957,27.4955821428571,3.68467042826098,58.9685702472206,2.19004621031607,3.71392116365462,1.49462421794491,-155.247968217538,22.2484766116075,1.58186429971986,190.097004693789,1.28542913106708,3.52036209110063,15.7746358652638,391.176850208371,388.969721212121,-2.57009879542486,67.638477872907,3.52716839633089,20.9506491047619,24.1158393939394,2.08205897446325e-05,117.43,7,1,1,0,47979,1999.99142857143,1681.1928,0.84060000257144,0.160758004962878,4.6,0.5,"0: Broadleaf",2,FALSE,1678291836.81429,394.457357142857,396.916428571429,24.1099464285714,20.9506678571429,394.102035714286,23.9015535714286,500.216642857143,90.7357428571429,0.100054592857143,27.6307785714286,27.4955821428571,999.9,0,0,9988.81607142857,0,7.61219964285714,-2.45914660714286,404.202642857143,405.410035714286,3.15928,396.916428571429,20.9506678571429,2.18763357142857,1.90097392857143,18.8720464285714,16.6427821428571,1999.99142857143,0.980001428571429,0.0199986428571429,0,2.41335,0,7791.535,16705.3392857143,45,46.875,46.0465,45,44.49775,1959.99142857143,40,0,1678291851.4,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-6.927796125,81.1467101425892,7.92569175749596,0,3.15674725,0.0408460412757873,0.00407810739651372,1,1,2,"1/2",2.8532,2.70985,0.0842779,0.0831933,0.103262,0.0932974,26152.1,22383.6,25559.1,23780.2,39124.8,35658.9,46217.6,42386.1,1.7632,1.89282,0.0742227,0,26.2886,999.9,59.669,28.016,24.978,54.3728,44.6314,1,0.0674466,1.05145,20.2407,5.23286,11.9914,4.9556,3.3039,999.9,9999,9999,9999,1.86821,1.86385,1.87149,1.86218,1.86171,1.86813,1.85828,1.86478,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.347,0.2087,0.230012462871135,8.15962116368343e-05,7.70230469493332e-07,-4.33537738193549e-10,-0.148957185827008,-0.0293280647670366,0.00245079195770207,-2.50292550651359e-05,1,1579,2,27,47535,47535,0.925293,2.34497,1.44775,2.30713,1.44409,2.32544,33.4456,15.9007,18,421.054,487.159,24.8884,28.2706,30,28.1651,28.1443,18.5242,32.4117,93.8968,24.8698,345.832,20.9847,97.809,99.6814,3
6,1678291849.6,25,2023-03-08 10:10:49,10:10:49,5,"pas_smi10_t1_ch3","gibson",1678291842.1,0.00352427057642661,3.52427057642661,-5.34653237935836,383.853227349536,414.112416353444,37.6163267218741,34.867702206017,0.2153196595876,3.05620489155541,0.207233038337846,0.130221895877603,321.521260888889,28.5699375193152,27.4981185185185,3.68521733563183,58.984993786519,2.19039237302015,3.713473940419,1.49482496261168,-155.420332420414,21.5184550256279,1.52808746597473,189.147470960078,-5.34653237935836,3.52427057642661,15.2345089324558,374.150445138707,374.329333333333,-2.95298162884327,67.638477872907,3.53182372607752,20.9510197714286,24.120543030303,1.4761725982965e-05,117.43,7,1,1,0,47930,2000.03296296296,1681.22768888889,0.840599990111274,0.160757980914759,4.6,0.5,"0: Broadleaf",2,FALSE,1678291842.1,383.853222222222,380.180444444445,24.1136962962963,20.9508037037037,383.503,23.9051444444444,500.197888888889,90.7360259259259,0.100001288888889,27.6287185185185,27.4981185185185,999.9,0,0,10007.662962963,0,7.61561444444444,3.67261425925926,393.338037037037,388.316037037037,3.16289555555555,380.180444444445,20.9508037037037,2.18798037037037,1.90099185185185,18.8745925925926,16.642937037037,2000.03296296296,0.980001777777778,0.0199982703703704,0,2.47562962962963,0,7789.9962962963,16705.6925925926,45,46.875,46.0436296296296,45,44.4953333333333,1960.03296296296,40,0,1678291856.2,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,-0.871898902439024,73.0715159163762,7.3888247086467,0,3.16065195121951,0.0420827874564495,0.00426420794092804,1,1,2,"1/2",2.85305,2.71052,0.0817507,0.0802716,0.103271,0.0932955,26224.3,22454.8,25559.2,23780.1,39124.7,35658.5,46218,42385.5,1.76313,1.89253,0.0738725,0,26.2869,999.9,59.645,28.037,25.0011,53.9328,45.1843,1,0.0677642,1.11186,20.2406,5.23286,11.9911,4.95585,3.30393,999.9,9999,9999,9999,1.86815,1.86383,1.87149,1.86218,1.86172,1.86813,1.85827,1.86478,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.341,0.2088,0.230012462871135,8.15962116368343e-05,7.70230469493332e-07,-4.33537738193549e-10,-0.148957185827008,-0.0293280647670366,0.00245079195770207,-2.50292550651359e-05,1,1579,2,27,47535.1,47535.1,0.891113,2.36084,1.44897,2.30713,1.44409,2.32056,33.4681,15.9095,18,421.012,486.962,24.8763,28.2696,30.0002,28.1651,28.1443,17.8084,32.4117,93.8968,24.874,332.39,20.9843,97.8096,99.6804,3
7,1678291854.6,30,2023-03-08 10:10:54,10:10:54,5,"pas_smi10_t1_ch3","gibson",1678291846.81429,0.00352787963268181,3.52787963268181,-8.73903202762101,371.451794139058,427.658478557866,38.8467696035663,33.7411813146103,0.215635173688179,3.05272255619887,0.207516439532717,0.130401742706448,321.520047,28.5702829098016,27.4969821428571,3.68497229525765,58.9913659821852,2.19066139057576,3.71352884291122,1.49431090468189,-155.579491801268,21.7225826156033,1.54433601900434,189.20747383334,-8.73903202762101,3.52787963268181,14.6715030672473,357.271161379047,358.771745454545,-3.11459995409292,67.638477872907,3.53054057978349,20.9505321295238,24.1188884848485,-5.94083280620089e-06,117.43,7,1,1,0,47763,2000.02535714286,1681.2213,0.840599992392954,0.1607579853184,4.6,0.5,"0: Broadleaf",2,FALSE,1678291846.81429,371.451785714286,364.620607142857,24.116675,20.95075,371.107571428571,23.908,500.229,90.7358821428571,0.10008055,27.6289714285714,27.4969821428571,999.9,0,0,9990.13571428572,0,7.61835964285714,6.83111821428571,380.631357142857,372.423214285714,3.16593678571429,364.620607142857,20.95075,2.1882475,1.90098392857143,18.8765428571429,16.6428714285714,2000.02535714286,0.980001642857143,0.0199984142857143,0,2.52538928571429,0,7785.78892857143,16705.625,45,46.8794285714286,46.0465,45,44.4955,1960.02535714286,40,0,1678291861.6,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,4.050798125,46.0856699549719,4.61865121341701,0,3.16361225,0.0427910318949237,0.00425332486855869,1,1,2,"1/2",2.85313,2.70998,0.0790418,0.0772877,0.103271,0.0932939,26301.8,22528.2,25559.3,23780.7,39124.6,35658.7,46217.9,42385.9,1.7629,1.8926,0.0734702,0,26.2848,999.9,59.645,28.016,24.9676,54.1828,44.9559,1,0.0672815,1.06818,20.2407,5.23271,11.9915,4.95605,3.30393,999.9,9999,9999,9999,1.86816,1.86384,1.87149,1.86218,1.86172,1.86813,1.85824,1.86478,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.334,0.2088,0.230012462871135,8.15962116368343e-05,7.70230469493332e-07,-4.33537738193549e-10,-0.148957185827008,-0.0293280647670366,0.00245079195770207,-2.50292550651359e-05,1,1579,2,27,47535.2,47535.2,0.858154,2.34985,1.44775,2.30713,1.44409,2.41333,33.4681,15.9095,18,420.885,487.011,24.8717,28.2676,30,28.1651,28.1443,17.1622,32.4117,93.8968,24.8796,318.971,20.9836,97.8096,99.6818,3
8,1678291859.6,35,2023-03-08 10:10:59,10:10:59,5,"pas_smi10_t1_ch3","gibson",1678291852.1,0.00353166675603478,3.53166675603478,-10.932372264013,356.046047526253,429.10393119263,38.9777989550952,32.3415616833504,0.216074837750634,3.05526853873463,0.207930152999219,0.130662534223324,321.520315111111,28.5694001724904,27.4920296296296,3.68390453475994,58.9969370988485,2.19097012634695,3.71370148025822,1.49293440841299,-155.746503941134,22.6874438574433,1.61155395306541,190.072808980486,-10.932372264013,3.53166675603478,13.9582778436371,340.268295892584,342.843933333333,-3.19718147281314,67.638477872907,3.53940025196849,20.9508397714286,24.1270393939394,2.00081515513566e-05,117.43,7,1,1,0,47929,2000.02703703704,1681.22271111111,0.840599991888999,0.160757984345767,4.6,0.5,"0: Broadleaf",2,FALSE,1678291852.1,356.046037037037,347.148777777778,24.1202407407407,20.9507888888889,355.709,23.9114074074074,500.206925925926,90.7354037037037,0.0999304,27.6297666666667,27.4920296296296,999.9,0,0,10003.012962963,0,7.61190518518519,8.89721851851852,364.846259259259,354.577518518519,3.16945888888889,347.148777777778,20.9507888888889,2.18855962962963,1.90097703703704,18.8788259259259,16.6428185185185,2000.02703703704,0.980001666666667,0.0199983888888889,0,2.51066666666667,0,7779.96851851852,16705.637037037,45,46.8795925925926,46.0482222222222,45,44.4976666666667,1960.02703703704,40,0,1678291866.4,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,7.2549995,26.2312021013133,2.62404605787032,0,3.1667915,0.0376424015009337,0.00383287395435852,1,1,2,"1/2",2.85331,2.71011,0.0762179,0.0744266,0.103292,0.0932953,26382,22597.6,25558.9,23780.2,39123.1,35658.3,46217.4,42385.5,1.76322,1.89245,0.0740811,0,26.2825,999.9,59.645,28.037,24.9994,53.9528,44.4912,1,0.0673933,1.04176,20.2407,5.23301,11.992,4.95595,3.304,999.9,9999,9999,9999,1.86817,1.86383,1.87149,1.86218,1.86172,1.86813,1.85824,1.86478,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.326,0.2091,0.230012462871135,8.15962116368343e-05,7.70230469493332e-07,-4.33537738193549e-10,-0.148957185827008,-0.0293280647670366,0.00245079195770207,-2.50292550651359e-05,1,1579,2,27,47535.3,47535.2,0.822754,2.34131,1.44775,2.30713,1.44409,2.44385,33.4681,15.9182,18,421.059,486.913,24.8763,28.2672,30,28.1637,28.1443,16.4397,32.4117,93.8968,24.8874,298.639,20.9776,97.8084,99.6806,3
9,1678291864.6,40,2023-03-08 10:11:04,10:11:04,5,"pas_smi10_t1_ch3","gibson",1678291856.81429,0.00353510214232608,3.53510214232609,-11.9861581642082,341.681761561965,422.991241930313,38.422568967716,31.0367916572328,0.216305767210581,3.05058170589668,0.208131987799716,0.130791139355697,321.517881,28.5699466527574,27.4931785714286,3.68415222224095,59.0033674694946,2.19121823307832,3.71371724539486,1.49293398916263,-155.89800447658,22.4756257140064,1.59897048422867,189.694472721655,-11.9861581642082,3.53510214232609,13.4877202297709,324.380663193472,327.115757575758,-3.13961571556622,67.638477872907,3.54045149084829,20.9502911085714,24.1275339393939,-2.09800678089672e-06,117.43,7,1,1,0,47786,2000.01178571429,1681.2099,0.840599996464306,0.160757993176112,4.6,0.5,"0: Broadleaf",2,FALSE,1678291856.81429,341.68175,331.770107142857,24.1229607142857,20.9505214285714,341.351321428571,23.9140035714286,500.220607142857,90.735275,0.100102092857143,27.6298392857143,27.4931785714286,999.9,0,0,9979.425,0,7.59749464285714,9.91160785714286,350.127857142857,338.869642857143,3.17243964285714,331.770107142857,20.9505214285714,2.18880357142857,1.90095035714286,18.8806,16.6425964285714,2000.01178571429,0.980001642857143,0.0199984142857143,0,2.531325,0,7774.47392857143,16705.5071428571,45,46.8927142857143,46.0575714285714,45.0044285714286,44.5,1960.01178571429,40,0,1678291871.2,0,0,"--:--:--",1675439743,1675439745,0,-1.108,-0.214,-1.206,0.007,420,23,0.5,0.32,8.98970125,14.0934735084428,1.43382901483264,0,3.170431,0.0385807879924873,0.00392978803499631,1,1,2,"1/2",2.85345,2.71011,0.0733635,0.0711947,0.103296,0.093289,26463.2,22676.6,25558.6,23780.3,39123,35658.7,46217.5,42385.7,1.76338,1.89225,0.074476,0,26.2797,999.9,59.62,28.037,24.9858,53.9328,44.1707,1,0.0672129,1.0238,20.2409,5.23286,11.9917,4.95595,3.30395,999.9,9999,9999,9999,1.86815,1.86384,1.87149,1.86218,1.86172,1.86813,1.85826,1.86478,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.319,0.2092,0.230012462871135,8.15962116368343e-05,7.70230469493332e-07,-4.33537738193549e-10,-0.148957185827008,-0.0293280647670366,0.00245079195770207,-2.50292550651359e-05,1,1579,2,27,47535.4,47535.3,0.787354,2.33032,1.44775,2.30713,1.44409,2.51099,33.4681,15.9182,18,421.137,486.76,24.8845,28.2652,30,28.1628,28.1419,15.7653,32.4117,93.8968,24.8887,285.21,20.9742,97.8081,99.681,3
