"Vcmax","Vpmax","Jmax","Rd0","VcmaxSE","VpmaxSE","JmaxSE","RMSE","trans_pt","ci_trans","emp_RMSE","AmaxLA","VpmaxLA","ID"
20.0756240338163,36.6473330622434,NA,2.802225016,0.497549676456703,2.60720597518089,NA,2.16368995698923,NA,NA,1.06147333295683,14.6293514636403,11.5846904864423,"bou_cur17_t1_ch4_27.5"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99.1723566716587,21.4755644948955,135.907269731035,2.802225016,116.065492811425,1.84152661083655,0.966635834505709,1.15388414881195,61,466.898784744357,1.01801807485869,30.4113164889407,26.7714487503001,"bou_cur18_t1_ch4"
202.986756938459,14.7372368431328,NA,2.529504679,4799.3843598431,6.84647999757701,NA,2.96516593350047,NA,NA,0.608563191327762,24.4789446122643,16.0603239484239,"bou_cur18_t1_ch4_27.5"
37.6202396167605,63.6776561883641,NA,1.664197698,0.26421757473608,1.29912600658457,NA,1.9740902937822,NA,NA,1.42561150899941,90.886940490455,87.9275619074908,"bou_cur19_t2_ch4"
35.525974302947,47.5977029944628,NA,1.365020004,0.50915014210756,1.10649818696903,NA,1.88078589233907,NA,NA,1.67765416027637,236.669485634689,71.974772251505,"bou_cur19_t2_ch4_27.5"
27.8694325202911,44.4319907567305,NA,2.802225016,0.164120136952174,0.605794578767514,NA,0.701691528077143,NA,NA,0.526525254076727,24.8920078157857,32.4404978112684,"bou_cur20_t2_ch4"
288.841737400218,17.4428242929686,100.841869101731,2.501712867,12201.8733290527,9.23846849983324,0.89952248614112,1.3961062931931,37,868.489442297665,0.453880489757029,20.286782357155,16.5768140114418,"bou_cur20_t2_ch4_27.5"
672.270296560804,8.02062417682399,NA,1.644490404,44600.1754795553,4.35853486732378,NA,1.63565817817938,NA,NA,0.455883925433299,17.686859616427,5.68559087513928,"bou_cur21_t3_ch4"
3740.77516764037,3.89057203893922,NA,1.362921204,3856558.60483477,5.08428591355509,NA,4.7893479537657,NA,NA,3.25317120159829,18.4787020164139,6.7462757630034,"bou_cur21_t3_ch4_27.5"
21.115305622755,52.3811146939659,NA,2.541671561,0.506277617787175,3.35474994438159,NA,2.47079717067711,NA,NA,0.95682759443476,17.0285825711491,14.2876036563579,"bou_cur22_t3_ch4"
15.7751154259662,93.1622451200925,NA,2.529504679,0.32461123183839,12.4158257910288,NA,2.15369411144441,NA,NA,1.6888278284068,8.20242044971954,5.33877285158634,"bou_cur22_t3_ch4_27.5"
37.0157144207445,40.5026054298685,NA,1.465243978,0.267683222992355,0.355500623319407,NA,0.722163760013682,NA,NA,0.709700237328463,37.978895475909,48.9067542841755,"bou_cur23_t4_ch4"
281.290977018115,15.8382788031852,NA,1.444596606,23108.684399364,16.8130054684108,NA,5.66243883508335,NA,NA,0.762669285722584,29.016217229916,21.9266882654386,"bou_cur23_t4_ch4_27.5"
43.4826682041112,34.3344194871217,NA,2.802225016,1.15272384548142,0.684946544938351,NA,1.66152368100446,NA,NA,1.19412024317473,35.0635142412855,31.1570595204628,"bou_cur24_t4_ch4"
230.057275925512,15.6868128200932,NA,2.50860509,16716.3056557961,19.2160313134269,NA,6.79656014547411,NA,NA,0.716368158597335,30.8682814190131,13.3874763627462,"bou_cur24_t4_ch4_27.5"
43.8372750076272,24.0790881298413,92.1403151529275,0.891425385,23.3235985243746,2.4319582605455,0.242230157737224,0.871141079808351,31,192.960309574678,0.613217089614954,48.9238319784736,40.6213025416187,"sch_sco17_t1_ch4"
320.125788524644,13.7642039810603,72.1836148830052,0.596330142,8724.85827941668,4.02988368097649,0.28209056982272,0.861230735181482,57,618.550799148542,0.527930896429081,23.9791671023502,31.0038076085702,"sch_sco17_t1_ch4_27.5"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sch_sco18_t1_ch4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sch_sco18_t1_ch4_27.5"
32.0872808147687,37.5658726908119,127.748988900038,2.389177184,1.53909201555657,1.0893664480944,0.456631573268006,0.775309235432901,26,254.034919574986,0.744658571005934,41.5486978901693,45.3892969084351,"sch_sco19_t2_ch4"
228.201644490344,19.2598214029721,91.2570506920358,1.180616888,4551.43508083809,6.01550383482508,0.398057734067702,0.781763434021084,39,424.017006787101,0.397244504046295,30.405587433831,37.2145531037501,"sch_sco19_t2_ch4_27.5"
173.061337281665,31.9374940966567,139.918512445275,1.545872336,1270.59329485385,7.93517600571749,0.798668312070629,1.59832493502372,35,188.069096581793,1.81455478772266,82.6039022011869,76.370057016719,"sch_sco20_t2_ch4"
406.49570325493,22.1835674459917,117.170365646092,1.42489987,16137.1211711398,7.54945834399047,0.207067661217399,1.83382509138625,75,677.844947120327,1.51189516536529,36.284171525503,57.0517141569033,"sch_sco20_t2_ch4_27.5"
25.7953791395538,43.3424174137895,NA,1.382565102,0.251275822087135,1.13963765744738,NA,1.28359225937985,NA,NA,0.900411968202547,89.2410004376794,59.9733933625744,"sch_sco21_t3_ch4"
25.1439598192423,29.2392367165449,NA,1.180616888,0.408876647820891,0.626331732737106,NA,0.952775114102355,NA,NA,0.575275307638158,240.534069359506,46.9007666760863,"sch_sco21_t3_ch4_27.5"
205.868093596331,22.5676670197267,125.761781372201,1.743098851,2238.87138844015,6.68861688495351,0.473188975583871,1.39296806701718,50,313.385168162407,1.04359546811612,45.1921237068262,57.3942084256636,"sch_sco22_t3_ch4"
250.172745874634,18.981937764036,102.844200353691,1.594900065,3582.85333468238,4.01881647529,0.299544946633785,1.16928607018995,68,737.101986282326,0.361885638640209,31.5318567631004,40.810126576392,"sch_sco22_t3_ch4_27.5"
138.655083851624,12.4273397268357,72.1600877305854,0.833735795,1197.37202633072,4.19716886235885,0.380907016056132,0.763623697395967,44,362.729452511715,0.669103371876703,24.09100379779,33.1142879222267,"sch_sco23_t4_ch4"
554.553240654445,13.1275032556258,NA,1.896271963,122904.153565286,28.3795750051423,NA,14.3210087811145,NA,NA,0.963280351404331,65.1842290046117,54.3938802879548,"sch_sco23_t4_ch4_27.5"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sch_sco24_t4_ch4"
224.159229442124,14.140356946169,NA,2.350848051,4675.34075999917,5.10642873697607,NA,1.94772000161014,NA,NA,3.91191824661488,23.7144388424148,23.6428493241571,"sch_sco24_t4_ch4_27.5"
16182.5951085885,1.7200879517823,NA,0.777352535,70740814.7781048,3.75627073760309,NA,4.44216399423863,NA,NA,2.70036258038431,14.4312177374597,12.4933211902884,"sor_nut18_t1_ch4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sor_nut18_t1_ch4_27.5"
57.0316087057671,33.6115113593867,174.333553914753,1.236203797,7.95302745615056,1.0539486558293,0.557482377704075,1.08871723501261,44,374.443318365496,0.65086883913891,46.7153488575469,60.9718516537414,"sor_nut19_t2_ch4"
673.845932576358,27.4050317187259,138.169316572116,0.781288865,38752.0478328017,7.72878007612615,0.334565251450684,1.60901707315146,76,576.18076673637,0.492651323044391,41.5730204691037,55.7697949704276,"sor_nut19_t2_ch4_27.5"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sor_nut20_t2_ch4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sor_nut20_t2_ch4_27.5"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3525450.79398987,3.49814098249963,34.2995344578169,1.808975616,35926578.570099,0.0754899155501134,0.323563761339097,0.58560617886871,63,1060.89921555513,1.50399756837955,668.851251400779,4.33487733038598,"sor_nut21_t3_ch4_27.5"
43.8372750076272,24.0790881298413,92.1403151529275,0.891425385,23.3235985243746,2.4319582605455,0.242230157737224,0.871141079808351,31,192.960309574678,0.613217089614954,48.9238319784736,40.6213025416187,"43.8372750076272"
310.964068875447,7.46209502869636,NA,1.939717068,18486.4713208143,6.02415046741,NA,4.33559506555335,NA,NA,3.11086654048088,23.9804496343016,7.06313759468317,"sor_nut22_t3_ch4_27.5"
13213490.3188962,5.34283221990903,NA,1.77222317,56386415.7744305,0.103096350479016,NA,1.35261541947425,NA,NA,4.73438856482101,15.7842866088631,5.16069348548727,"sor_nut23_t4_ch4"
257157.412866142,4.36859266861272,40.0501735712606,1.341703064,46466142.3031152,0.157573226364062,0.333553915526625,1.10833028463268,52,1233.0955105141,3.90101381210007,11.6793320740104,5.30759857909886,"sor_nut23_t4_ch4_27.5"
749.293756779322,6.24422586469191,NA,2.893391525,49320.3921328459,3.41633387861837,NA,2.01622147647865,NA,NA,2.32395189897437,19.0352178319256,5.04568013846022,"sor_nut24_t4_ch4"
23720.6264188475,5.35328749982622,NA,2.816650607,44295827.1531118,2.04251684751751,NA,2.17404801140815,NA,NA,3.97190873520073,12.6595735718864,2.58181711987155,"sor_nut24_t4_ch4_27.5"
