"Vcmax","Vpmax","Jmax","Rd0","VcmaxSE","VpmaxSE","JmaxSE","RMSE","trans_pt","ci_trans","emp_RMSE","AmaxLA","VpmaxLA","ID"
586.756020916265,15.0637286773984,NA,0.758144337,91738.0449900969,15.5223879585316,NA,5.38202622831036,NA,NA,1.08209775118528,69.2554817808975,59.7510694901612,"sch_sc02_t1_ch2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1032.37654315294,13.7452853783393,NA,0.66056637,82746.8417746274,4.19149905142975,NA,1.93401982251444,NA,NA,0.903660888583626,29.7004038771824,25.1336481181992,"sch_sco3_t2_ch2"
1115.29319352728,14.4062064835965,NA,1.659671506,102240.751431796,4.12834192710627,NA,1.44973431337053,NA,NA,2.77896586960659,35.1354732491775,54.2480398111667,"sch_sco3_t2_ch2_27.5"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3304.63694802265,4.94557087170114,NA,1.07713128,484878.86761816,1.27486426643448,NA,1.15080035076816,NA,NA,3.73041904027303,11.2232901067038,-0.66784736681446,"sch_sco5_t3_ch2"
13794271.9711021,4.19033858888313,NA,2.291498787,14156184.4400639,0.0334011089553902,NA,0.335758006070943,NA,NA,1.16434679064327,858.212023414353,14.8010924005158,"sch_sco5_t3_ch2_27.5"
113893606.106315,33.9705577620378,178.711971639101,1.303130713,167632048.078937,0.628593734711988,0.748115866858146,1.49578311794386,39,478.567035777297,0.703997904420133,46.1161887959689,47.1998748780852,"sch_sco8_t4_ch2"
7253975.76337531,6.16931405546517,44.5491054749034,2.042284975,28699359.3631027,0.0574290571200727,0.257245887083612,0.43065093728944,61,851.048806842891,1.17845253734136,10.0702313810982,12.9548586783236,"sch_sco8_t4_ch2_27.5"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37.0274723423811,29.484810975608,NA,0.932768002,1.61612152789677,0.623608980083744,NA,0.683021194839048,NA,NA,0.702438186756829,14.8593556749177,20.5645506165236,"sor_nut2_t1_ch2"
23.963324248981,38.7447711125482,NA,1.744100805,0.284207935216196,0.970426684210813,NA,1.17468800273371,NA,NA,1.16099876382925,28.5119430666538,29.4019855836109,"sor_nut2_t1_ch2_27.5"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16667251.7213032,11.0571833016543,NA,1.441557658,23639298.9248382,0.0934962800681728,NA,0.837174348705867,NA,NA,3.52233121403033,18.3593293554036,26.2652986903248,"sor_nut3_t2_ch2_27.5"
2647.26486219134,5.20713661653973,NA,1.138480633,322468.227072898,1.32548121664777,NA,1.03002505991582,NA,NA,1.77570529323592,17.5647963312624,0.413609054639039,"sor_nut5_t3_ch2"
7527619.73987725,8.38359657934593,50.5234647382192,2.004824747,19089877.9790142,0.0896200881316814,0.323302117759952,0.681033665384086,64,614.956289232146,2.3580313597097,13.4169274290378,12.0196162649533,"sor_nut5_t3_ch2_27.5"
19492880.4559972,39.9080416389498,NA,1.668988236,161621766.046956,0.500413344590103,NA,2.62743867213361,NA,NA,1.31726423076804,89.0912030020667,67.5099379001248,"sor_nut6_t3_ch2"
223.574572120344,21.358258181996,102.77202340576,2.184034065,4851.00520989816,7.86341161744666,0.506264848328683,2.1706337636196,73,419.609313236483,1.35231082799266,78.1283216387404,64.5540011965516,"sor_nut6_t3_ch2_27.5"
13237339.9663046,1.44840835672889,33.270821387377,0.873820112,18882511.5451964,0.0728174152905762,0.692310457142627,0.371896982231149,62,979.47407756764,2.0376661470825,361.557575975635,2.1467666427306,"sor_nut7_t4_ch2"
137.596139789287,3.340200946666,26.6217822158346,1.662124784,649.286273931477,0.574980469236052,0.316625299218651,0.368515545444365,45,660.198437362031,0.835430066388097,581.328939184071,12.0598091068112,"sor_nut7_t4_ch2_27.5"
