"Vcmax","Vpmax","Jmax","Rd0","VcmaxSE","VpmaxSE","JmaxSE","RMSE","trans_pt","ci_trans","emp_RMSE","AmaxLA","VpmaxLA","ID"
80.4167560781849,36.5861560411913,182.073799572757,0.957060044,3265.1301866046,75.7041505149409,5.38129766203038,6.60328436833021,6,711.734843506056,1.66571633451739,46.0360868603506,48.6445128681209,"bou_cur10_t1_ch3_27.5"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34.9679624831089,27.1661311275139,NA,1.59993988,1.03427013910465,0.39353225293096,NA,0.669183773631143,NA,NA,0.777689251542373,24.0268892556916,38.6052201365604,"bou_cur11_t3_ch3_27.5"
22.8425386579451,44.2397814592324,NA,2.28758311,0.863551426930156,3.9096056780889,NA,3.15255615194989,NA,NA,0.998878079210003,19.5674772136734,14.1640880999861,"bou_cur12_t2_ch3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.4131114704907,10.8900731763345,41.2570626907997,2.166701516,1.87164887325145,1.19481448094732,0.270099139794897,0.555656702229681,38,380.771513613384,0.576661448844998,21.537975698502,19.1409863769759,"bou_cur13_t3_ch3"
169.797301409125,11.5829247704431,52.4639123815544,1.324099454,7945.37291835777,11.6273883713102,0.369083661661801,0.905295057005792,31,309.440398049536,0.958727771766544,36.0524627471702,28.359779384746,"bou_cur13_t3_ch3_27.5"
19.425220064669,27.1326660503777,NA,1.957527652,0.139318179499797,0.382564253518884,NA,0.442906158397329,NA,NA,0.468323365461564,17.7122837478013,25.957893265094,"bou_cur14_t3_ch3"
25.5322251093746,18.6987877936165,69.8675362299559,1.533706419,3.4602955913369,0.952593552228448,0.187681907116108,0.42193904575797,25,380.473507328072,0.371210465861968,25.3485399151369,26.9729450675952,"bou_cur14_t3_ch3_27.5"
10.3555205323587,8.90535887965938,33.2977830309945,3.742083507,1.66899815035133,2.08733956514524,0.558897581379672,0.860965956054919,34,593.317223702763,1395.21271710866,3.4209052959743,-1.1760515138617,"bou_cur15_t4_ch3"
2871091.67531872,4.44479381013358,32.2874905289354,2.826732626,34785676.5316518,0.103137535135541,0.402641071696349,0.716501448738788,48,517.961409766653,1618.41412792143,12.8180522848377,11.8352496698451,"bou_cur15_t4_ch3_27.5"
23.1627930501313,11.7321548702136,57.3345625486762,1.69586001,2.0992129124642,0.479985239867025,0.286325105750601,0.406344508424607,51,453.519499188148,2.47428866326074,12.1039135694339,10.3649262555778,"bou_cur16_t4_ch3"
461.18728514906,8.6453802261628,NA,1.215607123,19349.893521092,2.97971852847945,NA,1.65796151858213,NA,NA,6.12732421981433,17.8515622006003,9.40375904794876,"bou_cur16_t4_ch3_27.5"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bou_cur9_t1_ch3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bou_cur9_t1_ch3_27.5"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sch_sco10_t1_ch3"
450.711558606036,15.6751921529522,NA,1.944490188,137875.240433483,38.2524617339497,NA,10.9952459182539,NA,NA,0.94416363273069,34.3198785085979,50.4062987060888,"sch_sco10_t1_ch3_27.5"
326.56898320055,30.1268116416192,154.11204638652,2.19192437,8863.93135193708,13.4069896333626,0.19163079426415,1.37590930013223,42,244.470265210837,1.19643005323435,75.9028082506754,77.5806787400232,"sch_sco11_t2_ch3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sch_sco11_t2_ch3_27.5"
28.6216568319141,40.919565338098,NA,2.19192437,0.228965423220998,0.781770759657806,NA,1.02664888870667,NA,NA,0.618068476241582,140.750935362861,59.1574248899326,"sch_sco13_t3_ch3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sch_sco13_t3_ch3_27.5"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sch_sco14_t3_ch3"
