"obs","time","elapsed","date","hhmmss","averaging","id","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd.dt","αVc","Edyn","Hr","Hs","dHs.dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","DarkAdaptedID","Qmax_d","Fo","Fm","Fv.Fm","A_dark","LightAdaptedID","Qmax","Fs","Fm.","PhiPS2","PS2.1","Qabs_fs","A_fs","ETR","PhiCO2","NPQ","alt._Fo.","DarkPulseID","Fmin","Fo.","Fv..Fm.","qP","qN","qP_Fo","qN_Fo","qL","X1.qL","ID","P1_dur","P1_Fmax","T.P1_Fmax","Q.P1_Fmax","P1_PredF","P1_ΔF","P2_dur","P2_ramp","P2_int","P2_int_se","P2_slp","P2_slp_se","P2_R2","P2_dQdt","P3_dur","P3_Fmax","T.P3_Fmax","Q.P3_Fmax","P3_PredF","P3_ΔF","ID.1","Dur","DCo","InitSlope","Fo.1","F1","T.F1","T.HIR","F2","T.F2","DCmax","T.DCmax","PhiPS2_dc","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME.1","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","F_avg","dF.dt","dF_dc.dt","F_dc_avg","period","time.1","hhmmss.1","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2.MN","ΔCO2.SLP","ΔCO2.SD","ΔCO2.OK","ΔH2O.MN","ΔH2O.SLP","ΔH2O.SD","ΔH2O.OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_.","Flow_.","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_des","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","NA.","chamber"
1,1680033046,0,"20230328 14:50:46","14:50:46",5,"sor_nut2_t1_ch2",1680033043,0.00110359186125197,1.10359186125197,11.8047746601966,415.186631823105,122.048096737369,11.1517095193352,37.9361975989323,0.066570616058049,4.01904462800175,0.0659640514443771,0.0412815687765784,321.509617363636,19.925071319399,19.9900909090909,2.34517354021763,38.8987086649028,0.843181981653816,2.16763489224668,1.50199155856381,-48.668401081212,-274.091568720501,-13.6216347891012,-14.8719872271784,11.9925378525108,1.11821511272318,11.8047746601966,423.657125934734,419.106266666666,0.000196371278091384,66.7904897879965,1.10359186125197,8.80469608970957,9.22515405594406,-0.000354004851144476,102.846604330598,0,0,1,0,49671,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",1999.96363636364,1681.16915454545,0.840599860906562,0.160757731549665,1.91,0.5,"0: Broadleaf",2,"True",1680033043,415.186636363636,419.945545454545,9.22807,8.80481727272727,415.827727272727,9.20006636363636,499.957,91.2715818181818,0.0998513909090909,18.7251,19.9900909090909,999.9,0,0,9997.27181818182,0,11.4142,-4.75899909090909,419.053545454545,423.675909090909,0.423253727272727,419.945545454545,8.80481727272727,0.842260545454545,0.803629636363636,4.44022090909091,3.77157727272727,1999.96363636364,0.980006363636364,0.0199932363636364,0,2.0931,0,3528.79090909091,16420.4454545455,37.2043636363636,38.7556363636364,37.8065454545455,37.3293636363636,36.4371818181818,1959.97363636364,39.99,0,1680033023.1,0,2.120176,-0.561846164468752,-4.26307692350651,3528.9984,15,0,"--:--:--",1679690404,1679690384.5,0,-0.271,-0.035,-0.731,0.253,420,24,0.73,0.11,-4.71935024390244,-0.24789324041813,0.0415878400079384,0,0.435269512195122,-0.0611769616724744,0.0138424760141049,1,1,2,"1/2",3.0989,2.75805,0.0887885,0.0895003,0.054343,0.0531089,23549.9,23231.4,26383.3,25842.9,40061,37349.1,46153.8,42675.1,1.925,1.93358,0.0289455,0,19.5089,999.9,38.5,31.6,19.6915,61.4194,28.6939,1,-0.155818,4.0168,20.2309,5.21954,11.98,4.96535,3.27457,9999,9999,9999,964.3,1.86447,1.8605,1.85875,1.8602,1.86021,1.85867,1.85776,1.85272,0,0,0,0,0,"iiiiiiii","off","off","off","off",0,100,100,-0.641,0.028,-0.480066996969884,-0.00026227099153084,-3.43273481685151e-07,1.03151543062043e-10,-0.00320085735571191,-0.005364205560071,0.0010814619677218,-1.4101844758734e-05,2,1978,1,24,5710.7,5711,1.12427,2.61353,1.49658,2.37915,1.54907,2.40967,37.4578,24.0262,18,484.537,505.618,15.08,25.1732,30.0004,25.2734,25.2297,22.6034,50.7923,0,15.0759,419.95,8.81802,100.846,101.246,NA,2
2,1680033051,5,"20230328 14:50:51","14:50:51",5,"sor_nut2_t1_ch2",1680033048.5,0.001093856193566,1.093856193566,12.1707824394473,415.24377313394,110.743640304094,10.1184236340648,37.9399882145774,0.0659732541928957,4.02492894505896,0.06537833655783,0.040914464038584,321.513293,19.931020120038,19.9861111111111,2.3445955884673,38.8563168180127,0.842564523191504,2.1684106785976,1.5020310652758,-48.2390581362608,-272.387608022858,-13.5172816791884,-12.6306548383074,10.9215825676442,1.10150769190941,12.1707824394473,423.764353788348,419.073315151515,-6.91754406795018e-05,66.7904897879965,1.093856193566,8.80457391960697,9.21998405594406,-0.000172505730723452,102.846604330598,0,0,1,0,49970,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",1999.98666666667,1681.1885,0.840599853999027,0.160757718218121,1.91,0.5,"0: Broadleaf",2,"True",1680033048.5,415.243777777778,419.591333333333,9.22166,8.80468888888889,415.885,9.19372555555555,499.909555555556,91.2681222222222,0.0998661,18.7308222222222,19.9861111111111,999.9,0,0,10017.6422222222,0,11.4142,-4.34761222222222,419.108555555556,423.318666666667,0.416972111111111,419.591333333333,8.80468888888889,0.841643444444444,0.803587222222222,4.42975222222222,3.77082666666667,1999.98666666667,0.980006333333333,0.0199932666666667,0,2.12852222222222,0,3528.24444444444,16420.6111111111,37.1803333333333,38.729,37.715,37.3193333333333,36.4444444444444,1959.99666666667,39.99,0,1680033027.9,0,2.1289,0.32447691681301,-4.4238461379342,3528.6888,15,0,"--:--:--",1679690404,1679690384.5,0,-0.271,-0.035,-0.731,0.253,420,24,0.73,0.11,-4.70014341463415,0.16419825783972,0.109653017144208,0,0.432646219512195,-0.133838048780487,0.0136391907751375,1,1,2,"1/2",3.09911,2.75842,0.0887742,0.0891367,0.0543215,0.0531103,23550.1,23240.6,26383.1,25842.8,40061.8,37349.1,46153.6,42675.2,1.92533,1.9332,0.0283495,0,19.5141,999.9,38.5,31.6,19.6919,61.2194,28.7019,1,-0.155795,4.01499,20.2302,5.21624,11.98,4.9649,3.274,9999,9999,9999,964.3,1.86447,1.8605,1.85876,1.8602,1.86021,1.85867,1.85776,1.85272,0,0,0,0,0,"iiiiiiii","off","off","off","off",0,100,100,-0.641,0.0279,-0.480066996969884,-0.00026227099153084,-3.43273481685151e-07,1.03151543062043e-10,-0.00320085735571191,-0.005364205560071,0.0010814619677218,-1.4101844758734e-05,2,1978,1,24,5710.8,5711.1,1.09985,2.61597,1.49658,2.37915,1.54907,2.42188,37.4578,24.0175,18,484.739,505.377,15.0854,25.1748,30.0002,25.2755,25.2304,22.0642,50.7923,0,15.0847,399.904,8.81802,100.845,101.246,NA,2
3,1680033056,10,"20230328 14:50:56","14:50:56",5,"sor_nut2_t1_ch2",1680033053.2,0.00109332981949338,1.09332981949338,11.7500448080784,414.219895471635,119.632913893884,10.9308508377803,37.8472424023509,0.0659128575700022,4.02336278819093,0.0653187944957239,0.0408771743457034,321.5060046,19.9355307778356,19.98915,2.34503688883508,38.8357605818038,0.84232932392911,2.16895281902571,1.50270756490597,-48.2158450396582,-272.073627921165,-13.5074436609648,-12.2909120217875,-3.90892201062758,1.09657144614121,11.7500448080784,417.905236415246,416.472006060606,-0.616073148205135,66.7904897879965,1.09332981949338,8.80356979818689,9.21766937062938,-3.82555485954955e-05,102.846604330598,0,0,1,0,49500,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",1999.941,1681.15014,0.840599867696097,0.160757744653467,1.91,0.5,"0: Broadleaf",2,"True",1680033053.2,414.2199,412.9002,9.21889,8.80386,414.8606,9.190987,499.9983,91.2699,0.10002891,18.73482,19.98915,999.9,0,0,10012.125,0,11.40755,1.31966585,418.074,416.5676,0.4150314,412.9002,8.80386,0.8414071,0.8035273,4.425744,3.769768,1999.941,0.9800056,0.019994,0,2.09555,0,3528.053,16420.23,37.1062,38.6933,37.7748,37.256,36.381,1959.951,39.99,0,1680033033.3,0,2.12123846153846,-0.245360684967056,-3.06837606951103,3528.40961538462,15,0,"--:--:--",1679690404,1679690384.5,0,-0.271,-0.035,-0.731,0.253,420,24,0.73,0.11,-3.3822075375,19.7857248236398,2.59261643784053,0,0.4222928,-0.071290424015011,0.00719406302863688,1,1,2,"1/2",3.09915,2.7581,0.0882763,0.087181,0.0543101,0.0531015,23563,23290.6,26383.1,25843,40061.9,37349.2,46153.3,42675.2,1.92568,1.93303,0.028573,0,19.5178,999.9,38.5,31.6,19.6912,61.5594,28.7179,1,-0.155587,4.00836,20.2304,5.21639,11.98,4.96485,3.27405,9999,9999,9999,964.3,1.86447,1.8605,1.85875,1.8602,1.86021,1.85867,1.85775,1.85272,0,0,0,0,0,"iiiiiiii","off","off","off","off",0,100,100,-0.64,0.0279,-0.480066996969884,-0.00026227099153084,-3.43273481685151e-07,1.03151543062043e-10,-0.00320085735571191,-0.005364205560071,0.0010814619677218,-1.4101844758734e-05,2,1978,1,24,5710.9,5711.2,1.06812,2.61475,1.49658,2.37915,1.54907,2.3999,37.4578,24.0175,18,484.952,505.281,15.0923,25.177,30.0003,25.2771,25.2324,21.4376,50.7923,0,15.0944,386.547,8.81802,100.845,101.246,NA,2
4,1680033061,15,"20230328 14:51:01","14:51:01",5,"sor_nut2_t1_ch2",1680033058.5,0.0010873392130269,1.0873392130269,11.6975620180054,408.155328857396,113.14304354082,10.3378807444404,37.2931554860756,0.065480979912278,4.02847011367057,0.064895375070037,0.0406117870181116,321.509746333333,19.9347026952262,19.9976888888889,2.34627727599706,38.8246538970359,0.842059289267179,2.16887777415955,1.50421798672988,-47.9516592944862,-274.393677848793,-13.6059129813299,-14.4415037912761,-26.8561326781889,1.09200292266217,11.6975620180054,403.885769969778,408.212575757576,-1.75858490225426,66.7904897879965,1.0873392130269,8.80313665313765,9.21506643356644,-5.38621584506266e-05,102.846604330598,0,0,1,0,49770,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",1999.96444444444,1681.16983333333,0.84059986066419,0.160757731081886,1.91,0.5,"0: Broadleaf",2,"True",1680033058.5,408.155333333333,398.067111111111,9.21592666666667,8.80264888888889,408.793,9.18805777777778,500.027777777778,91.2702111111111,0.0997964555555556,18.7342666666667,19.9976888888889,999.9,0,0,10029.45,0,11.3977111111111,10.0881766666667,411.951888888889,401.602444444444,0.413278555555556,398.067111111111,8.80264888888889,0.841139555555556,0.803419555555556,4.42120444444445,3.76786777777778,1999.96444444444,0.980005666666667,0.0199939333333333,0,2.1157,0,3528.39777777778,16420.4444444444,37.0414444444445,38.6594444444444,37.6871111111111,37.2566666666667,36.3676666666667,1959.97444444444,39.99,0,1680033038.1,0,2.12050769230769,-0.668970939787762,1.36307692254322,3528.30653846154,15,0,"--:--:--",1679690404,1679690384.5,0,-0.271,-0.035,-0.731,0.253,420,24,0.73,0.11,0.0565447124999999,55.3803571688555,5.82609371793044,0,0.417446575,-0.0394978198874296,0.00408896624397597,1,1,2,"1/2",3.099,2.75816,0.0868723,0.0846565,0.0542985,0.053091,23599,23354.8,26382.8,25842.7,40062.1,37349,46153.1,42674.8,1.92525,1.93312,0.0292808,0,19.5204,999.9,38.5,31.6,19.6919,61.5394,28.8902,1,-0.155269,4.00963,20.2306,5.21579,11.98,4.96485,3.2739,9999,9999,9999,964.3,1.86447,1.8605,1.85875,1.8602,1.86021,1.85867,1.85776,1.85271,0,0,0,0,0,"iiiiiiii","off","off","off","off",0,100,100,-0.635,0.0279,-0.480066996969884,-0.00026227099153084,-3.43273481685151e-07,1.03151543062043e-10,-0.00320085735571191,-0.005364205560071,0.0010814619677218,-1.4101844758734e-05,2,1978,1,24,5710.9,5711.3,1.03149,2.61353,1.49658,2.37915,1.54785,2.37061,37.4578,24.0175,18,484.722,505.366,15.0999,25.179,30.0002,25.2787,25.2345,20.6874,50.7923,0,15.1005,366.507,8.81802,100.844,101.245,NA,2
5,1680033066,20,"20230328 14:51:06","14:51:06",5,"sor_nut2_t1_ch2",1680033063.2,0.00108606776482591,1.08606776482591,10.4718314886686,398.283195966684,132.74384531952,12.1285319507188,36.3903159207788,0.0653360976881159,4.02102879457011,0.0647520003861054,0.040522043675787,321.505845,19.9435586151642,20.00657,2.34756798537069,38.7980773841003,0.841825659671526,2.16976127795578,1.50574232569917,-47.8955884288225,-274.400113578127,-13.6324887040834,-14.4223457110328,-40.0352488643197,1.09147498425854,10.4718314886686,387.953525152682,396.249333333333,-2.45460055934977,66.7904897879965,1.08606776482591,8.80026158977498,9.21151531468532,-2.44876325925509e-05,102.846604330598,0,0,1,0,49568,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",1999.94,1681.1493,0.84059986799604,0.160757745232357,1.91,0.5,"0: Broadleaf",2,"True",1680033063.2,398.2832,383.1555,9.213578,8.800468,398.916,9.185732,499.9902,91.26776,0.10018193,18.74078,20.00657,999.9,0,0,10004.43,0,11.4142,15.1278,401.9872,386.5575,0.4131101,383.1555,8.800468,0.8409028,0.803199,4.417178,3.763968,1999.94,0.9800053,0.0199943,0,2.08877,0,3528.141,16420.26,37.062,38.6312,37.675,37.2187,36.3246,1959.95,39.99,0,1680033042.9,0,2.07514615384615,-0.369839313592352,0.323418808200301,3528.27076923077,15,0,"--:--:--",1679690404,1679690384.5,0,-0.271,-0.035,-0.731,0.253,420,24,0.73,0.11,4.9345762125,78.715087412758,7.66485897269705,0,0.414885025,-0.0179294071294574,0.00199339101141121,1,1,2,"1/2",3.09916,2.75819,0.0848729,0.0819427,0.0542786,0.0530854,23650.5,23424.1,26382.6,25842.8,40062.3,37348.8,46152.7,42674.7,1.92565,1.93257,0.0283867,0,19.5226,999.9,38.5,31.7,19.8014,61.1894,28.9383,1,-0.153371,4.63785,20.2147,5.21549,11.98,4.9647,3.27397,9999,9999,9999,964.3,1.86447,1.8605,1.85874,1.8602,1.86021,1.85867,1.85775,1.85271,0,0,0,0,0,"iiiiiiii","off","off","off","off",0,100,100,-0.629,0.0278,-0.480066996969884,-0.00026227099153084,-3.43273481685151e-07,1.03151543062043e-10,-0.00320085735571191,-0.005364205560071,0.0010814619677218,-1.4101844758734e-05,2,1978,1,24,5711,5711.4,0.996094,2.62573,1.49658,2.37793,1.54907,2.32544,37.4578,24.0087,18,484.959,505.008,15.0487,25.1806,30.0016,25.2797,25.235,19.9947,50.7923,0,14.9612,353.151,8.81802,100.843,101.245,NA,2
6,1680033071,25,"20230328 14:51:11","14:51:11",5,"sor_nut2_t1_ch2",1680033068.5,0.00108965847946188,1.08965847946188,11.0514693271805,384.209995746881,106.332200897186,9.7152149533393,35.1039728737648,0.0656785415655891,4.0206508554633,0.0650882802966927,0.0407327655142662,321.509569,19.9436728323157,19.9852,2.34446329321357,38.7833153846842,0.84154149066988,2.16985443952584,1.50292180254369,-48.0539389442691,-269.593290155108,-13.3935161098657,-9.53117620924303,-48.6862964757723,1.09059418971758,11.0514693271805,371.476819091841,381.877763636363,-2.91843128662768,66.7904897879965,1.08965847946188,8.79770829207675,9.21021440559441,-1.83948710913932e-05,102.846604330598,0,0,1,0,49614,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",1999.96333333333,1681.1689,0.840599860997452,0.160757731725082,1.91,0.5,"0: Broadleaf",2,"True",1680033068.5,384.21,365.774222222222,9.2106,8.79788222222222,384.836111111111,9.18278333333334,500.063,91.2667111111111,0.0999198,18.7414666666667,19.9852,999.9,0,0,10003.2611111111,0,11.4147111111111,18.4357888888889,387.781888888889,369.020888888889,0.412716555555556,365.774222222222,8.79788222222222,0.840621111111111,0.802953777777778,4.4124,3.75963111111111,1999.96333333333,0.980005444444445,0.0199942555555556,0,2.00331111111111,0,3527.78666666667,16420.4444444444,36.9928888888889,38.583,37.5415555555556,37.1942222222222,36.2776666666667,1959.97333333333,39.99,0,1680033047.7,0,2.05570384615385,-0.342307692294004,-3.04307691167538,3528.14192307692,15,0,"--:--:--",1679690404,1679690384.5,0,-0.271,-0.035,-0.731,0.253,420,24,0.73,0.11,10.5870792125,70.0492276378987,6.9004566386081,0,0.413515825,-0.00943975609756126,0.00133257339174058,1,1,2,"1/2",3.09897,2.75809,0.0824709,0.0791053,0.0542751,0.0530641,23712.1,23496,26382.1,25842.2,40061.8,37348.5,46152.2,42673.7,1.9251,1.9329,0.028722,0,19.5246,999.9,38.5,31.6,19.6907,61.6794,28.9303,1,-0.152332,4.40185,20.2209,5.21549,11.98,4.9647,3.27387,9999,9999,9999,964.3,1.86447,1.8605,1.85874,1.8602,1.86021,1.85867,1.85776,1.85272,0,0,0,0,0,"iiiiiiii","off","off","off","off",0,100,100,-0.623,0.0278,-0.480066996969884,-0.00026227099153084,-3.43273481685151e-07,1.03151543062043e-10,-0.00320085735571191,-0.005364205560071,0.0010814619677218,-1.4101844758734e-05,2,1978,1,24,5711.1,5711.4,0.958252,2.62695,1.49658,2.37793,1.54907,2.34009,37.4578,24.0087,18,484.663,505.238,14.9637,25.1822,30.0011,25.2818,25.2366,19.2252,50.7923,0,14.9601,333.111,8.81822,100.842,101.243,NA,2
7,1680033076,30,"20230328 14:51:16","14:51:16",5,"sor_nut2_t1_ch2",1680033073.2,0.00108407659819511,1.08407659819511,9.87736516534337,370.176096229865,119.343599201898,10.904310362519,33.8226353911736,0.065196356611225,4.02265407439234,0.0646149759062542,0.0404361624135929,321.509037,19.9433954507535,20.00652,2.34756071703106,38.7772898520144,0.841369358963323,2.16974771102941,1.50619135806774,-47.8077779804042,-274.521868204404,-13.6330167149414,-14.45362589975,-52.9272865715734,1.09090696484542,9.87736516534337,354.635091188976,366.434515151515,-3.10614608717168,66.7904897879965,1.08407659819511,8.79584680869392,9.2063479020979,-1.99889697319577e-05,102.846604330598,0,0,1,0,49991,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",1999.96,1681.1661,0.84059986199724,0.160757733654673,1.91,0.5,"0: Broadleaf",2,"True",1680033073.2,370.1761,350.1101,9.208473,8.795542,370.7953,9.18068,499.9492,91.26907,0.09997229,18.74068,20.00652,999.9,0,0,10009.808,0,11.45615,20.06594,373.6165,353.2169,0.4129306,350.1101,8.795542,0.8404485,0.8027609,4.409471,3.756218,1999.96,0.9800053,0.0199943,0,2.06471,0,3526.149,16420.41,36.9435,38.5559,37.5749,37.1623,36.2309,1959.97,39.99,0,1680033053.1,0,2.05248,-0.00746153279592028,-13.0138461622106,3527.2816,15,0,"--:--:--",1679690404,1679690384.5,0,-0.271,-0.035,-0.731,0.253,420,24,0.73,0.11,15.5732156097561,42.5620791637631,4.36512033415002,0,0.413037975609756,-0.00304714285714233,0.00105166635458035,1,1,2,"1/2",3.099,2.75814,0.0798646,0.076225,0.0542589,0.0530557,23779.6,23569.2,26382.3,25841.9,40061.9,37348.3,46151.9,42673.6,1.92495,1.93285,0.0283867,0,19.5259,999.9,38.5,31.7,19.8007,60.8194,28.8101,1,-0.152881,4.28015,20.2239,5.21564,11.98,4.9648,3.27403,9999,9999,9999,964.3,1.86447,1.8605,1.85878,1.8602,1.86021,1.85867,1.85776,1.85272,0,0,0,0,0,"iiiiiiii","off","off","off","off",0,100,100,-0.616,0.0278,-0.480066996969884,-0.00026227099153084,-3.43273481685151e-07,1.03151543062043e-10,-0.00320085735571191,-0.005364205560071,0.0010814619677218,-1.4101844758734e-05,2,1978,1,24,5711.2,5711.5,0.922852,2.62451,1.49658,2.37915,1.54907,2.3877,37.4578,24.0175,18,484.59,505.223,14.9451,25.1833,30.0001,25.2834,25.2387,18.5257,50.7923,0,14.9594,319.754,8.8221,100.842,101.242,NA,2
8,1680033081,35,"20230328 14:51:21","14:51:21",5,"sor_nut2_t1_ch2",1680033078.5,0.00108270111119873,1.08270111119873,9.77207531906537,353.548774030953,105.631283728318,9.65179152535293,32.3046254911324,0.0651678032865733,4.03201650165464,0.0645882651235849,0.0404193051737545,321.509746333333,19.9366253490707,19.9962777777778,2.34607225369906,38.7753838407236,0.841097616126222,2.16915355262806,1.50497463757284,-47.7471190038641,-273.886502247909,-13.5688624058338,-13.6927373242731,-54.7031923415638,1.0857512270191,9.77207531906537,338.02945529983,350.396078787879,-3.21071620640885,66.7904897879965,1.08270111119873,8.79444437345272,9.20442916083917,-1.89772493501263e-05,102.846604330598,0,0,1,0,49610,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",1999.96444444444,1681.16983333333,0.84059986066419,0.160757731081886,1.91,0.5,"0: Broadleaf",2,"True",1680033078.5,353.548777777778,332.796111111111,9.20515333333334,8.79416111111111,354.160222222222,9.17739777777778,499.935333333333,91.2726222222222,0.0998498777777778,18.7363,19.9962777777778,999.9,0,0,10041.2444444444,0,11.475,20.7525444444444,356.833444444444,335.749,0.410992444444444,332.796111111111,8.79416111111111,0.840178444444445,0.802666,4.40488111111111,3.75454111111111,1999.96444444444,0.980005,0.0199946,0,1.99692222222222,0,3523.00111111111,16420.4222222222,36.9303333333333,38.5206666666667,37.5762222222222,37.1108888888889,36.208,1959.97444444444,39.99,0,1680033057.9,0,2.05254,0.111161553085896,-29.8099999724517,3525.5276,15,0,"--:--:--",1679690404,1679690384.5,0,-0.271,-0.035,-0.731,0.253,420,24,0.73,0.11,17.9970682926829,26.5909944250871,2.76281468623179,0,0.412582097560976,-0.00588206968641248,0.00120458756842085,1,1,2,"1/2",3.09918,2.75829,0.0771178,0.0734023,0.0542508,0.0530566,23850.3,23641.2,26382,25841.9,40061.5,37347.9,46151.4,42673.4,1.9254,1.93245,0.0289083,0,19.5272,999.9,38.4,31.6,19.6387,60.8294,28.742,1,-0.153018,4.24382,20.2247,5.21579,11.98,4.9647,3.2739,9999,9999,9999,964.3,1.86447,1.8605,1.85876,1.86021,1.86021,1.85867,1.85776,1.85272,0,0,0,0,0,"iiiiiiii","off","off","off","off",0,100,100,-0.608,0.0278,-0.480066996969884,-0.00026227099153084,-3.43273481685151e-07,1.03151543062043e-10,-0.00320085735571191,-0.005364205560071,0.0010814619677218,-1.4101844758734e-05,2,1978,1,24,5711.3,5711.6,0.88501,2.63062,1.49658,2.37915,1.54907,2.39868,37.4578,24.0175,18,484.86,504.974,14.9424,25.1854,29.9999,25.285,25.2402,17.7408,50.7923,0,14.9518,299.558,8.82759,100.841,101.242,NA,2
