"obs","time","elapsed","date","hhmmss","averaging","id","machine","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd.dt","αVc","Edyn","Hr","Hs","dHs.dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME.1","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time.1","hhmmss.1","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2.MN","ΔCO2.SLP","ΔCO2.SD","ΔCO2.OK","ΔH2O.MN","ΔH2O.SLP","ΔH2O.SD","ΔH2O.OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_.","Flow_.","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_hum","AccCO2_soda","CO2_hrs","AccH2O_des","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","NA.","chamber"
1,1680458025,0,"20230402 12:53:45","12:53:45",5,"pas_smi4_t2_ch2","gibson",1680458017.25,0.00323266463452589,3.23266463452589,15.7788333308557,411.773125410538,294.449565240621,26.3788650528065,36.8895355600222,0.237711251541345,3.73993260608466,0.229625169011042,0.144219318476478,321.5185714,20.282760903075,19.98207,2.3440088604484,48.8461066521321,1.10709424664944,2.26649434832922,1.23691461379896,-142.560510382592,-109.250379420663,-5.85583118293131,63.8518504138141,15.4883187585312,3.23691079467526,15.7788333308557,424.581119973937,416.872872727273,-0.0149232178329456,67.1333394971398,3.23266463452589,10.7985020659807,12.3560987878788,1.40573750435189e-06,128.358155406934,11,2,1,0,48566,2000.012,1681.21042,0.840600166399002,0.160758321150073,2.44,0.5,"0: Broadleaf",2,"True",1680458017.25,411.773133333333,419.979566666667,12.35775,10.7980966666667,410.4722,12.3985666666667,500.140633333333,89.4870233333333,0.100016916666667,19.4402266666667,19.98207,999.9,0,0,10005.8493333333,0,10.2381,-8.20658966666667,416.9253,424.564166666667,1.559657,419.979566666667,10.7980966666667,1.105859,0.966289766666667,8.39114966666667,6.41776233333333,2000.012,0.9799933,0.0200064566666667,0,2.53510333333333,0,4532.53133333333,16705.46,41.3666,43.562,42.562,41.625,40.5,1960.00066666667,40.0113333333333,0,1680458055,0,0,"--:--:--",1680383055.5,1680383051.5,0,-0.261,-0.006,1.377,0.403,420,24,0.61,0.33,-8.20013925,-0.19382600375232,0.0359290905386918,0,1.55696725,0.0253133583489682,0.00550357746720257,1,1,2,"1/2",2.87182,2.71002,0.08899,0.0904932,0.0632316,0.0569912,25558.8,22335.9,25100.4,23912.3,40122.8,37300.6,45347,42622.2,1.78085,1.85637,0.0212304,0,19.6281,999.9,36.021,28.762,15.9662,53.6249,45.6571,1,-0.0822891,4.62848,20.1721,5.23481,11.992,4.957,3.30395,9999,9999,999.9,9999,1.86844,1.86411,1.87172,1.86249,1.86191,1.86844,1.85852,1.86497,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.301,-0.0408,0.710533810232173,0.00197157181927259,-1.54613444728524e-06,6.01190112903267e-10,-0.100309745534137,-0.0164619765348121,0.00184798508784774,-1.07393615702454e-05,1,1970,2,24,1249.5,1249.6,1.04004,2.3645,1.44775,2.31079,1.44409,2.27539,33.8509,24.2976,18,416.532,446.958,14.6862,26.114,29.9999,26.1226,26.0949,20.7964,40.1307,8.85285,14.6911,413.208,10.8589,95.9975,100.236,NA,2
2,1680458030,5,"20230402 12:53:50","12:53:50",5,"pas_smi4_t2_ch2","gibson",1680458022.15517,0.0032299732535505,3.2299732535505,15.4468979301304,411.765406044682,296.634947532136,26.5749259155851,36.8892311957032,0.237524793081502,3.73655816572476,0.229444134777662,0.144105697500995,321.517099137931,20.2851910630616,19.9813,2.34389707891451,48.8394344021565,1.10702261183902,2.26665731368531,1.23687446707549,-142.441820481577,-108.763803531353,-5.83502695336112,64.4764481716399,15.15858818596,3.23382301570377,15.4468979301304,424.497813566633,416.872472727273,0.001434054207719,67.1333394971398,3.2299732535505,10.8023746943962,12.3586896969697,-5.16904915828757e-08,128.358155406934,12,2,1,0,48676,2000.00275862069,1681.20265862069,0.840600169861835,0.160758327833341,2.44,0.5,"0: Broadleaf",2,"True",1680458022.15517,411.765413793103,419.810379310345,12.3568206896552,10.7986482758621,410.464482758621,12.3976551724138,500.138896551724,89.4879586206897,0.100021948275862,19.4413827586207,19.9813,999.9,0,0,9993.16344827586,0,10.2381,-8.04502896551724,416.917103448276,424.393310344828,1.55817724137931,419.810379310345,10.7986482758621,1.10578793103448,0.966349310344827,8.39019896551724,6.41865655172414,2000.00275862069,0.97999324137931,0.0200065172413793,0,2.50711379310345,0,4532.11172413793,16705.3896551724,41.3706551724138,43.5685172413793,42.562,41.625,40.5,1959.99137931034,40.0113793103448,0,1680458059.8,0,0,"--:--:--",1680383055.5,1680383051.5,0,-0.261,-0.006,1.377,0.403,420,24,0.61,0.33,-8.13409853658537,1.08066543554007,0.261468135460658,0,1.55914731707317,-0.0116705226480813,0.00274721324377662,1,1,2,"1/2",2.87169,2.70996,0.0889741,0.0900586,0.0632345,0.0570289,25559.3,22346.4,25100.5,23912.1,40122.9,37298.9,45347.2,42621.9,1.78067,1.85665,0.0211969,0,19.6293,999.9,36.021,28.742,15.9464,53.6649,45.8494,1,-0.0826321,4.62011,20.1723,5.23436,11.9915,4.95695,3.304,9999,9999,999.9,9999,1.86844,1.86412,1.87178,1.86249,1.86192,1.86844,1.85852,1.86499,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.301,-0.0408,0.710533810232173,0.00197157181927259,-1.54613444728524e-06,6.01190112903267e-10,-0.100309745534137,-0.0164619765348121,0.00184798508784774,-1.07393615702454e-05,1,1970,2,24,1249.6,1249.6,1.0144,2.35474,1.44775,2.31079,1.44409,2.38892,33.8509,24.3064,18,416.442,447.125,14.6967,26.1162,30.0001,26.1236,26.0949,20.3058,39.8577,8.47831,14.7072,399.689,10.8589,95.9979,100.235,NA,2
3,1680458035,10,"20230402 12:53:55","12:53:55",5,"pas_smi4_t2_ch2","gibson",1680458027.23214,0.00321213234217058,3.21213234217058,15.065626891021,411.32217100228,298.235920929596,26.7186848231719,36.8499790821211,0.236158230585438,3.73565256682412,0.228166737334892,0.143299686111061,321.515806714286,20.2926994161951,19.9824142857143,2.34405884220019,48.8325814433599,1.10711605993592,2.26716677106256,1.23694278226427,-141.655036289723,-108.234076101633,-5.80815612815869,65.818538194772,10.4848855966656,3.22415365205616,15.065626891021,417.802862166303,413.875254545454,-0.709346407366059,67.1333394971398,3.21213234217058,10.8152277343996,12.3629181818182,2.85263055532875e-06,128.358155406934,11,2,1,0,48616,1999.99464285714,1681.19584285714,0.840600173036178,0.160758333959823,2.44,0.5,"0: Broadleaf",2,"True",1680458027.23214,411.322178571429,417.084392857143,12.3577107142857,10.8041928571429,410.02175,12.3985178571429,500.137,89.4890857142857,0.100004492857143,19.4449964285714,19.9824142857143,999.9,0,0,9989.66214285714,0,10.2381,-5.76216235714286,416.46875,421.639928571429,1.55352392857143,417.084392857143,10.8041928571429,1.10588214285714,0.966857928571429,8.39145142857143,6.42629,1999.99464285714,0.979993178571428,0.0200065821428571,0,2.544025,0,4531.92857142857,16705.3285714286,41.375,43.57325,42.562,41.6382857142857,40.5,1959.98321428571,40.0114285714286,0,1680458065.2,0,0,"--:--:--",1680383055.5,1680383051.5,0,-0.261,-0.006,1.377,0.403,420,24,0.61,0.33,-6.95911615,18.3893643377111,2.44493644793083,0,1.55594025,-0.0488844652908103,0.00576783862790039,1,1,2,"1/2",2.87166,2.71019,0.0883964,0.08794,0.0632548,0.0570374,25575.5,22398.4,25100.5,23912.1,40121.5,37298.6,45346.7,42622,1.7808,1.85635,0.021182,0,19.6313,999.9,35.997,28.762,15.9555,53.8849,46.3822,1,-0.0823958,4.59671,20.1729,5.23421,11.9918,4.95705,3.30393,9999,9999,999.9,9999,1.86844,1.86413,1.87172,1.86249,1.8619,1.86844,1.85851,1.86495,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.297,-0.0406,0.710533810232173,0.00197157181927259,-1.54613444728524e-06,6.01190112903267e-10,-0.100309745534137,-0.0164619765348121,0.00184798508784774,-1.07393615702454e-05,1,1970,2,24,1249.7,1249.7,0.983887,2.34619,1.44775,2.31079,1.44409,2.42432,33.8509,24.3064,18,416.52,446.943,14.7101,26.1162,30,26.1248,26.0949,19.6367,39.8577,8.47831,14.7211,379.543,10.8587,95.9971,100.235,NA,2
4,1680458040,15,"20230402 12:54:00","12:54:00",5,"pas_smi4_t2_ch2","gibson",1680458032.5,0.00324662395428631,3.24662395428631,14.8049254299276,408.691511059543,298.644555785382,26.7557113873831,36.6148717749967,0.238994906663389,3.73251171496364,0.230807224499157,0.144966778039048,321.514730333333,20.2903687765366,19.977662962963,2.34336915038963,48.8335174331607,1.10742469969833,2.26775534081501,1.2359444506913,-143.176116384026,-106.347069606867,-5.71167906356325,66.2798652788768,-0.542389726070071,3.2274160616867,14.8049254299276,402.722196859979,404.909903030303,-1.92175388455759,67.1333394971398,3.24662395428631,10.8006143944179,12.3649363636364,4.79255763867137e-07,128.358155406934,11,2,1,0,48538,1999.98814814815,1681.19036666667,0.840600164667643,0.16075831780855,2.44,0.5,"0: Broadleaf",2,"True",1680458032.5,408.691518518519,409.070407407407,12.360962962963,10.8058851851852,407.393777777778,12.4016851851852,500.139222222222,89.490462962963,0.100024688888889,19.4491703703704,19.977662962963,999.9,0,0,9977.80481481481,0,10.2381,-0.378822444444444,413.806481481482,413.539074074074,1.55508185185185,409.070407407407,10.8058851851852,1.10618888888889,0.967023888888889,8.39555037037037,6.42878074074074,1999.98814814815,0.979993333333333,0.0200064222222222,0,2.54575925925926,0,4532.70555555556,16705.2777777778,41.375,43.5853333333333,42.562,41.6433703703704,40.5,1959.97740740741,40.0107407407407,0,1680458070,0,0,"--:--:--",1680383055.5,1680383051.5,0,-0.261,-0.006,1.377,0.403,420,24,0.61,0.33,-3.48598715,55.4992089906192,5.90190894325822,0,1.55504525,-0.0083546341463477,0.00563823154344515,1,1,2,"1/2",2.87167,2.70998,0.0868366,0.0851583,0.0632619,0.0569986,25618.8,22466.9,25100.1,23912.3,40121.2,37300,45346.7,42622,1.78078,1.85655,0.0210181,0,19.6339,999.9,35.972,28.762,15.9436,54.2549,45.8534,1,-0.0822968,4.58689,20.1731,5.23466,11.9918,4.957,3.304,9999,9999,999.9,9999,1.86844,1.86414,1.87174,1.86249,1.86189,1.86843,1.85852,1.86498,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.288,-0.0406,0.710533810232173,0.00197157181927259,-1.54613444728524e-06,6.01190112903267e-10,-0.100309745534137,-0.0164619765348121,0.00184798508784774,-1.07393615702454e-05,1,1970,2,24,1249.7,1249.8,0.949707,2.36206,1.44775,2.31079,1.44409,2.36938,33.8509,24.3064,18,416.506,447.064,14.7253,26.1162,30.0002,26.1248,26.0949,18.9972,39.8577,8.47831,14.7352,366.067,10.8583,95.9967,100.236,NA,2
5,1680458045,20,"20230402 12:54:05","12:54:05",5,"pas_smi4_t2_ch2","gibson",1680458037.21429,0.003245415989482,3.245415989482,14.0110713165687,402.590171498534,298.017195287045,26.6995323284221,36.0682855520362,0.238797256180799,3.73682140513564,0.230631942425272,0.144855325348978,321.517133357143,20.2956229614908,19.9818464285714,2.34397640391882,48.8213793999157,1.10755678251141,2.2685896959997,1.23641962140742,-143.122845136156,-106.120958333776,-5.693256395012,66.5800734921992,-13.6361456719971,3.23134014686533,14.0110713165687,385.703207579612,391.914236363636,-2.65726066719597,67.1333394971398,3.245415989482,10.799055456753,12.3628521212121,-6.78516107810558e-08,128.358155406934,11,2,1,0,48365,2000.00321428571,1681.20302142857,0.840600159749743,0.160758308317004,2.44,0.5,"0: Broadleaf",2,"True",1680458037.21429,402.590178571429,396.572071428571,12.362425,10.8054107142857,401.298714285714,12.4031107142857,500.123785714286,89.4906071428571,0.0999693428571428,19.4550857142857,19.9818464285714,999.9,0,0,9993.84892857143,0,10.2381,6.01818264285714,407.629464285714,400.904,1.55701,396.572071428571,10.8054107142857,1.10632071428571,0.966983107142857,8.39731,6.42816928571429,2000.00321428571,0.9799935,0.02000625,0,2.58396071428571,0,4534.18678571429,16705.4035714286,41.375,43.5845,42.562,41.6626428571428,40.5,1959.9925,40.0107142857143,0,1680458074.8,0,0,"--:--:--",1680383055.5,1680383051.5,0,-0.261,-0.006,1.377,0.403,420,24,0.61,0.33,2.6626601,83.1632932007505,8.08665687761957,0,1.5572945,0.0380141088180111,0.00715323526454987,1,1,2,"1/2",2.8717,2.71037,0.0846202,0.0823164,0.0632565,0.0569918,25680.9,22536.8,25100,23912.4,40121.1,37300.4,45346.4,42622.2,1.78072,1.8565,0.0208989,0,19.636,999.9,35.948,28.762,15.9338,54.2349,45.6851,1,-0.0826524,4.5855,20.1731,5.23421,11.992,4.9569,3.304,9999,9999,999.9,9999,1.86844,1.86413,1.87175,1.86249,1.86193,1.86844,1.85852,1.86501,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.274,-0.0407,0.710533810232173,0.00197157181927259,-1.54613444728524e-06,6.01190112903267e-10,-0.100309745534137,-0.0164619765348121,0.00184798508784774,-1.07393615702454e-05,1,1970,2,24,1249.8,1249.9,0.917969,2.37793,1.44897,2.31079,1.44409,2.28271,33.8735,24.2976,18,416.479,447.034,14.7391,26.1172,30,26.1248,26.0949,18.2958,39.8577,8.47831,14.7466,345.932,10.8553,95.9962,100.236,NA,2
6,1680458050,25,"20230402 12:54:10","12:54:10",5,"pas_smi4_t2_ch2","gibson",1680458042.5,0.00325659518972602,3.25659518972603,13.3878211548094,391.56006735562,291.872767497487,26.1487692777062,35.0797162319482,0.239825203416651,3.73760151362879,0.231592399560794,0.145461389933193,321.513763111111,20.2949427449616,19.9770259259259,2.34327669298091,48.824502809023,1.1077533752886,2.26884722128472,1.23552331769232,-143.615847866918,-104.803953223199,-5.62134078640275,67.4726212345918,-25.9876591516921,3.24700620093202,13.3878211548094,368.700723389293,376.986187878788,-3.01517327592477,67.1333394971398,3.25659518972603,10.7987119876195,12.3678606060606,7.99819549003286e-07,128.358155406934,12,2,1,0,48637,1999.98222222222,1681.18537777778,0.840600160890319,0.160758310518316,2.44,0.5,"0: Broadleaf",2,"True",1680458042.5,391.560074074074,379.501666666667,12.3647518518519,10.8002111111111,390.280037037037,12.4053814814815,500.129703703704,89.4896851851852,0.0999312148148148,19.4569111111111,19.9770259259259,999.9,0,0,9996.86,0,10.2381,12.0583666666667,396.462296296296,383.645111111111,1.56453592592593,379.501666666667,10.8002111111111,1.10651666666667,0.966507592592593,8.39992703703704,6.42103185185185,1999.98222222222,0.979993444444444,0.0200063074074074,0,2.58928148148148,0,4535.42333333333,16705.2259259259,41.375,43.5946666666667,42.562,41.6709259259259,40.5,1959.97185185185,40.0103703703704,0,1680458080.2,0,0,"--:--:--",1680383055.5,1680383051.5,0,-0.261,-0.006,1.377,0.403,420,24,0.61,0.33,7.3293936,73.6226373208255,7.27613699137894,0,1.5590335,0.0746318949343321,0.00829144937571229,1,1,2,"1/2",2.87156,2.71054,0.0820669,0.0793841,0.0632692,0.0569926,25752.5,22608.6,25099.9,23912.2,40120.5,37299.9,45346.4,42621.7,1.7806,1.85632,0.0193082,0,19.639,999.9,35.972,28.742,15.9268,54.1249,46.0657,1,-0.0821418,4.56626,20.1736,5.23406,11.992,4.9569,3.30393,9999,9999,999.9,9999,1.86844,1.8641,1.87174,1.86249,1.8619,1.86844,1.85852,1.86497,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.258,-0.0406,0.710533810232173,0.00197157181927259,-1.54613444728524e-06,6.01190112903267e-10,-0.100309745534137,-0.0164619765348121,0.00184798508784774,-1.07393615702454e-05,1,1970,2,24,1249.9,1250,0.881348,2.37671,1.44775,2.31079,1.44409,2.28882,33.8509,24.2976,18,416.41,446.927,14.7515,26.1184,30.0001,26.1248,26.0949,17.6545,39.8577,8.47831,14.7639,332.531,10.8544,95.9961,100.235,NA,2
7,1680458055,30,"20230402 12:54:15","12:54:15",5,"pas_smi4_t2_ch2","gibson",1680458047.21429,0.00325195962743783,3.25195962743783,13.2470779998628,378.682386197155,280.122579667153,25.0954727740663,33.925196334123,0.239502228868425,3.74091966704878,0.231298190639387,0.145275057649157,321.515521714286,20.2978346367937,19.9759464285714,2.34312002567054,48.8192661760068,1.10781559834008,2.26921804671562,1.23530442733046,-143.411419570008,-104.149230681565,-5.58131292726595,68.3735585354465,-31.8807934200208,3.25108517655861,13.2470779998628,351.925442438016,361.109460606061,-3.18318176266033,67.1333394971398,3.25195962743783,10.8001002083123,12.3670363636364,-2.72578224535491e-07,128.358155406934,12,2,1,0,48487,1999.99285714286,1681.19434285714,0.840600173572049,0.160758334994054,2.44,0.5,"0: Broadleaf",2,"True",1680458047.21429,378.682392857143,363.729142857143,12.3657428571429,10.7992285714286,377.415928571428,12.4063571428571,500.126607142857,89.4875428571429,0.0999256142857143,19.4595392857143,19.9759464285714,999.9,0,0,10009.4725,0,10.2381,14.9532285714286,383.42375,367.700035714286,1.5665125,363.729142857143,10.7992285714286,1.10657928571429,0.966396535714286,8.40076,6.41936571428572,1999.99285714286,0.979993285714286,0.0200064714285714,0,2.60340357142857,0,4534.96,16705.3142857143,41.375,43.60475,42.562,41.6847857142857,40.5,1959.98142857143,40.0114285714286,0,1680458085,0,0,"--:--:--",1680383055.5,1680383051.5,0,-0.261,-0.006,1.377,0.403,420,24,0.61,0.33,13.064554,38.018223489681,3.87672431924673,0,1.565107,0.0299702814258888,0.00351362149355904,1,1,2,"1/2",2.87177,2.71033,0.0793179,0.076428,0.0632633,0.0569966,25829.4,22681.6,25099.8,23912.7,40120.4,37300.2,45346.1,42622.4,1.78067,1.85595,0.0208467,0,19.6424,999.9,35.924,28.762,15.9235,54.2249,45.8694,1,-0.0827261,4.52341,20.1748,5.23406,11.992,4.957,3.30395,9999,9999,999.9,9999,1.86844,1.8641,1.87177,1.86249,1.8619,1.86844,1.85852,1.86498,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.241,-0.0406,0.710533810232173,0.00197157181927259,-1.54613444728524e-06,6.01190112903267e-10,-0.100309745534137,-0.0164619765348121,0.00184798508784774,-1.07393615702454e-05,1,1970,2,24,1250,1250.1,0.849609,2.35718,1.44775,2.31079,1.44409,2.41821,33.8735,24.3064,18,416.451,446.713,14.7683,26.1184,30.0001,26.1248,26.0966,16.9445,39.8577,8.10338,14.7882,312.35,10.8557,95.9954,100.237,NA,2
8,1680458060,35,"20230402 12:54:20","12:54:20",5,"pas_smi4_t2_ch2","gibson",1680458052.5,0.00327039868147218,3.27039868147218,12.6607730350827,362.766808431197,269.021038910161,24.1005671617885,32.4988925255893,0.240863247751673,3.73950780333514,0.232564424099443,0.146074560766901,321.517825555556,20.2993275684272,19.9781444444444,2.34343903311028,48.8084431482304,1.10791527179259,2.26992544799651,1.23552376131769,-144.224581852923,-103.542498069016,-5.55109841241192,68.1996472212045,-35.4570402546512,3.25635112470142,12.6607730350827,334.947214564353,344.833787878788,-3.26704079415195,67.1333394971398,3.27039868147218,10.7913199374141,12.3671109090909,-2.925118075488e-08,128.358155406934,12,2,1,0,48372,2000.00740740741,1681.20655555556,0.840600164443835,0.160758317376602,2.44,0.5,"0: Broadleaf",2,"True",1680458052.5,362.766814814815,346.044777777778,12.3670333333333,10.7980111111111,361.517444444444,12.4076111111111,500.135333333333,89.4862148148148,0.0999649851851852,19.4645518518519,19.9781444444444,999.9,0,0,10004.3555555556,0,10.2381,16.7219222222222,367.30937037037,349.82237037037,1.56902555555556,346.044777777778,10.7980111111111,1.10667851851852,0.966272555555556,8.4020762962963,6.41750259259259,2000.00740740741,0.979993555555556,0.0200061925925926,0,2.55958518518518,0,4533.2237037037,16705.4296296296,41.375,43.6203333333333,42.562,41.687,40.5,1959.9962962963,40.0111111111111,0,1680458089.8,0,0,"--:--:--",1680383055.5,1680383051.5,0,-0.261,-0.006,1.377,0.403,420,24,0.61,0.33,15.28233725,22.1725946341463,2.24418171931663,0,1.56684625,0.0162048405253272,0.00234639264350621,1,1,2,"1/2",2.87171,2.71038,0.0764495,0.0733964,0.0632676,0.0569174,25910.2,22756,25100.2,23912.7,40120.5,37303.3,45346.5,42622.4,1.78058,1.85595,0.0215285,0,19.648,999.9,35.924,28.762,15.9234,54.4449,45.8093,1,-0.0827033,4.52202,20.1748,5.23496,11.992,4.9571,3.304,9999,9999,999.9,9999,1.86844,1.86411,1.87176,1.86249,1.86192,1.86843,1.85852,1.86498,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.223,-0.0406,0.710533810232173,0.00197157181927259,-1.54613444728524e-06,6.01190112903267e-10,-0.100309745534137,-0.0164619765348121,0.00184798508784774,-1.07393615702454e-05,1,1970,2,24,1250.1,1250.1,0.814209,2.37061,1.44775,2.31079,1.44409,2.40479,33.8735,24.3064,18,416.396,446.718,14.7907,26.1184,30.0001,26.1248,26.0971,16.2921,39.5732,8.10338,14.7963,298.957,10.8485,95.9964,100.237,NA,2
9,1680458065,40,"20230402 12:54:25","12:54:25",5,"pas_smi4_t2_ch2","gibson",1680458057.21429,0.00330132895826271,3.30132895826271,11.8224310017386,347.843279750613,260.751545472971,23.3596407893058,31.1618251435852,0.242921817660143,3.73603892028029,0.234475665562787,0.147281679120395,321.518009035714,20.3003848433154,19.9885571428571,2.34495078978731,48.788333537567,1.10792382258658,2.27087859382095,1.23702696720073,-145.588607059385,-104.183833429843,-5.59115943270704,66.1544091137785,-37.0104315458732,3.27283469845516,11.8224310017386,318.140132977051,328.455018181818,-3.27014656147267,67.1333394971398,3.30132895826271,10.7753480135005,12.3660436363636,-1.14435836118679e-06,128.358155406934,12,2,1,0,48412,2000.00857142857,1681.20753214286,0.840600163499299,0.160758315553648,2.44,0.5,"0: Broadleaf",2,"True",1680458057.21429,347.843285714286,330.342607142857,12.3671785714286,10.790225,346.610428571429,12.4077535714286,500.13875,89.4857142857143,0.100104839285714,19.4713035714286,19.9885571428571,999.9,0,0,9991.47857142857,0,10.2381,17.5006928571429,352.198964285714,333.946178571429,1.57695428571429,330.342607142857,10.790225,1.10668535714286,0.965570571428571,8.40216714285714,6.40695107142857,2000.00857142857,0.979993607142857,0.0200061392857143,0,2.500925,0,4531.04964285714,16705.4321428571,41.375,43.625,42.562,41.687,40.5,1959.9975,40.0110714285714,0,1680458095.2,0,0,"--:--:--",1680383055.5,1680383051.5,0,-0.261,-0.006,1.377,0.403,420,24,0.61,0.33,17.012715,10.3771362101313,1.04031809595671,0,1.5746385,0.0889395872420255,0.010716821018847,1,1,2,"1/2",2.87168,2.71008,0.0735049,0.0703521,0.0632584,0.0569175,25992.6,22830.6,25099.9,23912.5,40121,37303.2,45346.6,42622.3,1.78055,1.8558,0.020802,0,19.6523,999.9,35.924,28.762,15.9257,54.9349,45.4888,1,-0.0820986,4.76031,20.1681,5.23466,11.992,4.957,3.30395,9999,9999,999.9,9999,1.86844,1.86413,1.87178,1.86249,1.86191,1.86843,1.85852,1.86497,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.204,-0.0406,0.710533810232173,0.00197157181927259,-1.54613444728524e-06,6.01190112903267e-10,-0.100309745534137,-0.0164619765348121,0.00184798508784774,-1.07393615702454e-05,1,1970,2,24,1250.2,1250.2,0.783691,2.3877,1.44775,2.31079,1.44409,2.29736,33.8735,24.2976,18,416.383,446.627,14.7982,26.1184,30.0003,26.1248,26.0971,15.6686,39.5732,8.10338,14.7097,285.533,10.8537,95.9964,100.236,NA,2
