"obs","time","elapsed","date","hhmmss","averaging","id","machine","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd.dt","αVc","Edyn","Hr","Hs","dHs.dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME.1","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time.1","hhmmss.1","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2.MN","ΔCO2.SLP","ΔCO2.SD","ΔCO2.OK","ΔH2O.MN","ΔH2O.SLP","ΔH2O.SD","ΔH2O.OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_.","Flow_.","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","CO2_hrs","AccCO2_soda","AccH2O_des","AccH2O_hum","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","NA.","chamber"
1,1679675786,0,"20230324 11:36:26","11:36:26",5,"pas_smi1_t1_ch2","gibson",1679675778.25,0.00262530790261317,2.62530790261317,15.4684598947534,414.644461405685,246.25058859221,22.0976939730885,37.2087899085282,0.158066964631538,4.08908813093739,0.154749268613418,0.0970105747946478,321.5187711,20.0097516374075,19.9854266666667,2.34449620508008,38.2231332052613,0.849212843130981,2.22172483498577,1.4952833619491,-115.776078505241,-190.820846086352,-9.33949781129404,5.58234869711379,15.3334870172772,2.79202516040887,15.4684598947534,423.660146365733,418.525175757575,-0.00263521724526997,67.1595508553919,2.62530790261317,8.51311262265375,9.43022806060606,-0.00604829956307128,132.307516340133,0,0,1,0,48432,2000.017,1681.21431,0.840600009899916,0.160758019106838,1.65,0.5,"0: Broadleaf",2,"True",1679675778.25,414.644466666667,420.085933333333,9.463393,8.55084866666667,413.782966666667,9.55767533333333,500.057366666667,89.6364833333333,0.100130493333333,19.1198333333333,19.9854266666667,999.9,0,0,10016.8656666667,0,10.405,-5.441441,418.605833333333,423.709,0.9125438,420.085933333333,8.55084866666667,0.848265233333333,0.7664679,4.54168933333333,3.100869,2000.017,0.9799996,0.02000026,0,2.54782666666667,0,4181.17033333333,16705.55,41.6787333333333,43.8791333333333,42.8832666666667,41.812,40.75,1960.016,40.001,0,1679675809.1,0,0,"--:--:--",1679625012.1,1679625005.1,0,-0.352,-0.006,1.199,0.413,420,24,0.5,0.33,-5.45187725,0.0809150093808782,0.0728125132785395,1,0.898731,0.312488735459661,0.0331474521200348,0,1,2,"1/2",2.87512,2.71007,0.0897283,0.0907204,0.0516953,0.0475766,25593.4,22351.6,25153.6,23933.8,40708.6,37707.9,45443,42658.9,1.8058,1.85795,0.0417903,0,19.3124,999.9,54.004,27.724,22.4969,54.5302,41.7949,1,-0.114924,4.75214,20.1848,5.23526,11.992,4.9569,3.30395,999.9,9999,9999,9999,1.86812,1.86371,1.87148,1.86207,1.86157,1.86812,1.85816,1.86468,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.862,-0.0948,0.580422814240856,0.000790943657573526,-3.34546041551085e-07,1.56763483704715e-10,-0.061087346971165,-0.0255734245019284,0.00259051017390109,-2.9106874160511e-05,1,2291,1,25,846.2,846.3,1.03516,2.3645,1.44775,2.31934,1.44409,2.323,32.377,15.2528,18,428.042,445.231,14.1743,25.7436,29.9999,25.7978,25.7665,20.6919,73.6427,0,14.1658,413.324,8.4844,96.2008,100.324,NA,2
2,1679675791,5,"20230324 11:36:31","11:36:31",5,"pas_smi1_t1_ch2","gibson",1679675783.15517,0.00273370925544281,2.73370925544281,15.3218267486635,414.639960303426,253.669675436397,22.7639700279277,37.2092234221152,0.164463621598673,4.08072015763723,0.160868070380251,0.100859042899977,321.518631413793,19.9978608319273,19.9918793103448,2.34543329496437,38.1332916149049,0.847591419150981,2.22270720217525,1.49784187581339,-120.556578165028,-190.289952085503,-9.33326029310334,1.33884087015929,14.7759693951221,2.8251250724593,15.3218267486635,423.633681998493,418.536721212121,-0.000454441165930778,67.1595508553919,2.73370925544281,8.51172054822339,9.41661048484848,-0.00116177948238125,132.307516340133,0,0,1,0,48542,2000.01586206897,1681.21337586207,0.840600021103281,0.160758040729332,1.65,0.5,"0: Broadleaf",2,"True",1679675783.15517,414.639965517241,419.902137931034,9.44511172413793,8.52170724137931,413.778551724138,9.53968034482759,500.043965517241,89.6385344827586,0.100098993103448,19.126924137931,19.9918793103448,999.9,0,0,9988.98137931035,0,10.405,-5.26209034482758,418.593655172414,423.511068965517,0.923403551724138,419.902137931034,8.52170724137931,0.846646,0.763873379310345,4.51437413793103,3.05308413793103,2000.01586206897,0.97999924137931,0.0200005379310345,0,2.55779655172414,0,4180.27275862069,16705.5413793103,41.678448275862,43.875,42.8835517241379,41.812,40.75,1960.01413793103,40.001724137931,0,1679675813.9,0,0,"--:--:--",1679625012.1,1679625005.1,0,-0.352,-0.006,1.199,0.413,420,24,0.5,0.33,-5.37094,1.27664090592335,0.2803064836663,0,0.909590951219512,0.154980878048781,0.0255223772040138,0,0,2,"0/2",2.87497,2.70999,0.089714,0.0902675,0.0516363,0.0475734,25593.9,22362.8,25153.7,23933.9,40711.1,37708.1,45442.9,42658.9,1.80572,1.85795,0.0413656,0,19.3146,999.9,54.004,27.744,22.5222,54.8102,42.0072,1,-0.114342,4.81032,20.1831,5.23556,11.992,4.957,3.30393,999.9,9999,9999,9999,1.86813,1.86371,1.87148,1.86207,1.86157,1.86811,1.85815,1.8647,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.861,-0.095,0.580422814240856,0.000790943657573526,-3.34546041551085e-07,1.56763483704715e-10,-0.061087346971165,-0.0255734245019284,0.00259051017390109,-2.9106874160511e-05,1,2291,1,25,846.3,846.4,1.00952,2.35718,1.44775,2.31934,1.44409,2.3999,32.3549,15.2615,18,427.987,445.217,14.1765,25.7426,30.0003,25.7961,25.7647,20.1958,73.6427,0,14.1675,399.78,8.4844,96.2008,100.324,NA,2
3,1679675796,10,"20230324 11:36:36","11:36:36",5,"pas_smi1_t1_ch2","gibson",1679675788.23214,0.00273271985362598,2.73271985362598,14.9538163734269,414.169709194372,256.51595550305,23.019570834069,37.167313586512,0.164146277509812,4.07406983268352,0.160558716672082,0.100664995393833,321.516196714286,20.0034941888731,19.9961392857143,2.34605213284031,38.0450360452242,0.845845970496215,2.22327551350131,1.50020616234409,-120.512945544906,-190.01478554645,-9.3353773767819,1.65308824614846,7.72057446764461,2.79506140168424,14.9538163734269,416.614808657626,415.365096969697,-0.752267380405635,67.1595508553919,2.73271985362598,8.51107469995261,9.40838848484848,-0.00041614182322086,132.307516340133,0,0,1,0,48623,2000.00071428571,1681.20064285714,0.840600021214278,0.160758040943557,1.65,0.5,"0: Broadleaf",2,"True",1679675788.23214,414.169714285714,417.099321428571,9.42558785714286,8.51197392857143,413.308535714286,9.52046142857143,500.034178571429,89.6392428571429,0.100090467857143,19.131025,19.9961392857143,999.9,0,0,9966.94142857143,0,10.405,-2.92958064285714,418.110607142857,420.680107142857,0.913613357142857,417.099321428571,8.51197392857143,0.844902607142857,0.763006928571429,4.48493821428572,3.03708571428571,2000.00071428571,0.979999142857143,0.0200006142857143,0,2.62053214285714,0,4179.62392857143,16705.4142857143,41.6759285714286,43.875,42.875,41.812,40.75,1959.99928571429,40.0014285714286,0,1679675818.7,0,0,"--:--:--",1679625012.1,1679625005.1,0,-0.352,-0.006,1.199,0.413,420,24,0.5,0.33,-3.61279245,25.6084404202627,3.22585648226372,0,0.917455975,-0.120048484052533,0.0150795376943186,0,0,2,"0/2",2.87493,2.71008,0.0891015,0.0880795,0.0516078,0.0475705,25610.9,22416.4,25153.5,23933.8,40712.3,37707.9,45442.9,42658.7,1.80558,1.8581,0.0405125,0,19.3167,999.9,54.004,27.724,22.4975,55.3002,42.1755,1,-0.114502,4.82706,20.1824,5.23646,11.992,4.9572,3.304,999.9,9999,9999,9999,1.8681,1.86371,1.87147,1.86207,1.86157,1.86811,1.85815,1.86473,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.86,-0.0951,0.580422814240856,0.000790943657573526,-3.34546041551085e-07,1.56763483704715e-10,-0.061087346971165,-0.0255734245019284,0.00259051017390109,-2.9106874160511e-05,1,2291,1,25,846.4,846.5,0.979004,2.37305,1.44897,2.31934,1.44409,2.34131,32.377,15.244,18,427.889,445.296,14.1742,25.742,30.0001,25.7942,25.7632,19.5282,73.6427,0,14.1721,379.455,8.4844,96.2005,100.323,NA,2
4,1679675801,15,"20230324 11:36:41","11:36:41",5,"pas_smi1_t1_ch2","gibson",1679675793.5,0.00273874750062903,2.73874750062903,13.3037814195623,411.467588072365,270.315682432095,24.2576117770296,36.9243135303387,0.16447690420317,4.07802046689438,0.160878454475592,0.100865783348892,321.517149777778,20.0002375061288,19.9905888888889,2.34524586631729,37.9976410474973,0.844723641658554,2.22309495634912,1.50052222465874,-120.77876477774,-189.265186234463,-9.28921506783096,2.18398369774422,-8.77432436482763,2.76078462238286,13.3037814195623,401.333449431258,406.394412121212,-1.91515196945884,67.1595508553919,2.73874750062903,8.50987293537647,9.40519199999999,-6.99618758204891e-06,132.307516340133,0,0,1,0,48659,2000.00666666667,1681.20564444444,0.840600020222155,0.160758039028759,1.65,0.5,"0: Broadleaf",2,"True",1679675793.5,411.467592592593,408.947037037037,9.41321222222222,8.51076518518519,410.608037037037,9.50827814814815,500.019888888889,89.6380851851852,0.100000148148148,19.1297222222222,19.9905888888889,999.9,0,0,9980.11444444444,0,10.405,2.52052748148148,415.377555555556,412.457333333333,0.90244762962963,408.947037037037,8.51076518518519,0.843782407407407,0.76288862962963,4.46599888888889,3.03489740740741,2000.00666666667,0.979999185185185,0.0200005814814815,0,2.65629259259259,0,4180.30666666667,16705.4518518519,41.6801111111111,43.875,42.875,41.812,40.75,1960.00518518519,40.0014814814815,0,1679675824.1,0,0,"--:--:--",1679625012.1,1679625005.1,0,-0.352,-0.006,1.199,0.413,420,24,0.5,0.33,-0.6345172,56.3239504165103,5.98538315233591,0,0.911780275,-0.143756724202628,0.0146797519784694,0,0,2,"0/2",2.87499,2.71032,0.087534,0.0852778,0.0515879,0.0475633,25655.3,22485.1,25153.8,23933.6,40713.4,37708.3,45443.1,42658.9,1.80588,1.8578,0.0406839,0,19.3184,999.9,54.004,27.724,22.4987,55.5202,42.2155,1,-0.114482,4.81062,20.1829,5.23586,11.992,4.95715,3.304,999.9,9999,9999,9999,1.86812,1.86371,1.87146,1.86208,1.86157,1.8681,1.85819,1.86472,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.854,-0.0952,0.580422814240856,0.000790943657573526,-3.34546041551085e-07,1.56763483704715e-10,-0.061087346971165,-0.0255734245019284,0.00259051017390109,-2.9106874160511e-05,1,2291,1,25,846.5,846.6,0.943604,2.37549,1.44775,2.31934,1.44409,2.29736,32.3549,15.2528,18,428.044,445.097,14.174,25.7404,30.0001,25.7923,25.7611,18.8908,73.6427,0,14.183,366.033,8.48782,96.2013,100.323,NA,2
5,1679675806,20,"20230324 11:36:46","11:36:46",5,"pas_smi1_t1_ch2","gibson",1679675798.21429,0.00271660980215243,2.71660980215243,13.6975349499934,405.235459636442,259.264878901741,23.2654632209412,36.3643186918734,0.163069170244759,4.08346752139714,0.159535949371459,0.100021038096246,321.510776678571,19.9997281525943,19.9889357142857,2.34500576837767,37.9786254235,0.844111212044339,2.2225954800408,1.50089455633333,-119.802492274922,-189.947540207022,-9.31001858874991,2.4507256078779,-28.320808800345,2.74261441236014,13.6975349499934,384.115279351797,393.097836363636,-2.7331345895967,67.1595508553919,2.71660980215243,8.50962212885041,9.39917769696969,-0.000157312497918916,132.307516340133,0,0,1,0,48620,1999.96714285714,1681.17241071429,0.840600015214536,0.160758029364054,1.65,0.5,"0: Broadleaf",2,"True",1679675798.21429,405.235464285714,396.256714285714,9.40657785714286,8.51006392857143,404.379571428571,9.50174642857143,500.019678571428,89.6363107142857,0.0999594642857143,19.1261178571429,19.9889357142857,999.9,0,0,9998.30642857143,0,10.405,8.97865257142857,409.083428571429,399.657857142857,0.896514392857143,396.256714285714,8.51006392857143,0.843170928571429,0.762810607142857,4.45564607142857,3.033455,1999.96714285714,0.979999142857143,0.0200006142857143,0,2.59708571428571,0,4182.8575,16705.1178571429,41.6759285714286,43.875,42.875,41.812,40.75,1959.96678571429,40.0003571428571,0,1679675828.9,0,0,"--:--:--",1679625012.1,1679625005.1,0,-0.352,-0.006,1.199,0.413,420,24,0.5,0.33,5.5806673,83.9143082251407,8.16161165675249,0,0.8999649,-0.0723557448405293,0.00727175276601178,1,1,2,"1/2",2.87503,2.71033,0.0852713,0.0824447,0.0515687,0.0475615,25718.7,22554.9,25153.6,23933.8,40713.9,37708.6,45442.8,42659.3,1.8058,1.85772,0.0387616,0,19.3184,999.9,53.98,27.724,22.4879,55.2602,41.871,1,-0.114596,4.77502,20.1841,5.23586,11.992,4.9571,3.30395,999.9,9999,9999,9999,1.86812,1.86371,1.87144,1.86209,1.86157,1.86813,1.85818,1.86473,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.846,-0.0953,0.580422814240856,0.000790943657573526,-3.34546041551085e-07,1.56763483704715e-10,-0.061087346971165,-0.0255734245019284,0.00259051017390109,-2.9106874160511e-05,1,2291,1,25,846.6,846.7,0.913086,2.36206,1.44775,2.31934,1.44409,2.38892,32.377,15.2528,18,427.989,445.036,14.1802,25.7402,30,25.7906,25.7592,18.2902,73.6427,0,14.1887,345.961,8.48664,96.2007,100.324,NA,2
6,1679675810.5,24.5,"20230324 11:36:50","11:36:50",5,"pas_smi1_t1_ch2","gibson",1679675802.66071,0.0027236316447314,2.7236316447314,13.0729029750527,395.992602721425,256.899229626251,23.0527342243909,35.5342140910376,0.163660641177561,4.08719796883778,0.160105216307775,0.100378767815801,321.514595678571,19.993717447973,19.9763464285714,2.343178076548,37.9723621159159,0.843765323798104,2.22205118876301,1.49941275274989,-120.112155532655,-188.212686703253,-9.21578640341604,3.97396703924778,-43.3989029050508,2.7330191263066,13.0729029750527,369.389088225108,379.769612121212,-2.97336918713819,67.1595508553919,2.7236316447314,8.50904772964809,9.39937793939394,-2.33340439426107e-06,132.307516340133,0,0,1,0,48733,1999.99107142857,1681.19251071429,0.84060000803575,0.160758015508998,1.65,0.5,"0: Broadleaf",2,"True",1679675802.66071,395.992607142857,382.028785714286,9.40290464285714,8.50953178571429,395.142214285714,9.49813035714286,500.024071428571,89.6346178571429,0.09992225,19.1221892857143,19.9763464285714,999.9,0,0,10010.825,0,10.405,13.9637153571429,399.751357142857,385.307642857143,0.893373214285714,382.028785714286,8.50953178571429,0.842825892857143,0.762748607142857,4.44980035714286,3.03230714285714,1999.99107142857,0.979999428571428,0.0200003928571429,0,2.54815,0,4186.86107142857,16705.3214285714,41.6737142857143,43.8794285714286,42.875,41.812,40.75,1959.99071428571,40.0003571428571,0,1679675833.7,0,0,"--:--:--",1679625012.1,1679625005.1,0,-0.352,-0.006,1.199,0.413,420,24,0.5,0.33,10.1486998,71.8165015609756,7.16103232404779,0,0.895631525,-0.0485865478424011,0.0048754645367775,1,1,2,"1/2",2.87496,2.71039,0.0829985,0.0799236,0.0515668,0.0475614,25782.5,22617.2,25153.5,23934.1,40714.1,37708.9,45443,42659.6,1.80572,1.85788,0.0387765,0,19.3184,999.9,54.004,27.744,22.525,55.4602,42.2716,1,-0.114911,4.76173,20.1843,5.23556,11.992,4.9573,3.30398,999.9,9999,9999,9999,1.86812,1.86371,1.87145,1.86208,1.86157,1.8681,1.85816,1.86468,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.838,-0.0953,0.580422814240856,0.000790943657573526,-3.34546041551085e-07,1.56763483704715e-10,-0.061087346971165,-0.0255734245019284,0.00259051017390109,-2.9106874160511e-05,1,2291,1,25,846.6,846.8,0.880127,2.38037,1.44775,2.31934,1.44409,2.27051,32.377,15.244,18,427.941,445.121,14.1882,25.7383,30,25.7899,25.7586,17.6142,73.6427,0,14.2219,332.511,8.47878,96.2007,100.325,NA,2
7,1679675816,30,"20230324 11:36:56","11:36:56",5,"pas_smi1_t1_ch2","gibson",1679675808.23214,0.00271580692876973,2.71580692876973,13.2591362399282,381.076495559624,240.205570791019,21.5542136572855,34.1948947229364,0.163211885253125,4.09312835594919,0.159680708571619,0.100111341878043,321.510015,19.9939918404697,19.9715714285714,2.34248517646405,37.9574201323445,0.843433680868692,2.22205217827747,1.49905149559536,-119.767085558745,-187.430507577088,-9.16396602088788,5.1484558432789,-53.9668001731286,2.72378970047703,13.2591362399282,351.223723205524,362.538212121212,-3.17442540746699,67.1595508553919,2.71580692876973,8.50838848453896,9.39677606060605,-6.35970453650868e-05,132.307516340133,0,0,1,0,49119,1999.9625,1681.1685,0.840600011250211,0.160758021712907,1.65,0.5,"0: Broadleaf",2,"True",1679675808.23214,381.0765,363.610535714286,9.39943678571429,8.50906285714286,380.235107142857,9.49471714285714,500.015714285714,89.6325285714286,0.0998351964285714,19.1221964285714,19.9715714285714,999.9,0,0,10030.6696428571,0,10.405,17.4658428571429,384.692285714286,366.731214285714,0.890373964285714,363.610535714286,8.50906285714286,0.842495321428571,0.762688785714286,4.4442,3.03119928571429,1999.9625,0.979999142857143,0.0200006142857143,0,2.526525,0,4192.8625,16705.0857142857,41.6692857142857,43.8838571428571,42.875,41.812,40.75,1959.9625,40,0,1679675839.1,0,0,"--:--:--",1679625012.1,1679625005.1,0,-0.352,-0.006,1.199,0.413,420,24,0.5,0.33,15.677889,34.7268778986867,3.58946153626822,0,0.8921417,-0.0311427692307718,0.0034119506385644,1,1,2,"1/2",2.87489,2.71069,0.0800022,0.0766217,0.05156,0.0475613,25866.2,22698.3,25153,23934.1,40714.1,37708.6,45442.8,42659.3,1.80537,1.85742,0.040561,0,19.3184,999.9,54.004,27.744,22.5265,53.9902,42.2356,1,-0.115191,4.65247,20.1876,5.23586,11.992,4.9571,3.304,999.9,9999,9999,9999,1.8681,1.86372,1.87144,1.86206,1.86157,1.86808,1.85814,1.86469,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.827,-0.0953,0.580422814240856,0.000790943657573526,-3.34546041551085e-07,1.56763483704715e-10,-0.061087346971165,-0.0255734245019284,0.00259051017390109,-2.9106874160511e-05,1,2291,1,25,846.7,846.8,0.848389,2.38037,1.44775,2.31934,1.44409,2.29492,32.377,15.244,18,427.728,444.835,14.2161,25.7383,30,25.7877,25.7568,16.9734,73.6427,0,14.2439,312.381,8.46953,96.1998,100.325,NA,2
8,1679675821,35,"20230324 11:37:01","11:37:01",5,"pas_smi1_t1_ch2","gibson",1679675813.51852,0.00272486272188587,2.72486272188587,11.7168461857192,365.172292344117,240.303266389334,21.5628138801763,32.7675203601104,0.163756290949222,4.0938011877998,0.16020236489344,0.100439360196208,321.513382888889,19.9956204693754,19.971662962963,2.34249845732835,37.9457493682781,0.843357177253947,2.22253398943012,1.49914128007441,-120.166446035167,-186.713985874731,-9.12759991711782,5.50535106187306,-58.2494449993091,2.72135165067848,11.7168461857192,334.507276793029,346.487527272727,-3.2053244229489,67.1595508553919,2.72486272188587,8.5095456796448,9.39994909090909,3.05266617224132e-05,132.307516340133,0,0,1,0,48756,1999.98333333333,1681.18602222222,0.840600016111245,0.160758031094704,1.65,0.5,"0: Broadleaf",2,"True",1679675813.51852,365.172296296296,346.279,9.39865666666667,8.50910185185185,364.340592592592,9.49394925925926,500.028555555555,89.631762962963,0.099909037037037,19.1256740740741,19.971662962963,999.9,0,0,10032.9811111111,0,10.405,18.8932259259259,368.636925925926,349.251,0.889555111111111,346.279,8.50910185185185,0.842418259259259,0.762685814814815,4.44289481481481,3.0311437037037,1999.98333333333,0.979999037037037,0.0200006962962963,0,2.57624074074074,0,4199.03333333333,16705.2666666667,41.6686296296296,43.8841851851852,42.8772962962963,41.812,40.75,1959.98259259259,40.0007407407407,0,1679675843.9,0,0,"--:--:--",1679625012.1,1679625005.1,0,-0.352,-0.006,1.199,0.413,420,24,0.5,0.33,17.7230375,18.8188896810507,1.90534475787028,0,0.8903374,-0.0151736285178272,0.00194832570172444,1,1,2,"1/2",2.87495,2.71017,0.0771859,0.0737118,0.0515734,0.0475661,25945.4,22769.6,25153,23933.8,40713.1,37708.6,45442.4,42659.6,1.8057,1.85735,0.0396185,0,19.3184,999.9,53.98,27.744,22.5143,54.3602,42.2035,1,-0.115246,4.65074,20.1874,5.23436,11.992,4.957,3.30398,999.9,9999,9999,9999,1.86813,1.86372,1.87146,1.86211,1.86157,1.86812,1.85816,1.86468,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.818,-0.0953,0.580422814240856,0.000790943657573526,-3.34546041551085e-07,1.56763483704715e-10,-0.061087346971165,-0.0255734245019284,0.00259051017390109,-2.9106874160511e-05,1,2291,1,25,846.8,846.9,0.812988,2.37427,1.44775,2.31934,1.44409,2.37915,32.377,15.2528,18,427.905,444.775,14.2423,25.7364,29.9999,25.7869,25.755,16.2708,73.6427,0,14.2492,298.99,8.48097,96.1992,100.325,NA,2
9,1679675826,40,"20230324 11:37:06","11:37:06",5,"pas_smi1_t1_ch2","gibson",1679675818.23214,0.00272180033196204,2.72180033196204,11.1077421374076,350.427174839135,231.74614526765,20.7953332330009,31.4449669325141,0.163471249184233,4.09636664078378,0.159931706789292,0.100268947348514,321.513020357143,20.0016024098594,19.9779964285714,2.34341754973885,37.9340471710301,0.84340842603174,2.22335471411509,1.50000912370711,-120.031394639526,-186.921784641229,-9.13260939063385,5.42723168575404,-60.3067821035452,2.72214355532112,11.1077421374076,318.252589694262,330.455703030303,-3.2093367108178,67.1595508553919,2.72180033196204,8.5094607599625,9.39926357575758,-8.14296859327959e-06,132.307516340133,0,0,1,0,48904,1999.98107142857,1681.18412142857,0.840600016393012,0.160758031638514,1.65,0.5,"0: Broadleaf",2,"True",1679675818.23214,350.427178571429,330.841357142857,9.39906321428572,8.5092275,349.6045,9.49434964285714,500.015964285714,89.6333571428572,0.0998861392857143,19.1315964285714,19.9779964285714,999.9,0,0,10041.2907142857,0,10.405,19.5857785714286,353.752142857143,333.680857142857,0.889836357142857,330.841357142857,8.5092275,0.842469678571429,0.762710642857143,4.44376607142857,3.03160285714286,1999.98107142857,0.979999,0.020000725,0,2.61485,0,4204.71857142857,16705.25,41.6670714285714,43.8794285714286,42.8772142857143,41.812,40.75,1959.98035714286,40.0007142857143,0,1679675848.7,0,0,"--:--:--",1679625012.1,1679625005.1,0,-0.352,-0.006,1.199,0.413,420,24,0.5,0.33,18.965475,9.94161050656663,1.0111755183325,0,0.8899058,0.0014096285178217,0.00102549976109212,1,1,2,"1/2",2.87498,2.71054,0.0743004,0.070682,0.0515738,0.0475716,26026.6,22844.1,25153.1,23933.9,40713,37708.3,45442.4,42659.6,1.80567,1.8575,0.0400841,0,19.3184,999.9,53.98,27.724,22.4872,54.1602,41.9271,1,-0.115203,4.67634,20.1867,5.23406,11.992,4.95695,3.3039,999.9,9999,9999,9999,1.86811,1.86371,1.87147,1.86212,1.86157,1.86812,1.85817,1.86467,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.807,-0.0953,0.580422814240856,0.000790943657573526,-3.34546041551085e-07,1.56763483704715e-10,-0.061087346971165,-0.0255734245019284,0.00259051017390109,-2.9106874160511e-05,1,2291,1,25,846.9,847,0.78125,2.38037,1.44775,2.31934,1.44409,2.36816,32.377,15.2528,18,427.881,444.862,14.2553,25.7361,30,25.7856,25.7545,15.6308,73.6427,0,14.2689,285.475,8.47987,96.1992,100.325,NA,2
