"id","rd","Tleaf","machine","chamber"
"bou_cur25_t1_ch5",1.73343805286576,19.9955545454545,"stan",5
"bou_cur25_t1_ch5",1.71184820455413,20.0081333333333,"stan",5
"bou_cur25_t1_ch5",1.68592774525392,20.00956,"stan",5
"bou_cur25_t1_ch5",1.69076937458835,20.0118555555556,"stan",5
"bou_cur25_t1_ch5",1.52255836179742,20.01532,"stan",5
"bou_cur25_t1_ch5",1.91378168445705,20.0170777777778,"stan",5
"bou_cur25_t1_ch5",1.63225442759712,20.01364,"stan",5
"bou_cur25_t1_ch5",1.74432170978552,20.0117222222222,"stan",5
"bou_cur25_t1_ch5",1.7190917526198,20.01188,"stan",5
"bou_cur25_t1_ch5",1.55815323419439,20.0099444444444,"stan",5
"bou_cur25_t1_ch5",1.49482692927086,20.01075,"stan",5
"bou_cur25_t1_ch5",1.61421968493732,20.0061888888889,"stan",5
"bou_cur25_t1_ch5",1.45861811853624,27.52288,"stan",5
"bou_cur25_t1_ch5",1.55789606647773,27.5241555555556,"stan",5
"bou_cur25_t1_ch5",1.43462474959505,27.52537,"stan",5
"bou_cur25_t1_ch5",1.62441915620221,27.5250777777778,"stan",5
"bou_cur25_t1_ch5",1.57089389225261,27.52144,"stan",5
"bou_cur25_t1_ch5",1.21319996901574,27.5303444444444,"stan",5
"bou_cur25_t1_ch5",1.51538313674809,27.52828,"stan",5
"bou_cur25_t1_ch5",1.60381332534633,27.5285222222222,"stan",5
"bou_cur25_t1_ch5",1.49065004719162,27.53166,"stan",5
"bou_cur25_t1_ch5",1.5191193369442,27.5351555555556,"stan",5
"bou_cur25_t1_ch5",1.57517760910477,27.53232,"stan",5
"bou_cur25_t1_ch5",1.48134692475584,27.5301333333333,"stan",5
"bou_cur29_t3_ch5",1.24014654567991,19.9203545454545,"stan",5
"bou_cur29_t3_ch5",0.97232745065018,19.9479111111111,"stan",5
"bou_cur29_t3_ch5",1.52294976514504,19.96634,"stan",5
"bou_cur29_t3_ch5",1.08476555915438,19.9799666666667,"stan",5
"bou_cur29_t3_ch5",1.08163035244682,19.98938,"stan",5
"bou_cur29_t3_ch5",1.23041977062502,20.0073666666667,"stan",5
"bou_cur29_t3_ch5",1.2265108208137,20.01868,"stan",5
"bou_cur29_t3_ch5",1.17284086549468,20.0068888888889,"stan",5
"bou_cur29_t3_ch5",1.21283539867049,19.95605,"stan",5
"bou_cur29_t3_ch5",1.16668761784441,19.9110222222222,"stan",5
"bou_cur29_t3_ch5",0.788290687136568,19.88093,"stan",5
"bou_cur29_t3_ch5",0.913537530293647,19.8552555555556,"stan",5
"bou_cur29_t3_ch5",1.51338245706236,27.4990272727273,"stan",5
"bou_cur29_t3_ch5",2.02046240267261,27.4962,"stan",5
"bou_cur29_t3_ch5",1.84517011365267,27.49557,"stan",5
"bou_cur29_t3_ch5",1.46333999871299,27.5036666666667,"stan",5
"bou_cur29_t3_ch5",1.82212427214819,27.49694,"stan",5
"bou_cur29_t3_ch5",1.79021870352945,27.5005111111111,"stan",5
"bou_cur29_t3_ch5",1.80281423525526,27.49402,"stan",5
"bou_cur29_t3_ch5",1.83848045489719,27.4913888888889,"stan",5
"bou_cur29_t3_ch5",2.44311948958987,27.49021,"stan",5
"bou_cur29_t3_ch5",0.679437684656275,27.4872333333333,"stan",5
"bou_cur29_t3_ch5",2.4836062321301,27.49051,"stan",5
"bou_cur29_t3_ch5",1.01394854390542,27.4920222222222,"stan",5
"bou_cur30_t3_ch5",0.90466170389434,19.90894,"stan",5
"bou_cur30_t3_ch5",0.939126974942674,19.9099111111111,"stan",5
"bou_cur30_t3_ch5",1.07919487295313,19.92593,"stan",5
"bou_cur30_t3_ch5",0.936028622970455,19.9304777777778,"stan",5
"bou_cur30_t3_ch5",1.11436941755129,19.94507,"stan",5
"bou_cur30_t3_ch5",0.867358997484727,19.9553333333333,"stan",5
"bou_cur30_t3_ch5",0.905922297937541,19.96512,"stan",5
"bou_cur30_t3_ch5",1.00836400702283,19.9683111111111,"stan",5
"bou_cur30_t3_ch5",0.837915710839203,19.9881,"stan",5
"bou_cur30_t3_ch5",0.977563246681671,19.9858222222222,"stan",5
"bou_cur30_t3_ch5",0.919160137850391,19.99199,"stan",5
"bou_cur30_t3_ch5",1.04505264036141,19.9990888888889,"stan",5
"bou_cur30_t3_ch5",1.3077068499733,27.508,"stan",5
"bou_cur30_t3_ch5",1.19140848391747,27.5135333333333,"stan",5
"bou_cur30_t3_ch5",1.13631563197049,27.5109,"stan",5
"bou_cur30_t3_ch5",1.22013417403024,27.5098111111111,"stan",5
"bou_cur30_t3_ch5",1.51342280954885,27.51125,"stan",5
"bou_cur30_t3_ch5",1.20401154639971,27.5089111111111,"stan",5
"bou_cur30_t3_ch5",1.44663227238454,27.51215,"stan",5
"bou_cur30_t3_ch5",1.26612673054183,27.5064555555556,"stan",5
"bou_cur30_t3_ch5",1.19984651060113,27.50875,"stan",5
"bou_cur30_t3_ch5",1.57372276031354,27.4957333333333,"stan",5
"bou_cur30_t3_ch5",1.24327449395598,27.49195,"stan",5
"bou_cur30_t3_ch5",1.20188747278666,27.4967,"stan",5
"bou_cur31_t4_ch5",0.986665240712095,19.98996,"stan",5
"bou_cur31_t4_ch5",0.968616543291013,19.9911666666667,"stan",5
"bou_cur31_t4_ch5",1.02603841229585,19.99659,"stan",5
"bou_cur31_t4_ch5",1.09823191610296,19.9925222222222,"stan",5
"bou_cur31_t4_ch5",0.765447200883314,19.98966,"stan",5
"bou_cur31_t4_ch5",1.08215818635511,19.9786111111111,"stan",5
"bou_cur31_t4_ch5",1.04004667167535,19.9877,"stan",5
"bou_cur31_t4_ch5",0.881897843047692,19.9877777777778,"stan",5
"bou_cur31_t4_ch5",0.77093622515214,19.99011,"stan",5
"bou_cur31_t4_ch5",0.836586000219429,19.9804111111111,"stan",5
"bou_cur31_t4_ch5",1.06206056681686,19.97911,"stan",5
"bou_cur31_t4_ch5",0.880812344674581,19.9789444444444,"stan",5
"bou_cur31_t4_ch5",1.59349699982435,27.5144090909091,"stan",5
"bou_cur31_t4_ch5",1.43721503398006,27.5132,"stan",5
"bou_cur31_t4_ch5",1.45100710734304,27.51815,"stan",5
"bou_cur31_t4_ch5",1.31512623178129,27.5177222222222,"stan",5
"bou_cur31_t4_ch5",1.21007357956986,27.51762,"stan",5
"bou_cur31_t4_ch5",1.16852399054766,27.5117444444444,"stan",5
"bou_cur31_t4_ch5",1.03771827112308,27.50375,"stan",5
"bou_cur31_t4_ch5",1.3122899478068,27.4965444444444,"stan",5
"bou_cur31_t4_ch5",1.37967039269785,27.51016,"stan",5
"bou_cur31_t4_ch5",0.948046865073759,27.5129666666667,"stan",5
"bou_cur31_t4_ch5",1.98125203283724,27.51943,"stan",5
"bou_cur31_t4_ch5",1.21377861479088,27.5235222222222,"stan",5
"bou_cur31_t4_ch5",0.0934443199175876,19.9936090909091,"stan",5
"bou_cur31_t4_ch5",0.373301900297143,19.9923444444444,"stan",5
"bou_cur31_t4_ch5",NA,19.99533,"stan",5
"bou_cur31_t4_ch5",0.17310504319743,19.9936777777778,"stan",5
"bou_cur31_t4_ch5",0.0419622267216709,19.99562,"stan",5
"bou_cur31_t4_ch5",0.328039191571326,19.9876444444444,"stan",5
"bou_cur31_t4_ch5",0.0295558568526942,20.00611,"stan",5
"bou_cur31_t4_ch5",0.182137715627748,20.0011333333333,"stan",5
"bou_cur31_t4_ch5",0.174436737600157,19.99943,"stan",5
"bou_cur31_t4_ch5",0.183331380190892,19.9889333333333,"stan",5
"bou_cur31_t4_ch5",0.213019414748956,20.00755,"stan",5
"bou_cur31_t4_ch5",0.184849580659082,20.0045555555556,"stan",5
"bou_cur32_t4_ch5",1.33097851225238,20.0058181818182,"stan",5
"bou_cur32_t4_ch5",1.56957952613321,20.0051,"stan",5
"bou_cur32_t4_ch5",1.53871145878728,20.01478,"stan",5
"bou_cur32_t4_ch5",1.36712557268592,20.0023777777778,"stan",5
"bou_cur32_t4_ch5",1.50378218740058,20.00959,"stan",5
"bou_cur32_t4_ch5",1.40654585757027,20.0017444444444,"stan",5
"bou_cur32_t4_ch5",1.27995505054029,19.99814,"stan",5
"bou_cur32_t4_ch5",1.39621704034755,19.9950888888889,"stan",5
"bou_cur32_t4_ch5",1.32816536669779,19.99829,"stan",5
"bou_cur32_t4_ch5",1.37862088675359,20.0022666666667,"stan",5
