"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","AccCO2_soda","CO2_hrs","AccH2O_hum","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","chamber"
36,1678828224,622,2023-03-14 16:10:24,16:10:24,5,"ely_can11_t2_ch3_1","gibson",1678828221.5,0.00149535290912661,1.49535290912662,-1.31152842716545,420.1925560941,445.945954702726,40.404260273575,38.0709124556635,0.0414528201180601,3.98710004949656,0.0412148740026735,0.0257805607074219,0,35.3746239183099,35.0374777777778,5.66010453075117,43.0284069791501,2.52125757080572,5.85951874078774,3.13884695994546,-65.9450632924839,134.74419254361,7.91954559735876,76.7186748484844,-1.31152842716545,1.49535290912662,-1.27910389579637,431.706977189628,432.211460606061,-0.00053729480559357,67.4890791646057,1.49419196657188,27.2728403099194,27.8273066666667,3.25417918391136e-07,125.53559636264,5,1,1,0,46641,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678828221.5,420.192555555556,419.931777777778,27.8273777777778,27.2724777777778,419.543111111111,27.3955777777778,500.386666666667,90.5034555555556,0.1000354,35.6643333333333,35.0374777777778,999.9,0,0,9972.91222222222,0,0.222567,0.261057555555556,432.220111111111,431.705222222222,0.554890333333333,419.931777777778,27.2724777777778,2.51847444444444,2.46825333333333,21.1463666666667,20.8186666666667,0,0,0,0,2.95555555555556,0,-17.7555555555556,-2.92222222222222,36.562,41.437,39,40.437,38.0137777777778,0,0,0,1678828237.1,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.2744019,-0.0606960675422143,0.0460966190695153,1,0.550878975,0.0267513658536592,0.00278706379086934,1,2,2,"2/2",2.84416,2.71016,0.0909103,0.0909175,0.113107,0.111549,25610,22196.2,25216.2,23785.2,38195,34974.3,45623.6,42428.3,1.7545,1.86248,0.27537,0,30.6378,999.9,54.444,31.068,27.2436,53.8022,42.5801,1,0.146898,-6.66667,20.1276,5.23616,11.992,4.95745,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.87176,1.86263,1.86203,1.86844,1.85854,1.86494,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.65,0.4318,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,55.7,55.5,1.05957,2.38037,1.44897,2.30103,1.44409,2.38892,36.8842,24.2976,18,422.905,475.677,44.534,29.3229,30.0001,29.1489,29.1341,21.2486,0,100,150.366,419.9,28.4704,96.5322,99.7524,3
37,1678829396.1,1794.09999990463,2023-03-14 16:29:56,16:29:56,5,"pas_smi9_t1_ch3","gibson",1678829393.1,-0.00023833370921771,-0.238333709217714,0.400793426428797,419.812999839319,453.370532524119,41.0762547025278,38.0358767757248,-0.0141244826278808,3.99087792631164,-0.0141523135411132,-0.0088426909739763,0,27.8388256100413,27.4645272727273,3.67797994566885,58.7247788857695,2.20169576883473,3.74917677104827,1.47628417683413,10.5105165765012,70.5653692337102,3.83994514638789,84.9158309565993,0.400793426428797,-0.238333709217714,0.43810307212067,430.415856458432,430.249793939394,-0.0011029746616666,67.4818110285823,-0.216159057511915,24.3901199209944,24.3071836363636,0.00026646384416926,125.365008413627,7,1,1,0,47709,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678829393.1,419.813,419.927818181818,24.3007545454545,24.3895363636364,419.163545454545,24.0223545454545,500.277272727273,90.5021090909091,0.0998417545454546,27.7925,27.4645272727273,999.9,0,0,9985.95545454546,0,0.223958090909091,-0.114895818181818,430.268727272727,430.426,-0.0887744181818182,419.927818181818,24.3895363636364,2.19926909090909,2.20730363636364,18.9569909090909,19.0154272727273,0,0,0,0,3.9,0,-15.7727272727273,-2.97272727272727,37,41.75,39.562,40.7270909090909,38.0338181818182,0,0,0,1678829409.5,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.0936439125,-0.128331817260788,0.0353042800067795,0,-0.105238985,0.126608904315197,0.0124049216629439,0,0,2,"0/2",2.84175,2.71021,0.0907672,0.090856,0.1031,0.103183,25589.7,22189.8,25194.1,23778.3,38600.8,35295.5,45587.7,42418.7,1.7477,1.85513,0.0157207,0,27.1872,999.9,54.2,31.119,27.2019,54.5214,42.9447,1,0.151723,-0.87061,20.2409,5.23361,11.992,4.9558,3.304,9999,9999,999.9,9999,1.86845,1.86417,1.87174,1.86264,1.86204,1.86851,1.85862,1.86505,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.649,0.2789,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,75.2,75,1.05713,2.38159,1.44775,2.30103,1.44409,2.41211,36.8604,24.3589,18,420.363,472.605,26.7567,29.6242,29.999,29.3423,29.3397,21.2116,23.2393,100,27.0016,419.9,24.2104,96.4532,99.7276,3
38,1678829401.1,1799.09999990463,2023-03-14 16:30:01,16:30:01,5,"pas_smi9_t1_ch3","gibson",1678829398.6,-8.39049734371911e-05,-0.0839049734371911,0.391719452350641,419.780222065944,532.210513993461,48.2195281411118,38.0330784506817,-0.00500323071159024,3.9986206698462,-0.00500671123473511,-0.0031288816173018,0,27.8095455613913,27.4436777777778,3.67349406667473,58.793918451574,2.20438660600427,3.74934459899951,1.46910746067046,3.70020932858013,75.3621484258013,4.09261987372923,83.1549776281107,0.391719452350641,-0.0839049734371911,0.533876175421182,430.422653314803,430.216563636364,-0.00058089338039388,67.4818110285823,0.154260647201835,24.358877830424,24.3455654545455,0.00780793791335542,125.365008413627,7,1,1,0,47816,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678829398.6,419.780222222222,419.916333333333,24.3303444444444,24.3616,419.130888888889,24.0506888888889,500.261,90.5024777777778,0.0998813888888889,27.7932666666667,27.4436777777778,999.9,0,0,10012.36,0,0.228595111111111,-0.136013388888889,430.248333333333,430.401777777778,-0.0312754370666667,419.916333333333,24.3616,2.20195666666667,2.20478666666667,18.9765444444444,18.9971333333333,0,0,0,0,0.966666666666667,0,-21.8333333333333,-3.72222222222222,37,41.75,39.5482222222222,40.736,37.972,0,0,0,1678829414.3,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.113792556097561,-0.141168380487805,0.0383425636431282,0,-0.0889157853658537,0.2358012,0.0259429217458256,0,0,2,"0/2",2.84151,2.71034,0.0907637,0.0908443,0.103209,0.103064,25590.2,22190.4,25194.4,23778.6,38596.9,35300.6,45588.7,42419.2,1.74752,1.85525,0.0182465,0,27.1656,999.9,54.2,31.119,27.2001,54.2914,42.7484,1,0.150366,-0.0640359,20.2452,5.23376,11.992,4.95575,3.304,9999,9999,999.9,9999,1.86845,1.86417,1.87178,1.86264,1.86205,1.86852,1.85866,1.86506,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.65,0.2804,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,75.3,75.1,1.05713,2.36938,1.44775,2.30103,1.44409,2.50366,36.8842,24.3589,18,420.247,472.665,27.0203,29.616,29.9989,29.3398,29.3372,21.2109,23.5638,100,27.0396,419.9,24.1333,96.455,99.7288,3
39,1678829406.1,1804.09999990463,2023-03-14 16:30:06,16:30:06,5,"pas_smi9_t1_ch3","gibson",1678829403.3,0.00013915068280398,0.139150682803989,0.37379207888044,419.728199850205,336.993321230535,30.532900917733,38.0290015588698,0.0082549985655607,3.99672904532426,0.00824553795961804,0.00515431030020855,0,27.7592503464463,27.49932,3.68547643045068,58.8655595075623,2.20616993870881,3.74781104123438,1.47930649174187,-6.1365451116559,61.8274370562903,3.36000731807383,59.0508992627082,0.37379207888044,0.139150682803989,0.272253739774816,430.348010509688,430.222618181818,0.00386665172859509,67.4818110285823,0.142624766444261,24.2838250886268,24.3436654545454,-0.00074094462235001,125.365008413627,7,1,1,0,47634,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678829403.3,419.7282,419.8932,24.34962,24.29779,419.0788,24.06916,500.3014,90.50388,0.09999549,27.78626,27.49932,999.9,0,0,10005.742,0,0.2282705,-0.1648192,430.2035,430.3497,0.05182057764,419.8932,24.29779,2.203734,2.199044,18.98948,18.95534,0,0,0,0,1.5,0,-19.31,-3.24,37,41.75,39.5186,40.7122,37.9496,0,0,0,1678829419.7,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.123590178048781,-0.323370048083624,0.0437193578511882,0,-0.0526737886243902,0.521772882372125,0.0561511690492762,0,0,2,"0/2",2.84163,2.71017,0.0907654,0.0908469,0.103195,0.102817,25590.8,22190.8,25195,23779.1,38597.9,35310.9,45589.2,42420,1.74765,1.8555,0.0229552,0,27.1449,999.9,54.2,31.119,27.2021,54.2414,43.6258,1,0.149898,0.198072,20.2455,5.23361,11.992,4.9558,3.304,9999,9999,999.9,9999,1.86846,1.86417,1.87178,1.86263,1.86206,1.8685,1.85863,1.86507,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.649,0.2801,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,75.4,75.2,1.05713,2.39502,1.44775,2.30103,1.44409,2.31567,36.8604,24.3502,18,420.296,472.796,27.0837,29.6076,29.9994,29.3367,29.3334,21.212,24.1469,100,27.0282,419.9,24.0874,96.4564,99.7307,3
40,1678829411.1,1809.09999990463,2023-03-14 16:30:11,16:30:11,5,"pas_smi9_t1_ch3","gibson",1678829408.6,0.00027814511098338,0.27814511098339,0.539521285266097,419.6978886727,356.742275779829,32.3221211315394,38.026123948098,0.0164883842492833,3.99859944743707,0.0164507049556768,0.0102850686915675,0,27.7502576947451,27.5015555555556,3.68595856163849,58.7418635402755,2.20384407788222,3.75174355231544,1.48211448375627,-12.2661993943675,65.2466080054956,3.54452055045999,56.5249291615881,0.539521285266097,0.27814511098339,0.426586239633644,430.384317063275,430.202575757576,0.00303961251695513,67.4818110285823,0.0624476141237947,24.2149458162879,24.3079109090909,-0.00768990129237917,125.365008413627,7,1,1,0,47608,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678829408.6,419.697888888889,419.948444444444,24.3240333333333,24.2204222222222,419.048333333333,24.0446555555556,500.269555555556,90.5036,0.0999626444444444,27.8042222222222,27.5015555555556,999.9,0,0,10012.1633333333,0,0.222567,-0.250681666666667,430.161,430.372333333333,0.103610488888889,419.948444444444,24.2204222222222,2.20141444444444,2.19203666666667,18.9726,18.9042333333333,0,0,0,0,1.26666666666667,0,-18.5888888888889,-2.47777777777778,37,41.75,39.5068888888889,40.736,37.979,0,0,0,1678829424.5,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.161331524390244,-0.444760258536585,0.0572968846635248,0,-0.00483265935609756,0.749883465006272,0.0753698899249587,0,0,2,"0/2",2.84209,2.71043,0.0907662,0.0908473,0.103078,0.102604,25590.6,22190.9,25194.8,23779.2,38603.1,35319.6,45589.3,42420.2,1.74783,1.85543,0.0221133,0,27.1265,999.9,54.2,31.119,27.2021,53.6514,42.4199,1,0.150084,0.492255,20.2448,5.23331,11.992,4.95595,3.304,9999,9999,999.9,9999,1.86845,1.86417,1.87178,1.86264,1.86205,1.86852,1.8586,1.86508,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.649,0.2785,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,75.4,75.3,1.05713,2.36084,1.44775,2.30103,1.44409,2.47925,36.8604,24.3589,18,420.374,472.722,27.08,29.5987,30,29.3335,29.3303,21.2099,24.1469,100,27.028,419.9,24.0663,96.4564,99.7312,3
41,1678829416.1,1814.09999990463,2023-03-14 16:30:16,16:30:16,5,"pas_smi9_t1_ch3","gibson",1678829413.3,0.00030498673256587,0.304986732565878,0.397685815121641,419.73249984103,373.590894725866,33.8478919927898,38.0283902018215,0.0180236731327871,3.99333940822187,0.0179786014755664,0.0112406659633022,0,27.7488639792873,27.50567,3.68684604735591,58.6214078122744,2.19982412773796,3.75259518635674,1.48702191961794,-13.4499149061552,65.1119792034062,3.5420074704731,55.204071767724,0.397685815121641,0.304986732565878,0.400351049035203,430.31511474265,430.167806060606,-0.00191068175201191,67.4818110285823,-0.00017323183558348,24.161651434348,24.25662,-0.0104853274051626,125.365008413627,7,1,1,0,47808,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678829413.3,419.7325,419.9332,24.28022,24.16661,419.0831,24.00269,500.2912,90.50144,0.10005075,27.80811,27.50567,999.9,0,0,9994.434,0,0.222567,-0.2005859,430.1774,430.3329,0.11362096,419.9332,24.16661,2.197396,2.187114,18.94333,18.86822,0,0,0,0,-3.7,0,-14.5,-2.88,37,41.75,39.5186,40.7185,37.9622,0,0,0,1678829429.3,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.183165012195122,-0.240859682926829,0.047787878959215,0,0.0463629577170732,0.673549226734495,0.0694027845702597,0,0,2,"0/2",2.84163,2.7103,0.0907689,0.0908541,0.10293,0.102528,25591,22191,25195.2,23779.4,38609.8,35322.9,45589.6,42420.6,1.74797,1.85532,0.0262447,0,27.1091,999.9,54.2,31.119,27.1998,54.1714,43.5897,1,0.149967,0.54284,20.2444,5.23361,11.992,4.95565,3.304,9999,9999,999.9,9999,1.86844,1.86418,1.87178,1.86264,1.86206,1.8685,1.85861,1.86508,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.65,0.2763,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,75.5,75.3,1.05713,2.39746,1.44897,2.30103,1.44409,2.27539,36.8366,24.3502,18,420.442,472.627,27.0532,29.5898,29.9999,29.331,29.3265,21.2093,24.4244,100,27.0174,419.9,24.0748,96.4573,99.7321,3
42,1678829421.1,1819.09999990463,2023-03-14 16:30:21,16:30:21,5,"pas_smi9_t1_ch3","gibson",1678829418.6,0.00024348428995563,0.243484289955632,0.240902457138525,419.757888792719,381.681789820473,34.5813474963668,38.0311395613343,0.0142470553711089,3.9976261533698,0.0142189073435853,0.00888934139313861,0,27.7502824799872,27.5493666666667,3.69628293186474,58.5356415894611,2.19524970885133,3.75027871778989,1.50103322301341,-10.7376571870434,53.4848852562872,2.90686869561292,45.6540967648567,0.240902457138525,0.243484289955632,0.244849173167429,430.268422790953,430.175672727273,-0.00062448699715325,67.4818110285823,0.00514459961051939,24.1349379407759,24.2131866666667,-0.0084209696100697,125.365008413627,7,1,1,0,47802,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678829418.6,419.757888888889,419.888888888889,24.2294444444444,24.1387333333333,419.108444444445,23.9540555555556,500.255111111111,90.5025555555556,0.100005055555556,27.7975333333333,27.5493666666667,999.9,0,0,10008.9533333333,0,0.222567,-0.131079755555556,430.181111111111,430.275444444444,0.0907215555555556,419.888888888889,24.1387333333333,2.19282666666667,2.18461777777778,18.91,18.8499555555556,0,0,0,0,4.42222222222222,0,-19,-3,37,41.75,39.5,40.687,37.937,0,0,0,1678829434.7,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.184187714634146,0.0142626292682928,0.0527117932249329,1,0.0830710821073171,0.268911589856446,0.0371514399766966,0,1,2,"1/2",2.84239,2.71046,0.0907703,0.0908535,0.102806,0.102454,25591.5,22191,25195.8,23779.3,38616,35325.9,45590.6,42420.7,1.74787,1.85555,0.0278018,0,27.0934,999.9,54.2,31.119,27.2009,53.2814,42.7324,1,0.149299,0.563336,20.2444,5.23376,11.992,4.95575,3.304,9999,9999,999.9,9999,1.86846,1.86417,1.87179,1.86263,1.86206,1.86852,1.85863,1.86508,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.649,0.2745,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,75.6,75.4,1.05713,2.37671,1.44775,2.30103,1.44409,2.45361,36.8604,24.3589,18,420.365,472.742,27.0277,29.5809,29.9997,29.3279,29.3227,21.2088,24.4244,100,26.9682,419.9,24.0903,96.4595,99.7322,3
43,1678829426.1,1824.09999990463,2023-03-14 16:30:26,16:30:26,5,"pas_smi9_t1_ch3","gibson",1678829423.3,0.00017686515328297,0.176865153282978,0.426836578172191,419.74019982904,343.007889645801,31.0773760055384,38.0295159630203,0.0103194225123318,3.99469041455658,0.0103046354268039,0.00644172390838293,0,27.7661734676605,27.55011,3.69644364689086,58.4363101079264,2.19190667722809,3.75093272176126,1.50453696966276,-7.79975325977931,53.9287357247415,2.93320028542059,49.0621827503828,0.426836578172191,0.176865153282978,0.55673642389039,430.319176266647,430.110084848485,-0.00178612169012828,67.4818110285823,-0.0321610808447441,24.1256961477789,24.1768206060606,-0.00696240977835488,125.365008413627,7,1,1,0,47692,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678829423.3,419.7402,419.9315,24.19256,24.12667,419.0908,23.9187,500.2882,90.50249,0.10002074,27.80052,27.55011,999.9,0,0,9998.932,0,0.222567,-0.1910523,430.1466,430.3134,0.06590251,419.9315,24.12667,2.189488,2.183524,18.8856,18.84194,0,0,0,0,4.78,0,-19.32,-2.51,37,41.75,39.5,40.687,37.9811,0,0,0,1678829439.5,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.193599068292683,0.193842150522647,0.0492803451063425,0,0.0930274390243902,-0.142269464111498,0.0195186962721846,0,0,2,"0/2",2.84208,2.71007,0.0907611,0.0908525,0.102706,0.102443,25591.5,22191.1,25195.5,23779.4,38620.1,35326.2,45590.3,42420.6,1.74807,1.85532,0.0272207,0,27.0794,999.9,54.2,31.119,27.2021,53.9514,43.0248,1,0.149144,0.697538,20.2437,5.23376,11.992,4.95595,3.304,9999,9999,999.9,9999,1.86847,1.86417,1.87172,1.86264,1.86206,1.86853,1.85862,1.86505,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.65,0.2731,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,75.7,75.5,1.05713,2.39136,1.44775,2.30103,1.44409,2.24976,36.8604,24.3589,18,420.457,472.567,26.9849,29.572,29.9997,29.3248,29.319,21.2074,24.4244,100,26.9207,419.9,24.104,96.4586,99.7321,3
44,1678829431.1,1829.09999990463,2023-03-14 16:30:31,16:30:31,5,"pas_smi9_t1_ch3","gibson",1678829428.6,9.62981048361977e-05,0.0962981048361978,0.440060437991015,419.730999823515,285.288030147149,25.8480835788761,38.0290822523731,0.00564492651895188,3.9899526217214,0.00564049341562554,0.00352570638213265,0,27.8006228470156,27.5005111111111,3.68573330463096,58.295840498933,2.18904208985252,3.75505708660738,1.49669121477844,-4.24674642327632,68.5830668574841,3.73411027519191,68.0704307093997,0.440060437991015,0.0962981048361978,0.419595545649589,430.304844060956,430.137163636364,0.00072166913681308,67.4818110285823,-0.0670081841005175,24.12482356374,24.1493212121212,-0.00545728310304185,125.365008413627,7,1,1,0,47708,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678829428.6,419.731,419.914444444444,24.1606888888889,24.1248111111111,419.081666666667,23.8881777777778,500.269333333333,90.5034888888889,0.0999744444444444,27.8193444444444,27.5005111111111,999.9,0,0,9982.64444444444,0,0.228595111111111,-0.183512333333333,430.123111111111,430.295333333333,0.0358886777777778,419.914444444444,24.1248111111111,2.18662666666667,2.18337888888889,18.8646666666667,18.8408888888889,0,0,0,0,-2.46666666666667,0,-19.9555555555556,-3.16666666666667,37,41.75,39.5,40.701,37.972,0,0,0,1678829444.3,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.185025824390244,-0.015611611149826,0.0391103859182136,1,0.082194812195122,-0.285089370731707,0.0285391287773017,0,1,2,"1/2",2.84229,2.71027,0.0907728,0.0908463,0.102632,0.102442,25592.2,22191.9,25196.4,23780.1,38624.3,35327.1,45591.5,42421.5,1.74845,1.85537,0.0255853,0,27.0652,999.9,54.2,31.119,27.204,54.2914,43.3293,1,0.148717,0.744695,20.2435,5.23406,11.992,4.95605,3.304,9999,9999,999.9,9999,1.86845,1.86417,1.87174,1.86263,1.86206,1.86848,1.85859,1.86505,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.649,0.272,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,75.8,75.6,1.05713,2.38647,1.44775,2.30103,1.44409,2.3877,36.8604,24.3589,18,420.648,472.572,26.9292,29.5631,29.9998,29.3216,29.3158,21.2097,24.4244,100,26.9787,419.9,24.104,96.4615,99.7346,3
45,1678829436.1,1834.09999990463,2023-03-14 16:30:36,16:30:36,5,"pas_smi9_t1_ch3","gibson",1678829433.3,4.87927260984653e-05,0.0487927260984653,0.433144873476197,419.717599827717,169.717180227413,15.3769790772057,38.027904671983,0.00286513038013655,4.00122921896608,0.00286399108485821,0.0017900967489565,0,27.8146494412365,27.47796,3.68087259942745,58.2327435794485,2.18728114685028,3.75610182931896,1.49359145257717,-2.15175922094232,74.6694944403507,4.05367793322503,76.5714131526335,0.433144873476197,0.0487927260984653,0.439749626130777,430.261649180876,430.091648484849,-0.00042063780577383,67.4818110285823,0.02117247099316,24.1228369970874,24.1369418181818,-0.00068578539422446,125.365008413627,7,1,1,0,47919,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678829433.3,419.7176,419.8908,24.14123,24.12305,419.068,23.86953,500.2436,90.50383,0.09972031,27.82411,27.47796,999.9,0,0,10021.125,0,0.2282705,-0.1732728,430.1007,430.2703,0.01817322,419.8908,24.12305,2.184874,2.183228,18.85183,18.83978,0,0,0,0,-0.57,0,-18.27,-2.71,37,41.75,39.5,40.687,37.9622,0,0,0,1678829449.7,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.177642824390244,0.00719907177700343,0.0395448231591837,1,0.0584928024390244,-0.297233855749129,0.0294735386191972,0,1,2,"1/2",2.84208,2.71035,0.0907691,0.0908491,0.102594,0.102438,25592.5,22192.2,25196.6,23780.5,38626.4,35327.8,45592.1,42422.2,1.74822,1.85553,0.0264756,0,27.0503,999.9,54.2,31.139,27.2305,54.0614,42.5601,1,0.147934,0.368867,20.2448,5.23391,11.992,4.95585,3.304,9999,9999,999.9,9999,1.86847,1.86418,1.87177,1.86264,1.86208,1.86849,1.8586,1.86508,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.65,0.2715,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,75.9,75.7,1.05591,2.36694,1.44775,2.30103,1.44409,2.51099,36.8604,24.3589,18,420.499,472.638,26.9389,29.5548,29.9995,29.3185,29.312,21.2077,24.4244,100,26.9944,419.9,24.104,96.4626,99.7362,3
