"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_des","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","chamber"
1,1677878340.5,0,2023-03-03 15:19:00,15:19:00,5,"bou_cur19_t2_ch4","stan",1677878337.75,-0.00073262243263428,-0.732622432634288,2.63532265748534,419.434198206188,519.855696124094,46.4646887124931,37.4890178184611,-0.0363228584485766,3.44311182200574,-0.0365370956783246,-0.0228163319739753,0,28.2482521387806,27.89573,3.77183350657195,53.4373358855595,2.0378803941831,3.81358905793393,1.73395311238885,32.3086492791721,35.0534334124378,2.2189500999425,69.5810327915524,2.63532265748534,-0.732622432634288,2.70907583133409,430.076089162746,429.190448484849,-0.00195656398084337,64.1245764747666,-0.759471476726619,23.02818379,22.7903806060606,-0.00013420665123015,90.14,0,0,1,0,47144,0,0,0,0,3.21,0.5,"0: Broadleaf",2,FALSE,1677878337.75,419.4342,420.1815,22.80019,23.03,422.2192,22.91304,999.9993,89.28,0.09997421,28.08457,27.89573,999.9,0,0,10003.12,0,0.281038,-0.7475617,429.2203,430.0864,-0.2298305,420.1815,23.03,2.035601,2.056119,17.72401,17.88325,0,0,0,0,-1.35,0,-9.6,-1.7,35.4308,41.0062,37.781,40.7311,36.75,0,0,0,1677878342.1,0,0,"--:--:--",1675442540.1,1677795205.1,0,-0.357,0,-3.225,-0.112,420,23,0.26,0.3,-0.76961825,0.143044457786116,0.0254548324299631,0,-0.20838425,-0.144795264540337,0.013995696404163,0,0,2,"0/2",3.92121,2.72049,0.0930777,0.0918784,0.101922,0.100649,28711.9,28852.1,29441.8,29395.2,35040.7,35140.7,41480.3,41889.3,2.59553,2.09012,-0.0886619,0,29.2622,999.9,47.3,32.3,25.7293,63.0938,31.9992,3,0.165567,9.28105,20.1247,5.22583,12.0213,4.9924,3.2894,9999,9999,9999,999.9,1.86763,1.86661,1.86615,1.866,1.86785,1.87028,1.86902,1.87042,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-2.785,-0.113,-1.50403332455836,-0.00348439520733266,1.22462818760963e-06,-3.73416219071984e-10,-0.159665020329453,-0.0186159055253633,0.00142953946339238,-2.30398090855846e-05,9,2327,1,29,40596.7,1385.6,1.58081,2.22534,2.64648,2.99805,3.04443,2.45361,39.0683,24.0437,18,1141.43,589.737,19.4481,29.4397,30.0008,28.9083,28.7918,31.6359,0,100,18.256,420.189,26.3342,100.695,100.603,4
2,1677878345.5,5,2023-03-03 15:19:05,15:19:05,5,"bou_cur19_t2_ch4","stan",1677878343,-0.00079756682412236,-0.797566824122369,2.63289019862242,419.435109317094,508.898936913113,45.4856162741918,37.489299054241,-0.0402416777608409,3.44547053036009,-0.040504635720538,-0.0252916294879703,0,28.1094378866456,27.7454222222222,3.73888371300757,53.8609106651032,2.0357688667511,3.77967776929936,1.70311484625648,35.1726969437965,34.5354631513996,2.18136194698568,71.8895220421818,2.63289019862242,-0.797566824122369,2.57141034256642,430.06078008844,429.219018181818,-0.0013638706144917,64.1245764747666,-0.825853010106817,23.0268657333333,22.7681781818182,-0.00011714646983706,90.14,0,0,1,0,47049,0,0,0,0,3.21,0.5,"0: Broadleaf",2,FALSE,1677878343,419.435111111111,420.172888888889,22.7764444444444,23.0266333333333,422.22,22.8895666666667,999.995444444444,89.2806888888889,0.0997616777777778,27.9313444444444,27.7454222222222,999.9,0,0,10012.9222222222,0,0.281038,-0.738084444444444,429.210888888889,430.076222222222,-0.250167777777778,420.172888888889,23.0266333333333,2.03349666666667,2.05583111111111,17.7076,17.8810555555556,0,0,0,0,-12.3888888888889,0,-0.111111111111111,-0.666666666666667,35.437,41.069,37.812,40.819,36.75,0,0,0,1677878346.9,0,0,"--:--:--",1675442540.1,1677795205.1,0,-0.357,0,-3.225,-0.112,420,23,0.26,0.3,-0.755873075,0.0885565440900562,0.0258854780624074,1,-0.2249644,-0.177425290806754,0.0172324257212965,0,1,2,"1/2",3.92121,2.72057,0.0930805,0.0918722,0.101854,0.100647,28710.9,28852.1,29441,29395.1,35042.1,35140.6,41478.8,41889.2,2.59527,2.09008,-0.0906363,0,29.1448,999.9,47.3,32.4,25.8753,62.9838,31.9471,3,0.166443,9.28105,20.1246,5.22523,12.0213,4.9919,3.28925,9999,9999,9999,999.9,1.86762,1.86661,1.86615,1.866,1.86784,1.87027,1.86899,1.87042,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-2.785,-0.1132,-1.50403332455836,-0.00348439520733266,1.22462818760963e-06,-3.73416219071984e-10,-0.159665020329453,-0.0186159055253633,0.00142953946339238,-2.30398090855846e-05,9,2327,1,29,40596.8,1385.7,1.58081,2.22412,2.64648,2.99805,3.04443,2.4707,39.0931,24.0525,18,1141.25,589.748,19.3192,29.4504,30.0009,28.9151,28.7966,31.6361,0,100,18.2465,420.189,26.3342,100.691,100.603,4
3,1677878350.5,10,2023-03-03 15:19:10,15:19:10,5,"bou_cur19_t2_ch4","stan",1677878347.7,-0.00085145717982069,-0.851457179820693,2.75894553542032,419.393198128396,505.475401593687,45.1799042194576,37.4857895398912,-0.0436963518413397,3.44481444280557,-0.044006644322534,-0.0274760918679544,0,27.9820767133339,27.60286,3.70786423081348,54.2547388842036,2.03403480978533,3.74904543200656,1.67382942102815,37.5492616300925,35.1079107229096,2.21482458148609,74.8719969344882,2.75894553542032,-0.851457179820693,2.7464074029966,430.069879344657,429.149151515151,0.00801837313949968,64.1245764747666,-0.880905926536116,23.0224533033333,22.7465103030303,-0.0001237158546153,90.14,0,0,1,0,47271,0,0,0,0,3.21,0.5,"0: Broadleaf",2,FALSE,1677878347.7,419.3932,420.1642,22.7569,23.024,422.1781,22.87019,999.9921,89.28116,0.09985454,27.7919,27.60286,999.9,0,0,10010.121,0,0.281038,-0.7710508,429.1596,430.0661,-0.2671153,420.1642,23.024,2.031761,2.055609,17.69404,17.87933,0,0,0,0,5.05,0,-19.35,-3.75,35.4559,41.1436,37.8561,40.8936,36.8058,0,0,0,1677878351.7,0,0,"--:--:--",1675442540.1,1677795205.1,0,-0.357,0,-3.225,-0.112,420,23,0.26,0.3,-0.76088175,0.0497167429643526,0.0300675944080583,1,-0.2407038,-0.205220915572232,0.0198532462599949,0,1,2,"1/2",3.9211,2.7207,0.0930754,0.0918762,0.101785,0.100634,28710.6,28851.4,29440.6,29394.5,35044.6,35140.5,41478.5,41888.4,2.59515,2.09,-0.09197,0,29.0276,999.9,47.3,32.3,25.7292,62.7838,31.9952,3,0.167213,9.28105,20.1246,5.22523,12.0209,4.99205,3.28925,9999,9999,9999,999.9,1.86762,1.86661,1.86614,1.866,1.86784,1.87027,1.86896,1.87041,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-2.785,-0.1135,-1.50403332455836,-0.00348439520733266,1.22462818760963e-06,-3.73416219071984e-10,-0.159665020329453,-0.0186159055253633,0.00142953946339238,-2.30398090855846e-05,9,2327,1,29,40596.8,1385.8,1.58081,2.22778,2.64648,2.99805,3.04443,2.45483,39.0931,24.0525,18,1141.2,589.75,19.1941,29.4606,30.0008,28.9208,28.8025,31.6377,0,100,18.2361,420.189,26.3342,100.69,100.601,4
4,1677878355.5,15,2023-03-03 15:19:15,15:19:15,5,"bou_cur19_t2_ch4","stan",1677878353,-0.00093060472838269,-0.9306047283827,2.62017460142131,419.440775994531,491.329889272437,43.917411980078,37.4916197096678,-0.0485559400456325,3.44393948520949,-0.0489395128066957,-0.030552482253408,0,27.8416571462147,27.4609666666667,3.67721352413915,54.698372320469,2.0318053379521,3.71456270407477,1.64540818618705,41.0396685216771,32.0775292141482,2.02113512786437,75.1383328636896,2.62017460142131,-0.9306047283827,2.58594712878939,430.051308434857,429.206878787878,-0.00227973276106677,64.1245764747666,-0.985496766978188,23.0240853,22.7224812121212,-0.00234647371676189,90.14,0,0,1,0,47137,0,0,0,0,3.21,0.5,"0: Broadleaf",2,FALSE,1677878353,419.440777777778,420.156555555556,22.731,23.0229333333333,422.225777777778,22.8445888888889,1000.00166666667,89.2849333333333,0.0998424333333333,27.6337333333333,27.4609666666667,999.9,0,0,10006.0333333333,0,0.281038,-0.715786444444445,429.196777777778,430.057555555555,-0.291924888888889,420.156555555556,23.0229333333333,2.02953777777778,2.05560222222222,17.6766666666667,17.8792555555556,0,0,0,0,0.611111111111111,0,4.61111111111111,-0.166666666666667,35.5,41.194,37.8956666666667,40.986,36.812,0,0,0,1677878357.1,0,0,"--:--:--",1675442540.1,1677795205.1,0,-0.357,0,-3.225,-0.112,420,23,0.26,0.3,-0.748608048780488,0.0696088222996492,0.0328639681458327,1,-0.256245585365854,-0.236530432055749,0.0233873710823844,0,1,2,"1/2",3.92109,2.72075,0.0930873,0.0918757,0.101716,0.100649,28709.5,28850.6,29439.8,29393.7,35046.1,35139,41477.1,41887.3,2.5943,2.08962,-0.0931695,0,28.9126,999.9,47.3,32.3,25.7285,62.9138,31.9992,3,0.16813,9.28105,20.1248,5.22523,12.0207,4.99205,3.28925,9999,9999,9999,999.9,1.86761,1.86661,1.86614,1.866,1.86783,1.87028,1.86899,1.8704,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-2.785,-0.1137,-1.50403332455836,-0.00348439520733266,1.22462818760963e-06,-3.73416219071984e-10,-0.159665020329453,-0.0186159055253633,0.00142953946339238,-2.30398090855846e-05,9,2327,1,29,40596.9,1385.8,1.58081,2.22656,2.64648,2.99683,3.04443,2.45117,39.0931,24.0525,18,1140.28,589.513,19.0717,29.4701,30.0009,28.9274,28.8076,31.6395,0,100,18.2214,420.189,26.3342,100.687,100.598,4
5,1677878360.5,20,2023-03-03 15:19:20,15:19:20,5,"bou_cur19_t2_ch4","stan",1677878357.7,-0.00099896772488238,-0.998967724882382,2.7438729944625,419.420798126736,488.127653623098,43.6310506825916,37.4897221343059,-0.052950626318334,3.44185431485674,-0.0534074056916469,-0.0333382625632063,0,27.7225430514108,27.32972,3.64905972010288,55.0887115815937,2.03026722518471,3.68545055220181,1.61879249491817,44.0544766673131,31.4482426999269,1.98005676022165,77.4827761274616,2.7438729944625,-0.998967724882382,2.74520050044576,430.083931339208,429.16396969697,0.00784439161870495,64.1245764747666,-0.971363943312548,23.02782218,22.7194375757576,0.00113548255665809,90.14,0,0,1,0,47031,0,0,0,0,3.21,0.5,"0: Broadleaf",2,FALSE,1677878357.7,419.4208,420.1671,22.71386,23.02725,422.2059,22.82764,999.9841,89.2843,0.10020907,27.4992,27.32972,999.9,0,0,9997.373,0,0.281038,-0.746402,429.1691,430.0705,-0.3133663,420.1671,23.02725,2.027994,2.055972,17.6646,17.8821,0,0,0,0,-2.45,0,-4.4,-0.85,35.5,41.2562,37.937,41.0621,36.812,0,0,0,1677878361.9,0,0,"--:--:--",1675442540.1,1677795205.1,0,-0.357,0,-3.225,-0.112,420,23,0.26,0.3,-0.745437170731707,0.0739610383275244,0.0369505796105584,1,-0.277459853658537,-0.265651087108014,0.0263011874456602,0,1,2,"1/2",3.92115,2.72095,0.0930705,0.0918764,0.101813,0.100646,28709.7,28850.1,29439.6,29393.3,35042.6,35138.5,41477.4,41886.6,2.59547,2.08865,-0.0947192,0,28.797,999.9,47.3,32.3,25.731,62.9538,31.9872,3,0.16749,-0.619826,20.1505,5.22478,12.0194,4.99195,3.28925,9999,9999,9999,999.9,1.86763,1.86661,1.86613,1.866,1.86785,1.87027,1.869,1.87042,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-2.785,-0.1134,-1.50403332455836,-0.00348439520733266,1.22462818760963e-06,-3.73416219071984e-10,-0.159665020329453,-0.0186159055253633,0.00142953946339238,-2.30398090855846e-05,9,2327,1,29,40597,1385.9,1.58081,2.22412,2.64648,2.99805,3.04443,2.45605,39.0931,24.07,18,1141.87,588.81,19.3489,29.4789,29.9997,28.9342,28.8125,31.6396,0,100,29.1002,420.189,26.3342,100.687,100.597,4
6,1677878365.5,25,2023-03-03 15:19:25,15:19:25,5,"bou_cur19_t2_ch4","stan",1677878363,0.00062464975062708,0.624649750627082,2.57472419990866,419.280998248436,291.269027615702,26.0341799085245,37.4761334220113,0.0351244479236203,3.44162935705064,0.0349265086679767,0.0218467588173006,0,27.2271584644675,27.2091111111111,3.62335389348056,56.7609702825378,2.07574969470494,3.65700178198598,1.54760419877562,-27.5470540026543,29.2645889481376,1.8403625211594,3.55789746664264,2.57472419990866,0.624649750627082,2.5593895426109,430.091194939359,429.255896969697,-0.00245641771861221,64.1245764747666,5.10604168783327,23.0277329233333,23.7501115151515,0.272496874458876,90.14,0,0,1,0,47201,0,0,0,0,3.21,0.5,"0: Broadleaf",2,FALSE,1677878363,419.281,420.191555555556,23.2233777777778,23.0275222222222,422.065333333333,23.3318333333333,1000.00222222222,89.2815222222222,0.100380555555556,27.3668333333333,27.2091111111111,999.9,0,0,9996.74222222222,0,0.281038,-0.910644888888889,429.249444444444,430.095555555556,0.195861411111111,420.191555555556,23.0275222222222,2.07341888888889,2.05593222222222,18.0151666666667,17.8818,0,0,0,0,-0.277777777777778,0,5.33333333333333,0.444444444444444,35.5482222222222,41.319,38,41.1318888888889,36.833,0,0,0,1677878366.7,0,0,"--:--:--",1675442540.1,1677795205.1,0,-0.357,0,-3.225,-0.112,420,23,0.26,0.3,-0.784633675,-0.552729151969981,0.094651265785088,0,-0.1806509575,1.58047391932458,0.251790784211713,0,0,2,"0/2",3.92114,2.72109,0.0930205,0.0918755,0.10518,0.100654,28711.2,28850.6,29439.6,29393.7,34909.8,35138.9,41477.3,41887.3,2.59605,2.0893,-0.0905171,0,28.6824,999.9,47.3,32.3,25.7257,62.7238,31.9631,3,0.159944,-6.66667,20.1837,5.22433,12.0182,4.9917,3.2892,9999,9999,9999,999.9,1.86767,1.86662,1.86614,1.866,1.86787,1.87029,1.869,1.8704,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-2.784,-0.102,-1.50403332455836,-0.00348439520733266,1.22462818760963e-06,-3.73416219071984e-10,-0.159665020329453,-0.0186159055253633,0.00142953946339238,-2.30398090855846e-05,9,2327,1,29,40597.1,1386,1.58081,2.22656,2.64648,2.99683,3.04443,2.47803,39.0931,24.0787,18,1142.73,589.367,22.9517,29.4878,29.9957,28.9417,28.818,31.6401,0,100,29.2768,420.189,23.4755,100.687,100.598,4
7,1677878370.5,30,2023-03-03 15:19:30,15:19:30,5,"bou_cur19_t2_ch4","stan",1677878367.7,0.00340096795996295,3.40096795996295,2.3634982808092,418.91629839261,389.061104863055,34.7786405543726,37.4474322466471,0.205984266580779,3.44355282565157,0.199375794286707,0.125185954917109,0,26.6356788532308,27.23748,3.62938600216272,58.7975144814462,2.15386943711399,3.66319810643298,1.47551656504873,-149.982687034366,29.3807822431552,1.84716589563018,-118.754738895581,2.3634982808092,3.40096795996295,2.36894003303652,430.009165687711,429.239666666667,-0.00385965519630391,64.1245764747666,3.89360799267648,23.0299355766667,24.1941272727273,0.0171990735930667,90.14,0,0,1,0,47182,0,0,0,0,3.21,0.5,"0: Broadleaf",2,FALSE,1677878367.7,418.9163,420.1323,24.09487,23.02948,421.7,24.19446,1000.0151,89.29086,0.1003439,27.39574,27.23748,999.9,0,0,10003.75,0,0.281038,-1.216026,429.2592,430.036,1.0654145,420.1323,23.02948,2.151454,2.056322,18.60507,17.88482,0,0,0,0,0.75,0,-13.35,-3.15,35.562,41.3812,38.0186,41.2185,36.875,0,0,0,1677878372.1,0,0,"--:--:--",1675442540.1,1677795205.1,0,-0.357,0,-3.225,-0.112,420,23,0.26,0.3,-0.882180756097561,-1.74057512195122,0.199267979015241,0,0.109712041463415,4.93035323623693,0.566385818450031,0,0,2,"0/2",3.92102,2.72083,0.0929968,0.091873,0.106206,0.100665,28711.9,28850.8,29439.6,29393.9,34869.3,35138.5,41477.2,41887.4,2.59597,2.0888,-0.0779331,0,28.5702,999.9,47.3,32.3,25.7245,62.9738,31.9872,3,0.157843,-6.66667,20.1926,5.22448,12.0183,4.99165,3.28925,9999,9999,9999,999.9,1.86764,1.86662,1.86615,1.866,1.86786,1.87029,1.86905,1.87038,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-2.783,-0.0987,-1.50403332455836,-0.00348439520733266,1.22462818760963e-06,-3.73416219071984e-10,-0.159665020329453,-0.0186159055253633,0.00142953946339238,-2.30398090855846e-05,9,2327,1,29,40597.2,1386.1,1.58081,2.22168,2.64648,2.99683,3.04443,2.45605,39.0931,24.0787,18,1142.76,589.037,25.5498,29.4973,29.9973,28.948,28.8235,31.6439,0,100,29.4785,420.189,23.2274,100.687,100.599,4
8,1677878375.5,35,2023-03-03 15:19:35,15:19:35,5,"bou_cur19_t2_ch4","stan",1677878373,0.00328052167161383,3.28052167161384,2.72974691091256,418.8312203628,384.528750974599,34.3761522595945,37.4427289657061,0.193830118811538,3.44615219286602,0.187970837933206,0.117993452982849,0,26.7935556002665,27.3805333333333,3.65993732124455,58.2575354642368,2.150437313218,3.69126035985183,1.50950000802655,-144.67100571817,27.0488078206282,1.70159407207844,-115.920603825464,2.72974691091256,3.28052167161384,2.53312349096302,430.074730383026,429.177018181818,0.0285464710489082,64.1245764747666,2.33564142493347,23.0262341966667,23.9412296969697,-0.0568884415584411,90.14,0,0,1,0,47060,0,0,0,0,3.21,0.5,"0: Broadleaf",2,FALSE,1677878373,418.831222222222,420.148555555556,24.0546111111111,23.0268666666667,421.614444444444,24.1545888888889,999.973111111111,89.2986222222222,0.0995103555555556,27.5261222222222,27.3805333333333,999.9,0,0,10013.7666666667,0,0.281038,-1.31738777777778,429.154222222222,430.051333333333,1.02774777777778,420.148555555556,23.0268666666667,2.14804444444444,2.05626888888889,18.5799444444444,17.8844111111111,0,0,0,0,3.88888888888889,0,-15.7777777777778,-3.16666666666667,35.569,41.444,38.062,41.2982222222222,36.875,0,0,0,1677878376.9,0,0,"--:--:--",1675442540.1,1677795205.1,0,-0.357,0,-3.225,-0.112,420,23,0.26,0.3,-1.044633425,-2.3864732195122,0.239054538031271,0,0.4881841925,5.84479923264541,0.619926344557956,0,0,2,"0/2",3.92122,2.72075,0.0930123,0.0918874,0.105406,0.100657,28711.8,28850.8,29440,29394.4,34901.3,35139.2,41477.8,41887.8,2.59643,2.08805,-0.0619516,0,28.4675,999.9,47.3,32.3,25.7242,62.7138,31.9872,3,0.156923,-6.66667,20.1988,5.22553,12.0177,4.992,3.28948,9999,9999,9999,999.9,1.86764,1.86663,1.86615,1.86601,1.86786,1.8703,1.86903,1.8704,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-2.783,-0.1013,-1.50403332455836,-0.00348439520733266,1.22462818760963e-06,-3.73416219071984e-10,-0.159665020329453,-0.0186159055253633,0.00142953946339238,-2.30398090855846e-05,9,2327,1,29,40597.3,1386.2,1.58081,2.22656,2.64648,2.99683,3.04443,2.47437,39.0931,24.0787,18,1143.41,588.521,27.5955,29.5049,29.9985,28.9529,28.8296,31.6443,0,100,29.6118,420.189,23.4144,100.688,100.6,4
9,1677878380.5,40,2023-03-03 15:19:40,15:19:40,5,"bou_cur19_t2_ch4","stan",1677878377.7,0.00261807023731247,2.61807023731247,2.65084718172272,418.961098191641,378.354676682479,33.8254339667952,37.4557044881735,0.148560324039634,3.44105666374192,0.145086974197744,0.0909846618928966,0,27.0810983494069,27.53146,3.69241319966337,57.2785906235741,2.13172786517651,3.72168351554928,1.56068533448686,-115.45689746548,25.0518438953869,1.58059866266797,-88.8244549074252,2.65084718172272,2.61807023731247,2.60225791228492,430.057327816865,429.202630303031,-0.00013146001432478,64.1245764747666,2.07544710597973,23.0230211133333,23.7718860606061,-0.0306018354978416,90.14,0,0,1,0,47092,0,0,0,0,3.21,0.5,"0: Broadleaf",2,FALSE,1677878377.7,418.9611,420.1641,23.84446,23.02411,421.745,23.94656,1000.0142,89.30132,0.10006989,27.6665,27.53146,999.9,0,0,9992.129,0,0.281038,-1.202672,429.1951,430.0658,0.8203571,420.1641,23.02411,2.129344,2.056084,18.44036,17.88297,0,0,0,0,-12.75,0,-6.5,-2.05,35.625,41.5,38.0935,41.3687,36.8812,0,0,0,1677878381.7,0,0,"--:--:--",1675442540.1,1677795205.1,0,-0.357,0,-3.225,-0.112,420,23,0.26,0.3,-1.139084425,-1.51079078048781,0.186899596425044,0,0.7177856425,3.35805804090056,0.476308857994714,0,0,2,"0/2",3.92113,2.72063,0.0930273,0.0918889,0.104887,0.100648,28710.8,28850.5,29439.5,29394.2,34921.5,35139.3,41477.4,41887.5,2.5961,2.08812,-0.0452846,0,28.3802,999.9,47.3,32.3,25.7263,62.9338,31.9992,3,0.157088,-6.66667,20.2034,5.22478,12.017,4.9917,3.28948,9999,9999,9999,999.9,1.86763,1.86662,1.86615,1.866,1.86783,1.87027,1.86899,1.87041,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-2.784,-0.103,-1.50403332455836,-0.00348439520733266,1.22462818760963e-06,-3.73416219071984e-10,-0.159665020329453,-0.0186159055253633,0.00142953946339238,-2.30398090855846e-05,9,2327,1,29,40597.3,1386.3,1.58081,2.22778,2.64648,2.99683,3.04443,2.46216,39.0931,24.0787,18,1143.12,588.64,29.332,29.5122,29.9997,28.9589,28.8357,31.6439,0,100,29.636,420.189,23.4144,100.687,100.599,4
10,1677878385.5,45,2023-03-03 15:19:45,15:19:45,5,"bou_cur19_t2_ch4","stan",1677878383,0.00191966428539053,1.91966428539054,2.76167205918699,419.065887009801,364.167551339383,32.5571454107462,37.4651419926934,0.103865150697886,3.44584259796136,0.102156731619525,0.0639991111869255,0,27.4145678833733,27.7364666666667,3.73692846948745,56.1633661486769,2.11190512257263,3.760289433119,1.62502334691482,-84.6571949857227,19.8280932061469,1.25165949108177,-63.5774422884941,2.76167205918699,1.91966428539054,2.74300743267871,430.13220023541,429.225266666667,0.00250433884395658,64.1245764747666,1.03756920997059,23.0203613066667,23.5165733333333,-0.0531637142857208,90.14,0,0,1,0,47120,0,0,0,0,3.21,0.5,"0: Broadleaf",2,FALSE,1677878383,419.065888888889,420.210555555556,23.6226888888889,23.0210666666667,421.85,23.7270222222222,1000.05555555556,89.302,0.0995551111111111,27.8432,27.7364666666667,999.9,0,0,10012.0911111111,0,0.281038,-1.14470444444444,429.205,430.112333333333,0.601607777777778,420.210555555556,23.0210666666667,2.10955111111111,2.05582777777778,18.2914333333333,17.881,0,0,0,0,-8.5,0,5.72222222222222,1.05555555555556,35.625,41.562,38.1318888888889,41.444,36.8956666666667,0,0,0,1677878387.1,0,0,"--:--:--",1675442540.1,1677795205.1,0,-0.357,0,-3.225,-0.112,420,23,0.26,0.3,-1.220329,0.37496330206379,0.0661408076303881,0,0.887381125,-1.87180431894934,0.204010738877294,0,0,2,"0/2",3.92112,2.72038,0.0930502,0.0918979,0.104111,0.100642,28709.5,28850,29439,29394,34951.2,35139.3,41476.3,41887.3,2.59675,2.08927,-0.0291318,0,28.3112,999.9,47.3,32.3,25.724,62.4338,31.9992,3,0.157238,-6.66667,20.2075,5.22418,12.0161,4.9917,3.2894,9999,9999,9999,999.9,1.86765,1.86661,1.86615,1.866,1.86784,1.87027,1.869,1.8704,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-2.784,-0.1056,-1.50403332455836,-0.00348439520733266,1.22462818760963e-06,-3.73416219071984e-10,-0.159665020329453,-0.0186159055253633,0.00142953946339238,-2.30398090855846e-05,9,2327,1,29,40597.4,1386.3,1.58081,2.22656,2.64648,2.99683,3.04443,2.44995,39.118,24.0787,18,1144.05,589.591,30.8331,29.5181,29.9998,28.9647,28.8418,31.6426,0,100,29.6046,420.189,23.4144,100.685,100.599,4
