"obs","time","elapsed","date","hhmmss","averaging","id","machine","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd.dt","αVc","Edyn","Hr","Hs","dHs.dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","DarkAdaptedID","Qmax_d","Fo","Fm","Fv.Fm","A_dark","LightAdaptedID","Qmax","Fs","Fm.","PhiPS2","PS2.1","Qabs_fs","A_fs","ETR","PhiCO2","NPQ","alt..Fo.","DarkPulseID","Fmin","Fo.","Fv..Fm.","qP","qN","qP_Fo","qN_Fo","qL","X1.qL","ID","P1_dur","P2_dur","P3_dur","P1_Qmax","P1_Fmax","P2_dQdt","P3_ΔF","ID.1","Duration","Fo.1","F1","F2","Fmax","T.HIR","T.F1","T.F2","T.Fmax","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME.1","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","F_avg","dF.dt","dF_dc.dt","F_dc_avg","period","time.1","hhmmss.1","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔH2O.MN","ΔH2O.SLP","ΔH2O.SD","ΔH2O.OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_.","Flow_.","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","AccH2O_hum","AccCO2_soda","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","NA.","chamber"
1,1510802340,0,"20171115 21:19:00","21:19:00",5,"ely_can7_t4_ch2","ozzie",1510802337.25,0.000249754147440325,0.249754147440325,-0.367179696500839,420.124400168291,448.718238335145,39.7914670711554,37.2558207063546,0.0145009693209128,3.81378986821075,0.0144704077788084,0.00904674527329068,0,20.0211160180562,20.0211160180562,2.34968333085571,35.9219701248891,0.8467154099857,2.3570962479005,1.50296792087001,-11.0141579021184,10.4622066470315,0.551807524739068,-0.000143730347810234,-0.359512547106215,0.250200351635736,-0.367179696500839,424.006449192267,424.170248484848,-0.000465032121282222,65.3584649407565,0.249754147440325,9.43998939900789,9.54784345454545,-2.36455002444642e-06,102.879323838526,0,0,1,0,47624,"RECT-130-20230404-15_58_53","10338.9",2.22324230769231,0.75,-1.96432307692308,-0.367179696500839,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,0,2.18,0.5,"0: Broadleaf",2,"True",1510802337.25,420.1244,420.0135,9.548194,9.440165,413.0477,9.566768,500.0776,88.57792,0.10014938,20.072,19.98287,999.9,0,0,9987.314,0,0.441312,0.11105664,424.1746,424.016,0.1080324,420.0135,9.440165,0.8457594,0.8361901,4.499434,4.336968,0,0,0,0,2.19666,0,-16.96198,-1.25528,34.0248,39.9874,36.625,38.9496,34.687,0,0,0,1680901138,0,2.22324230769231,-0.348495728097422,1.07502905165562,-17.0159230769231,15,1510802074,"21:14:34",1510802069,1510802074,1,0.271,-0.011,7.075,-0.034,420,9,0.45,0.06,0.109406317073171,-0.0149567456445992,0.00169135773774373,1,1,1,"1/1",2.97343,2.75376,0.0884439,0.0897187,0.0519469,0.0519584,35430.5,38587.3,35227,38449.2,47326.7,52613.2,54998.5,61624,1.98535,1.76885,-0.0188872,0,20.2979,999.9,47.052,30.957,23.9017,55.1769,50.0521,1,-0.0309248,3.26119,20.1099,5.20321,12.0083,4.97575,3.293,9999,9999,9999,999.9,1.86312,1.86813,1.86792,1.86903,1.86983,1.86594,1.86705,1.86836,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,7.076,-0.0186,4.45775641431583,0.00620320566084817,5.16981105587071e-07,-4.47467364958264e-10,-0.00497064346868416,-0.0244076447661973,0.00272155680848542,-3.33328699556516e-05,-3,1864,0,26,4.5,4.4,1.01685,2.63306,1.54785,2.31323,1.34644,2.41455,34.5321,24.2276,18,501.707,370.07,16.5226,26.6823,30,26.7523,26.7093,20.376,56.9304,0,16.5293,420,9.47425,102.072,102.604,NA,2
2,1510802346.5,6.5,"20171115 21:19:06","21:19:06",5,"ely_can7_t4_ch2","ozzie",1510802344.25,0.000263800977735617,0.263800977735617,-0.374444087406774,420.107250168924,447.638628498489,39.698420494803,37.2568255024436,0.015137785680096,3.82341556649469,0.0151045679190953,0.00944333330083678,0,20.1446736796129,20.1446736796129,2.36771907839489,35.6512612112311,0.846925215961017,2.37558276253692,1.52079386243387,-11.6336231181407,11.0513084976043,0.582154918175281,-0.000159702361148817,-0.372633823742593,0.255024016211663,-0.374444087406774,423.984413202509,424.151521212121,-0.000485244271871832,65.3584649407565,0.263800977735617,9.43986320548478,9.55352454545454,3.35531781753202e-05,102.879323838526,0,0,1,0,48220,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,0,2.18,0.5,"0: Broadleaf",2,"True",1510802344.25,420.10725,419.9915,9.5499125,9.43979,413.03075,9.56845375,500.02775,88.58435,0.0997312375,20.1982875,20.84125,999.9,0,0,10021.33375,0,0.441312,0.11557,424.15775,423.994125,0.110120625,419.9915,9.43979,0.845972875,0.836218,4.50303875,4.33744375,0,0,0,0,2.2380125,0,-15.610175,-1.1779125,34.2185,40.062,36.687,39.062,34.687,0,0,0,5.90000009536743,0,2.03621538461538,-1.31818059499613,48496.5480808208,8698.5435,15,1510802074,"21:14:34",1510802069,1510802074,1,0.271,-0.011,7.075,-0.034,420,9,0.45,0.06,0.108421585365854,-0.00955105923344918,0.00149589741358857,1,1,1,"1/1",2.97336,2.75407,0.0884482,0.0897334,0.0519722,0.0519605,35430.1,38586.8,35226.8,38449.3,47325.2,52613.4,54998.1,61624.2,1.98533,1.76922,0.0540167,0,20.307,999.9,47.052,30.957,23.9037,54.5169,50.2284,1,-0.0309731,3.3027,20.1093,5.20306,12.0073,4.9757,3.293,9999,9999,9999,999.9,1.86313,1.86813,1.86791,1.86902,1.86984,1.86594,1.86706,1.86837,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,7.076,-0.0185,4.45775641431583,0.00620320566084817,5.16981105587071e-07,-4.47467364958264e-10,-0.00497064346868416,-0.0244076447661973,0.00272155680848542,-3.33328699556516e-05,-3,1864,0,26,4.6,4.5,1.01685,2.6416,1.54785,2.31445,1.34644,2.38037,34.5092,24.2276,18,501.673,370.251,16.5356,26.68,30,26.7503,26.707,20.3752,56.9304,0,16.53,420,9.47341,102.072,102.605,NA,2
3,1510802350,10,"20171115 21:19:10","21:19:10",5,"ely_can7_t4_ch2","ozzie",1510802347.05,0.000258149663209986,0.258149663209986,-0.233169629200564,420.116800105531,433.439077648689,38.4388735032156,37.2574079463162,0.0147990651295969,3.82677716132751,0.0147673434295463,0.009232433990024,0,20.1554987704615,20.1554987704615,2.36930498360202,35.6387601979698,0.847132620563969,2.37699800963398,1.52217236303805,-11.3844001475604,10.8149824701737,0.569264990427703,-0.000152686959026482,-0.260088514046763,0.261446564603986,-0.233169629200564,424.076378894699,424.178048484848,0.000199444528079205,65.3584649407565,0.258149663209986,9.43931841242148,9.55081236363636,-4.18893108286619e-06,102.879323838526,0,0,1,0,48006,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,0,2.18,0.5,"0: Broadleaf",2,"True",1510802347.05,420.1168,420.0513,9.552319,9.439433,413.0401,9.570817,500.0701,88.58362,0.09983169,20.20792,20.97392,999.9,0,0,10033.56,0,0.441312,0.06550291,424.1685,424.054,0.1128868,420.0513,9.439433,0.8461794,0.8361794,4.506525,4.336787,0,0,0,0,2.23554,0,-16.21463,-1.19269,34.3058,40.0998,36.687,39.0998,34.7248,0,0,0,8.90000009536743,0,2.04787692307692,0.724141039941402,-31834.6777911624,8698.65485,15,1510802074,"21:14:34",1510802069,1510802074,1,0.271,-0.011,7.075,-0.034,420,9,0.45,0.06,0.109045125,0.017280348968105,0.00259711373631865,1,1,1,"1/1",2.97349,2.75409,0.0884464,0.0897292,0.0519564,0.0519591,35430.3,38587.2,35226.9,38449.5,47325.9,52613.6,54998,61624.5,1.98563,1.76947,0.0157394,0,20.3253,999.9,47.027,30.957,23.8936,54.2969,49.8718,1,-0.0308486,3.32095,20.1089,5.20321,12.0068,4.9757,3.293,9999,9999,9999,999.9,1.86312,1.86813,1.86791,1.86901,1.86983,1.86593,1.86707,1.86838,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,7.077,-0.0185,4.45775641431583,0.00620320566084817,5.16981105587071e-07,-4.47467364958264e-10,-0.00497064346868416,-0.0244076447661973,0.00272155680848542,-3.33328699556516e-05,-3,1864,0,26,4.7,4.6,1.01685,2.64038,1.54785,2.31323,1.34644,2.29858,34.5321,24.2276,18,501.86,370.38,16.5354,26.6797,30.0001,26.7491,26.7069,20.3723,56.9304,0,16.53,420,9.47341,102.072,102.605,NA,2
4,1510802355,15,"20171115 21:19:15","21:19:15",5,"ely_can7_t4_ch2","ozzie",1510802352.5,0.000251081236114447,0.251081236114447,-0.256527995722279,420.141444561789,436.63972845744,38.7208831400995,37.2578277168274,0.0144728718155429,3.8147461912175,0.0144424360729009,0.00902925168846938,0,20.0951264383762,20.0951264383762,2.36047213796529,35.7551333525917,0.846664537253424,2.36795239694457,1.51380760071186,-11.0726825126471,10.5175298636019,0.55500739392177,-0.000145255123465304,-0.151125083276849,0.254749129688046,-0.256527995722279,424.166205943741,424.2252,0.0113530470581519,65.3584649407565,0.251081236114447,9.43700999675678,9.5455783030303,-2.12029877482566e-05,102.879323838526,0,0,1,0,47702,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,0,2.18,0.5,"0: Broadleaf",2,"True",1510802352.5,420.141444444444,420.122222222222,9.54749333333333,9.4375,413.064777777778,9.56607777777778,500.076555555556,88.5791111111111,0.100137744444444,20.1462666666667,20.3504444444444,999.9,0,0,9990.63,0,0.441312,0.0191854244444444,424.191555555556,424.124777777778,0.109993555555556,420.122222222222,9.4375,0.845708444444444,0.835965333333333,4.49857111111111,4.33313333333333,0,0,0,0,2.21755555555556,0,-16.4302666666667,-1.25237777777778,34.25,40.1525555555556,36.743,39.1941111111111,34.7775555555556,0,0,0,14.2999999523163,0,2.05140769230769,3.21317614340835,-169546.006209469,8698.80889615384,15,1510802074,"21:14:34",1510802069,1510802074,1,0.271,-0.011,7.075,-0.034,420,9,0.45,0.06,0.1096727,0.0147014634146341,0.00248697774618109,1,1,1,"1/1",2.97331,2.75373,0.0884543,0.0897061,0.0519352,0.0519508,35430.2,38588.3,35227.1,38449.6,47327.2,52614.2,54998.3,61624.6,1.98545,1.76945,-0.00832602,0,20.3422,999.9,47.027,30.957,23.8902,54.6669,50.2444,1,-0.0308841,3.33554,20.1083,5.20231,12.0079,4.9757,3.293,9999,9999,9999,999.9,1.86311,1.86813,1.86792,1.86903,1.86983,1.86598,1.86705,1.86833,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,7.077,-0.0186,4.45775641431583,0.00620320566084817,5.16981105587071e-07,-4.47467364958264e-10,-0.00497064346868416,-0.0244076447661973,0.00272155680848542,-3.33328699556516e-05,-3,1864,0,26,4.8,4.7,1.01685,2.63062,1.54785,2.31323,1.34644,2.42188,34.5321,24.2364,18,501.727,370.353,16.5338,26.6777,30.0001,26.7471,26.7048,20.3761,56.9304,0,16.53,420,9.47341,102.072,102.605,NA,2
5,1510802360,20,"20171115 21:19:20","21:19:20",5,"ely_can7_t4_ch2","ozzie",1510802357.2,0.000243815053253932,0.243815053253932,-0.118282958056295,420.096800053738,421.878886954157,37.4120060851578,37.2539715211527,0.0140664163300026,3.81179519261715,0.0140376420510065,0.00877610658012107,0,20.0835828997417,20.0835828997417,2.35878653663017,35.7717214359525,0.846377129152049,2.36605087811456,1.51240940747812,-10.7522438484984,10.2128287692096,0.539277918120255,-0.000137161168590083,-0.510956804630239,0.246065011545091,-0.118282958056295,423.887722456563,424.076563636363,-0.0288054388649852,65.3584649407565,0.243815053253932,9.43819098179503,9.54350709090909,-4.22931333133245e-06,102.879323838526,0,0,1,0,48081,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,0,2.18,0.5,"0: Broadleaf",2,"True",1510802357.2,420.0968,419.9191,9.544226,9.43797,413.0205,9.562871,500.0207,88.57955,0.09994367,20.13328,20.14007,999.9,0,0,9979.935,0,0.441312,0.17786265,424.1451,423.9201,0.1062548,419.9191,9.43797,0.8454229,0.836011,4.493751,4.333914,0,0,0,0,2.25236,0,-16.48604,-1.28772,34.25,40.2122,36.75,39.2624,34.812,0,0,0,19.0999999046326,0,2.24167307692308,0.025999995293283,-1.70286153652232,-16.4097730769231,15,1510802074,"21:14:34",1510802069,1510802074,1,0.271,-0.011,7.075,-0.034,420,9,0.45,0.06,0.109279170731707,-0.00362954006968668,0.00280458939129733,1,1,1,"1/1",2.97318,2.75375,0.088429,0.0897194,0.0519256,0.051944,35430.7,38587.3,35226.6,38449.2,47327.3,52614.2,54997.9,61624.2,1.98547,1.76978,-0.0162236,0,20.3507,999.9,47.027,30.957,23.8924,54.6769,50.3285,1,-0.030968,3.34206,20.108,5.20142,12.0082,4.97575,3.293,9999,9999,9999,999.9,1.86313,1.86813,1.86789,1.86904,1.86983,1.86597,1.86705,1.86839,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,7.076,-0.0187,4.45775641431583,0.00620320566084817,5.16981105587071e-07,-4.47467364958264e-10,-0.00497064346868416,-0.0244076447661973,0.00272155680848542,-3.33328699556516e-05,-3,1864,0,26,4.8,4.8,1.01685,2.6355,1.54785,2.31323,1.34644,2.41577,34.5092,24.2276,18,501.739,370.514,16.5321,26.6763,30,26.7466,26.7035,20.3731,56.9304,0,16.53,420,9.55178,102.071,102.604,NA,2
6,1510802365,25,"20171115 21:19:25","21:19:25",5,"ely_can7_t4_ch2","ozzie",1510802362.5,0.000237647074974394,0.237647074974394,-0.38573685151648,420.096444619458,453.06697877894,40.1746830067224,37.2510959424226,0.0137075445329312,3.82072013672468,0.0136802818975635,0.00855262105793803,0,20.0824453298922,20.0824453298922,2.3586204844204,35.7645765176269,0.846077098375388,2.36568465436293,1.51254338604502,-10.4802360063708,9.95564637365049,0.52445990266781,-0.000129730052478294,-0.203810966023568,0.235783576557664,-0.38573685151648,424.072924437009,424.181981818182,0.0127849426027102,65.3584649407565,0.237647074974394,9.43800012895938,9.54067769696969,-9.45648207720587e-06,102.879323838526,0,0,1,0,47986,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,0,2.18,0.5,"0: Broadleaf",2,"True",1510802362.5,420.096444444445,420.050777777778,9.54157111111111,9.43976888888889,413.019777777778,9.56026333333333,500.091,88.5727333333333,0.0999903222222222,20.1307777777778,20.0590888888889,999.9,0,0,10012.9133333333,0,0.441312,0.0457423744444444,424.143444444444,424.053555555555,0.101803677777778,420.050777777778,9.43976888888889,0.845123,0.836106,4.48868111111111,4.33553444444444,0,0,0,0,2.27465555555556,0,-16.2998111111111,-1.30038888888889,34.25,40.25,36.7982222222222,39.34,34.826,0,0,0,23.9000000953674,0,2.25565,-0.0156273603765358,1.377675229854,-16.4431538461538,15,1510802074,"21:14:34",1510802069,1510802074,1,0.271,-0.011,7.075,-0.034,420,9,0.45,0.06,0.107994465853659,-0.0427545679442508,0.00479021505121459,1,1,1,"1/1",2.97339,2.75404,0.0884393,0.0897119,0.0519117,0.0520343,35430.7,38587.9,35227,38449.5,47328.4,52609.5,54998.3,61624.5,1.98538,1.76955,-0.0183098,0,20.3553,999.9,47.027,30.957,23.8941,54.7769,49.8958,1,-0.0307165,3.54381,20.1042,5.20217,12.0077,4.97575,3.293,9999,9999,9999,999.9,1.86315,1.86813,1.86791,1.86904,1.86983,1.86592,1.86704,1.86837,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,7.077,-0.0187,4.45775641431583,0.00620320566084817,5.16981105587071e-07,-4.47467364958264e-10,-0.00497064346868416,-0.0244076447661973,0.00272155680848542,-3.33328699556516e-05,-3,1864,0,26,4.9,4.8,1.01685,2.63916,1.54785,2.31323,1.34644,2.29004,34.5321,24.2188,18,501.654,370.39,16.528,26.6755,30.0002,26.7446,26.7026,20.3716,56.6467,0,16.4539,420,9.58937,102.072,102.605,NA,2
7,1510802370,30,"20171115 21:19:30","21:19:30",5,"ely_can7_t4_ch2","ozzie",1510802367.2,0.000108099351190103,0.108099351190103,-0.325683756268674,420.105700147976,491.321276547274,43.5659572307925,37.2511996502107,0.00621516700112425,3.81842012856089,0.00620955231502368,0.00388147421990737,0,20.1075922585934,20.1075922585934,2.36229359714212,35.7888905218089,0.846590080979852,2.36551082930039,1.51570351616226,-4.76718138748356,4.52842570033146,0.238728812572521,-2.6874579571512e-05,-0.427326031678319,0.111319706099065,-0.325683756268674,423.956214757657,424.119503030303,-0.0042020069512838,65.3584649407565,0.108099351190103,9.51315734739756,9.55931533333333,6.90476162634906e-05,102.879323838526,0,0,1,0,47957,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,0,2.18,0.5,"0: Broadleaf",2,"True",1510802367.2,420.1057,419.9398,9.54754,9.499475,413.029,9.566124,500.0728,88.571,0.10001693,20.12959,20.05282,999.9,0,0,10004.805,0,0.441312,0.1657867,424.1551,423.9674,0.04806299,419.9398,9.499475,0.8456352,0.8413782,4.497332,4.425206,0,0,0,0,2.2595,0,-16.18629,-1.2894,34.25,40.3058,36.812,39.3874,34.875,0,0,0,29.2999999523163,0,2.258672,-0.374161537834812,1.97832309356379,-16.335636,15,1510802074,"21:14:34",1510802069,1510802074,1,0.271,-0.011,7.075,-0.034,420,9,0.45,0.06,0.0960004536585366,-0.183005707317073,0.0235056484297285,1,1,1,"1/1",2.97337,2.75389,0.0884256,0.0896957,0.0520026,0.0523404,35431.1,38588.7,35226.8,38449.6,47323.7,52592.3,54998.1,61624.3,1.98547,1.76957,-0.0187941,0,20.3595,999.9,47.027,30.957,23.896,54.4869,50.0441,1,-0.0296291,3.73179,20.1002,5.20351,12.008,4.97575,3.293,9999,9999,9999,999.9,1.86316,1.86813,1.86788,1.86904,1.86981,1.8659,1.86706,1.86837,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,7.076,-0.0183,4.45775641431583,0.00620320566084817,5.16981105587071e-07,-4.47467364958264e-10,-0.00497064346868416,-0.0244076447661973,0.00272155680848542,-3.33328699556516e-05,-3,1864,0,26,5,4.9,1.01685,2.63306,1.54785,2.31323,1.34644,2.34741,34.5321,24.2276,18,501.708,370.391,16.4618,26.6735,30.0007,26.7432,26.7007,20.3747,56.6467,0,16.4009,420,9.59845,102.072,102.605,NA,2
8,1510802375,35,"20171115 21:19:35","21:19:35",5,"ely_can7_t4_ch2","ozzie",1510802372.5,0.000203687607784208,0.203687607784208,-0.49929379628605,420.055333560235,475.637991970947,42.1738528300351,37.2454516188495,0.0117639793846076,3.81956767653988,0.0117438875288249,0.00734173198190424,0,20.0865289315326,20.0865289315326,2.35921661945446,35.9015825440606,0.849170539392422,2.36527328106016,1.51004608006204,-8.98262350328358,8.53288048761016,0.449647658468695,-9.53572047315276e-05,-0.14556069612032,0.0953301009303634,-0.49929379628605,424.082438838728,424.169254545455,0.0280033327898869,65.3584649407565,0.203687607784208,9.5361579436491,9.58587587878788,0.00511554039997947,102.879323838526,0,0,1,0,47926,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,0,2.18,0.5,"0: Broadleaf",2,"True",1510802372.5,420.055333333333,420.009333333333,9.57697111111111,9.53581,412.978888888889,9.59502333333333,500.057777777778,88.5678555555556,0.100109455555556,20.1279666666667,20.0495555555556,999.9,0,0,10009.3033333333,0,0.441312,0.0460476866666667,424.117222222222,424.053,0.0411612222222222,420.009333333333,9.53581,0.848211888888889,0.844566222222222,4.54080555555556,4.47926666666667,0,0,0,0,2.24931111111111,0,-16.3445888888889,-1.26773333333333,34.25,40.375,36.868,39.465,34.8887777777778,0,0,0,34.0999999046326,0,2.254172,-0.371830768877518,0.101515393556412,-16.278396,15,1510802074,"21:14:34",1510802069,1510802074,1,0.271,-0.011,7.075,-0.034,420,9,0.45,0.06,0.0778220463414634,-0.292694703135889,0.0322959666891001,1,1,1,"1/1",2.9733,2.75392,0.0884315,0.0897027,0.0521033,0.0523662,35430.9,38588.7,35226.9,38449.8,47318.4,52591.3,54997.8,61624.9,1.98552,1.76947,-0.0191666,0,20.362,999.9,47.003,30.957,23.8844,54.6469,50.4167,1,-0.0292429,3.79311,20.099,5.20366,12.0085,4.9758,3.293,9999,9999,9999,999.9,1.86312,1.86813,1.86787,1.86903,1.86981,1.86588,1.86704,1.86836,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,7.076,-0.0179,4.45775641431583,0.00620320566084817,5.16981105587071e-07,-4.47467364958264e-10,-0.00497064346868416,-0.0244076447661973,0.00272155680848542,-3.33328699556516e-05,-3,1864,0,26,5.1,5,1.01685,2.63184,1.54785,2.31323,1.34644,2.43652,34.5321,24.2276,18,501.733,370.336,16.3963,26.6732,30.0005,26.7423,26.7002,20.3769,56.6467,0,16.3506,420,9.60394,102.072,102.606,NA,2
9,1510802380,40,"20171115 21:19:40","21:19:40",5,"ely_can7_t4_ch2","ozzie",1510802377.2,0.00015395250071207,0.15395250071207,-0.25302205425232,420.105600114949,453.573408749726,40.2171289840252,37.2496287939508,0.00889094101193977,3.81970761289848,0.00887945982558858,0.00555069267194586,0,20.0931012928972,20.0931012928972,2.3601763474829,35.9738663501676,0.850693571972647,2.36475435721044,1.50948277551025,-6.78930528140226,6.4494011223721,0.339849687618709,-5.447141145698e-05,-0.320714509994973,0.12513440754473,-0.25302205425232,424.033468664194,424.159321212121,-0.00305054778765162,65.3584649407565,0.15395250071207,9.54064815893798,9.60071006060606,0.000857815210201499,102.879323838526,0,0,1,0,47938,"-","-",0,0,0,0,"-","-",0,0,0,0.5,0,0,0,0,0,0,"-",0,0,0,0,0,0,0,0,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,0,2.18,0.5,"0: Broadleaf",2,"True",1510802377.2,420.1056,419.9887,9.59422,9.54019,413.0289,9.611953,500.0477,88.56733,0.09996885,20.12442,20.04486,999.9,0,0,10009.868,0,0.441312,0.11676027,424.175,424.0339,0.05403184,419.9887,9.54019,0.8497346,0.8449491,4.566444,4.485737,0,0,0,0,2.19002,0,-15.94751,-1.28355,34.2624,40.4122,36.875,39.5248,34.9246,0,0,0,38.9000000953674,0,2.237252,-0.165730765684041,1.74293846711025,-16.154428,15,1510802074,"21:14:34",1510802069,1510802074,1,0.271,-0.011,7.075,-0.034,420,9,0.45,0.06,0.064337156097561,-0.218141349825784,0.0286277427802426,1,1,1,"1/1",2.97342,2.75399,0.0884321,0.0897066,0.0521643,0.0523815,35430.8,38588.4,35226.8,38449.7,47315.5,52590.1,54998.1,61624.5,1.98527,1.76935,-0.0192598,0,20.3637,999.9,47.003,30.957,23.8811,54.5969,50.2003,1,-0.0290396,3.81328,20.0985,5.20306,12.0077,4.97575,3.293,9999,9999,9999,999.9,1.86312,1.86813,1.86785,1.86903,1.86982,1.86588,1.86704,1.86834,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,7.076,-0.0176,4.45775641431583,0.00620320566084817,5.16981105587071e-07,-4.47467364958264e-10,-0.00497064346868416,-0.0244076447661973,0.00272155680848542,-3.33328699556516e-05,-3,1864,0,26,5.2,5.1,1.01685,2.6355,1.54785,2.31201,1.34644,2.39868,34.5321,24.2276,18,501.55,370.257,16.3379,26.6715,30.0002,26.7404,26.6981,20.3766,56.362,0,16.3053,420,9.61243,102.072,102.605,NA,2
