"obs","time..2","elapsed","date","hhmmss..5","averaging","machine","id","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_des","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","chamber"
1,1679620510.6,0,2023-03-23 20:15:10,20:15:10,5,"albert","sch_sco32_t4_ch5",1679620507.85,0.00115770914795992,1.15770914795993,-0.958236297605773,420.144000270519,431.077147146577,38.7050281979385,37.7233761643498,0.0686508385312542,4.21659861121692,0.0680358924280596,0.0425772239440314,0,19.8505079719143,20.00336,2.34710139796771,35.9264252453009,0.846446804338082,2.3560562971647,1.50065459362962,-51.0549734250327,13.9827770088104,0.666955616934369,-36.4052407992879,-1.04415488483439,1.16387157636258,-0.958236297605773,423.861250530275,424.126951515151,-0.00015835891120294,64.7724971335589,1.15770914795993,9.11189745834186,9.42610290909091,-1.72400200902884e-06,98.5709364769314,1,0,1,0,48535,0,0,0,0,1.37,0.5,"0: Broadleaf",2,TRUE,1679620507.85,420.144,419.9919,9.427299,9.111434,416.6862,9.358757,500.0466,89.68677,0.1000082,20.06487,20.00336,999.9,0,0,9998.62,0,0.772297,0.1519989,424.1426,423.8539,0.3158636,419.9919,9.111434,0.845504,0.8171753,4.49512,4.009205,0,0,0,0,2.07692,0,-2.94509,-1.09263,33.5933,40.4496,36.8435,39.2059,34.662,0,0,0,1679620543.4,0,1679620019.6,20:06:59,1679620019.6,1679620019.6,1,-0.073,0.004,3.457,0.066,420,9,0.23,0.06,0.12048949,0.200955023639775,0.0254188431856841,0,0.317069125,-0.00499586116322756,0.00082590393471335,1,1,2,"1/2",2.98018,2.72807,0.0849822,0.0859277,0.0540338,0.0531537,27436.8,27101.5,30511.6,29893.7,39834.3,37274.8,46656.3,44444.7,1.87855,1.82623,-0.00692159,0,20.1211,999.9,53.6,30.7,26.5017,63.3099,18.9944,1,-0.0570935,3.05544,20.1971,5.2387,11.9682,4.97285,3.291,9999,9999,9999,999.9,4.97292,1.87697,1.87503,1.87789,1.87458,1.8782,1.87531,1.8764,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.458,0.0685,1.9910705851386,0.00418772444320686,-1.79435031780537e-06,4.61194159527604e-10,-0.00550956918007581,0.00306582056796209,0.00053902517095494,-2.25959559875755e-06,0,2131,1,24,8.2,8.2,1.0791,2.56104,1.39893,2.34863,1.44897,2.37915,35.8477,24.07,18,490.023,429.204,17.0702,26.1265,30.0002,26.1271,26.2311,21.6343,61.7435,0,17.0591,420,9.13079,100.844,102.208,5
2,1679620515.6,5,2023-03-23 20:15:15,20:15:15,5,"albert","sch_sco32_t4_ch5",1679620513.1,0.00116322935277363,1.16322935277363,-1.15746635747964,420.153889215553,435.576945001427,39.108863542175,37.7240836747945,0.0689762358052599,4.21767844483482,0.0683556321605922,0.0427775633066574,0,19.8505463600273,20.0028666666667,2.34702969703534,35.9170133010496,0.846277839314032,2.35620326284007,1.5007518577213,-51.2984144573172,14.3276857431441,0.683234029860408,-36.2874946843127,-1.03042428234392,1.1647797090244,-1.15746635747964,423.86820745996,424.186351515152,0.00039234821148893,64.7724971335589,1.16322935277363,9.10914044995906,9.42482290909091,-1.17792124161026e-06,98.5709364769314,1,0,1,0,48533,0,0,0,0,1.37,0.5,"0: Broadleaf",2,TRUE,1679620513.1,420.153888888889,420.005666666667,9.42546222222222,9.10936777777778,416.696333333333,9.35694222222222,500.074444444444,89.6865,0.0998488666666667,20.0658777777778,20.0028666666667,999.9,0,0,10002.0688888889,0,0.772297,0.148278222222222,424.151777777778,423.866777777778,0.316092777777778,420.005666666667,9.10936777777778,0.845336666666667,0.816987333333333,4.49229111111111,4.00593444444445,0,0,0,0,1.95965555555556,0,-2.89072222222222,-1.1019,33.6248888888889,40.5,36.861,39.2568888888889,34.715,0,0,0,1679620548.2,0,1679620019.6,20:06:59,1679620019.6,1679620019.6,1,-0.073,0.004,3.457,0.066,420,9,0.23,0.06,0.131441441463415,0.188376470383275,0.0254474134302245,0,0.316913317073171,-0.00732301045296213,0.00091361326180585,1,1,2,"1/2",2.98031,2.72834,0.0849871,0.0859301,0.0540262,0.053155,27436.8,27101.9,30511.8,29894.3,39834.9,37275.7,46656.7,44445.8,1.8787,1.8263,-0.00739098,0,20.1249,999.9,53.6,30.7,26.5016,63.2899,18.4896,1,-0.0572764,3.01288,20.198,5.239,11.9694,4.9731,3.291,9999,9999,9999,999.9,4.97291,1.87696,1.87503,1.87789,1.87456,1.87821,1.8753,1.8764,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.458,0.0685,1.9910705851386,0.00418772444320686,-1.79435031780537e-06,4.61194159527604e-10,-0.00550956918007581,0.00306582056796209,0.00053902517095494,-2.25959559875755e-06,0,2131,1,24,8.3,8.3,1.0791,2.54639,1.39893,2.34863,1.44897,2.44873,35.8711,24.0787,18,490.078,429.216,17.0561,26.1229,30,26.1233,26.2265,21.6354,61.7435,0,17.0548,420,9.13079,100.845,102.21,5
3,1679620520.6,10,2023-03-23 20:15:20,20:15:20,5,"albert","sch_sco32_t4_ch5",1679620517.8,0.00115708382960878,1.15708382960878,-1.02182846398995,420.192600288178,432.615361910141,38.8425970504009,37.7272128860371,0.0685875170153704,4.21736251325373,0.067973809442463,0.0425383122256036,0,19.8505107812145,20.00472,2.34729906993643,35.9122634985957,0.84610529015451,2.35603442313681,1.50119377978192,-51.0273968857473,13.6419868688726,0.650586650224588,-36.7348233666501,-1.15214702560607,1.16099769882803,-1.02182846398995,423.877779113421,424.161872727273,-0.0003292619003665,64.7724971335589,1.15708382960878,9.10834934257403,9.42239351515151,-3.30426387022031e-06,98.5709364769314,1,0,1,0,48572,0,0,0,0,1.37,0.5,"0: Broadleaf",2,TRUE,1679620517.8,420.1926,420.0106,9.423627,9.108545,416.7345,9.355129,500.0533,89.68551,0.10001421,20.06472,20.00472,999.9,0,0,10001.179,0,0.772297,0.1820314,424.1899,423.8713,0.3150829,420.0106,9.108545,0.8451628,0.8169045,4.489351,4.004489,0,0,0,0,2.15387,0,-2.86789,-1.08166,33.6497,40.531,36.8872,39.312,34.6996,0,0,0,1679620553.6,0,1679620019.6,20:06:59,1679620019.6,1679620019.6,1,-0.073,0.004,3.457,0.066,420,9,0.23,0.06,0.150466595121951,0.218062657839721,0.0282789509515121,0,0.316233048780488,-0.00827949825783867,0.00099513874388031,1,1,2,"1/2",2.98004,2.72832,0.0849855,0.0859335,0.0540144,0.0531456,27437.5,27101.9,30512.5,29894.3,39836.4,37275.9,46657.8,44445.5,1.87873,1.82603,-0.00768155,0,20.1269,999.9,53.6,30.7,26.5055,63.5399,19.1266,1,-0.0576804,2.99095,20.1983,5.239,11.9685,4.97305,3.291,9999,9999,9999,999.9,4.97291,1.87698,1.87503,1.8779,1.87464,1.87822,1.87533,1.87646,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.458,0.0685,1.9910705851386,0.00418772444320686,-1.79435031780537e-06,4.61194159527604e-10,-0.00550956918007581,0.00306582056796209,0.00053902517095494,-2.25959559875755e-06,0,2131,1,24,8.3,8.3,1.0791,2.55859,1.39893,2.34863,1.44897,2.43042,35.8711,24.0787,18,490.057,429.018,17.0498,26.1193,29.9998,26.1183,26.2223,21.6325,61.7435,0,17.0504,420,9.13079,100.847,102.21,5
4,1679620525.6,15,2023-03-23 20:15:25,20:15:25,5,"albert","sch_sco32_t4_ch5",1679620523.1,0.00115318801384051,1.15318801384051,-1.24095860302764,420.184333683508,437.769114677844,39.3050504010223,37.7262028302384,0.068424859753661,4.2183079485672,0.0678141811757777,0.0424382758435415,0,19.8512465637838,19.9929888888889,2.3455944673839,35.9048146302411,0.845928163317595,2.35602988632368,1.4996663040663,-50.8555914103665,16.3058288794302,0.777404241880276,-33.772358289056,-1.26832300168366,1.15562799433287,-1.24095860302764,423.82973214329,424.173042424242,-4.34450396518637e-05,64.7724971335589,1.15318801384051,9.10837465018589,9.42132090909091,1.30672390463869e-06,98.5709364769314,1,0,1,0,48530,0,0,0,0,1.37,0.5,"0: Broadleaf",2,TRUE,1679620523.1,420.184333333333,419.969888888889,9.42172111111111,9.10810333333333,416.726333333333,9.35324666666667,500.065333333333,89.6850444444444,0.0998423444444444,20.0646888888889,19.9929888888889,999.9,0,0,10004.2244444444,0,0.772297,0.214375888888889,424.180666666667,423.830111111111,0.313616111111111,419.969888888889,9.10810333333333,0.844987222222222,0.816860555555555,4.48638444444444,4.00372444444444,0,0,0,0,2.06037777777778,0,-2.90896666666667,-1.14661111111111,33.6804444444444,40.569,36.9302222222222,39.375,34.722,0,0,0,1679620558.4,0,1679620019.6,20:06:59,1679620019.6,1679620019.6,1,-0.073,0.004,3.457,0.066,420,9,0.23,0.06,0.1739808,0.243252382739212,0.0300841941675359,0,0.3152028,-0.00905155722326562,0.00108105125225402,1,1,2,"1/2",2.98023,2.72825,0.0849845,0.0859321,0.0540102,0.053144,27437.6,27101.7,30512.5,29894,39836.8,37275.8,46658,44445.4,1.8786,1.82615,-0.00803173,0,20.1287,999.9,53.6,30.7,26.5044,63.4599,18.5857,1,-0.0579472,2.96457,20.1989,5.23885,11.9689,4.973,3.291,9999,9999,9999,999.9,4.97291,1.87698,1.87506,1.8779,1.87463,1.87825,1.87531,1.87646,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.458,0.0685,1.9910705851386,0.00418772444320686,-1.79435031780537e-06,4.61194159527604e-10,-0.00550956918007581,0.00306582056796209,0.00053902517095494,-2.25959559875755e-06,0,2131,1,24,8.4,8.4,1.0791,2.55127,1.39893,2.34863,1.44897,2.40234,35.8711,24.0787,18,489.961,429.059,17.0463,26.1155,29.9999,26.1144,26.2177,21.6339,61.7435,0,17.054,420,9.13079,100.848,102.209,5
5,1679620530.6,20,2023-03-23 20:15:30,20:15:30,5,"albert","sch_sco32_t4_ch5",1679620527.8,0.00115228495002415,1.15228495002416,-1.23712528110835,420.129300349574,437.663540970034,39.2961677596665,37.7218340616098,0.0683134444911793,4.2137350795451,0.0677040892465193,0.0423693507203246,0,19.8531241091209,20.00045,2.34667848708856,35.8922960366402,0.845734301747409,2.35631150730522,1.50094418534115,-50.8157662960653,15.0318975007093,0.717479941416473,-35.0663888539396,-1.06944282398592,1.15622985566203,-1.23712528110835,423.813209115243,424.138460606061,0.00352081609948254,64.7724971335589,1.15228495002416,9.10536877700518,9.41808793939394,-2.79680240367983e-06,98.5709364769314,1,0,1,0,48534,0,0,0,0,1.37,0.5,"0: Broadleaf",2,TRUE,1679620527.8,420.1293,419.9694,9.419419,9.10565,416.6713,9.350976,500.0858,89.68613,0.10011921,20.06662,20.00045,999.9,0,0,9989.627,0,0.772297,0.1598968,424.1243,423.8286,0.3137693,419.9694,9.10565,0.8447913,0.8166504,4.483069,4.000061,0,0,0,0,2.12541,0,-2.90391,-1.10338,33.725,40.6124,36.9435,39.431,34.7374,0,0,0,1679620563.2,0,1679620019.6,20:06:59,1679620019.6,1679620019.6,1,-0.073,0.004,3.457,0.066,420,9,0.23,0.06,0.174405073170732,0.0567562787456444,0.0296025587007068,1,0.314767707317073,-0.0101116724738675,0.00115152810973394,1,2,2,"2/2",2.98012,2.72847,0.0849861,0.0859356,0.0539989,0.0531339,27437.6,27101.8,30512.6,29894.3,39837,37276.5,46657.8,44445.7,1.8789,1.8261,-0.00759214,0,20.1287,999.9,53.6,30.7,26.503,63.4699,18.9663,1,-0.0584909,2.94332,20.1993,5.23915,11.9688,4.9729,3.291,9999,9999,9999,999.9,4.97291,1.87698,1.87508,1.8779,1.87463,1.87825,1.87531,1.87646,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.458,0.0684,1.9910705851386,0.00418772444320686,-1.79435031780537e-06,4.61194159527604e-10,-0.00550956918007581,0.00306582056796209,0.00053902517095494,-2.25959559875755e-06,0,2131,1,24,8.5,8.5,1.0791,2.55127,1.39893,2.34863,1.44897,2.46826,35.8477,24.0787,18,490.095,428.996,17.0501,26.1119,29.9996,26.11,26.2133,21.6348,61.7435,0,17.0552,420,9.13079,100.847,102.21,5
6,1679620535.6,25,2023-03-23 20:15:35,20:15:35,5,"albert","sch_sco32_t4_ch5",1679620533.1,0.00115794449027994,1.15794449027994,-0.999422333397891,420.139444726368,432.027025894203,38.7903755029689,37.7230262176599,0.0686370367923481,4.21917118244494,0.0680227079143933,0.0425689289961629,0,19.8503969346768,20.0015666666667,2.34684076458168,35.8899847153506,0.845578184569348,2.35602826603513,1.50126258001233,-51.0653520213454,14.355503050619,0.68430957983383,-36.0255393908926,-1.01053024469797,1.15709904457199,-0.999422333397891,423.858281723623,424.134903030303,-6.15809676823944e-05,64.7724971335589,1.15794449027994,9.10356380905768,9.41781509090909,5.03917452938395e-07,98.5709364769314,1,0,1,0,48534,0,0,0,0,1.37,0.5,"0: Broadleaf",2,TRUE,1679620533.1,420.139444444444,419.995777777778,9.41761,9.10358444444444,416.681666666667,9.34918888888889,500.053777777778,89.6869777777778,0.0999410444444445,20.0646777777778,20.0015666666667,999.9,0,0,10006.7422222222,0,0.772297,0.143714088888889,424.133888888889,423.854222222222,0.314026333333333,419.995777777778,9.10358444444444,0.844636777777778,0.816472666666667,4.48045888888889,3.99696777777778,0,0,0,0,2.03257777777778,0,-2.53096666666667,-1.12064444444444,33.7011111111111,40.625,36.972,39.5,34.7637777777778,0,0,0,1679620568.6,0,1679620019.6,20:06:59,1679620019.6,1679620019.6,1,-0.073,0.004,3.457,0.066,420,9,0.23,0.06,0.171732165853659,-0.158860929616724,0.0324692782988264,0,0.314140658536585,-0.0038133031358882,0.00073487581860379,1,1,2,"1/2",2.98029,2.72831,0.0849862,0.0859294,0.0539964,0.0531277,27438,27102.3,30513.1,29894.6,39837.9,37277.3,46658.7,44446.3,1.8787,1.82625,-0.00757724,0,20.1287,999.9,53.6,30.7,26.5045,63.3299,18.6178,1,-0.0587246,2.94409,20.1994,5.239,11.9683,4.9729,3.291,9999,9999,9999,999.9,4.97291,1.87696,1.875,1.87789,1.87456,1.8782,1.87531,1.87639,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.458,0.0684,1.9910705851386,0.00418772444320686,-1.79435031780537e-06,4.61194159527604e-10,-0.00550956918007581,0.00306582056796209,0.00053902517095494,-2.25959559875755e-06,0,2131,1,24,8.6,8.6,1.0791,2.55737,1.39893,2.34863,1.44897,2.35718,35.8711,24.0787,18,489.954,429.048,17.0534,26.1083,29.9998,26.1056,26.2083,21.6368,61.7435,0,17.0533,420,9.13079,100.849,102.211,5
7,1679620540.6,30,2023-03-23 20:15:40,20:15:40,5,"albert","sch_sco32_t4_ch5",1679620537.8,0.001149119531125,1.14911953112501,-0.862724948200127,420.110300243359,428.980856985997,38.5171277180976,37.7206624180202,0.0681355444090471,4.21800371152202,0.0675299511659499,0.0422601808248803,0,19.8520060655744,19.99654,2.34611035114325,35.8823604359808,0.845400240446832,2.35603296487461,1.50071011069641,-50.6761713226128,15.501927267235,0.739143879756367,-34.4351001756214,-0.973374012841213,1.15264542264484,-0.862724948200127,423.835463806747,424.08043030303,-0.00135348442685285,64.7724971335589,1.14911953112501,9.10287527691597,9.41474236363636,-3.67637601044208e-06,98.5709364769314,1,0,1,0,48553,0,0,0,0,1.37,0.5,"0: Broadleaf",2,TRUE,1679620537.8,420.1103,419.9763,9.415565,9.102768,416.6524,9.347167,500.0866,89.68752,0.10000103,20.06471,19.99654,999.9,0,0,10002.985,0,0.772297,0.13406067,424.1036,423.8343,0.3127968,419.9763,9.102768,0.8444585,0.8164046,4.477443,3.99578,0,0,0,0,2.13699,0,-2.69384,-1.13011,33.781,40.656,36.9748,39.5436,34.7686,0,0,0,1679620573.4,0,1679620019.6,20:06:59,1679620019.6,1679620019.6,1,-0.073,0.004,3.457,0.066,420,9,0.23,0.06,0.1598243875,-0.249504390619137,0.037961086822404,0,0.313531175,-0.00280672795497298,0.00072201841692231,1,1,2,"1/2",2.98026,2.7285,0.0849806,0.0859391,0.0539875,0.0531256,27438.4,27102.2,30513.2,29894.8,39838.6,37277.3,46659,44446.2,1.87892,1.826,-0.00795722,0,20.1282,999.9,53.6,30.7,26.5036,63.1899,18.6699,1,-0.059248,2.94633,20.1993,5.239,11.9688,4.97305,3.291,9999,9999,9999,999.9,4.97291,1.87698,1.87508,1.87791,1.87461,1.87824,1.87532,1.87645,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.458,0.0684,1.9910705851386,0.00418772444320686,-1.79435031780537e-06,4.61194159527604e-10,-0.00550956918007581,0.00306582056796209,0.00053902517095494,-2.25959559875755e-06,0,2131,1,24,8.7,8.7,1.0791,2.54883,1.39893,2.34863,1.44897,2.48291,35.8711,24.0875,18,490.047,428.865,17.0527,26.1045,29.9998,26.1012,26.204,21.6379,61.7435,0,17.0531,420,9.13079,100.85,102.211,5
8,1679620545.6,35,2023-03-23 20:15:45,20:15:45,5,"albert","sch_sco32_t4_ch5",1679620543.1,0.00114810230962615,1.14810230962616,-1.02815562672677,420.103778067511,432.854307799422,38.8649863550154,37.7201458044633,0.0680940782558843,4.21779089846537,0.0674891881398549,0.0422346415286538,0,19.8483404064423,19.9928,2.34556702954282,35.8854209635655,0.845271245509874,2.35547256466095,1.50029578403295,-50.6313118545136,15.4776482212888,0.73799482333883,-34.4156688098859,-0.910339398776841,1.15141461609601,-1.02815562672677,423.834963972216,424.114933333333,0.00090580259194865,64.7724971335589,1.14810230962616,9.10167265282031,9.41328872727272,-2.0396944030056e-06,98.5709364769314,1,0,1,0,48605,0,0,0,0,1.37,0.5,"0: Broadleaf",2,TRUE,1679620543.1,420.103777777778,419.986888888889,9.41411111111111,9.10161111111111,416.646111111111,9.34573444444444,500.028111111111,89.6877,0.0999852666666667,20.0608666666667,19.9928,999.9,0,0,10002.2911111111,0,0.772297,0.116906,424.096222222222,423.844444444444,0.312499555555556,419.986888888889,9.10161111111111,0.844330111111111,0.816302444444444,4.47526777777778,3.99400111111111,0,0,0,0,2.08295555555556,0,-2.77351111111111,-1.12453333333333,33.7982222222222,40.694,37.0137777777778,39.611,34.826,0,0,0,1679620578.2,0,1679620019.6,20:06:59,1679620019.6,1679620019.6,1,-0.073,0.004,3.457,0.066,420,9,0.23,0.06,0.14149586097561,-0.19508219163763,0.0326309394009688,0,0.313304048780488,-0.00514630662020846,0.00080795776728615,1,1,2,"1/2",2.98013,2.72836,0.0849886,0.0859421,0.0539793,0.0531204,27438.8,27102.8,30514,29895.6,39839.6,37278.6,46659.9,44447.6,1.8789,1.8263,-0.00824034,0,20.1268,999.9,53.6,30.7,26.504,63.2899,18.9303,1,-0.0593547,2.93702,20.1994,5.23915,11.9685,4.97295,3.291,9999,9999,9999,999.9,4.97291,1.87699,1.87511,1.8779,1.87467,1.87829,1.87532,1.87649,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.457,0.0684,1.9910705851386,0.00418772444320686,-1.79435031780537e-06,4.61194159527604e-10,-0.00550956918007581,0.00306582056796209,0.00053902517095494,-2.25959559875755e-06,0,2131,1,24,8.8,8.8,1.0791,2.56104,1.39893,2.34863,1.44897,2.36816,35.8944,24.07,18,490.002,429.012,17.0528,26.1009,29.9997,26.0968,26.1995,21.6371,61.7435,0,17.0573,420,9.13079,100.852,102.214,5
9,1679620550.6,40,2023-03-23 20:15:50,20:15:50,5,"albert","sch_sco32_t4_ch5",1679620547.8,0.00114491284274078,1.14491284274078,-1.011614155257,420.131700285615,432.567077683006,38.8391457636027,37.7226034739082,0.0678692560307502,4.21613020984151,0.067268100130596,0.0420961300638954,0,19.8492345054491,19.99652,2.34610744538688,35.8759036668699,0.845067118869008,2.35552845362721,1.50104032651787,-50.4906563648685,14.7131297685379,0.70183263867978,-35.0756939576508,-0.96273993614828,1.14808867992831,-1.011614155257,423.843267324184,424.12283030303,2.24464397910046e-05,64.7724971335589,1.14491284274078,9.10048864896316,9.41118090909091,-3.94550502895341e-07,98.5709364769314,1,0,1,0,48538,0,0,0,0,1.37,0.5,"0: Broadleaf",2,TRUE,1679620547.8,420.1317,420.0001,9.41185,9.100299,416.674,9.3435,500.1036,89.68748,0.10008768,20.06125,19.99652,999.9,0,0,9997.058,0,0.772297,0.1317231,424.1236,423.8574,0.3115524,420.0001,9.100299,0.8441251,0.8161829,4.471804,3.991914,0,0,0,0,2.17677,0,-2.54831,-1.16316,33.7996,40.75,37.0248,39.6312,34.8183,0,0,0,1679620583.6,0,1679620019.6,20:06:59,1679620019.6,1679620019.6,1,-0.073,0.004,3.457,0.066,420,9,0.23,0.06,0.1311439575,-0.0569415748592875,0.0256851921706349,1,0.312693525,-0.00838650281425898,0.00103392973618858,1,2,2,"2/2",2.98033,2.72838,0.0849901,0.0859417,0.0539729,0.0531111,27439,27103.3,30514.2,29896.1,39840.4,37279.6,46660.5,44448.3,1.87903,1.82625,-0.00713021,0,20.1252,999.9,53.6,30.7,26.5035,63.3299,18.4696,1,-0.0599238,2.92365,20.1996,5.23885,11.9691,4.9728,3.291,9999,9999,9999,999.9,4.97291,1.87698,1.87506,1.8779,1.87465,1.87825,1.87532,1.87645,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.458,0.0683,1.9910705851386,0.00418772444320686,-1.79435031780537e-06,4.61194159527604e-10,-0.00550956918007581,0.00306582056796209,0.00053902517095494,-2.25959559875755e-06,0,2131,1,24,8.8,8.8,1.0791,2.54517,1.39893,2.34863,1.44897,2.46338,35.8711,24.0875,18,490.04,428.948,17.0566,26.0973,29.9997,26.0923,26.1951,21.638,61.7435,0,17.0619,420,9.13079,100.853,102.216,5
10,1679620555.6,45,2023-03-23 20:15:55,20:15:55,5,"albert","sch_sco32_t4_ch5",1679620553.1,0.00114557847680446,1.14557847680446,-0.913428851080226,420.118889145702,430.252896047703,38.6313013893916,37.7213949634045,0.0678278657454088,4.21712471869444,0.0672275796000637,0.0420707276009835,0,19.8536983305786,20.0070888888889,2.34764341574839,35.8561297985719,0.844838652170116,2.35619029972321,1.50280476357828,-50.5200108270767,13.3456579538703,0.63650180653366,-36.5378510666727,-0.948419424093949,1.14643668940542,-0.913428851080226,423.859783982909,424.112133333333,4.42459061269139e-05,64.7724971335589,1.14557847680446,9.09806077990606,9.40899709090909,-3.09753625598399e-06,98.5709364769314,1,0,1,0,48727,0,0,0,0,1.37,0.5,"0: Broadleaf",2,TRUE,1679620553.1,420.118888888889,419.991,9.40932,9.09817333333333,416.661222222222,9.34100222222222,500.034222222222,89.6875777777778,0.0998513,20.0657888888889,20.0070888888889,999.9,0,0,10000.1955555556,0,0.772297,0.127980433333333,424.109555555556,423.847222222222,0.311147666666667,419.991,9.09817333333333,0.843899111111111,0.815993111111111,4.46797888888889,3.98860666666667,0,0,0,0,2.06983333333333,0,-2.34622222222222,-1.12662222222222,33.826,40.7775555555556,37.062,39.701,34.826,0,0,0,1679620588.4,0,1679620019.6,20:06:59,1679620019.6,1679620019.6,1,-0.073,0.004,3.457,0.066,420,9,0.23,0.06,0.128106685,-0.072760446529081,0.0265543670449001,1,0.312228925,-0.00785600375234559,0.00095842791558625,1,2,2,"2/2",2.98017,2.72819,0.0849854,0.0859326,0.0539634,0.0531106,27439,27103.6,30514.1,29896.1,39840.7,37279.9,46660.3,44448.7,1.87888,1.8264,-0.0070259,0,20.1238,999.9,53.6,30.7,26.5011,62.9199,19.1026,1,-0.0603074,2.93192,20.1997,5.23915,11.9686,4.973,3.291,9999,9999,9999,999.9,4.97292,1.87698,1.87505,1.8779,1.87464,1.87825,1.87532,1.87645,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.458,0.0683,1.9910705851386,0.00418772444320686,-1.79435031780537e-06,4.61194159527604e-10,-0.00550956918007581,0.00306582056796209,0.00053902517095494,-2.25959559875755e-06,0,2131,1,24,8.9,8.9,1.0791,2.55859,1.39893,2.34863,1.44897,2.41699,35.8944,24.0787,18,489.931,429.009,17.0612,26.0929,29.9997,26.0885,26.1913,21.6401,61.7435,0,17.0566,420,9.13079,100.853,102.217,5
