flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-00438_20230309150328,15:03:28,2023-03-09,PFA-00474,PSA-00486,PSF-00438,0.000000,0.000000,0.000000,352.472992,116.523026,0.669413,758.426697

TIME,FLR,PAR,PHASE
s,,umol+1m-2s-1,
0.000000,212.493546,6995.495117,1
0.010000,278.442993,6995.495117,1
0.020000,307.826385,6995.495117,1
0.030000,320.509674,6995.495117,1
0.040000,326.234589,6995.495117,1
0.050000,329.210754,6995.495117,1
0.060000,330.977783,6995.495117,1
0.070000,332.126862,6995.495117,1
0.080000,332.900391,6995.495117,1
0.090000,333.477264,6995.495117,1
0.100000,333.880310,6995.495117,1
0.110000,334.162842,6995.495117,1
0.120000,334.395996,6995.495117,1
0.130000,334.579468,6995.495117,1
0.140000,334.733246,6995.495117,1
0.150000,334.865204,6995.495117,1
0.160000,334.985718,6995.495117,1
0.170000,335.094086,6995.495117,1
0.180000,335.185303,6995.495117,1
0.190000,335.270416,6995.495117,1
0.200000,335.371613,6995.495117,1
0.210000,335.425262,6995.495117,1
0.220000,335.508575,6995.495117,1
0.230000,335.558289,6995.495117,1
0.240000,335.636963,6995.495117,1
0.250000,335.679535,6995.495117,1
0.260000,335.738525,6995.495117,1
0.270000,335.782166,6995.495117,1
0.280000,335.843323,6995.495117,1
0.290000,335.869080,6995.495117,1
0.300000,335.920929,6937.205566,2
0.310000,335.714233,6878.916016,2
0.320000,335.703857,6820.626465,2
0.330000,335.497131,6762.336914,2
0.340000,335.490356,6704.047363,2
0.350000,335.281494,6645.757812,2
0.360000,335.260040,6587.468262,2
0.370000,335.037598,6529.178711,2
0.380000,335.008606,6470.889160,2
0.390000,334.791534,6412.599609,2
0.400000,334.526550,6354.310059,2
0.410000,334.464325,6296.020508,2
0.420000,334.231506,6237.730957,2
0.430000,334.200745,6179.441406,2
0.440000,333.986511,6121.151855,2
0.450000,333.685028,6062.862305,2
0.460000,333.606354,6004.572754,2
0.470000,333.388916,5946.283203,2
0.480000,333.102478,5887.993652,2
0.490000,333.039520,5829.704102,2
0.500000,332.820648,5771.414551,2
0.510000,332.484497,5713.125000,2
0.520000,332.444427,5654.835449,2
0.530000,332.188019,5596.545898,2
0.540000,331.865417,5538.256348,2
0.550000,331.542847,5479.966797,2
0.560000,331.482758,5421.677246,2
0.570000,331.234924,5363.387695,2
0.580000,330.911621,5305.098145,2
0.590000,330.597626,5246.808594,2
0.600000,335.245728,6995.495117,3
0.610000,336.355438,6995.495117,3
0.620000,336.592560,6995.495117,3
0.630000,336.636536,6995.495117,3
0.640000,336.659424,6995.495117,3
0.650000,336.663727,6995.495117,3
0.660000,336.658722,6995.495117,3
0.670000,336.658356,6995.495117,3
0.680000,336.640472,6995.495117,3
0.690000,336.622955,6995.495117,3
0.700000,336.636902,6995.495117,3
0.710000,336.623657,6995.495117,3
0.720000,336.601501,6995.495117,3
0.730000,336.580750,6995.495117,3
0.740000,336.544983,6995.495117,3
0.750000,336.531403,6995.495117,3
0.760000,336.480621,6995.495117,3
0.770000,336.477051,6995.495117,3
0.780000,336.460602,6995.495117,3
0.790000,336.449860,6995.495117,3
0.800000,336.423035,6995.495117,3
0.810000,336.369049,6995.495117,3
0.820000,336.350800,6995.495117,3
0.830000,336.306458,6995.495117,3
0.839999,336.278564,6995.495117,3
0.849999,336.234924,6995.495117,3
0.859999,336.215973,6995.495117,3
0.869999,336.148010,6995.495117,3
0.879999,336.104401,6995.495117,3
0.889999,336.067200,6995.495117,3
