flashId,time,date,lciSerialNumber,lcpSerialNumber,lcfSerialNumber,Fm,Fo,Fv/Fm,Fm',Fs,PhiPS2,LightIntensity
,HHMMSS,YYYYMMDD,,,,,,,,,,umol+1m-2s-1
PSF-00438_20230309122745,12:27:45,2023-03-09,PFA-00474,PSA-00486,PSF-00438,0.000000,0.000000,0.000000,310.615784,159.622192,0.486110,471.255676

TIME,FLR,PAR,PHASE
s,,umol+1m-2s-1,
0.000000,226.389526,6995.495117,1
0.010000,265.871277,6995.495117,1
0.020000,276.810059,6995.495117,1
0.030000,280.607697,6995.495117,1
0.040000,282.105103,6995.495117,1
0.050000,282.844666,6995.495117,1
0.060000,283.290985,6995.495117,1
0.070000,283.564911,6995.495117,1
0.080000,283.736938,6995.495117,1
0.090000,283.837067,6995.495117,1
0.100000,283.886444,6995.495117,1
0.110000,283.864258,6995.495117,1
0.120000,283.824554,6995.495117,1
0.130000,283.779144,6995.495117,1
0.140000,283.686157,6995.495117,1
0.150000,283.564911,6995.495117,1
0.160000,283.451904,6995.495117,1
0.170000,283.325684,6995.495117,1
0.180000,283.185120,6995.495117,1
0.190000,283.040283,6995.495117,1
0.200000,282.892944,6995.495117,1
0.210000,282.727722,6995.495117,1
0.220000,282.566437,6995.495117,1
0.230000,282.394043,6995.495117,1
0.240000,282.203796,6995.495117,1
0.250000,282.027832,6995.495117,1
0.260000,281.844727,6995.495117,1
0.270000,281.669495,6995.495117,1
0.280000,281.474579,6995.495117,1
0.290000,281.277527,6995.495117,1
0.300000,281.080139,6937.205566,2
0.310000,280.797607,6878.916016,2
0.320000,280.570862,6820.626465,2
0.330000,280.281891,6762.336914,2
0.340000,280.048737,6704.047363,2
0.350000,279.760834,6645.757812,2
0.360000,279.510864,6587.468262,2
0.370000,279.200806,6529.178711,2
0.380000,278.940430,6470.889160,2
0.390000,278.595337,6412.599609,2
0.400000,278.275970,6354.310059,2
0.410000,277.996307,6296.020508,2
0.420000,277.659760,6237.730957,2
0.430000,277.382599,6179.441406,2
0.440000,277.031769,6121.151855,2
0.450000,276.656982,6062.862305,2
0.460000,276.370514,6004.572754,2
0.470000,276.003601,5946.283203,2
0.480000,275.619141,5887.993652,2
0.490000,275.316223,5829.704102,2
0.500000,274.941803,5771.414551,2
0.510000,274.525513,5713.125000,2
0.520000,274.214386,5654.835449,2
0.530000,273.811340,5596.545898,2
0.540000,273.400055,5538.256348,2
0.550000,272.971619,5479.966797,2
0.560000,272.624725,5421.677246,2
0.570000,272.218811,5363.387695,2
0.580000,273.100739,5305.098145,2
0.590000,271.282196,5246.808594,2
0.600000,272.661560,6995.495117,3
0.610000,272.742737,6995.495117,3
0.620000,272.498138,6995.495117,3
0.630000,272.187347,6995.495117,3
0.640000,271.853699,6995.495117,3
0.650000,271.523956,6995.495117,3
0.660000,271.187439,6995.495117,3
0.670000,270.845520,6995.495117,3
0.680000,270.496490,6995.495117,3
0.690000,270.132416,6995.495117,3
0.700000,269.803406,6995.495117,3
0.710000,269.446838,6995.495117,3
0.720000,269.083862,6995.495117,3
0.730000,268.726227,6995.495117,3
0.740000,268.353943,6995.495117,3
0.750000,267.994171,6995.495117,3
0.760000,267.615082,6995.495117,3
0.770000,267.247437,6995.495117,3
0.780000,266.867645,6995.495117,3
0.790000,266.510376,6995.495117,3
0.800000,266.132721,6995.495117,3
0.810000,265.750397,6995.495117,3
0.820000,265.360962,6995.495117,3
0.830000,264.989014,6995.495117,3
0.839999,264.588837,6995.495117,3
0.849999,264.218323,6995.495117,3
0.859999,263.828156,6995.495117,3
0.869999,263.425110,6995.495117,3
0.879999,263.052094,6995.495117,3
0.889999,262.667664,6995.495117,3
