"obs","time","elapsed","date","hhmmss","averaging","id","machine","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd.dt","αVc","Edyn","Hr","Hs","dHs.dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME.1","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time.1","hhmmss.1","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2.MN","ΔCO2.SLP","ΔCO2.SD","ΔCO2.OK","ΔH2O.MN","ΔH2O.SLP","ΔH2O.SD","ΔH2O.OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_.","Flow_.","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_hum","AccH2O_des","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","NA.","chamber"
49,1678486596,3030.5,"20230310 16:16:36","16:16:36",5,"pas_smi16_t4_ch3","gibson",1678486593,0.00153047549867751,1.53047549867751,-1.30395359293315,420.081182419573,431.811648873982,38.8630392049958,37.8072974738513,0.0899239884971005,3.85532615309246,0.088774814253746,0.0555862840212249,0,27.6572717752385,27.5031,3.68629167646536,57.7051799958925,2.18530748303118,3.78702134398806,1.50098419343419,-67.4939694916782,95.9276791466753,5.40930261526429,33.8430122702615,-1.30395359293315,1.53047549867751,-1.2056761437075,429.940903070839,430.485606060606,-0.00135326781927415,67.1739470977264,1.53188249130025,23.6300849140891,24.2810606060606,5.23763135562235e-05,117.253722869481,24,5,1,0,47322,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1678486593,420.081181818182,419.793090909091,24.2812,23.6303818181818,419.328090909091,23.8836363636364,500.204818181818,89.9000090909091,0.0999696181818182,27.9646272727273,27.5031,999.9,0,0,9988.46181818182,0,0.435270909090909,0.287952818181818,430.535,429.953090909091,0.650826545454546,419.793090909091,23.6303818181818,2.18287909090909,2.12436909090909,18.8372090909091,18.4031,0,0,0,0,0.0818181818181819,0,-15.2909090909091,-2.6,37.187,41.687,39.6362727272727,40.75,38.1588181818182,0,0,0,1678486605.3,0,1678485994.5,"16:06:34",1678485991.5,1678485994.5,2,-0.022,-0.002,0.753,0.544,420,30,0.57,0.18,0.319422175,-0.167146232645404,0.0326561740823137,0,0.637102425,0.106371478424013,0.0102963321452047,0,0,2,"0/2",2.84509,2.71017,0.0902918,0.0903154,0.102076,0.100407,25610.4,22223.1,25199.5,23798.3,38652.7,35433.5,45597.1,42452.6,1.71998,1.83053,0.0226051,0,27.1324,999.9,53.321,32.66,29.3976,54.059,43.5897,1,0.124012,0.382767,20.2439,5.23316,11.992,4.956,3.304,9999,9999,9999,999.9,1.86844,1.86417,1.8717,1.86264,1.86203,1.86846,1.85864,1.86498,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.753,0.3975,0.553887653931418,0.000627187234394091,-4.01537248521887e-07,9.27123944784829e-11,0.0132742002071745,-0.0274468376562697,0.00235418239541525,-2.2246625018789e-05,1,1476,2,27,10.1,10,1.05469,2.38037,1.44775,2.2998,1.44409,2.46582,38.4279,24.3677,18,402.607,454.14,27.2642,29.2216,29.9996,28.9885,28.9838,21.1792,33.4239,98.5472,27.2654,419.8,23.6345,96.4733,99.8087,NA,3
50,1678486601,3035.5,"20230310 16:16:41","16:16:41",5,"pas_smi16_t4_ch3","gibson",1678486598.5,0.00153170471623426,1.53170471623426,-1.33026417322215,420.082778390017,432.252063442178,38.9026293873522,37.8073953183155,0.0900647840969023,3.85983706194884,0.088913361967111,0.0556730754350471,0,27.6509257603426,27.4981111111111,3.68521573830247,57.7282320447234,2.18535983608001,3.78559979870328,1.49985590222245,-67.5481779859307,95.7382913117619,5.39200653764425,33.5821198634754,-1.33026417322215,1.53170471623426,-1.37985952251955,429.939646400724,430.551751515151,0.000793279464297435,67.1739470977264,1.53637006903841,23.6303512451171,24.2834939393939,2.19203323353494e-05,117.253722869481,24,5,1,0,47345,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1678486598.5,420.082777777778,419.783444444444,24.2818111111111,23.6304666666667,419.329666666667,23.8842333333333,500.201777777778,89.8999555555556,0.0999141444444444,27.9581888888889,27.4981111111111,999.9,0,0,10004.5888888889,0,0.414377,0.299458777777778,430.537,429.943222222222,0.651329111111111,419.783444444444,23.6304666666667,2.18293555555556,2.12437888888889,18.8376222222222,18.4031777777778,0,0,0,0,-0.188888888888889,0,-19.2333333333333,-3.47777777777778,37.1732222222222,41.687,39.625,40.75,38.1456666666667,0,0,0,1678486610.1,0,1678485994.5,"16:06:34",1678485991.5,1678485994.5,2,-0.022,-0.002,0.753,0.544,420,30,0.57,0.18,0.3049614,-0.141471422138837,0.0329161950032199,0,0.64397535,0.075150799249531,0.00766821224781239,1,1,2,"1/2",2.84488,2.71023,0.0902978,0.0903177,0.10209,0.100409,25610.7,22223,25199.9,23798.1,38652.6,35433.2,45597.7,42452.3,1.72025,1.8305,0.0231117,0,27.1163,999.9,53.321,32.66,29.3961,54.189,44.1587,1,0.123524,0.213453,20.244,5.23376,11.992,4.95605,3.304,9999,9999,9999,999.9,1.86844,1.86417,1.87167,1.86264,1.86203,1.86844,1.85864,1.86495,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.753,0.3977,0.553887653931418,0.000627187234394091,-4.01537248521887e-07,9.27123944784829e-11,0.0132742002071745,-0.0274468376562697,0.00235418239541525,-2.2246625018789e-05,1,1476,2,27,10.2,10.1,1.05591,2.40723,1.44775,2.2998,1.44409,2.30225,38.4524,24.3589,18,402.733,454.087,27.2603,29.2121,29.9997,28.9848,28.9789,21.1777,33.4239,98.5472,27.3769,419.8,23.6345,96.4748,99.8082,NA,3
51,1678486606,3040.5,"20230310 16:16:46","16:16:46",5,"pas_smi16_t4_ch3","gibson",1678486603.2,0.00153987232840423,1.53987232840423,-1.21640031417529,420.087900562079,430.113606866807,38.7101600579602,37.8078479953932,0.0906579860721857,3.86095854552619,0.0894917866357315,0.0560358950951611,0,27.6465829058681,27.49095,3.68367180275613,57.7427183867323,2.1855527549776,3.78498417816052,1.49811904777853,-67.9083696826264,96.6761950560711,5.44297790357828,34.210803277023,-1.21640031417529,1.53987232840423,-1.19764848771026,430.013946845929,430.546254545455,0.000470105503434983,67.1739470977264,1.5397604585747,23.6289538443228,24.2836872727273,1.09114097329104e-06,117.253722869481,23,5,1,0,47137,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1678486603.2,420.0879,419.8397,24.28396,23.62917,419.3349,23.88629,500.2218,89.89985,0.0999999,27.9554,27.49095,999.9,0,0,10008.61,0,0.445135,0.2482789,430.5432,430.0003,0.6548058,419.8397,23.62917,2.183125,2.124258,18.83902,18.40228,0,0,0,0,1.43,0,-17.24,-2.99,37.1436,41.687,39.625,40.75,38.156,0,0,0,1678486615.5,0,1678485994.5,"16:06:34",1678485991.5,1678485994.5,2,-0.022,-0.002,0.753,0.544,420,30,0.57,0.18,0.28329085,-0.179064720450282,0.0336400569236662,0,0.650243075,0.0410003864915551,0.00435148395026053,1,1,2,"1/2",2.84526,2.7104,0.090305,0.0903212,0.102094,0.100404,25610.9,22223.3,25200.3,23798.5,38652.5,35433.9,45597.9,42452.8,1.72065,1.83032,0.0239611,0,27.0996,999.9,53.296,32.66,29.3825,54.319,44.367,1,0.121806,-0.0267919,20.2445,5.23346,11.992,4.9561,3.304,9999,9999,9999,999.9,1.86845,1.86418,1.87172,1.86264,1.86203,1.86845,1.85864,1.86495,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.753,0.3977,0.553887653931418,0.000627187234394091,-4.01537248521887e-07,9.27123944784829e-11,0.0132742002071745,-0.0274468376562697,0.00235418239541525,-2.2246625018789e-05,1,1476,2,27,10.2,10.2,1.05591,2.40967,1.44775,2.2998,1.44409,2.35596,38.4524,24.3589,18,402.92,453.943,27.3493,29.2032,29.9989,28.9798,28.9746,21.1782,33.4239,98.5472,27.3829,419.8,23.6345,96.4755,99.8095,NA,3
52,1678486611,3045.5,"20230310 16:16:51","16:16:51",5,"pas_smi16_t4_ch3","gibson",1678486608.5,0.0015575483950069,1.5575483950069,-1.3291971597603,420.079889500796,431.818801928203,38.8646259673035,37.80809846383,0.0917685388501584,3.85675596010617,0.0905725121946365,0.0567139796046264,0,27.6435270957964,27.4896777777778,3.68339757070579,57.7551191843533,2.18612552566659,3.78516321417071,1.4972720450392,-68.6878842198041,97.0041426929378,5.46738033749407,33.7836388106277,-1.3291971597603,1.5575483950069,-1.42236637860753,429.951709752092,430.581339393939,0.00108110100915811,67.1739470977264,1.56423637667499,23.6279626287457,24.2924660606061,7.1882346061112e-05,117.253722869481,24,5,1,0,47386,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1678486608.5,420.079888888889,419.785777777778,24.2897,23.6274333333333,419.326888888889,23.8917666666667,500.248777777778,89.9021444444444,0.100018022222222,27.9562111111111,27.4896777777778,999.9,0,0,9993.33333333333,0,0.445135,0.294148555555556,430.537666666667,429.944222222222,0.662256555555556,419.785777777778,23.6274333333333,2.18369555555556,2.12415666666667,18.8432111111111,18.4015111111111,0,0,0,0,0.0555555555555557,0,-15.0333333333333,-2.12222222222222,37.125,41.687,39.625,40.75,38.1387777777778,0,0,0,1678486620.3,0,1678485994.5,"16:06:34",1678485991.5,1678485994.5,2,-0.022,-0.002,0.753,0.544,420,30,0.57,0.18,0.278907,-0.0844677298311445,0.0328920558022754,1,0.65386285,0.0400188292682912,0.00424913437390487,1,2,2,"2/2",2.84531,2.71018,0.0903071,0.0903193,0.102117,0.100398,25611.8,22223.7,25201.2,23798.9,38652.6,35434.6,45599.1,42453.4,1.7203,1.831,0.0247881,0,27.0833,999.9,53.296,32.66,29.3807,54.269,43.5938,1,0.12124,0.0953568,20.2445,5.23346,11.992,4.95595,3.304,9999,9999,9999,999.9,1.86845,1.86417,1.87173,1.86264,1.86203,1.86844,1.85863,1.86496,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.754,0.3981,0.553887653931418,0.000627187234394091,-4.01537248521887e-07,9.27123944784829e-11,0.0132742002071745,-0.0274468376562697,0.00235418239541525,-2.2246625018789e-05,1,1476,2,27,10.3,10.3,1.05591,2.38281,1.44775,2.2998,1.44409,2.4646,38.4279,24.3589,18,402.704,454.331,27.3892,29.1934,29.9993,28.9762,28.9703,21.1788,33.4239,98.1748,27.3898,419.8,23.6345,96.4784,99.811,NA,3
53,1678486616,3050.5,"20230310 16:16:56","16:16:56",5,"pas_smi16_t4_ch3","gibson",1678486613.2,0.00159209267743393,1.59209267743393,-1.21662452897122,420.02900056022,429.346105931471,38.6424392165458,37.8038717461326,0.0938875449133593,3.86331850675476,0.0926381477718566,0.0580097104964495,0,27.6419458501489,27.48742,3.682910942495,57.7498471202893,2.18654287537644,3.78623145239157,1.49636806711856,-70.2112870748365,98.6472904432275,5.5506188966848,33.9866222650758,-1.21662452897122,1.59209267743393,-0.958779494114332,429.94055590039,430.445266666667,-0.0159076398253099,67.1739470977264,1.59301407184476,23.6162822823116,24.2935024242424,2.63831465684318e-05,117.253722869481,23,5,1,0,47264,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1678486613.2,420.029,419.7902,24.29411,23.61706,419.276,23.89598,500.1762,89.90316,0.09984383,27.96105,27.48742,999.9,0,0,10016.68,0,0.445135,0.2389801,430.4876,429.9443,0.6770515,419.7902,23.61706,2.184118,2.123247,18.84628,18.39467,0,0,0,0,-2.08,0,-14.3,-3.06,37.125,41.687,39.625,40.75,38.1372,0,0,0,1678486625.1,0,1678485994.5,"16:06:34",1678485991.5,1678485994.5,2,-0.022,-0.002,0.753,0.544,420,30,0.57,0.18,0.27174145,-0.0460266191369608,0.0397136875365094,1,0.65974495,0.0897011257035643,0.00933351502904989,1,2,2,"2/2",2.84513,2.71035,0.0902937,0.0903287,0.102121,0.10036,25612.6,22223.5,25201.5,23798.8,38653,35436.1,45599.8,42453.4,1.72065,1.83085,0.0257492,0,27.069,999.9,53.296,32.66,29.3819,54.429,43.9984,1,0.121011,0.145983,20.2445,5.23376,11.992,4.9559,3.304,9999,9999,9999,999.9,1.86844,1.86418,1.87171,1.86264,1.86203,1.86844,1.8586,1.86494,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.753,0.3981,0.553887653931418,0.000627187234394091,-4.01537248521887e-07,9.27123944784829e-11,0.0132742002071745,-0.0274468376562697,0.00235418239541525,-2.2246625018789e-05,1,1476,2,27,10.4,10.4,1.05469,2.40967,1.44775,2.2998,1.44409,2.31323,38.4279,24.3589,18,402.868,454.202,27.4003,29.1846,29.9996,28.9718,28.9658,21.1774,33.4239,98.1748,27.3988,419.8,23.6345,96.4798,99.8108,NA,3
54,1678486621,3055.5,"20230310 16:17:01","16:17:01",5,"pas_smi16_t4_ch3","gibson",1678486618.5,0.00160381857181708,1.60381857181708,-1.13028251934059,420.030222745907,427.737298792963,38.4980129381032,37.80434625481,0.0946066123684619,3.84832938457251,0.0933332746268111,0.058446273110149,0,27.6462175602788,27.4861,3.68262646340954,57.7210118728144,2.18644605308416,3.78795516943101,1.49618041032538,-70.7283990171332,100.157842450222,5.65774731044721,35.0871907435357,-1.13028251934059,1.60381857181708,-1.33038482503321,429.970192397304,430.508587878788,0.0114897234139883,67.1739470977264,1.60206205077142,23.6106241412685,24.2917660606061,9.33415752694186e-06,117.253722869481,24,5,1,0,47226,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1678486618.5,420.030222222222,419.831222222222,24.2928,23.6108333333333,419.277111111111,23.8947555555556,500.228111111111,89.9037888888889,0.100082755555556,27.9688555555556,27.4861,999.9,0,0,9963.05555555556,0,0.445135,0.199249111111111,430.488111111111,429.983444444444,0.681993333333333,419.831222222222,23.6108333333333,2.18401777777778,2.12270222222222,18.8455555555556,18.3905777777778,0,0,0,0,1.85555555555556,0,-15.6444444444444,-2.63333333333333,37.125,41.687,39.625,40.75,38.069,0,0,0,1678486630.5,0,1678485994.5,"16:06:34",1678485991.5,1678485994.5,2,-0.022,-0.002,0.753,0.544,420,30,0.57,0.18,0.2499183,-0.237976255159475,0.0490202747922735,0,0.66760585,0.116076607879923,0.0115661568023912,0,0,2,"0/2",2.84539,2.70991,0.0902989,0.0903375,0.102116,0.10036,25612.3,22223.4,25201.4,23799,38653.1,35436.3,45599.7,42453.6,1.7206,1.83073,0.0259951,0,27.0567,999.9,53.296,32.66,29.3806,54.379,44.5192,1,0.120417,0.150912,20.2445,5.23331,11.992,4.9559,3.304,9999,9999,9999,999.9,1.86844,1.86417,1.8717,1.86264,1.86203,1.86844,1.85856,1.86493,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.753,0.398,0.553887653931418,0.000627187234394091,-4.01537248521887e-07,9.27123944784829e-11,0.0132742002071745,-0.0274468376562697,0.00235418239541525,-2.2246625018789e-05,1,1476,2,27,10.5,10.4,1.05591,2.41089,1.44775,2.2998,1.44409,2.34619,38.4279,24.3589,18,402.813,454.085,27.4047,29.1746,29.9996,28.9675,28.9608,21.1757,33.4239,98.1748,27.4077,419.8,23.6345,96.4795,99.8113,NA,3
55,1678486626,3060.5,"20230310 16:17:06","16:17:06",5,"pas_smi16_t4_ch3","gibson",1678486623.2,0.0015956440826802,1.5956440826802,-1.1110163401626,420.049500511957,427.529270849827,38.4788378756571,37.8056374896206,0.094085892112738,3.85852404988997,0.0928297119467348,0.0581300354098916,0,27.6528799404965,27.48661,3.68273637351013,57.6983127823523,2.18612337518539,3.78888613854588,1.49661299832473,-70.3679040461969,101.193773353093,5.70129667110258,36.527165977999,-1.1110163401626,1.5956440826802,-1.17392210920681,430.010911888378,430.525006060606,0.00205492509881599,67.1739470977264,1.58977374422529,23.6111041984455,24.2872121212121,-7.4448742895673e-06,117.253722869481,24,5,1,0,47311,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1678486623.2,420.0495,419.8574,24.2895,23.61096,419.2964,23.89159,500.1935,89.9029,0.09991501,27.97307,27.48661,999.9,0,0,9999.568,0,0.445135,0.1921539,430.5062,430.0103,0.6785661,419.8574,23.61096,2.183698,2.122691,18.84321,18.39049,0,0,0,0,1.08,0,-20.79,-2.62,37.125,41.687,39.625,40.75,38.1124,0,0,0,1678486635.3,0,1678485994.5,"16:06:34",1678485991.5,1678485994.5,2,-0.022,-0.002,0.753,0.544,420,30,0.57,0.18,0.232277575,-0.405967823639775,0.0533770428840375,0,0.673776525,0.0800381200750467,0.0092778488589422,1,1,2,"1/2",2.8458,2.71024,0.090306,0.0903332,0.102106,0.100359,25612.6,22223.8,25201.8,23799.2,38654,35436.6,45600.2,42454,1.72065,1.83107,0.027366,0,27.0452,999.9,53.272,32.66,29.3697,54.119,43.5577,1,0.119792,0.136275,20.2443,5.23316,11.992,4.95595,3.304,9999,9999,9999,999.9,1.86844,1.86418,1.87173,1.86264,1.86203,1.86844,1.85861,1.86493,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.753,0.3978,0.553887653931418,0.000627187234394091,-4.01537248521887e-07,9.27123944784829e-11,0.0132742002071745,-0.0274468376562697,0.00235418239541525,-2.2246625018789e-05,1,1476,2,27,10.6,10.5,1.05469,2.38281,1.44775,2.2998,1.44409,2.47192,38.4034,24.3589,18,402.815,454.265,27.4097,29.1652,29.9995,28.9638,28.9559,21.1741,33.4239,98.1748,27.4178,419.8,23.6345,96.4807,99.8122,NA,3
56,1678486631,3065.5,"20230310 16:17:11","16:17:11",5,"pas_smi16_t4_ch3","gibson",1678486628.5,0.00158971081329946,1.58971081329946,-1.33758290069718,420.098556166863,431.526871327876,38.8387429384982,37.8101594961905,0.0935598904371397,3.86223041794488,0.0923187918290625,0.0578093809896326,0,27.6568685198351,27.4978666666667,3.68516302677263,57.683389352048,2.18587754505728,3.78944020039569,1.49928548171536,-70.1062468665062,99.4692780796532,5.59914421667031,34.9621754298173,-1.33758290069718,1.58971081329946,-1.38764460335921,429.967063524314,430.575078787879,0.0023579310205508,67.1739470977264,1.58881707436069,23.6111378252989,24.2867133333333,5.278636293426e-06,117.253722869481,23,5,1,0,47639,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1678486628.5,420.098555555556,419.806666666667,24.2867,23.6107,419.345222222222,23.8889,500.207444444444,89.9032111111111,0.0998582666666667,27.9755777777778,27.4978666666667,999.9,0,0,10012.7833333333,0,0.445135,0.291483555555555,430.555111111111,429.958333333333,0.675986666666667,419.806666666667,23.6107,2.18345111111111,2.12268,18.8414111111111,18.3904,0,0,0,0,-0.722222222222222,0,-17.6222222222222,-3.08888888888889,37.125,41.687,39.625,40.736,38.0967777777778,0,0,0,1678486640.1,0,1678485994.5,"16:06:34",1678485991.5,1678485994.5,2,-0.022,-0.002,0.753,0.544,420,30,0.57,0.18,0.227703775,-0.0312171444652914,0.0525060444984611,1,0.677914,0.00757150469043001,0.00443257104285989,1,2,2,"2/2",2.84541,2.71035,0.0903118,0.0903228,0.102101,0.100358,25613.1,22224.4,25202.4,23799.5,38655,35437.3,45601.2,42454.7,1.72113,1.83095,0.0283346,0,27.0337,999.9,53.272,32.66,29.3685,53.469,44.0385,1,0.119136,0.117767,20.2444,5.23361,11.992,4.95595,3.30398,9999,9999,9999,999.9,1.86844,1.86417,1.87173,1.86264,1.86203,1.86844,1.8586,1.86495,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.753,0.3978,0.553887653931418,0.000627187234394091,-4.01537248521887e-07,9.27123944784829e-11,0.0132742002071745,-0.0274468376562697,0.00235418239541525,-2.2246625018789e-05,1,1476,2,27,10.7,10.6,1.05591,2.40723,1.44775,2.2998,1.44409,2.27051,38.4034,24.3589,18,403.043,454.148,27.4165,29.1558,29.9995,28.9589,28.9509,21.176,33.4239,98.1748,27.4201,419.8,23.6345,96.483,99.8139,NA,3
57,1678486636,3070.5,"20230310 16:17:16","16:17:16",5,"pas_smi16_t4_ch3","gibson",1678486633.2,0.00158643401121308,1.58643401121308,-1.30799213006942,420.082800599057,431.053754524417,38.7959871223703,37.8085720198665,0.0933560523091426,3.86125426224196,0.0921200092923445,0.0576846958575995,0,27.66070212403,27.49733,3.68504730331285,57.665853415173,2.18562744268102,3.79015884312906,1.49941986063183,-69.9617398944969,100.232863006952,5.64362942519979,35.914752537655,-1.30799213006942,1.58643401121308,-1.25357678572712,429.954605059631,430.517945454545,-0.000788850521196303,67.1739470977264,1.58352850669146,23.6097283576361,24.2833866666667,-3.48530314150215e-05,117.253722869481,23,5,1,0,47554,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1678486633.2,420.0828,419.8032,24.28403,23.60943,419.3297,23.88635,500.2137,89.90261,0.10005606,27.97883,27.49733,999.9,0,0,10009.36,0,0.445135,0.2798462,430.5382,429.9541,0.6745942,419.8032,23.60943,2.183198,2.122549,18.83955,18.38942,0,0,0,0,1.26,0,-14.33,-2.16,37.125,41.687,39.625,40.7185,38.0809,0,0,0,1678486645.5,0,1678485994.5,"16:06:34",1678485991.5,1678485994.5,2,-0.022,-0.002,0.753,0.544,420,30,0.57,0.18,0.23448555,0.44279966228893,0.0552170275938274,0,0.678188775,-0.0303524015009388,0.00303788750192878,1,1,2,"1/2",2.84574,2.71036,0.0903049,0.0903334,0.102095,0.100352,25613.7,22224.5,25202.7,23799.9,38655.7,35438.1,45601.7,42455.3,1.72108,1.83105,0.0287369,0,27.0244,999.9,53.272,32.66,29.3691,53.539,44.4872,1,0.118524,0.114676,20.2446,5.23376,11.992,4.95595,3.304,9999,9999,9999,999.9,1.86844,1.86417,1.87174,1.86264,1.86203,1.86844,1.85859,1.86493,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.753,0.3977,0.553887653931418,0.000627187234394091,-4.01537248521887e-07,9.27123944784829e-11,0.0132742002071745,-0.0274468376562697,0.00235418239541525,-2.2246625018789e-05,1,1476,2,27,10.7,10.7,1.05591,2.40601,1.44775,2.2998,1.44409,2.35229,38.4034,24.3589,18,402.988,454.171,27.4195,29.1464,29.9995,28.9545,28.946,21.1756,33.4239,98.1748,27.4218,419.8,23.6345,96.484,99.8152,NA,3
58,1678486641,3075.5,"20230310 16:17:21","16:17:21",5,"pas_smi16_t4_ch3","gibson",1678486638.5,0.00158824596488099,1.58824596488099,-1.33263473993329,420.091111721429,431.451943224456,38.8320824158754,37.8095705181624,0.093508419350703,3.86191881339555,0.0922685775668435,0.057777886177459,0,27.6617386567677,27.4935666666667,3.68423589062576,57.6580183326929,2.18550221672725,3.79045669609503,1.49873367389851,-70.0416470512518,101.314266430372,5.70346777939163,36.9760871585113,-1.33263473993329,1.58824596488099,-1.67426407917232,429.956415984732,430.588896969697,0.0238108289947188,67.1739470977264,1.58159346318832,23.6071567323462,24.2798357575757,-1.655703868954e-05,117.253722869481,24,5,1,0,47545,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1678486638.5,420.091111111111,419.801111111111,24.2824777777778,23.6071111111111,419.338111111111,23.8848555555556,500.217333333333,89.9032333333333,0.100028966666667,27.9801777777778,27.4935666666667,999.9,0,0,10011.6666666667,0,0.445135,0.290120555555556,430.546222222222,429.951111111111,0.675369777777778,419.801111111111,23.6071111111111,2.18307444444444,2.12235333333333,18.8386333333333,18.3879777777778,0,0,0,0,1.5,0,-16.8444444444444,-2.78888888888889,37.125,41.687,39.625,40.715,38.097,0,0,0,1678486650.3,0,1678485994.5,"16:06:34",1678485991.5,1678485994.5,2,-0.022,-0.002,0.753,0.544,420,30,0.57,0.18,0.25168455,0.336423219512195,0.052307210404948,0,0.676504875,-0.015414090056287,0.00195601243845101,1,1,2,"1/2",2.84613,2.71035,0.090314,0.0903293,0.102083,0.10035,25613.8,22225.2,25203.1,23800.5,38656.2,35438.8,45601.7,42456.1,1.721,1.83153,0.0292659,0,27.0155,999.9,53.272,32.66,29.3706,53.549,43.6098,1,0.11796,0.109156,20.2446,5.23391,11.992,4.95605,3.304,9999,9999,9999,999.9,1.86844,1.86418,1.87171,1.86264,1.86203,1.86844,1.85858,1.86494,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.754,0.3974,0.553887653931418,0.000627187234394091,-4.01537248521887e-07,9.27123944784829e-11,0.0132742002071745,-0.0274468376562697,0.00235418239541525,-2.2246625018789e-05,1,1476,2,27,10.8,10.8,1.05469,2.38281,1.44775,2.2998,1.44409,2.46338,38.4034,24.3589,18,402.915,454.429,27.4217,29.137,29.9995,28.9496,28.941,21.176,33.4239,98.1748,27.4263,419.8,23.6345,96.4845,99.8175,NA,3
