"obs","time","elapsed","date","hhmmss","averaging","id","machine","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd.dt","αVc","Edyn","Hr","Hs","dHs.dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME.1","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time.1","hhmmss.1","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2.MN","ΔCO2.SLP","ΔCO2.SD","ΔCO2.OK","ΔH2O.MN","ΔH2O.SLP","ΔH2O.SD","ΔH2O.OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_.","Flow_.","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_hum","AccH2O_des","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","NA.","chamber"
59,1678486646,3080.5,"20230310 16:17:26","16:17:26",5,"pas_smi16_t4_ch3","gibson",1678486643.2,0.00158454993754338,1.58454993754338,-1.20272437905366,420.039900554824,429.230019858424,38.6321770036211,37.805034680868,0.0933113520981804,3.8553512597802,0.0920746203209113,0.0576563874608189,0,27.6658703450299,27.49045,3.68356402384264,57.6357841714386,2.18515654284319,3.79131918521903,1.49840748099946,-69.878652245663,102.600845987998,5.78575749790647,38.5079512402414,-1.20272437905366,1.58454993754338,-1.08999868417416,429.94166053465,430.47696969697,-0.0101161349350923,67.1739470977264,1.58209263712139,23.6047942241553,24.277683030303,-1.46263682931159e-05,117.253722869481,23,5,1,0,47313,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1678486643.2,420.0399,419.8058,24.27859,23.60478,419.2869,23.88115,500.2082,89.90329,0.10014689,27.98408,27.49045,999.9,0,0,9988.187,0,0.445135,0.2340547,430.4917,429.9549,0.6737985,419.8058,23.60478,2.182727,2.122149,18.83608,18.38639,0,0,0,0,4.4,0,-16.69,-2.27,37.125,41.687,39.625,40.7185,38.0872,0,0,0,1678486655.1,0,1678485994.5,"16:06:34",1678485991.5,1678485994.5,2,-0.022,-0.002,0.753,0.544,420,30,0.57,0.18,0.2706917,-0.0516381163227023,0.0451621256094086,1,0.6751034,-0.00973109943714892,0.001412185200319,1,2,2,"2/2",2.84582,2.71011,0.0903067,0.0903364,0.102081,0.100343,25614.3,22225.1,25203.3,23800.6,38657,35439.4,45602.5,42456.4,1.72143,1.8312,0.0296831,0,27.0077,999.9,53.247,32.65,29.3379,54.189,43.8261,1,0.117345,0.0910076,20.2446,5.23361,11.992,4.95605,3.304,9999,9999,9999,999.9,1.86844,1.8642,1.87168,1.86264,1.86203,1.86844,1.85857,1.86495,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.754,0.3974,0.553887653931418,0.000627187234394091,-4.01537248521887e-07,9.27123944784829e-11,0.0132742002071745,-0.0274468376562697,0.00235418239541525,-2.2246625018789e-05,1,1476,2,27,10.9,10.9,1.05591,2.41333,1.44775,2.2998,1.44409,2.28394,38.379,24.3589,18,403.116,454.187,27.425,29.127,29.9995,28.9447,28.9361,21.1743,33.4239,98.1748,27.4328,419.8,23.6345,96.486,99.818,NA,3
60,1678486651,3085.5,"20230310 16:17:31","16:17:31",5,"pas_smi16_t4_ch3","gibson",1678486648.5,0.00158583506372852,1.58583506372852,-1.35907805144844,420.048222848154,431.902929813592,38.8738369608792,37.8068427036456,0.0933176462238118,3.85827620038143,0.0920816730830097,0.057660729042381,0,27.6657385465811,27.4954555555556,3.68464313466162,57.6346532798687,2.1851006440872,3.79129658935666,1.49954249057441,-69.9353263104278,101.616230698928,5.72603001686337,37.4069344053632,-1.35907805144844,1.58583506372852,-1.47704656449587,429.872940740331,430.519927272727,0.00254994731237904,67.1739470977264,1.58429337557805,23.6028114290199,24.276496969697,1.77946402764663e-06,117.253722869481,23,5,1,0,47342,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1678486648.5,420.048222222222,419.746222222222,24.2772888888889,23.6029333333333,419.295222222222,23.8799111111111,500.209555555556,89.9060666666667,0.0998913333333334,27.9839777777778,27.4954555555556,999.9,0,0,9998.33,0,0.445135,0.302001888888889,430.499777777778,429.893,0.674349222222222,419.746222222222,23.6029333333333,2.18267444444444,2.12204555555556,18.8357111111111,18.3856222222222,0,0,0,0,2.35555555555556,0,-18.8222222222222,-2.67777777777778,37.125,41.687,39.604,40.701,38.111,0,0,0,1678486660.5,0,1678485994.5,"16:06:34",1678485991.5,1678485994.5,2,-0.022,-0.002,0.753,0.544,420,30,0.57,0.18,0.273103375,-0.0990081838649158,0.0492734254926971,1,0.6746241,-0.00469726829268347,0.00117859214319458,1,2,2,"2/2",2.84578,2.71032,0.0903142,0.0903338,0.102082,0.100346,25614.7,22225.6,25203.9,23801,38657.6,35439.8,45603.4,42457.1,1.72152,1.8316,0.0303686,0,27.0003,999.9,53.272,32.66,29.3668,54.349,44.5753,1,0.116717,0.0749183,20.2449,5.23346,11.992,4.956,3.304,9999,9999,9999,999.9,1.86844,1.86418,1.87171,1.86264,1.86203,1.86844,1.85857,1.86495,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.753,0.3974,0.553887653931418,0.000627187234394091,-4.01537248521887e-07,9.27123944784829e-11,0.0132742002071745,-0.0274468376562697,0.00235418239541525,-2.2246625018789e-05,1,1476,2,27,11,10.9,1.05591,2.40601,1.44775,2.2998,1.44409,2.34619,38.379,24.3589,18,403.142,454.395,27.431,29.1177,29.9994,28.9404,28.9306,21.1749,33.4239,98.1748,27.4365,419.8,23.6345,96.4878,99.8196,NA,3
61,1678486905,3339.5,"20230310 16:21:45","16:21:45",5,"pas_smi16_t4_ch3","gibson",1678486902,0.00273405282828549,2.73405282828549,-2.49121136244988,420.450819357794,444.909067830206,40.0415821634414,37.8403526615161,0.0864938159568031,3.85863335353879,0.0854309810191021,0.0534887663930605,0,34.9446932111481,34.6275545454545,5.53291378712645,47.9990366343704,2.78576681518243,5.80379734785684,2.74714697194403,-120.57172972739,179.632895962179,10.8784602595518,69.939626494341,-2.49121136244988,2.73405282828549,-2.61879710681591,432.773412371957,433.925987878788,0.00498220403288065,67.1739470977264,2.74289905077196,29.7989082220527,30.9567618181818,2.26584956294093e-05,117.253722869481,20,4,1,0,46180,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1678486902,420.450818181818,419.866272727273,30.9531454545455,29.7988363636364,419.697545454545,30.4090454545454,500.364,89.8994636363636,0.100010545454545,35.4910636363636,34.6275545454545,999.9,0,0,10000.3409090909,0,0.445135,0.584478181818182,433.880636363636,432.762090909091,1.15429818181818,419.866272727273,29.7988363636364,2.78266909090909,2.6789,22.7816363636364,22.1562545454545,0,0,0,0,3.41818181818182,0,-19.1818181818182,-3.39090909090909,37.062,41.4770909090909,39.375,40.625,38.4259090909091,0,0,0,1678486914.3,0,1678485994.5,"16:06:34",1678485991.5,1678485994.5,2,-0.022,-0.002,0.753,0.544,420,30,0.57,0.18,0.6621948,-0.255955519699813,0.0747718691341202,0,1.1386305,0.133146416510314,0.0128886585706194,0,0,2,"0/2",2.84868,2.71014,0.090484,0.0904344,0.120981,0.117869,25623.8,22233.4,25215.5,23810,37847.8,34761.6,45620.5,42471.8,1.7306,1.84535,0.252202,0,30.6157,999.9,54.249,32.559,29.7397,54.2091,43.4655,1,0.112355,-6.66667,20.127,5.23691,11.992,4.9571,3.304,9999,9999,9999,999.9,1.86844,1.86417,1.87166,1.86263,1.86203,1.86844,1.85855,1.86494,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.754,0.5441,0.553887653931418,0.000627187234394091,-4.01537248521887e-07,9.27123944784829e-11,0.544090000000001,0,0,0,1,1476,2,27,15.2,15.2,1.06079,2.41333,1.44775,2.30103,1.44409,2.29858,38.1593,24.2976,18,406.677,461.228,44.2962,28.8429,30,28.7202,28.7039,21.2655,0,100,159.281,419.8,31.0602,96.527,99.8554,NA,3
62,1678486910,3344.5,"20230310 16:21:50","16:21:50",5,"pas_smi16_t4_ch3","gibson",1678486907.5,0.00275484236941856,2.75484236941856,-2.85503809356317,420.499445794537,451.675821054792,40.651140544775,37.8452449149809,0.0857648012545681,3.86042591358089,0.0847201692259917,0.0530429015695617,0,35.0886391199084,34.7714111111111,5.57726358878302,47.6252802379158,2.78669970684548,5.85130353653418,2.79056388193754,-121.488548491359,180.540009564724,10.9438456043824,69.9953066777478,-2.85503809356317,2.75484236941856,-2.9591163148596,432.637707115426,433.959884848485,0.00142772375701877,67.1739470977264,2.76783341960909,29.7998977607628,30.9680109090909,5.94771426863985e-05,117.253722869481,20,4,1,0,46070,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1678486907.5,420.499444444444,419.760222222222,30.9630888888889,29.7999666666667,419.746111111111,30.4189888888889,500.343444444444,89.9008,0.0999010555555556,35.6388777777778,34.7714111111111,999.9,0,0,10006.6,0,0.445135,0.739193333333333,433.935444444444,432.653333333333,1.16312777777778,419.760222222222,29.7999666666667,2.78360888888889,2.67904222222222,22.7872111111111,22.1571222222222,0,0,0,0,-2.87777777777778,0,-17.0777777777778,-3.43333333333333,37.062,41.465,39.375,40.625,38.4232222222222,0,0,0,1678486919.1,0,1678485994.5,"16:06:34",1678485991.5,1678485994.5,2,-0.022,-0.002,0.753,0.544,420,30,0.57,0.18,0.674532325,0.025268318949343,0.0781288145380395,1,1.14693875,0.119251969981237,0.0115767750663775,0,1,2,"1/2",2.84818,2.71028,0.0904923,0.0904399,0.121013,0.117869,25623.6,22233.5,25215.5,23810.3,37846.3,34762,45620.4,42472.3,1.72997,1.84578,0.254124,0,30.7185,999.9,54.249,32.559,29.7394,53.9191,43.6098,1,0.112355,-6.66667,20.1268,5.23586,11.992,4.9574,3.304,9999,9999,9999,999.9,1.86844,1.86417,1.87164,1.86263,1.86203,1.86844,1.85854,1.86494,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.754,0.5441,0.553887653931418,0.000627187234394091,-4.01537248521887e-07,9.27123944784829e-11,0.544090000000001,0,0,0,1,1476,2,27,15.3,15.3,1.05957,2.37549,1.44775,2.30103,1.44409,2.48291,38.135,24.3064,18,406.318,461.483,44.4136,28.8454,30,28.7178,28.7021,21.2654,0,100,159.437,419.8,31.0602,96.5269,99.8566,NA,3
63,1678486915,3349.5,"20230310 16:21:55","16:21:55",5,"pas_smi16_t4_ch3","gibson",1678486912.2,0.00278665679339433,2.78665679339433,-2.85915153540094,420.543801347679,451.579136376572,40.6421719024386,37.8489883390548,0.0856491851647991,3.85810837953939,0.0846067316332554,0.0529718103358073,0,35.2028593118526,34.88865,5.61363559100685,47.3261109247076,2.78769490408106,5.89039506862519,2.82594068692579,-122.89156458869,181.183193099299,11.002170171768,69.2937986823768,-2.85915153540094,2.78665679339433,-2.70744253524058,432.699612410336,433.951442424242,-0.00766451007435107,67.1739470977264,2.79930352880745,29.7975132868226,30.978896969697,5.36476936432312e-05,117.253722869481,20,4,1,0,46257,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1678486912.2,420.5438,419.8087,30.97435,29.79786,419.7906,30.43026,500.3651,89.90017,0.0999399,35.75973,34.88865,999.9,0,0,9998.386,0,0.445135,0.7352141,433.9864,432.7023,1.176496,419.8087,29.79786,2.784598,2.678833,22.79309,22.15583,0,0,0,0,1.43,0,-21.02,-3.44,37.062,41.4748,39.3874,40.625,38.4496,0,0,0,1678486924.5,0,1678485994.5,"16:06:34",1678485991.5,1678485994.5,2,-0.022,-0.002,0.753,0.544,420,30,0.57,0.18,0.69184415,0.176217861163226,0.0775077042165971,0,1.15751225,0.122945628517822,0.0119656795643833,0,0,2,"0/2",2.84829,2.7102,0.0904868,0.0904355,0.121041,0.117862,25623.3,22233.3,25215.1,23809.9,37844.5,34761.8,45619.7,42471.7,1.73022,1.84597,0.255816,0,30.8211,999.9,54.273,32.579,29.7867,53.7791,44.2869,1,0.11237,-6.66667,20.1273,5.23586,11.992,4.9571,3.304,9999,9999,9999,999.9,1.86844,1.86417,1.87165,1.86264,1.86202,1.86844,1.85852,1.86493,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.753,0.5441,0.553887653931418,0.000627187234394091,-4.01537248521887e-07,9.27123944784829e-11,0.544090000000001,0,0,0,1,1476,2,27,15.4,15.3,1.06079,2.41455,1.44897,2.30103,1.44409,2.24976,38.135,24.2976,18,406.443,461.594,44.5308,28.8477,30,28.716,28.7003,21.2654,0,100,159.505,419.8,31.0602,96.5253,99.8552,NA,3
64,1678486920,3354.5,"20230310 16:22:00","16:22:00",5,"pas_smi16_t4_ch3","gibson",1678486917.5,0.00281529331562492,2.81529331562492,-2.82031613260639,420.504334665966,450.752146627797,40.5678151850577,37.8455039224267,0.0851955287733483,3.86095543012343,0.0841647680634196,0.0526945506216149,0,35.3330514008417,35.0298111111111,5.65770260326548,46.9876143259548,2.78847438502054,5.9344881093064,2.86922821824494,-124.154435219059,180.134592945384,10.9451461697417,66.9253038960667,-2.82031613260639,2.81529331562492,-2.85152732705661,432.693882609085,433.963036363636,0.00242475191507321,67.1739470977264,2.82097559090095,29.7944275728574,30.9851672727273,3.12956680205578e-05,117.253722869481,20,4,1,0,46097,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1678486917.5,420.504333333333,419.791333333333,30.9829555555556,29.7943555555556,419.751111111111,30.4388555555556,500.352222222222,89.9002888888889,0.0999817444444444,35.8952111111111,35.0298111111111,999.9,0,0,10008.55,0,0.445135,0.713148333333333,433.949222222222,432.682777777778,1.18857888888889,419.791333333333,29.7943555555556,2.78537555555556,2.67852111111111,22.7976777777778,22.1539444444444,0,0,0,0,-1.12222222222222,0,-16.2666666666667,-2.8,37.062,41.479,39.3887777777778,40.625,38.479,0,0,0,1678486929.3,0,1678485994.5,"16:06:34",1678485991.5,1678485994.5,2,-0.022,-0.002,0.753,0.544,420,30,0.57,0.18,0.69188075,0.463537936210131,0.0679032284191076,0,1.170535,0.135812757973732,0.0131790172243609,0,0,2,"0/2",2.84858,2.71043,0.0904932,0.0904314,0.121057,0.117853,25623.6,22233.7,25215.6,23810.3,37844.1,34762.7,45620.1,42472.4,1.73045,1.84592,0.257306,0,30.9244,999.9,54.273,32.559,29.7527,53.8491,43.101,1,0.112454,-6.66667,20.1275,5.23616,11.992,4.95745,3.304,9999,9999,9999,999.9,1.86844,1.86417,1.87168,1.86263,1.86203,1.86844,1.85852,1.86493,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.753,0.5441,0.553887653931418,0.000627187234394091,-4.01537248521887e-07,9.27123944784829e-11,0.544090000000001,0,0,0,1,1476,2,27,15.5,15.4,1.06079,2.39502,1.44775,2.30103,1.44409,2.41699,38.135,24.3064,18,406.559,461.551,44.6452,28.8508,30.0001,28.7147,28.6989,21.2667,0,100,36.011,419.8,31.0602,96.5266,99.8567,NA,3
65,1678486925,3359.5,"20230310 16:22:05","16:22:05",5,"pas_smi16_t4_ch3","gibson",1678486922.2,0.00283082982658018,2.83082982658018,-2.92120607766007,420.525701426073,452.925570193219,40.763257836535,37.8472727578792,0.0840762302481219,3.81986045678003,0.0830615427934045,0.0520036094555557,0,35.4439585585553,35.20069,5.71144877269019,46.6881873614653,2.78900432505888,5.9736830292127,2.92244444763131,-124.839595352186,167.677467983711,10.312402811077,53.1502754426021,-2.92120607766007,2.83082982658018,-2.88291928817726,432.673440901499,433.968484848485,-0.000153293937805773,67.1739470977264,2.82303715999517,29.7943999626527,30.98534,7.7523524797101e-05,117.253722869481,20,4,1,0,45280,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1678486922.2,420.5257,419.7718,30.98897,29.79411,419.7724,30.44488,500.4745,89.8991,0.100804,36.01491,35.20069,999.9,0,0,9862.125,0,0.4399879,0.7540132,433.974,432.6626,1.194878,419.7718,29.79411,2.785881,2.678462,22.80068,22.15356,0,0,0,0,-1.45,0,-14.56,-2.56,37.062,41.4937,39.375,40.625,38.4998,0,0,0,1678486934.1,0,1678485994.5,"16:06:34",1678485991.5,1678485994.5,2,-0.022,-0.002,0.753,0.544,420,30,0.57,0.18,0.728071575,0.0995414071294543,0.0306666387226311,1,1.1788375,0.13723879924953,0.0132891846533187,0,1,2,"1/2",2.84815,2.70892,0.0904901,0.0904306,0.121035,0.117854,25623.2,22233.6,25215.2,23810.1,37844.8,34762.3,45619.8,42472,1.73002,1.8455,0.264905,0,31.0265,999.9,54.273,32.559,29.753,56.3191,44.1747,1,0.128199,9.28105,19.9326,5.23975,11.9963,4.95765,3.304,9999,9999,9999,999.9,1.86843,1.86416,1.87164,1.86253,1.86198,1.86844,1.85852,1.86492,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.753,0.5441,0.553887653931418,0.000627187234394091,-4.01537248521887e-07,9.27123944784829e-11,0.544090000000001,0,0,0,1,1476,2,27,15.6,15.5,1.05957,2.38037,1.44775,2.30103,1.44409,2.54517,38.1593,24.2013,18,406.313,461.27,42.8657,28.8539,30.0111,28.7129,28.6972,21.2683,0,100,35.7866,419.8,31.0602,96.5256,99.8559,NA,3
66,1678486930,3364.5,"20230310 16:22:10","16:22:10",5,"pas_smi16_t4_ch3","gibson",1678486927.5,0.00267825498269772,2.67825498269772,-2.79317667252971,420.527890227582,454.107231842046,40.8691201355254,37.8470186355194,0.0780304327716988,3.8309884403882,0.0771581194433019,0.0483013858427869,0,35.5458984389582,35.3504,5.75890083757375,46.4126738597767,2.78318185733722,5.99659882933236,2.97571898023654,-118.11104473697,151.634324173226,9.30855350423279,42.8318329404893,-2.79317667252971,2.67825498269772,-2.764176392659,432.69672923981,433.938975757576,-0.000169673516886794,67.1739470977264,2.11809282007453,29.7938078487955,30.8755975757576,-0.0228609384110441,117.253722869481,21,4,1,0,45937,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1678486927.5,420.527888888889,419.801555555556,30.9246444444444,29.7937111111111,419.774777777778,30.3805444444444,500.298222222222,89.8991111111111,0.0997201555555556,36.0845777777778,35.3504,999.9,0,0,9901.73666666667,0,0.440034222222222,0.726484666666667,433.947444444444,432.692888888889,1.13092888888889,419.801555555556,29.7937111111111,2.78009666666667,2.67842666666667,22.7663666666667,22.1533555555556,0,0,0,0,1.33333333333333,0,-19.1333333333333,-3.51111111111111,37.062,41.437,39.375,40.6594444444444,38.5,0,0,0,1678486939.5,0,1678485994.5,"16:06:34",1678485991.5,1678485994.5,2,-0.022,-0.002,0.753,0.544,420,30,0.57,0.18,0.73229525,0.0436263489681037,0.0252370827194329,1,1.17399875,-0.145937448405253,0.0283039448829576,0,1,2,"1/2",2.84834,2.7098,0.0904979,0.0904325,0.120723,0.117855,25621.2,22232.3,25213.4,23808.9,37855.7,34760.5,45616.4,42469.9,1.72905,1.8458,0.261568,0,31.1294,999.9,54.273,32.559,29.7507,56.7791,43.5737,1,0.135229,9.28105,19.9452,5.23945,11.9971,4.9576,3.304,9999,9999,9999,999.9,1.86844,1.86416,1.87164,1.86257,1.862,1.86844,1.85852,1.86493,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.753,0.5441,0.553887653931418,0.000627187234394091,-4.01537248521887e-07,9.27123944784829e-11,0.544090000000001,0,0,0,1,1476,2,27,15.6,15.6,1.06079,2.41455,1.44775,2.30103,1.44409,2.30713,38.1593,24.2101,18,405.763,461.445,39.8717,28.857,30.0073,28.7105,28.6954,21.2692,0,100,35.4349,419.8,31.0602,96.5186,99.8507,NA,3
67,1678486935,3369.5,"20230310 16:22:15","16:22:15",5,"pas_smi16_t4_ch3","gibson",1678486932.2,0.00242102456090405,2.42102456090405,-2.74430648032626,420.543401301336,459.153131293543,41.324133748111,37.8492284552264,0.070198922855402,3.85097053148937,0.0694956943283834,0.0434974040193506,0,35.5398220158007,35.35456,5.7602242677993,46.4045739963139,2.77350862023092,5.97680008968777,2.98671564756838,-106.767183135869,139.067842443021,8.49050902845802,40.79116833561,-2.74430648032626,2.42102456090405,-2.4303974209646,432.662458909278,433.857551515151,-0.022070272385726,67.1739470977264,1.8790188227344,29.7942874786388,30.7719551515151,-0.0224687537167027,117.253722869481,21,4,1,0,46098,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1678486932.2,420.5434,419.7913,30.8165,29.79415,419.7902,30.27242,500.3364,89.90084,0.09992648,36.0244,35.35456,999.9,0,0,9972.812,0,0.445135,0.7522522,433.9153,432.6826,1.022373,419.7913,29.79415,2.77043,2.678518,22.70893,22.15391,0,0,0,0,0.43,0,-17.67,-3.13,37.0746,41.4496,39.375,40.6622,38.5248,0,0,0,1678486944.3,0,1678485994.5,"16:06:34",1678485991.5,1678485994.5,2,-0.022,-0.002,0.753,0.544,420,30,0.57,0.18,0.7408707,0.208972570356473,0.0340036806273968,0,1.145105375,-0.563574878048781,0.0646547897431766,0,0,2,"0/2",2.84786,2.71007,0.090489,0.0904476,0.120443,0.117857,25620.1,22230.7,25212.1,23807.5,37866.5,34758.7,45614.7,42467.8,1.7287,1.8462,0.252806,0,31.2254,999.9,54.273,32.559,29.7519,56.8191,43.4135,1,0.135483,9.28105,19.9554,5.2399,11.996,4.95755,3.304,9999,9999,9999,999.9,1.86844,1.86415,1.87164,1.86256,1.86199,1.86844,1.85852,1.86493,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.753,0.5441,0.553887653931418,0.000627187234394091,-4.01537248521887e-07,9.27123944784829e-11,0.544090000000001,0,0,0,1,1476,2,27,15.7,15.7,1.05957,2.37671,1.44775,2.30103,1.44409,2.47681,38.135,24.2188,18,405.57,461.686,37.7855,28.8613,30.0028,28.7105,28.6941,21.2667,0,100,35.0849,419.8,31.0602,96.5145,99.8456,NA,3
68,1678486940,3374.5,"20230310 16:22:20","16:22:20",5,"pas_smi16_t4_ch3","gibson",1678486937.5,0.00219570084179339,2.19570084179339,-2.63593783029425,420.555445691364,462.503861244116,41.6256733459407,37.8502863935343,0.0640650380814583,3.85350366967289,0.0634791625853011,0.0397266684936586,0,35.4485712437686,35.2625111111111,5.73100223778433,46.6088826191228,2.76487264263922,5.9320723588959,2.96612959514511,-96.8304071230887,129.90613117658,7.91714171790668,40.9928657713985,-2.63593783029425,2.19570084179339,-2.98459155729529,432.704718384442,433.931793939394,0.0240943875184396,67.1739470977264,1.77987069119628,29.7931918552643,30.6896163636364,-0.0176563341857068,117.253722869481,21,4,1,0,46168,0,0,0,0,2.18,0.5,"0: Broadleaf",2,"False",1678486937.5,420.555444444445,419.809333333333,30.7205666666667,29.7933333333333,419.802111111111,30.1764777777778,500.368111111111,89.9007,0.1000045,35.8878111111111,35.2625111111111,999.9,0,0,9981.87444444445,0,0.445135,0.745947777777778,433.884444444444,432.700888888889,0.927256888888889,419.809333333333,29.7933333333333,2.7618,2.67844,22.6575222222222,22.1534333333333,0,0,0,0,-1.17777777777778,0,-15.8,-2.83333333333333,37.076,41.465,39.375,40.687,38.562,0,0,0,1678486949.1,0,1678485994.5,"16:06:34",1678485991.5,1678485994.5,2,-0.022,-0.002,0.753,0.544,420,30,0.57,0.18,0.74195255,-0.0875083227016897,0.0434922306929353,1,1.0855045,-1.01699311069419,0.100461442169869,0,1,2,"1/2",2.84796,2.71012,0.0905062,0.0904383,0.120217,0.117855,25620.4,22231.1,25212.9,23807.8,37877.3,34758.9,45615.8,42467.8,1.72897,1.8462,0.240535,0,31.3082,999.9,54.273,32.559,29.7531,56.8891,44.403,1,0.134601,9.28105,19.9639,5.23975,11.9968,4.9575,3.304,9999,9999,9999,999.9,1.86844,1.86413,1.87164,1.86257,1.86196,1.86844,1.85852,1.86493,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.754,0.5441,0.553887653931418,0.000627187234394091,-4.01537248521887e-07,9.27123944784829e-11,0.544090000000001,0,0,0,1,1476,2,27,15.8,15.8,1.06079,2.41577,1.44775,2.30103,1.44409,2.24609,38.1593,24.2101,18,405.705,461.666,36.0459,28.8673,30.0005,28.708,28.6916,21.2673,0,100,34.8284,419.8,31.0602,96.5171,99.846,NA,3
