"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_des","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","chamber"
1,1677780949.1,0,2023-03-02 12:15:49,12:15:49,5,"bou_cur17_t1_ch4","stan",1677780941.1,0.00129340807155368,1.29340807155369,6.66777544911947,419.022869025309,266.637174475795,23.715912723159,37.2697835939377,0.0753034550532227,4.18779051875275,0.0745592128454164,0.0466657620811774,321.510600193548,27.9836804310463,27.4975290322581,3.68509022102022,61.74601569475,2.19312055352563,3.55184140846857,1.49196966749459,-57.0392959555177,-141.76671058426,-7.31916854274671,115.385425111024,6.64303384079037,1.31163131049769,6.66777544911947,430.535501425716,429.600054545454,-0.00042984616856806,64.6678173234963,1.29340807155369,24.473249087883,24.6460927272727,-2.94614571042647e-06,86.0263381890906,0,0,1,0,47021,1999.96967741936,1681.17423870968,0.840599863933421,0.160757737391502,1.37,0.5,"0: Broadleaf",2,TRUE,1677780941.1,419.022870967742,420.008290322581,24.6571774193548,24.4819096774194,422.598903225806,24.7751451612903,999.971548387097,88.8445548387097,0.0999547548387097,26.8696096774194,27.4975290322581,999.9,0,0,10001.4638709677,0,1.97089032258065,-0.985549838709677,429.615935483871,430.549064516129,0.175266903225806,420.008290322581,24.4819096774194,2.19065548387097,2.17508387096774,18.8941483870968,18.7799709677419,1999.96967741936,0.98000435483871,0.0199952451612903,0,2.08998064516129,0,2045.9064516129,16749.235483871,38.437,39.4796774193548,38.625,38.5,37.625,1959.97935483871,39.9903225806452,0,1677780949.9,0,0,"--:--:--",1675442540.1,1675442541.6,0,-0.357,-0.062,-3.225,-0.163,420,23,0.26,0.26,-0.979490243902439,-0.0422348571428593,0.0206963165248459,1,0.171639780487805,0.0584795749128917,0.00777084625931826,1,2,2,"2/2",3.9219,2.72054,0.0929363,0.0916212,0.107387,0.104704,28792.9,28920.3,29511.7,29450.4,34912.3,35030.3,41588.8,41951.7,2.61523,2.10047,0.0753328,0,26.2537,999.9,59.3,30,28.4381,63.1623,31.1899,3,0.0530361,1.37364,20.3869,5.22313,12.0099,4.99045,3.2893,9999,9999,9999,999.9,1.86728,1.86636,1.86584,1.86571,1.86753,1.87008,1.8687,1.87012,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-3.576,-0.1181,-1.89784729924781,-0.00451174484931966,1.46505025703993e-06,-4.39761560098343e-10,-0.166774759375532,-0.0202099247742398,0.00154202759692722,-2.61068131038804e-05,2,2351,1,28,38973.5,38973.5,1.56982,2.19849,2.64648,3.00659,3.04443,2.46704,36.1285,15.533,18,1147.9,588.997,23.975,28.0752,30.0001,27.9931,27.944,31.4154,12.63,100,23.9754,413.303,24.4112,100.948,100.769,4
2,1677780954.1,5,2023-03-02 12:15:54,12:15:54,5,"bou_cur17_t1_ch4","stan",1677780946.25517,0.00127119424482922,1.27119424482922,6.47521557905557,418.996929144719,268.234428078242,23.8577010786785,37.2670412222517,0.0739715088500559,4.18606771758168,0.0732529337100499,0.0458470627858035,321.513259551724,27.9869504271539,27.4967137931034,3.6849144322042,61.7313363845307,2.19243079755357,3.55156866181658,1.49248363465063,-56.0596661969687,-141.819195918672,-7.32481399470529,116.309583441378,5.57895230195812,1.30806338887686,6.47521557905557,429.545234416435,429.171993939394,-0.232760966839804,64.6678173234963,1.27119424482922,24.4766413311781,24.6465054545454,-1.76407876847918e-07,86.0263381890906,0,0,1,0,46961,1999.98620689655,1681.18813448276,0.840599864481824,0.16075773844992,1.37,0.5,"0: Broadleaf",2,TRUE,1677780946.25517,418.996931034483,419.836344827586,24.6497103448276,24.4749206896552,422.572896551724,24.7677413793103,999.986758620689,88.8435517241379,0.0999192896551724,26.8683034482759,27.4967137931034,999.9,0,0,9996.08655172414,0,2.30402448275862,-0.839459848275862,429.586206896552,430.369689655172,0.174788793103448,419.836344827586,24.4749206896552,2.1899675862069,2.17443827586207,18.8891172413793,18.775224137931,1999.98620689655,0.980004448275862,0.0199951517241379,0,2.14163793103448,0,2045.18310344828,16749.3724137931,38.437,39.4891379310345,38.625,38.5,37.625,1959.99551724138,39.9906896551724,0,1677780954.7,0,0,"--:--:--",1675442540.1,1675442541.6,0,-0.357,-0.062,-3.225,-0.163,420,23,0.26,0.26,-0.885638307317073,1.62228697421603,0.29022281004148,0,0.173820268292683,-0.00931001393728206,0.00510112163670003,1,1,2,"1/2",3.9219,2.71975,0.0928229,0.0912066,0.107388,0.104704,28796.4,28933.4,29511.5,29450.3,34912.2,35029.9,41588.7,41951.3,2.61448,2.10075,0.0762343,0,26.2537,999.9,59.3,30,28.4372,63.0223,31.234,3,0.053031,1.36122,20.3863,5.21849,12.0099,4.98915,3.28845,9999,9999,9999,999.9,1.86728,1.8664,1.86584,1.86575,1.86753,1.87007,1.86871,1.87012,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-3.574,-0.1181,-1.89784729924781,-0.00451174484931966,1.46505025703993e-06,-4.39761560098343e-10,-0.166774759375532,-0.0202099247742398,0.00154202759692722,-2.61068131038804e-05,2,2351,1,28,38973.6,38973.5,1.54541,2.20825,2.64648,3.00659,3.04443,2.4707,36.1285,15.5242,18,1147,589.219,23.9762,28.0762,30.0001,27.9953,27.945,30.8825,12.63,100,23.982,399.928,24.4112,100.947,100.769,4
3,1677780959.1,10,2023-03-02 12:15:59,12:15:59,5,"bou_cur17_t1_ch4","stan",1677780951.33214,0.0012665887112078,1.2665887112078,6.44586551361413,418.034569551421,267.432840115896,23.786049727967,37.1808901818126,0.0737050955363465,4.18478279599015,0.0729914433691531,0.0456831948802573,321.509192357143,27.9886123645012,27.4949071428572,3.68452489295556,61.7212971651356,2.19213824050428,3.55167234194578,1.49238665245127,-55.8565621642641,-141.256038822069,-7.29791980699653,117.098671563813,-3.49547863440664,1.28202218872496,6.44586551361413,421.3930996599,423.906545454545,-1.48423835203611,64.6678173234963,1.2665887112078,24.4777387487568,24.6469884848485,-4.44118664455175e-07,86.0263381890906,0,0,1,0,47081,1999.96071428571,1681.16672142857,0.840599872497495,0.160757753920166,1.37,0.5,"0: Broadleaf",2,TRUE,1677780951.33214,418.034571428571,417.629107142857,24.6467892857143,24.4754785714286,421.607142857143,24.7648571428571,999.985035714286,88.84255,0.099592325,26.8688,27.4949071428572,999.9,0,0,9992.105,0,2.25562892857143,0.405523728571429,428.59825,428.107107142857,0.171308428571429,417.629107142857,24.4754785714286,2.18968392857143,2.17446392857143,18.8870392857143,18.7754071428571,1999.96071428571,0.980004178571429,0.0199954214285714,0,2.17564285714286,0,2044.63892857143,16749.1571428571,38.437,39.48875,38.625,38.5,37.625,1959.97,39.9907142857143,0,1677780960.1,0,0,"--:--:--",1675442540.1,1675442541.6,0,-0.357,-0.062,-3.225,-0.163,420,23,0.26,0.26,-0.243966819512195,10.3310948864111,1.3465332031037,0,0.174072292682927,-0.0423405156794424,0.00458810290910966,1,1,2,"1/2",3.92175,2.72011,0.0918549,0.0895961,0.107387,0.104709,28826.9,28985.2,29511.3,29450.8,34911.7,35030.2,41588.2,41951.9,2.6144,2.10055,0.0759885,0,26.2537,999.9,59.3,30,28.4404,62.9423,31.246,3,0.0531225,1.35925,20.3864,5.21819,12.0099,4.9891,3.28848,9999,9999,9999,999.9,1.86731,1.86638,1.86584,1.86574,1.86756,1.87006,1.86868,1.87012,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-3.553,-0.1181,-1.89784729924781,-0.00451174484931966,1.46505025703993e-06,-4.39761560098343e-10,-0.166774759375532,-0.0202099247742398,0.00154202759692722,-2.61068131038804e-05,2,2351,1,28,38973.7,38973.6,1.50635,2.20947,2.64648,3.00781,3.04443,2.43896,36.1285,15.5242,18,1146.93,589.09,23.9822,28.0776,30.0002,27.9964,27.9474,30.1603,12.9027,100,23.9838,379.892,24.4112,100.946,100.77,4
4,1677780964.1,15,2023-03-02 12:16:04,12:16:04,5,"bou_cur17_t1_ch4","stan",1677780956.6,0.00127487678729067,1.27487678729068,6.82414937509785,414.181516529724,256.439389919939,22.8077842385903,36.8374089002915,0.0741738853302091,4.18572289664684,0.0734513347770281,0.0459714157803186,321.513239111111,27.9874050903019,27.4964037037037,3.68484757000564,61.7192213721772,2.19213611145888,3.5517883452222,1.49271145854677,-56.2220663195188,-141.500119532592,-7.30896315926679,116.482090099734,-21.0692648255877,1.27150969381585,6.82414937509785,408.563662806814,413.212703030303,-2.43450909813352,64.6678173234963,1.27487678729068,24.4786589518754,24.6490103030303,1.85654624369691e-06,86.0263381890906,0,0,1,0,47031,1999.98592592593,1681.18791111111,0.84059987088798,0.160757750813802,1.37,0.5,"0: Broadleaf",2,TRUE,1677780956.6,414.181518518518,411.367111111111,24.6472888888889,24.4773814814815,417.740481481481,24.7653555555556,999.976111111111,88.8409444444444,0.0993086333333333,26.8693555555556,27.4964037037037,999.9,0,0,9995.28111111111,0,1.81092407407407,2.81453375555556,424.648037037037,421.688814814815,0.169904703703704,411.367111111111,24.4773814814815,2.18968888888889,2.1745937037037,18.887062962963,18.776362962963,1999.98592592593,0.980004333333333,0.0199952666666667,0,2.22717407407407,0,2044.22148148148,16749.3666666667,38.437,39.4906666666667,38.625,38.5,37.625,1959.99481481481,39.9911111111111,0,1677780964.9,0,0,"--:--:--",1675442540.1,1675442541.6,0,-0.357,-0.062,-3.225,-0.163,420,23,0.26,0.26,1.571557835,27.3609830161351,2.79817593597464,0,0.17127545,-0.0174340187617266,0.00264788930046178,1,1,2,"1/2",3.92188,2.72058,0.0900159,0.0873466,0.10739,0.104704,28885.3,29056.2,29511.4,29450.2,34911.7,35029.8,41588.3,41951.2,2.6144,2.1002,0.076212,0,26.2518,999.9,59.3,30,28.4394,63.1323,31.25,3,0.0530666,1.3636,20.3863,5.21864,12.0099,4.9891,3.28865,9999,9999,9999,999.9,1.86731,1.86638,1.86584,1.86573,1.86755,1.87008,1.86869,1.87012,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-3.515,-0.1181,-1.89784729924781,-0.00451174484931966,1.46505025703993e-06,-4.39761560098343e-10,-0.166774759375532,-0.0202099247742398,0.00154202759692722,-2.61068131038804e-05,2,2351,1,28,38973.7,38973.7,1.46484,2.21436,2.64648,3.00781,3.04443,2.44385,36.1285,15.5155,18,1146.97,588.834,23.9849,28.0798,30.0001,27.9979,27.9488,29.2314,12.9027,100,23.9855,366.528,24.4106,100.947,100.768,4
5,1677780969.1,20,2023-03-02 12:16:09,12:16:09,5,"bou_cur17_t1_ch4","stan",1677780961.31429,0.001282656619189,1.28265661918901,6.3609149030311,406.692105287322,259.886359317564,23.1142160950297,36.171075813437,0.0746118637779177,4.18769029277809,0.0738811402630093,0.0462407686981588,321.514757678571,27.9840511543224,27.4983821428571,3.6852741838361,61.7262796048941,2.19220426863146,3.55149262625841,1.49306991520463,-56.5651569062352,-142.33304063235,-7.3485531042989,115.268007035687,-40.1601031824134,1.27846873995353,6.3609149030311,393.601496473182,399.395763636363,-2.90350313030912,64.6678173234963,1.28265661918901,24.4765187335565,24.647916969697,-9.34859786746734e-07,86.0263381890906,0,0,1,0,46957,1999.99571428571,1681.19611071429,0.84059985664255,0.160757723320121,1.37,0.5,"0: Broadleaf",2,TRUE,1677780961.31429,406.692107142857,401.261321428571,24.6482071428571,24.4773714285714,410.224464285714,24.7662785714286,999.984571428571,88.8402607142857,0.0994441464285714,26.8679392857143,27.4983821428571,999.9,0,0,10001.6278571429,0,1.60121285714286,5.43082532142857,416.969678571429,411.3295,0.170837178571429,401.261321428571,24.4773714285714,2.18975428571429,2.17457678571429,18.88755,18.7762392857143,1999.99571428571,0.980004714285714,0.0199948857142857,0,2.25171785714286,0,2043.97642857143,16749.45,38.437,39.49775,38.625,38.5,37.625,1960.00535714286,39.9903571428571,0,1677780970.3,0,0,"--:--:--",1675442540.1,1675442541.6,0,-0.357,-0.062,-3.225,-0.163,420,23,0.26,0.26,3.84544764390244,33.3511610090592,3.33127945747497,0,0.170483146341463,0.00826871080139336,0.00130821417208635,1,1,2,"1/2",3.92177,2.72066,0.0876544,0.0847765,0.107386,0.104705,28960.7,29137.9,29511.9,29450,34912.5,35029.3,41589,41950.8,2.61462,2.1002,0.0766218,0,26.2515,999.9,59.3,30,28.44,62.9023,31.278,3,0.0531936,1.37047,20.3864,5.21879,12.0099,4.98915,3.28865,9999,9999,9999,999.9,1.86728,1.8664,1.86584,1.86574,1.86754,1.8701,1.8687,1.87012,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-3.467,-0.1181,-1.89784729924781,-0.00451174484931966,1.46505025703993e-06,-4.39761560098343e-10,-0.166774759375532,-0.0202099247742398,0.00154202759692722,-2.61068131038804e-05,2,2351,1,28,38973.8,38973.8,1.41479,2.21436,2.64648,3.00781,3.04443,2.44141,36.1285,15.5155,18,1147.29,588.852,23.9868,28.0803,30.0001,28.0003,27.9505,28.312,12.9027,100,23.986,346.492,24.4105,100.948,100.767,4
6,1677780974.1,25,2023-03-02 12:16:14,12:16:14,5,"bou_cur17_t1_ch4","stan",1677780966.6,0.00128746454410091,1.28746454410091,6.96558036795186,394.435886854586,235.503302172181,20.9455534055084,35.0809430566776,0.0748361310517525,4.18928395644499,0.0741013081646885,0.0463787370480843,321.520112222222,27.9812496912982,27.5038740740741,3.6864586431804,61.7333570843716,2.1922586579039,3.55117356554532,1.49419998527649,-56.7771863948503,-143.972716456711,-7.43052805114481,113.339681319516,-55.7354360881432,1.28093505135618,6.96558036795186,377.630198597235,383.945963636364,-3.16682092293968,64.6678173234963,1.28746454410091,24.4780122865043,24.6500412121212,2.06383316842845e-06,86.0263381890906,0,0,1,0,46878,2000.02925925926,1681.22428888889,0.840599846780019,0.160757704285437,1.37,0.5,"0: Broadleaf",2,TRUE,1677780966.6,394.435888888889,386.869333333333,24.6488666666667,24.4777037037037,397.924740740741,24.7669296296296,999.997407407407,88.8398407407407,0.0996909444444445,26.8664111111111,27.5038740740741,999.9,0,0,10006.7548148148,0,1.72354185185185,7.56660518518519,404.404037037037,396.576666666667,0.171159259259259,386.869333333333,24.4777037037037,2.18980222222222,2.17459592592593,18.8878925925926,18.7763851851852,2000.02925925926,0.980005111111111,0.0199944888888889,0,2.23914444444444,0,2043.80814814815,16749.7296296296,38.437,39.4953333333333,38.625,38.5,37.625,1960.03888888889,39.9903703703704,0,1677780975.1,0,0,"--:--:--",1675442540.1,1675442541.6,0,-0.357,-0.062,-3.225,-0.163,420,23,0.26,0.26,6.14248541463415,24.6996360209059,2.54524945528613,0,0.170771243902439,0.00365195121951236,0.00110527967502519,1,1,2,"1/2",3.92187,2.72045,0.0849961,0.0820063,0.107393,0.104708,29044.5,29226.2,29511.3,29450.1,34911.5,35029.5,41588.3,41951.1,2.61485,2.10005,0.0766367,0,26.2507,999.9,59.3,30,28.4403,63.1223,31.3021,3,0.0532698,1.38766,20.3862,5.21924,12.0099,4.9893,3.28865,9999,9999,9999,999.9,1.86727,1.86637,1.86584,1.86574,1.86754,1.87008,1.86866,1.87012,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-3.412,-0.118,-1.89784729924781,-0.00451174484931966,1.46505025703993e-06,-4.39761560098343e-10,-0.166774759375532,-0.0202099247742398,0.00154202759692722,-2.61068131038804e-05,2,2351,1,28,38973.9,38973.9,1.36719,2.20947,2.64648,3.00781,3.04443,2.47559,36.1285,15.5242,18,1147.6,588.753,23.9868,28.0824,30.0002,28.0018,27.952,27.2807,12.9027,100,23.9812,333.123,24.4098,100.946,100.768,4
7,1677780979.1,30,2023-03-02 12:16:19,12:16:19,5,"bou_cur17_t1_ch4","stan",1677780971.31429,0.00127438966958928,1.27438966958929,6.70152329824829,381.072176622381,226.656183404264,20.158722399418,33.8924273200659,0.0740686311754167,4.18799715688969,0.0733485062124849,0.0459069330998791,321.519012,27.983424547499,27.5039892857143,3.68648349473725,61.7359444095584,2.19227637613543,3.55105343751088,1.49420711860182,-56.2005844288875,-144.084421001133,-7.43856097797654,113.795445592003,-62.76258693258,1.28014652263499,6.70152329824829,361.164164635066,367.748454545454,-3.26730699242311,64.6678173234963,1.27438966958929,24.4791457822171,24.649436969697,-1.09786681522073e-06,86.0263381890906,0,0,1,0,47093,2000.0225,1681.2186,0.840599843251763,0.160757697475903,1.37,0.5,"0: Broadleaf",2,TRUE,1677780971.31429,381.072178571429,372.540535714286,24.6490321428571,24.477975,384.513107142857,24.7670892857143,999.999892857143,88.8398214285714,0.099832,26.8658357142857,27.5039892857143,999.9,0,0,10002.6553571429,0,1.78805178571429,8.53167464285714,390.702714285714,381.888428571429,0.171051392857143,372.540535714286,24.477975,2.18981642857143,2.17461964285714,18.8879964285714,18.7765535714286,2000.0225,0.980005142857143,0.0199944571428571,0,2.25664642857143,0,2043.6975,16749.675,38.437,39.49775,38.625,38.5,37.625,1960.0325,39.99,0,1677780979.9,0,0,"--:--:--",1675442540.1,1675442541.6,0,-0.357,-0.062,-3.225,-0.163,420,23,0.26,0.26,7.55307634146341,15.1534340069686,1.58629829972365,0,0.170805780487805,0.00086009059233432,0.00104237733704738,1,1,2,"1/2",3.92174,2.7206,0.0821662,0.0791249,0.10739,0.104709,29134.2,29317.7,29511.1,29449.9,34911.5,35029,41588.1,41950.7,2.61457,2.09973,0.0761077,0,26.2493,999.9,59.3,30,28.4355,62.8923,31.27,3,0.0535188,1.40122,20.3859,5.21864,12.0099,4.98925,3.28865,9999,9999,9999,999.9,1.86728,1.8664,1.86583,1.86575,1.86756,1.87009,1.8687,1.87012,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-3.355,-0.118,-1.89784729924781,-0.00451174484931966,1.46505025703993e-06,-4.39761560098343e-10,-0.166774759375532,-0.0202099247742398,0.00154202759692722,-2.61068131038804e-05,2,2351,1,28,38974,38974,1.31348,2.21069,2.64648,3.00781,3.04443,2.47559,36.152,15.5242,18,1147.28,588.523,23.982,28.0845,30.0004,28.0029,27.954,26.3023,12.9027,100,23.9768,313.087,24.4094,100.946,100.767,4
8,1677780984.1,35,2023-03-02 12:16:24,12:16:24,5,"bou_cur17_t1_ch4","stan",1677780976.6,0.00128722343132307,1.28722343132307,7.09481433768549,364.879368303742,204.01139288928,18.1448679569485,32.4525403425842,0.0748373375839775,4.18836942273503,0.074102332374001,0.0463793932713983,321.517629555556,27.9817339319635,27.5026481481482,3.68619421569182,61.7330627473292,2.19227636932212,3.55121918751224,1.4939178463697,-56.7665533213475,-143.615126338491,-7.4136536603665,113.72229623535,-66.7065908541313,1.28264894337071,7.09481433768549,344.499329758102,351.164927272727,-3.32654794971097,64.6678173234963,1.28722343132307,24.4749197266408,24.6469254545455,-5.03382567468475e-07,86.0263381890906,0,0,1,0,47015,2000.0137037037,1681.21122222222,0.840599851445462,0.160757713289742,1.37,0.5,"0: Broadleaf",2,TRUE,1677780976.6,364.87937037037,355.80462962963,24.6488074074074,24.4774148148148,368.261851851852,24.7668555555556,999.993888888889,88.8406703703704,0.0997936888888889,26.8666296296296,27.5026481481482,999.9,0,0,10003.7462962963,0,1.75247814814815,9.0748262962963,374.100592592593,364.73237037037,0.17139537037037,355.80462962963,24.4774148148148,2.18981703703704,2.17458925925926,18.888,18.7763259259259,2000.0137037037,0.980004888888889,0.0199947111111111,0,2.21042962962963,0,2043.70296296296,16749.6074074074,38.4393333333333,39.4976666666667,38.625,38.5,37.625,1960.02333333333,39.9903703703704,0,1677780984.7,0,0,"--:--:--",1675442540.1,1675442541.6,0,-0.357,-0.062,-3.225,-0.163,420,23,0.26,0.26,8.68406475,6.549444315197,0.673884371717387,0,0.171191775,-0.00022233771106993,0.00180627614842664,1,1,2,"1/2",3.92186,2.72072,0.0792192,0.0761548,0.10738,0.104651,29226.9,29412.3,29510.2,29450.1,34911,35031.4,41587.1,41950.8,2.61545,2.0996,0.0763386,0,26.2479,999.9,59.3,30,28.4386,62.8423,31.2821,3,0.0536128,1.38986,20.386,5.21774,12.0099,4.98905,3.28848,9999,9999,9999,999.9,1.86729,1.86638,1.86584,1.86574,1.86756,1.8701,1.86867,1.87012,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-3.295,-0.1181,-1.89784729924781,-0.00451174484931966,1.46505025703993e-06,-4.39761560098343e-10,-0.166774759375532,-0.0202099247742398,0.00154202759692722,-2.61068131038804e-05,2,2351,1,28,38974.1,38974,1.25977,2.21191,2.64648,3.00781,3.04443,2.48657,36.152,15.5242,18,1148.41,588.44,23.977,28.0858,30.0002,28.005,27.9552,25.2323,13.1842,100,23.9799,299.728,24.4093,100.943,100.768,4
9,1677780989.1,40,2023-03-02 12:16:29,12:16:29,5,"bou_cur17_t1_ch4","stan",1677780981.31429,0.00127723868869599,1.27723868869599,6.27614776091439,349.847141026996,205.761602506281,18.300689862298,31.1158347775369,0.074254512142478,4.18679229067389,0.0735305811952379,0.046021067211199,321.516965035714,27.9834422781626,27.5006,3.6857524749724,61.7237598878646,2.19187591281749,3.55110563063484,1.49387656215491,-56.3262261714934,-143.221515068817,-7.39602396237485,114.573199833029,-68.3050845325701,1.33283970766215,6.27614776091439,327.724455427388,334.511933333333,-3.32951114733068,64.6678173234963,1.27723868869599,24.4382571277765,24.6245393939394,-0.00509408931864998,86.0263381890906,0,0,1,0,46988,2000.00928571429,1681.20753214286,0.840599863286349,0.160757736142654,1.37,0.5,"0: Broadleaf",2,TRUE,1677780981.31429,349.847142857143,340.553178571429,24.6440928571429,24.4659928571429,353.174857142857,24.7621785714286,999.994678571429,88.8414142857143,0.0998149785714286,26.8660857142857,27.5006,999.9,0,0,9998.63607142857,0,1.75422714285714,9.29405285714286,358.686821428571,349.094321428572,0.178106214285714,340.553178571429,24.4659928571429,2.18941642857143,2.1735925,18.885075,18.7689857142857,2000.00928571429,0.980004607142857,0.0199949928571429,0,2.186625,0,2043.775,16749.575,38.43925,39.49775,38.625,38.5,37.625,1960.01821428571,39.9910714285714,0,1677780990.1,0,0,"--:--:--",1675442540.1,1675442541.6,0,-0.357,-0.062,-3.225,-0.163,420,23,0.26,0.26,9.12771512195122,2.99788076655054,0.31873253471135,0,0.176082170731707,0.0714948501742161,0.00894049104588682,1,1,2,"1/2",3.92172,2.7207,0.0762019,0.0730999,0.107315,0.10459,29323.1,29509.4,29510.7,29449.8,34914,35033.5,41587.7,41950.5,2.6147,2.09942,0.0769123,0,26.2462,999.9,59.3,30,28.4382,62.8223,31.2981,3,0.0536941,1.38265,20.3862,5.21834,12.0099,4.9891,3.2885,9999,9999,9999,999.9,1.8673,1.86638,1.86583,1.86575,1.86755,1.87009,1.86868,1.87012,0,0,0,0,"00000000","iiiiiiii","off","off","off","off",0,100,100,-3.235,-0.1182,-1.89784729924781,-0.00451174484931966,1.46505025703993e-06,-4.39761560098343e-10,-0.166774759375532,-0.0202099247742398,0.00154202759692722,-2.61068131038804e-05,2,2351,1,28,38974.2,38974.1,1.20972,2.2168,2.64648,3.00659,3.04443,2.48413,36.152,15.5242,18,1147.5,588.322,23.9785,28.0872,30.0002,28.0059,27.9568,24.2262,13.1842,100,23.9788,279.694,24.4093,100.945,100.767,4
